X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,typeStatus,locality,phylum,order,scientificNameAuthorship,stateProvince,minimumElevationInMeters,decimalLongitude,decimalLatitude,identifiedBy,county,maximumElevationInMeters,imagecode,yearIdentified,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,class,relatedCatalogItem,fieldNumber,individualCount,infraspecificEpithet,sex,NM_MUNICIP,CD_GEOCMU
-46.733611,-23.987778,"1562",2020-03-05 09:44:42-03,IBt,SP,"306009",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Garcia, RJF; et al.","941","1996","12","18",NA,Brasil,NA,NA,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do campo",NA,NA,L.,São Paulo,NA,-46.733611,-23.987778,"Corrêa, MA",São Paulo,NA,NA,"1997","06","18",NA,NA,"-46.733611","-23.987778",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.4199981689453,-23.8899993896484,"1585",2020-03-05 09:44:42-03,IBt,SP,"212661",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Kirizawa, M","1758","1986","10","08",NA,Brasil,NA,NA,NA,NA,NA,Ca. 800 m do Caminho do Mar,NA,NA,L.,São Paulo,NA,-46.4199981689453,-23.8899993896484,"Corrêa, MA",Cubatão,NA,NA,"1995","07","25","15123",auto,NA,NA,NA,NA,NA,NA,NA,NA,CUBATÃO,"3513504"
-46.7799987792969,-24.1800003051758,"1586",2020-03-05 09:44:42-03,IBt,SP,"202797",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Jung, SL","412","1981","12","30",NA,Brasil,NA,NA,NA,NA,NA,Vila das Gaivotas,NA,NA,L.,São Paulo,NA,-46.7799987792969,-24.1800003051758,"Corrêa, MA",Itanhaém,NA,NA,"1995","07","25","26998",auto,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.5299987792969,-23.6599998474121,"1588",2020-03-05 09:44:43-03,IBt,SP,"5280",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Gehrt, A",s.n.,"1921","03","07",NA,Brasil,NA,NA,NA,NA,NA,Alto da Serra,NA,NA,L.,São Paulo,NA,-46.5299987792969,-23.6599998474121,"Fromm-Trinta, E",Santo André,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.560001373291,-23.6900005340576,"1589",2020-03-05 09:44:42-03,IBt,SP,"308588",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Corrêa, MA; Matsuo, E","101","1997","04","03",NA,Brasil,NA,NA,NA,NA,NA,"Parque Caminhos do Mar, Trilha da Cachoeira",NA,NA,L.,São Paulo,NA,-46.560001373291,-23.6900005340576,"Corrêa, MA",São Bernardo do Campo,NA,NA,"1997","04","03","31119",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"1590",2020-03-05 09:44:42-03,IBt,SP,"28989",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Brade, AC","5873","1912","03","24",NA,Brasil,NA,NA,NA,NA,NA,Jaraguá,NA,NA,L.,São Paulo,"1000",-46.6300010681152,-23.5400009155273,"Corrêa, MA",São Paulo,"1000",NA,"1995","07","25","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1591",2020-03-05 09:44:42-03,IBt,SP,"333351",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Garcia, RJF; et al.","1689","1998","12","02",NA,Brasil,NA,NA,NA,NA,NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha para o avião",NA,NA,L.,São Paulo,NA,-46.6300010681152,-23.5400009155273,"Guedes, FM",São Paulo,NA,NA,"2018","04","13","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1592",2020-03-05 09:44:42-03,IBt,SP,"141211",S,Plantae,Lentibulariaceae,Utricularia,subulata,Utricularia subulata,"Abreu, LC","110","1974","04","23",NA,Brasil,NA,NA,NA,NA,NA,Parque Estadual das Fontes do Ipiranga,NA,NA,L.,São Paulo,NA,-46.6300010681152,-23.5400009155273,"Corrêa, MA",São Paulo,NA,NA,"1994","05",NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1595",2020-03-05 09:44:43-03,IBt,SP,"5433",S,Plantae,Lentibulariaceae,Utricularia,trichophylla,Utricularia trichophylla,"Gehrt, A",s.n.,"1921","03","23",NA,Brasil,NA,NA,NA,NA,NA,Butantã (bairro),NA,NA,Spruce ex Oliv.,São Paulo,NA,-46.6300010681152,-23.5400009155273,"Corrêa, MA",São Paulo,NA,NA,"1994","10","20","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"1608",2019-11-21 10:07:39-03,IBt,SP,"14822",S,Plantae,Lentibulariaceae,Utricularia,triloba,Utricularia triloba,"Edwall, G",CGG1947,"1892","11","10",NA,Brasil,NA,NA,"Herbácea pequena, flores amarelas",SP006640,NA,Campo Grande (Linha Inglesa). Campo úmido,NA,NA,Benj.,São Paulo,NA,-46.5299987792969,-23.6599998474121,"Corrêa, MA",Santo André,NA,SP006640,"1998","01","20","27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"1609",2020-03-05 09:44:43-03,IBt,SP,"7214",S,Plantae,Lentibulariaceae,Utricularia,triloba,Utricularia triloba,"Brade, AC","5871","1911","12","24",NA,Brasil,NA,NA,NA,NA,NA,Santo Amaro (bairro),NA,NA,Benj.,São Paulo,NA,-46.6300010681152,-23.5400009155273,"Corrêa, MA",São Paulo,NA,NA,"1994","10","20","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
