"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","class","order","individualCount","continentOcean","preparationType","previousCatalogNumber","relatedCatalogItem","relationshipType","fieldNumber","infraspecificEpithet","typeStatus","sex"
"11","2021-04-05 14:25:44-03","UNESC","CRI","12252","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Guilherme Alves Elias; Peterson Teodoro Padilha","2017","03","23","Brasil","Santa Catarina","Timbé do Sul","Paredão da Serra da Rocinha antes da pavimentação.","-49.9275","-28.811667","49º55'39''W","28º48'42''S","CRI010434","CRI010434","Guilherme Alves Elias & Peterson Teodoro Padilha",NA,NA,NA,"Habito: Epífita","2017","03","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:44-03","UNESC","CRI","12342","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Alexandre Medeiros","2017","04","22","Brasil","Santa Catarina","Balneário Camboriú","Barra.","-48.6347007751465","-26.9906005859375",NA,NA,"CRI010550",NA,"Peterson T. Padilha",NA,NA,NA,"Coleta 171. Habito: Epífita","2017","06","08","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:44-03","UNESC","CRI","13788","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Alexandre Medeiros","2018","06","27","Brasil","Santa Catarina","Balneário Camboriú","Quilombola","-48.6347007751465","-26.9906005859375",NA,NA,"CRI012399",NA,"Lucas Oliveira","1013",NA,NA,"Flor lilás Habitat: Terrestre Habito: Herbácea","2018","09","18","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3524","S","Plantae","Orchidaceae","Epidendrum","cf. secundum","Epidendrum cf. secundum","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Equisetopsida","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","3523","S","Plantae","Orchidaceae","Epidendrum","cf. secundum","Epidendrum cf. secundum","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2099","S","Plantae","Orchidaceae","Epidendrum","cf. secundum","Epidendrum cf. secundum","Jacq.","Juliana Ordones Rego;",NA,NA,NA,"Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"ordones750",NA,NA,"254",NA,NA,NA,"11966","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2076","S","Plantae","Orchidaceae","Epidendrum","cf. secundum","Epidendrum cf. secundum","Jacq.","Flávia Araújo;",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2090","S","Plantae","Orchidaceae","Epidendrum","cf. secundum","Epidendrum cf. secundum","Jacq.","Juliana Ordones Rego;",NA,NA,NA,"Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"ordones407",NA,NA,"254",NA,NA,NA,"11966","auto","Magnoliophyta","Equisetopsida","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2127","S","Plantae","Orchidaceae","Epidendrum","cf. secundum","Epidendrum cf. secundum","Jacq.",NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Mina Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"29211","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2004","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2126","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Rubens Custódio;",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2169","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Fundação Zoo-Botânica de Belo Horizonte-Reserva Cerrado","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"17082","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2196","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Ricardo Azevedo;",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Vale dos Cristais","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"29211","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2198","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Ricardo Azevedo;",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Vale dos Cristais","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"29211","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2166","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carmópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2128","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Inês Ribeiro de Andrade;",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2105","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Mina Capão Xavier","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"29211","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","1534","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.",NA,NA,NA,NA,"Brasil","Minas Gerais","Congonhas","Mina casa de Pedra","-43.8577995300293","-20.4997005462646","43°55'33","20°27'42",NA,NA,"Carlos A. Ferreira Jr.",NA,NA,NA,"254",NA,NA,NA,"16368","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-06-10 10:10:31-03","FZB-BH","CVJBFZB","3787","S","Plantae","Orchidadeceae","Epidendrum","secundum","Epidendrum secundum",NA,"Lucas Assis; Kelen Soares","2015","07",NA,"Brasil","MG","Diamantina","Estrada de Diamantina a Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"L.Assis",NA,NA,NA,"254","2016","07","01","101169","auto","Magnoliophyta",NA,"Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2197","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Ricardo Azevedo;",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Vale dos Cristais","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"29211","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2064","S","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum","Jacq.","Telma Sueli Mesquita Grandi;",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Rubens Custódio Mota",NA,NA,NA,"254","2008","04",NA,"33524","auto","Magnoliophyta","Equisetopsida","Asparagales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-23 10:42:09-03","E","E","312751","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","secundum","Epidendrum secundum",NA,"Laessoe, T. & Silva, T.","1992","03","19","BR",NA,NA,NA,NA,NA,NA,NA,"E00312751",NA,NA,"52574",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00312751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:314665",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01044568","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ansiferum","Epidendrum ansiferum","Rchb.f.","W. R. Anderson","1972","02","18","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.566908","-19.391522",NA,NA,"NY01044568","NY01044568_01","G. F. J. Pabst","36212","1225","1225","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185290' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1031691","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","H. S. Irwin","1971","01","25","Brazil","Minas Gerais",NA,"Serra do Espinhaço, sandstone summit of Serra de Caraça","-43.508849","-20.130068",NA,NA,"NY01031691","NY01031691_01","G. F. J. Pabst","29101","1750","1950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186015' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1031690","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","H. S. Irwin","1971","01","25","Brazil","Minas Gerais",NA,"Serra do Espinhaço, sandstone summit of Serra de Caraça","-43.508849","-20.130068",NA,NA,"NY01031690","NY01031690_01","G. F. J. Pabst","29072","1750","1950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186013' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1031688","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","W. R. Anderson","1972","02","09","Brazil","Minas Gerais",NA,"Serra do Espinhaço, South-eastern drainage of Pico do Itambé, about 5 km directly west and north of Santo Antonio do Itambé","-43.351","-18.4489",NA,NA,"NY01031688","NY01031688_01","G. F. J. Pabst","35707","950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186009' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1031687","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","W. R. Anderson","1972","02","05","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 14 km SW of Diamantina on road to Gouveia","-43.68695","-18.3159",NA,NA,"NY01031687","NY01031687_01","G. F. J. Pabst","35473","1300","1360","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186007' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","418210","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","R. M. Harley","1977","02","16","Brazil","Bahia",NA,"10 km S of Andaraí on the road to Mucugé","-41.32","-12.87",NA,NA,"NY00418210","NY00418210_01",NA,"18757","500","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525296' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","418216","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","H. S. Irwin","1971","01","13","Brazil","Minas Gerais",NA,"Near summit of Serra de Piedade, ca 35 km E of Belo Horizonte, near BR-31",NA,NA,NA,NA,"NY00418216","NY00418216_01","G. F. J. Pabst","30243","1800","2000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525291' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","418215","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","W. R. Anderson","1972","02","13","Brazil","Minas Gerais",NA,"Eastern slopes of Pico do Itambé",NA,NA,NA,NA,"NY00418215","NY00418215_01","G. F. J. Pabst","35955","1310","1310","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525289' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","418212","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","R. M. Harley","1977","03","19","Brazil","Bahia",NA,"Midle and Upper slopes of the Pico das Almas, ca 25 km WNW of the Vila do rio de Contas","-41.95","-13.55",NA,NA,"NY00418212","NY00418212_01","P. J. Cribb","19703","1600","1850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525293' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","418211","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","R. M. Harley","1974","03","08","Brazil","Bahia",NA,"16 km NW of Lagoinha (which is 5.5 km SW of Delfino) on side road to Minas de Mimoso","-41.33","-10.37",NA,NA,"NY00418211","NY00418211_01","P. J. Cribb","17012","950","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525294' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","418213","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","H. S. Irwin","1971","02","19","Brazil","Bahia","Morro do Chapéu","Rio Ferro Doido, ca 18 km E of Morro do Chapéu","-41.1558","-11.5503",NA,NA,"NY00418213","NY00418213_01","G. F. J. Pabst","32601","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525290' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1031686","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","W. R. Anderson","1972","02","05","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 5 km SW of Diamantina, km 305 on MG 259","-43.6007","-18.24015",NA,NA,"NY01031686","NY01031686_01","G. F. J. Pabst","35434","1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186005' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","418209","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","W. R. Anderson","1976","02","21","Brazil","Rio de Janeiro",NA,"Pedra de Gávea","-43.28413","-22.997622",NA,NA,"NY00418209","NY00418209_01","G. F. J. Pabst","11679","0.0","8400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525292' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","1031692","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","H. S. Irwin","1971","01","13","Brazil","Minas Gerais",NA,"Serra do Espinhaço, near summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237",NA,NA,"NY01031692","NY01031692_01","G. F. J. Pabst","30243","1800","2000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186042' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","1031689","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","H. S. Irwin","1971","01","24","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 9 km W. of Barão de Cocais, at base of Serra da Caraça","-43.4775","-19.93955",NA,NA,"NY01031689","NY01031689_01","G. F. J. Pabst","28997","1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186012' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","418214","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","crassifolium","Epidendrum crassifolium","Lindl.","J. H. Kirkbride Jr.","1978","02","18","Ecuador","Napo","Quijos","2.5 km N of Cosanga",NA,NA,NA,NA,"NY00418214","NY00418214_01","R. W. Read","4174","2150","2150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525295' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","1031707","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ellipticum","Epidendrum ellipticum","Graham","Y. E. J. Mexia","1931","04","30","Brazil","Minas Gerais","Diamantina","Near Km. 1297.5 of railroad.","-43.6003","-18.2494",NA,NA,"NY01031707","NY01031707_01","C. Schweinfurth","5726","1262","1262","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1186178' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
