"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","class","order","coordinatePrecision","geoFlag","continentOcean","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","infraspecificEpithet","monthIdentified","dayIdentified","individualCount","fieldNumber","preparationType"
"11","2019-10-09 11:12:48-03","UFBA","ALCB","040047","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Arbo, MM; Schinini, A; Marunak, V; Paniagua Risueno, E","7942","1998","08","26","Argentina","Corrientes","Mercedes","Macrosistema Ibera. canal entre lagunas Yacare e Itati. En las aguas del canal","-58.05","-28.7","-58.05","-28.7","Sumergida. apices emergidos apenas.","ALCB021063","Dicotyledon",NA,NA,NA,NA,"Southern America","Schinini, A",NA,NA,"ALCB021063","1998",NA,NA,NA,NA,NA,NA
"12","2021-02-08 21:31:57-03","UFBA","ALCB","12635","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","s.col.","PHs/n","1839",NA,NA,"Suiça",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB013242","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB013242",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:12:48-03","UFBA","ALCB","13314","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","s.col.","s/n","1839",NA,NA,"França",NA,"Paris","Saint-Denis",NA,NA,NA,NA,NA,"ALCB013546","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB013546",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:58:18-03","NBC","NL-BOTANY","U.1202638","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum demersum",NA,"Pedersen TM",NA,"1957","12","08","Argentina",NA,NA,"Estancia Santa Teresa. Dep. Mburucuya. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1202638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1202638",NA,"Magnoliopsidae","Ceratophyllales",NA,NA,"Southern America",NA,NA,NA,"NL-U1202638",NA,"demersum",NA,NA,NA,NA,NA
"15","2020-02-08 08:58:18-03","NBC","NL-BOTANY","L.1719001","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum oxyacanthum","K.Schum.","Vervoorst F",NA,"1957","01","21","Argentina",NA,NA,"Bs Aires: Pdo-Ls-bos: Lag. Culú - Culú, Ea.S.Elena, camino Ls-bos-Monte.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1719001 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1719001",NA,"Magnoliopsidae","Ceratophyllales",NA,NA,"Southern America",NA,NA,NA,"NL-L1719001",NA,"oxyacanthum",NA,NA,NA,NA,NA
"16","2020-02-08 08:58:18-03","NBC","NL-BOTANY","U.1202638","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum demersum",NA,"Pedersen TM",NA,"1957","12","08","Argentina",NA,NA,"Estancia Santa Teresa. Dep. Mburucuya. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1202638 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1202638",NA,"Magnoliopsidae","Ceratophyllales",NA,NA,"Southern America",NA,NA,NA,"NL-U1202638",NA,"demersum",NA,NA,NA,NA,NA
"17","2020-02-08 08:58:18-03","NBC","NL-BOTANY","L.1719001","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum oxyacanthum","K.Schum.","Vervoorst F",NA,"1957","01","21","Argentina",NA,NA,"Bs Aires: Pdo-Ls-bos: Lag. Culú - Culú, Ea.S.Elena, camino Ls-bos-Monte.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1719001 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1719001",NA,"Magnoliopsidae","Ceratophyllales",NA,NA,"Southern America",NA,NA,NA,"NL-L1719001",NA,"oxyacanthum",NA,NA,NA,NA,NA
"18","2021-04-02 11:40:02-03","UFPI","TEPB","31525","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Amorim, J.C.","92","2017","09","29","Brasil","Piauí","Castelo do Piauí","Terra Dura","-41.511389","-5.053611","41°30'41W","5°03'13S","macrófita, submersa, flores amarelas, sem frutos. Ambiente: Cerrado <ll>dwc_commonname:</ll> Golfo d'água",NA,NA,NA,NA,NA,NA,NA,"Amorim, J. C.","135","135",NA,"2017",NA,"11","17",NA,NA,NA
"19","2020-11-19 10:23:06-03","CPAP","CPAP","13313","PreserverdSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Pott, V. J.","2539","1995","02","28","Brasil","MS","Corumbá","Lagoa do Jacadigo, próximo a BR-262, próximo ao morro São Domingos; Pantanal","-57.618056","-19.293889","57°37'05'' W","19°17'38'' S","Erva aquática submersa livre. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Lagoa 40-50 cm profundidade. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,"V. J. Pott","85","85",NA,"1995",NA,"02",NA,NA,NA,NA
"20","2020-11-19 10:23:06-03","CPAP","CPAP","9459","PreserverdSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Salis, S. M.","698","1993","02","03","Brasil","MS","Corumbá","Num afluente da lagoa do Jacadigo","-57.783333","-19.216667","57°47' W","19°13' S","aquática submersa livre. FLOR: não vista. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa. SUBSTRATO: solo argiloso com matéria orgânica. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,"V. J. Pott","90","90",NA,"1993",NA,"02",NA,NA,NA,NA
"21","2020-11-19 10:23:06-03","CPAP","CPAP","9917","PreserverdSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Pott, V. J.","1792","1992","05","07","Brasil","MS","Corumbá","Fazenda Primavera - rio Verde (= corixo) - 6.5km da estrada para Forte Coimbra, Pantanal","-57.816667","-19.333333","57°49' W","19°20' S","Erva aquática submersa livre. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Corixo (braço abandonado de rio). SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,"V. J. Pott","84","84",NA,"1992",NA,"05",NA,NA,NA,NA
"22","2020-11-19 10:23:06-03","CPAP","CPAP","9938","PreserverdSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Pott, V. J.","1813","1992","05","21","Brasil","MS","Corumbá","Ilha da lagoa do Jacadigo, 1ª fazenda","-57.783333","-19.216667","57°47' W","19°13' S","Erva aquática submersa livre, estéril. FLOR: não visto. FRUTO: . INTERESSE: Ornamental para aquarios.. FREQUÊNCIA: Frequente. AMBIENTE: Área alagada, beira de estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,"V. J. Pott","120","120",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-19 10:23:06-03","CPAP","CPAP","18209","PreserverdSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Pott, V. J.","3846","1998","12","04","Brasil","MS","Bodoquena","Corrego Azul, 26km Norte de Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,"Erva aquática submersa livre. FLOR: não vista. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparso. AMBIENTE: Rio de água calcária, muito transparente, ao pé do morro com ressurgência; profundidade 1-3m. SUBSTRATO: solo orgânico sobre sedime",NA,NA,NA,NA,"47684","auto",NA,"V. J. Pott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-02-15 11:36:17-02","IPA","IPA","91250","S","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Lycarião, T.A.","24","2015","09","23","Brasil","Paraíba","Pombal","Margem da BR 230, km 247. Barramento do rio Mofumbo.","-37.801700592041","-6.77027988433838",NA,NA,"Submersa fixa. Aquático.","IPA0091250","Plantae",NA,NA,"28929","auto","Southern America","Lycarião, T.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:36:17-02","IPA","IPA","91166","S","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Santos, V.V.","433","2009","10","04","Brasil","Bahia","Jequié",NA,"-40.0835990905762","-13.8575000762939",NA,NA,"Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Macrofita aquática submersa. Flor amarela. Ornamental.; Caatinga e Mata Atlântica.","IPA0091166","Plantae",NA,NA,"49443","auto","Southern America","Santos, V.V.",NA,NA,NA,"2009",NA,"10","04",NA,NA,NA
"26","2019-02-15 11:36:17-02","IPA","IPA","91370","S","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Lacet, J.B.","2","2015","04","02","Brasil","Paraíba","Boqueirão","Açude Epitácio Pessoa.","-36.1349983215332","-7.48166990280151",NA,NA,"Flores avermelhadas, fruto verde.; Reservatório de caatinga. Aquático. Submerso.","IPA0091370","Plantae",NA,NA,"19348","auto","Southern America","Silva, I.C.",NA,NA,NA,"2015",NA,"05","19",NA,NA,NA
"27","2019-02-15 11:36:17-02","IPA","IPA","30785","S","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Joye, G.","2450","1981","11","05","USA","Franklin",NA,"Flora of Louisiana, along Boeuf River at Caldwell Parish line on La. 4, Sec. 35, T13N, R5E.",NA,NA,NA,NA,NA,"IPA0030785","Plantae",NA,NA,NA,NA,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:31:45-03","IAP","PACA-AGP","63326","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Sacco","804","1957","12","04","Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,"sicher, 18.9.1958.; Habitat: in stagno","PACA063326","Magnoliophyta","Magnoliatae","Nymphaeales","51462","auto",NA,"Emrich-Rambo",NA,NA,NA,"1958",NA,"09","18",NA,NA,NA
"29","2019-08-27 13:31:45-03","IAP","PACA-AGP","63536","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Rambo, B.",NA,"1957",NA,NA,"Brasil","RS","Cidreira",NA,"-50.2056007385254","-30.1811008453369",NA,NA,"sicher, 17.9.1958.; Habitat: in stagno","PACA063536","Magnoliophyta","Magnoliatae","Nymphaeales","19547","auto",NA,"Emrich-Rambo",NA,NA,NA,"1958",NA,"09","17",NA,NA,NA
"30","2020-12-20 21:16:38-03","UFV","VIC","4851","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Sacco, J.C. da","804","1957","12","04","Brasil","Rio Grande do Sul","Pelotas","I.A.S., Canal I.A.S. - São Gonçalo. Braço de ligação com o mato do Pai Chiquito.","-52.3424987792969","-31.771900177002",NA,NA,"Abundante.","VIC004851",NA,NA,NA,"51462","auto",NA,"Rambo, B.",NA,NA,"VIC004851",NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0039331","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","M. M. Arbo; Schinini A., Marunak, V., Penaigua Risueno E","7942","1998","8","28","Argentina","Corrientes",NA,"Dep. Mercedes, Macrosistema Ibera, canal entre Iagunas Yacare e Itati","-58.05","-28.7",NA,NA,"Sumergida, spicea emergiendo apenas",NA,"Magnoliophyta",NA,"Ceratophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:42:11-03","UFMS","CGMS","48178","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","V.J. Pott; S. Hamilton; S. Sippel; N.C. Bueno","1792","1992","05","07","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Primavera - Rio Verde (= Corixo) - 6,5 Km da estrada para Forte Coimbra, Pantanal.","-57.8166667","-19.3333333","-57,8166667","-19,3333333",NA,"CGMS1078139",NA,NA,NA,NA,NA,NA,"V.J. Pott","84","84",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:42:11-03","UFMS","CGMS","48179","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","A. Pott; V.J. Pott","2259","1986","06","20","Brasil","Mato Grosso do Sul","Corumbá","Jacadigo, Fazenda Primavera (Ruivaldo Albanese).","-57.8166667","-19.3333333","-57,8166667","-19,3333333","Corixo Rio Verde. Habitat: Corixo Rio Verde. Água turva da orla. Relevo plano. Habito: Erva aquática submersa. Abundante.","CGMS1078140",NA,NA,NA,NA,NA,NA,"V.J. Pott","85","85",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:42:11-03","UFMS","CGMS","41518","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","V.J. Pott; A. Pott; C.N. da Cunha; M.C.V. Santos; L. Rebellato","6139","2003","04","01","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Mandioré (lado Norte, próximo a sede), oeste da Serra do Amolar.","-57.6344444","-17.9227778","-57,6344444","-17,9227778","Flor ausente. Fruto imaturo verde. Duplicata CPAP. Habitat: Brejo temporário. Relevo plano. Habito: Erva aquática submersa livre. Frequente.","CGMS1071503",NA,NA,NA,NA,NA,NA,"V.J. Pott","132","132",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:09:27-03","UNICAMP","UEC","23935","S","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Jones, CG; Facey, L","s.n.","1966","05","01","Guatemala",NA,NA,"Floating in Rio Izabal ca. 100 m from Lake Izabal, village of Izabal, at sea level.&nf;Vicinity lago izabal.","-89","15.25","-89","15.25",NA,"UEC053723","Magnoliopsida",NA,NA,NA,NA,NA,"Aslwood","600","600","UEC053723","1966",NA,"11","03",NA,NA,NA
"36","2020-12-04 17:43:29-03","UNICAMP","UEC","23935","S","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Jones, CG; Facey, L","3210","1966","05","01","Guatemala","Izabal",NA,"Floating in Rio Izabal ca. 100m from lake Izabal, Village of Izabal, at sea level.","-89","-15.25","-89","-15.25",NA,"UEC053723","Magnoliopsida",NA,NA,NA,NA,NA,"Aslwood",NA,NA,"UEC053723",NA,NA,NA,NA,NA,NA,NA
"37","2019-01-17 11:25:06-02","PUCRS","MPUC","2887","S","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.",NA,NA,"1986","12","19","Brasil","SC","Tubarão",".","-49.0072222","-28.4644444","-49.0072222000","-28.4644444000",NA,NA,NA,"Magnoliopsida","Ceratophyllales",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2019-11-08 08:51:07-03","FURB","FURB","3070","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Bacca, L.",NA,"1976","05","21","Brasil","Amazonas","Iranduba","Lago Janauari.","-60.0322223","-3.2116667","-60.0322223","-3.2116667",NA,"FURB01270",NA,NA,NA,NA,NA,NA,"Bacca, L",NA,NA,"FURB01270","1976",NA,"05","21",NA,NA,NA
"39","2021-03-16 17:51:41-03","UCS","HUCS","13360","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Piccoli, F.","s.n.","1996","07","10","Itália","Ferrara",NA,"Valli di Argenta",NA,NA,NA,NA,"lagoa de água doce",NA,"Angiospermae",NA,"Ceratophyllales",NA,NA,NA,"Piccoli, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-16 17:51:41-03","UCS","HUCS","19347","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Vasshaug, O.","s.n.","1964","11","12","Noruega","Vestfold",NA,"Borrevann perto de Horten",NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"Ceratophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:51:41-03","UCS","HUCS","30465","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Kuhbier, B.","s.n.","1963","06","15","Alemanha","Bremen","Truper Blänken",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"Ceratophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-16 17:51:41-03","UCS","HUCS","33081","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Kuhbier, B.","s.n.","1963","06","15","Alemanha","Bremen","Truper Blänken",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"Ceratophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-16 17:51:41-03","UCS","HUCS","34667","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Kuhbier, B.","s.n.","1963","06","15","Alemanha","Bremen","Truper Blänken",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"Ceratophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-16 17:51:41-03","UCS","HUCS","5219","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Punter, D.","s.n.","1985","07","26","Canadá","Manitoba","Delta Marsh Lake Manitoba",NA,NA,NA,NA,NA,NA,NA,"Angiospermae",NA,"Ceratophyllales",NA,NA,NA,"Punter, D.",NA,NA,NA,"1985",NA,"07","26",NA,NA,NA
"45","2021-03-16 17:51:41-03","UCS","HUCS","38525","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Valduga, E.","334","2012","03","10","Brasil","Rio Grande do Sul","Cidreira","Lagoa da Tapera","-50.2056007385254","-30.1811008453369",NA,NA,"macrófita aquática",NA,"Angiospermae",NA,"Ceratophyllales","19547","auto",NA,"Valduga, E.",NA,NA,NA,"2012",NA,"04",NA,NA,NA,NA
"46","2021-03-16 17:51:41-03","UCS","HUCS","44961","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Detoni, K.","s.n.","1999","12","16","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Lagoa Mangueira","-53.3680992126465","-33.5189018249512",NA,NA,"junto as dunas",NA,"Angiospermae",NA,"Ceratophyllales","130170","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-21 19:33:33-03","UFC","EAC","61476","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Macêdo, J.C.A.; Farias, D.L.S.","87","2016","02","22","Brasil","Ceará","Iguatu","Lagoa da Dona Cacilda","-39.622514","-6.372411","-39.622514","-6.372411","Erva submersa; flor inconspícua.","EAC0061476","Dicotyledon",NA,NA,NA,NA,"Southern America","Farias, D.L.S.; Macêdo, J.C.A.",NA,NA,NA,"2017",NA,"03","07",NA,NA,NA
"48","2021-03-21 19:33:33-03","UFC","EAC","48930","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Paiva, J.R.A.; Matias, L.Q.","03","2010","06","30","Brasil","Ceará","Varjota","Açude Araras, Substrato limoso.","-40.426167","-4.312611","-40.426167","-4.312611","Macrófita aquática; planta flutuante livre.; Ambiente lêntico artificial","EAC0048930","Dicotyledon",NA,NA,NA,NA,"Southern America","Paiva, J.R.A.",NA,NA,"EAC0048930","2010",NA,"09","10",NA,NA,NA
"49","2021-03-21 19:33:33-03","UFC","EAC","45475","PreservedSpecimen","Plantae","Ceratophyllaceae","Ceratophyllum","demersum","Ceratophyllum demersum","L.","Matias, L.Q.; Normando, L.R.O.; et al.","s.n.","2009","09","06","Brasil","Ceará","Iguatu","Lagoa do Baú","-39.175556","-6.404722","-39.175556","-6.404722","Macrófita aquática, submersa; Ambiente lêntico","EAC0045475","Dicotyledon",NA,NA,NA,NA,"Southern America","Matias, L.Q.",NA,NA,"EAC0045475_1 EAC0045475_2","2009",NA,"09","07",NA,NA,NA
