"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","phylum","order","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","individualCount","geoFlag","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus"
"443","2019-11-13 11:24:45-03","USP","SPF","147870","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnell","Donnell, AA","Mello-Silva, R","2001","08","11","Brasil","São Paulo","Tapiraí","Tapiraí: Claros, próximo ao rio Claro.","-47.5","-23.9599990844727",NA,NA,"SPF00147870",NA,NA,NA,NA,"2012","08",NA,"1841","41034",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","2014-04-04 18:27:45-03","PNFM","IRAI","788","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Cordeiro, J.; Martin, V.C.","Ristow, R.","2009","08","08","Brasil","Paraná","Colombo","Jardim Mediterrâneo","-49.2225","-25.33275","-49.2225","-25.33275","IRAI00000788",NA,"Herbácea, aproximadamente 3 m, folha face abaxial pilosa, flor pentâmera lilás","Magnoliophyta",NA,"2010","01","01","072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","2021-03-25 13:52:31-03","UNIVILLE","JOI","7097","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","O.S. Ribas","O.S. Ribas","2007","07","19","Brasil","Paraná","Doutor Ulysses","Mata da Porda, Varzeão.","-49.4197006225586","-24.5680999755859",NA,NA,"JOI007097",NA,"; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa",NA,NA,"2008","01","01","7866","32237",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2021-03-25 13:52:31-03","UNIVILLE","JOI","14009","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","C. Takeuchi","M. Sobral",NA,NA,NA,"Brasil","Santa Catarina","Blumenau","Parque das Nascentes.","-49.0661010742188","-26.9193992614746",NA,NA,"JOI014009",NA,"Data de coleta: 08/2001; HABITAT: pedreira abandonada; HABITO: arbustinho",NA,NA,"2012","10","12",NA,"34291",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2021-03-25 13:52:31-03","UNIVILLE","JOI","15206","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","M. Sobral","Verdi, M.","2009","07","08","Brasil","Santa Catarina","Orleans","Barra do Rio Novo.","-49.2914009094238","-28.3589000701904",NA,NA,"JOI015206",NA,"; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa",NA,NA,"2010","01","25","2527","31549",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2019-10-07 09:33:06-03","UEFS","HUEFS","17478","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.",NA,"Poliquesi, G.B.","1993","07","08","Brasil","Paraná","Rio Branco do Sul",NA,"-49.3142013549805","-25.1900005340576",NA,NA,"HUEFS0017478","HUEFS0017478",NA,"Angiospermae","Malvales",NA,NA,NA,"68","37352",NA,"auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"449","2019-10-07 09:33:06-03","UEFS","HUEFS","140854","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.",NA,"Estevan, D.A.","2004","05","11","Brasil","Paraná","Ventania","Fazenda Califórnia - Henrique Sato.","-50.2428016662598","-24.2458000183105",NA,NA,"HUEFS0140854","HUEFS0140854",NA,"Angiospermae","Malvales",NA,NA,NA,"387","32424",NA,"auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"450","2019-10-07 09:33:06-03","UEFS","HUEFS","201001","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.",NA,"Sobral, M.","2001","08",NA,"Brasil","Santa Catarina","Blumenau","Parque das Nascentes.","-49.0661010742188","-26.9193992614746",NA,NA,"HUEFS0201001","HUEFS0201001","Em pedreira abandonada á beira de estrada.","Angiospermae","Malvales",NA,NA,NA,"9306","34291",NA,"auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"451","2019-10-07 09:33:07-03","UEFS","HUEFS","228825","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A. St.Hil.) Donnel",NA,"Lopes, J.C.","2012","09","07","Brasil","Rio de Janeiro","Miguel Pereira","Reserva Biológica do Tinguá. Alto da serra, começo da descida para a baixada fluminense. Mata ao lado de estrada que corta a reserva.","-43.426389","-22.538611","43w25'35''","22s32'19''","HUEFS0228825","HUEFS0228825","Floresta Atlântica preservada.","Angiospermae","Malvales",NA,NA,NA,"374",NA,NA,NA,"885","885",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"452","2015-03-13 18:49:00-03","F","FMNH-SEEDPLANTS","V0225135F","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0225135F","V0225135F_01",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"453","2015-03-13 18:49:00-03","F","FMNH-SEEDPLANTS","V0225136F","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0225136F","V0225136F_01",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"454","2015-03-13 18:49:00-03","F","FMNH-SEEDPLANTS","V0225137F","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0225137F","V0225137F_01",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"455","2015-03-13 18:49:01-03","F","FMNH-SEEDPLANTS","V0225138F","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0225138F","V0225138F_01",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"456","2015-03-13 18:49:01-03","F","FMNH-SEEDPLANTS","V0225139F","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0225139F","V0225139F_01",NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"457","2018-05-14 16:46:37-03","F","FMNH-SEEDPLANTS","V0353866F","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,"RRC ID Flag","G. Jönsson","1914","7","14","Brazil","Paraná",NA,NA,"-51","-24",NA,NA,"V0353866F","V0353866F_01 V0353866F_02",NA,"Spermatophyta",NA,NA,NA,NA,"684a",NA,NA,NA,NA,NA,"South America",NA,NA,"Dicotyledoneae",NA,NA,"684 a",NA
"458","2019-09-04 19:26:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve conferta","A. St.-Hil.",NA,"A. Saint-Hilaire",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"conferta","Dicotyledoneae",NA,NA,NA,"Type [status unknown]"
"459","2019-09-04 18:35:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve latifolium",NA,NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"latifolium","Dicotyledoneae",NA,NA,NA,"Type [status unknown]"
"460","2019-01-25 15:42:20-02","IAC","IAC","49692","S","Plantae","Malvaceae-8.Malvoideae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","M.G. Bovini","R. Marquete; N. Marquete; E.S.S. Medeiros & M.C. Valente","2006","07","19","Brasil","Rio de Janeiro","Macaé","Estrada de Glicério para Tapera","-42.0961111","-22.2025011","-42.0961111","-22.2025011",NA,NA,NA,NA,NA,"2006","08","19","3748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-07-23 12:12:04-03","CEPLAC","CEPEC","110453","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,"Sem Informação","Amorim, A. M.","2005","10","28","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W Camacã na estrada para Jacarecí, daí 6 km SW para a RPPN. Trilha da caixa d'água, na estrada para a Torre. Remanescentes com perturbação antrópica.","-39.565278","-15.391667","39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,"5409",NA,NA,NA,"835","835",NA,NA,NA,NA,NA,NA,NA,NA
"462","2020-07-23 12:12:04-03","CEPLAC","CEPEC","124589","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,"A. J. Fernandes Júnior","C. N. Fraga","2007","04","14","Brasil","São Paulo","BANANAL","Serra da Bacaina. Serra da Bacaina. Arredores do trutário.","-44.487778","-22.806111","44W29'16","22S48'22",NA,NA,NA,NA,NA,NA,NA,NA,"1684",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06/12/2013",NA,NA,NA
"463","2020-07-23 12:12:04-03","CEPLAC","CEPEC","80288","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,"A. Krapovickas","G. Hatschbach","1996","07","07","Brasil","Espírito Santo","alfredo chaves","Estrada Sao Bento de Urania a Castelinho.","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65248","32447",NA,"auto",NA,NA,NA,NA,NA,NA,"30/12/1996",NA,NA,NA
"464","2020-07-23 12:12:04-03","CEPLAC","CEPEC","5980","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve",NA,"A. Krapovickas","T. S. dos Santos","1970","07","21","Brasil","Espírito Santo","VITÓRIA","BR-262 a Realeza.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"987","15291",NA,"auto",NA,NA,NA,NA,NA,NA,"01/08/1978",NA,NA,NA
"465","2020-11-04 17:29:40-03","UEM","HUEM","7139","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Takeuchi, C","Barreto, KD; Fernandes, GD; Vitti, FX","1994","01","27","Brasil","São Paulo","Iporanga","Núcleo Caboclo","-48.583944","-24.434472","-48.583944","-24.434472","HUEM000006894","HUEM000006894","Arvoreta, 2,5 m alt.; frutos castanhos; borda; Mata Atlântica",NA,NA,"2013","10","03","1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2020-11-04 17:29:40-03","UEM","HUEM","7156","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Takeuchi, C","Barreto, KD; Fernandes, GD; Fernandes, RD","1994","10","18","Brasil","São Paulo","Tapiraí","Cachoeira do Chá","-47.574917","-24.029611","-47.574917","-24.029611","HUEM000006898","HUEM000006898","Arvoreta, 3m de alt.; flores roxas; borda de mata; Mata Atlântica",NA,NA,"2013","09","03","3060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-11-04 17:29:40-03","UEM","HUEM","2911","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","G.Hatschbach","Moreira Filho, H; Ida M. Moreira",NA,NA,NA,"Brasil","Paraná","Colombo","Sta Mônica - Clube de Campo","-49.2242012023926","-25.2917003631592",NA,NA,"HUEM000006895","HUEM000006895","Sub-arbusto; na margem da araucária; corola azul; planta com 2 m de altura.",NA,NA,"1965","09","02","323","13536",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-11-04 17:29:40-03","UEM","HUEM","1626","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Bovini, MG","Kokubo, NT; Cordeiro; Ribas","1989","10","05","Brasil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,"HUEM000006896","HUEM000006896","Arbusto com 1,2m de altura. Flor vinosa. Mata secundária devastada.",NA,NA,"2011","05",NA,"s.n.","17116",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-11-04 17:29:40-03","UEM","HUEM","7164","S","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Bovini, MG","Souza, VC; Sakuragui, CM","1990","07","08","Brasil","São Paulo","Ilhabela","Ilha de São Sebastião, Estrada entre a Vila de Ilhabela e a praia de Castelhanos","-45.3499984741211","-23.7700004577637",NA,NA,"HUEM000006897","HUEM000006897","Arbusto, 2m. alt.; flores passando e róseas a alvas; beira de mata",NA,NA,"2011","05",NA,"1930","23719",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-11-12 17:01:24-03","UEL","FUEL","41210","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","T.I.N. de Azevedo","T.I.N. de Azevedo; S.I. de Azevedo","2006","05","30","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal.","-50.58975","-24.337056","-50.58975","-24.337056","FUEL018176",NA,NA,"Tracheophyta","Malvales","2006",NA,NA,"372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-11-12 17:01:24-03","UEL","FUEL","23210","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Vieira, AOS","Francisco, EM; Alves, J; Viani, RAG","1998","07","08","Brasil","Paraná","Imbaú",NA,"-50.760799407959","-24.4449996948242",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","1998",NA,NA,"s.n.","16142",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-11-12 17:01:24-03","UEL","FUEL","29625","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Bovini, MG","Medri, C; Francisco, EM","1999","08","21","Brasil","Paraná","São Jerônimo da Serra","Salto João Nogueira","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","2011","05",NA,"817","30511",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-11-12 17:01:24-03","UEL","FUEL","28007","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Hatschbach, G","Ribas, OS; Silva, JM","1997","07","25","Brasil","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","1997",NA,NA,"1919","45291",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-11-12 17:01:24-03","UEL","FUEL","6843","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Bovini, MG","Vieira, AOS","1989","06","13","Brasil","Paraná","Telêmaco Borba","Estrada da Balsa Velha, Fazenda Monte Alegre","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","2011","05",NA,"320","35037",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-11-12 17:01:24-03","UEL","FUEL","37504","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Estevan, DA","Estevan, DA; et al.","2005","05","10","Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","2005",NA,NA,"725","32424",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2020-11-12 17:01:24-03","UEL","FUEL","36513","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Estevan, DA","Estevan, DA; et al.","2004","05","11","Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato, Henrique Sato","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","2004",NA,NA,"387","32424",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-11-12 17:01:24-03","UEL","FUEL","36662","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Estevan, DA","Estevan, DA; et al.","2004","08","24","Brasil","Paraná","Ventania","Sítio Santo Expedito","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","2004",NA,NA,"459","32424",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-11-12 17:01:24-03","UEL","FUEL","23499","PreservedSpecimen","Plantae","Malvaceae","Abutilon","rufinerve","Abutilon rufinerve","A.St.-Hil.","Esteves, GL","Robim, MJ; Carvalho, JPM","1985","08","20","Brasil","São Paulo","São Miguel Arcanjo","P.E. Carlos Botelho, E. Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"Tracheophyta","Malvales","1993","10",NA,"55","27904",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-11-12 17:01:24-03","UEL","FUEL","55451","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Funez, AL","Kassner-Filho, A; Santos, D; Bollmann, G; Silva, DA","2017","10","04","Brasil","Santa Catarina","Orleans","Interior do fragmento","-49.319167","-28.348056","-49.319167","-28.348056","FUEL055451",NA,NA,"Tracheophyta","Malvales","2017","10","23","1134",NA,NA,NA,"206","206",NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-09-23 12:35:20-03","UFSC","FLOR","49293","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Nuernberg, A.; Mello, A.S.","2011","08","13","Brasil","Santa Catarina","Porto Belo","APA (Área de Preservação Ambiental) da Ponta do Araçá.","-48.513889","-27.118611","48º30'50''W","27º7'7''S","FLOR0049293",NA,"arbustivo, 2m altura, cálice rosa violáceo, imbricado, estames amarelos. Ornamental, visitada por formigas. Habitat: costão rochoso",NA,"Malvales","2019","09","11","207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2020-09-23 12:35:20-03","UFSC","FLOR","63326","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Fiaschi, P.; Sylvéus, A.","2017","08","30","Brasil","Santa Catarina","Florianópolis","Morro da Costa da Lagoa.","-48.469722","-27.563611","48º28'11''W","27º33'49''S","FLOR0063326","FLOR0063326","Arbusto pouco ramificado, ca. 3 m alt. Flores com cálice acastanhado, corola arroxeada Habitat: Floresta ombrófila densa com afloramentos rochosos",NA,"Malvales","2019","09","11","4878",NA,NA,NA,"140","140",NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-09-23 12:35:20-03","UFSC","FLOR","68044","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Goebel, G.","Goebel, G.; Caddah, M.K.","2019","09","27","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa. Trilha para mirante do Morro do Assopro.","-48.473611","-27.581667","48º28'25''W","27º34'54''S","FLOR0068044",NA,"Arbusto de 1,6 m na beira da trilha com flores roxas",NA,"Malvales","2019","10","04","134",NA,NA,NA,"337","337",NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-09-23 12:35:20-03","UFSC","FLOR","29159","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","1996","07","07","Brasil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia a Castelinho.","-40.749698638916","-20.6350002288818",NA,NA,"FLOR0029159",NA,"arbusto, 2m altura, flor purpúrea, base verde Habitat: clareiras da floresta atlântica",NA,"Malvales","2019","09","11","65248","32447",NA,"auto","900","900",NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-09-23 12:35:20-03","UFSC","FLOR","28020","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Ribas, O.S.; Silva, J.M. & Barbosa, E.","1996","08","17","Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553016662598","-25.3055992126465",NA,NA,"FLOR0028020",NA,"arbusto, 2m altura, flor lilás Habitat: mata atlântica",NA,"Malvales","2019","09","11","1479","55154",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-09-23 12:35:20-03","UFSC","FLOR","15522","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Cordeiro, J.; Oliveira, P.I.","1985","05","29","Brasil","Paraná","Morretes","Véu de Noiva.","-48.834400177002","-25.476900100708",NA,NA,"FLOR0015522",NA,"arbusto, 2,5m altura, flor lilás-escuro Habitat: mata secundária",NA,"Malvales","2019","09","11","56","30514",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-09-23 12:35:20-03","UFSC","FLOR","19838","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Kummrow, R.; Pringle, G. & Cordeiro, J.","1988","08","24","Brasil","Paraná","Rio Branco do Sul","Bromado.","-49.3142013549805","-25.1900005340576",NA,NA,"FLOR0019838",NA,"arbusto, 1,5m altura, flor lilás Habitat: orla da mata de araucária",NA,"Malvales","2019","09","11","3069","37352",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-09-23 12:35:20-03","UFSC","FLOR","24061","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Poliquesi, C.B.; Barbosa, E.","1993","07","08","Brasil","Paraná","Rio Branco do Sul","Itaperuçu.","-49.3142013549805","-25.1900005340576",NA,NA,"FLOR0024061",NA,"arbusto, 2m altura, flor vinosa Habitat: capoeira",NA,"Malvales","2019","09","11","68","37352",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2020-09-23 12:35:20-03","UFSC","FLOR","7408","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Oliveira, P.I.","1983","09","28","Brasil","Paraná","São José dos Pinhais","Guaricana.","-49.2064018249512","-25.5347003936768",NA,NA,"FLOR0007408",NA,"arbusto, 3m altura, flor vinosa Habitat: mata secundária",NA,"Malvales","2019","09","11","749","45291",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-09-23 12:35:20-03","UFSC","FLOR","7731","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Falkenberg, D.B.; Souza, M.L.","1983","09","09","Brasil","Santa Catarina","Florianópolis","Cachoeira do Sertão, Trindade, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0007731",NA,"arbusto Habitat: mata, beira de riacho",NA,"Malvales","2019","09","11","771","27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-09-23 12:35:20-03","UFSC","FLOR","9015","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Souza, M.L.; Klein, R.M.","1985","09","02","Brasil","Santa Catarina","Florianópolis","Campeche, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0009015",NA,NA,NA,"Malvales","2019","09","11","765","27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2020-09-23 12:35:20-03","UFSC","FLOR","60683","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Mondin, C.","2015","07","11","Brasil","Santa Catarina","Florianópolis","Costa de Cima, estrada do Sertão.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0060683","FLOR0060683","Arbusto com ca. 3m alt., flores vináceas. Habitat: Na beira do arroio",NA,"Malvales","2019","09","11","3706","27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-09-23 12:35:20-03","UFSC","FLOR","39449","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Queiroz, M.H. de","1990","09","18","Brasil","Santa Catarina","Florianópolis","Mato Müller, Itacorubi, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0039449",NA,"arbusto, 2m altura. Tombo original: 31850a (substituído para eliminar números repetidos e sufixos não suportados no sistema). Habitat: capoeirinha",NA,"Malvales","2019","09","11","290","27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-09-23 12:35:20-03","UFSC","FLOR","3078","PreservedSpecimen","Plantae","Malvaceae","Callianthe","rufinerva","Callianthe rufinerva","(A.St.-Hil.) Donnel","Grings, M.","Klein, R.M.","1968","09","10","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0003078",NA,"arbusto, 3m altura, flor roxa Habitat: Mata",NA,"Malvales","2019","09","11","7901","27000",NA,"auto","200","200",NA,NA,NA,NA,NA,NA,NA,NA
