"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","occurrenceRemarks","phylum","monthIdentified","dayIdentified","coordinatePrecision","imagecode","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","continentOcean","typeStatus","fieldNumber","preparationType","previousCatalogNumber"
"54","2014-04-04 18:28:04-03","PNFM","IRAI","288","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Engels, M.E.","2013","Mendes, I.G.","s.n.",NA,NA,NA,"Brasil","Paraná","Quatro Barras",NA,NA,NA,NA,NA,"IRAI00000288",NA,"Magnoliophyta","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-25 13:53:02-03","UNIVILLE","JOI","16863","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","MANCINELLI, W.S.","2016","BILK, K.D.; MANCINELLI, W.S.; PAGANI, A.","369","2016","09","15","Brasil","Santa Catarina","Joinville","Fazenda ABAETE. Área de Proteção Ambiental da Serra Dona Francisca","-49.115556","-26.141111","49º6'56''W","26º8'28''S","JOI016863","epífita",NA,"09","15",NA,NA,NA,NA,NA,"750","750",NA,NA,NA,NA,NA
"56","2021-03-25 13:53:02-03","UNIVILLE","JOI","14990","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Mancinelli, W. S.","2009","Mancinelli, W.S.","995","2009","09","13","Brasil","Paraná","Quatro Barras","Pico Paraná.","-49.0769004821777","-25.3656005859375",NA,NA,"JOI014990","; HABITO: Epífita",NA,"09","13","17116",NA,"auto",NA,NA,"900","900",NA,NA,NA,NA,NA
"57","2021-03-25 13:53:02-03","UNIVILLE","JOI","16617","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Mancinelli, W. S.","2015","Mancinelli, W.S.","1531","2015","08","15","Brasil","Santa Catarina","Campo Alegre","Cascara Paraíso.","-49.2655982971191","-26.1924991607666",NA,NA,"JOI016617","; HABITO: Epífita; TIPO VEGETACIONAL: Mata de Araucária",NA,"08","15","37493",NA,"auto",NA,NA,"800","800",NA,NA,NA,NA,NA
"58","2021-03-04 11:15:54-03","UEFS","HUEFS","70976","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.","C.A.Bastos","2008","Andrade-Lima","706136","1970","10","25","Brasil","Bahia","Morro do Chapéu","Alto do Morro do Chapéu.","-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0070976",NA,"Angiospermae","08",NA,"98143","HUEFS0070976","auto","Lilianae","Asparagales",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-04 11:15:54-03","UEFS","HUEFS","144568","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","therezae","Capanemia therezae","Barb.Rodr.",NA,NA,"Bastos, C.A.","267","2008","11","13","Brasil","Bahia","Morro do Chapéu","Morrão, parte de baixo.","-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0144568","Mata de grotão.","Angiospermae",NA,NA,"98143","HUEFS0144568","auto","Lilianae","Asparagales",NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 17:30:10-03","UEM","HUEM","31548","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Costa, AC","2015","Costa, AC","17","2015","08","01","Brasil","Paraná","Pinhão","Distrito de Faxinal do Céu.","-51.6596984863281","-25.6956005096436",NA,NA,"HUEM000016462","Epífita. Recebe luz indiretamente.",NA,"08",NA,"37408","HUEM000016462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 17:30:10-03","UEM","HUEM","29777","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","In Flora do Brasil","2018","Costa, AC","s.n.","2014","09","12","Brasil","Paraná","Pinhão","Faxinal do Céu","-51.6596984863281","-25.6956005096436",NA,NA,"HUEM000016492","Epífita.",NA,"02",NA,"37408","HUEM000016492","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-08-23 09:46:22-03","NHMLondon","NHM-LONDON-BOT","BM000533816","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Cristiano R. Buzatto; Buzatto","2012","F.C. Hoehne","258","1920","07","10","Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,"12",NA,NA,NA,NA,NA,"Asparagales",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4651130"
"63","2020-08-20 14:54:43-03","UFSC","FLOR","60724","PreservedSpecimen","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb.Rodr.","Caetano, J.O.","2016","Medeiros, J.D.","s.n.","2016","09","24","Brasil","Santa Catarina","Rancho Queimado",NA,"-49.0217018127441","-27.6725006103516",NA,NA,"FLOR0060724","epífito, 4cm, flor amarela",NA,"09","27","17361","FLOR0060724","auto",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Quekettia","theraziae","Quekettia theraziae","Cogn.",NA,NA,"Schwacke, CAW","11615?",NA,NA,NA,"Brazil","Minas Gerais",NA,"In prov. Minas Geraes loco accurato haud indicato",NA,NA,NA,NA,NA,"Floret Maio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"65","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Quekettia","theraziae","Quekettia theraziae","Cogn.",NA,NA,"Schwacke, CAW","11615",NA,NA,NA,"Brazil","Minas Gerais",NA,"In prov. Minas Geraes loco accurato haud indicato",NA,NA,NA,NA,NA,"Floret Maio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"66","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Quekettia","theraziae","Quekettia theraziae","Cogn.",NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Habitat in sylvis supra arbores ad Petropolis prov. Rio de Janeiro","-43.1786","-22.505",NA,NA,NA,NA,NA,NA,NA,"36524",NA,"auto",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"67","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Quekettia","theraziae","Quekettia theraziae","Cogn.",NA,NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Habitat in sylvis supra arbores ad Petropolis prov. Rio de Janeiro","-43.1786","-22.505",NA,NA,NA,NA,NA,NA,NA,"36524",NA,"auto",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA
"68","2021-02-08 12:52:12-03","UFRGS","ICN","157712","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","395","2008","09","09","Brasil","PR","Curitiba","UFPR Centro Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,"ICN00039424",NA,"Monocotyledon",NA,NA,"25180",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"69","2021-02-08 12:52:12-03","UFRGS","ICN","015020","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Dutra, J","1020",NA,NA,NA,"Brasil","RS","Bom Jesus","Fazenda Caraúna","-50.4166984558105","-28.6678009033203",NA,NA,"ICN00039415",NA,"Monocotyledon",NA,NA,"55856",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"70","2021-02-08 12:52:12-03","UFRGS","ICN","189518","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","543","2009","07","04","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039418","Epífita em Podocarpus lambertii","Monocotyledon",NA,NA,"30776",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"71","2021-02-08 12:52:12-03","UFRGS","ICN","053144","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Kleebank, K","11","1981","08","02","Brasil","RS","Esmeralda","Est. Ecológica de Aracuri","-51.190299987793","-28.0536003112793",NA,NA,"ICN00039427","Flores brancas, folhas planas, lanceoladas. Planta que floresceu em cultivo.","Monocotyledon",NA,NA,"38649",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"72","2021-02-08 12:52:12-03","UFRGS","ICN","162645","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","553","2009","09","04","Brasil","SC","Lages","Fazenda Pinheirinho","-50.326099395752","-27.8160991668701",NA,NA,"ICN00039422","epífita","Monocotyledon",NA,NA,"70701",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"73","2021-02-08 12:52:12-03","UFRGS","ICN","189513","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","536","2009","06","22","Brasil","RS","Cambará do Sul","RS 20 margem do rio próximo ao pórtico da cidade","-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039419",NA,"Monocotyledon",NA,NA,"30776",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"74","2021-02-08 12:52:12-03","UFRGS","ICN","045022","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Waechter, JL","1255","1979","06","07","Brasil","RS","Esmeralda","Est. Ecológica de Aracuri","-51.190299987793","-28.0536003112793",NA,NA,"ICN00039425",NA,"Monocotyledon",NA,NA,"38649",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"75","2021-02-08 12:52:12-03","UFRGS","ICN","157715","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","398","2008","10","25","Brasil","RS","Cambará do Sul","caminho São José dos Ausentes próximo Cambará S/A","-50.055278","-28.938889","-50.055278","-28.938889","ICN00039423",NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"76","2021-02-08 12:52:12-03","UFRGS","ICN","158789","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","455","2008","12","15","Brasil","RS","São Francisco de Paula","estrada próx. Flona","-50.5835990905762","-29.4480991363525",NA,NA,"ICN00039416",NA,"Monocotyledon",NA,NA,"76715",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"77","2021-02-08 12:52:12-03","UFRGS","ICN","048367","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Waechter, JL","1690","1980","09","11","Brasil","RS","São Francisco de Paula","Floresta Nac. do IBDF","-50.5835990905762","-29.4480991363525",NA,NA,"ICN00039426","Epífito em interior de mata com Araucaria; flores verde-claras, com labelo verde-amarelo; entre musgos e hepáticas.","Monocotyledon",NA,NA,"76715",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"78","2021-02-08 12:52:12-03","UFRGS","ICN","157702","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","364","2008","06","13","Brasil","RS","São Francisco de Paula","Floresta Nacional de São Francisco de Paula (trilha fungos)","-50.5835990905762","-29.4480991363525",NA,NA,"ICN00039421",NA,"Monocotyledon",NA,NA,"76715",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"79","2021-02-08 12:52:12-03","UFRGS","ICN","160649","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","485","2009","01","16","Brasil","RS","São José dos Ausentes","Fazenda dos Sonhos","-50.0657997131348","-28.7483005523682",NA,NA,"ICN00039420",NA,"Monocotyledon",NA,NA,"42598",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
"80","2021-02-08 12:52:12-03","UFRGS","ICN","189506","S","Plantae","Orchidaceae","Capanemia","thereziae","Capanemia thereziae","Barb. Rodr.","Buzatto, CR",NA,"Buzatto, CR","426","2008","10","29","Brasil","SC","Capão Alto","BR 116 Km 294","-50.5119018554688","-27.9368991851807",NA,NA,NA,"Mantido em cultivo até 6/8/2009","Monocotyledon",NA,NA,"41668",NA,"auto",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA
