"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","class","order","coordinatePrecision","geoFlag"
"11","2019-01-23 12:08:58-02","F","FMNH-BRYOPHYTES","C0000278F","PreservedSpecimen","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.","Isotype","P. D. Hegewald & E. H. Hegewald","7354","1973","9","16","South America","Peru",NA,NA,NA,NA,NA,NA,NA,"C0000278F","C0000278F_01",NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"Jungermanniopsida","Metzgeriales",NA,NA
"12","2014-04-04 18:29:09-03","PNFM","IRAI","3222","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Ristow, R.","1111","2011","01","14",NA,"Brasil","São Paulo","São Paulo","Instituto de Botânica de São Paulo",NA,NA,NA,"Epífita sobre tronco","IRAI00003222",NA,"Ristow, R.; Peralta, D.F.","2011","01",NA,"-46.621833","-23.6425","-46.621833","-23.6425",NA,NA,NA,NA,NA,NA
"13","2014-04-04 18:29:09-03","PNFM","IRAI","3284","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Ristow, R.","1150","2011","03","06",NA,"Brasil","Paraná","Curitiba","Rua Trompowski, Bacacheri",NA,NA,NA,"Corticícola. Área antropizada","IRAI00003284",NA,"Ristow, R.; Peralta, D.F.","2011","07","28","-49.232167","-25.393889","-49.232167","-25.393889",NA,NA,NA,NA,NA,NA
"14","2014-04-04 18:29:09-03","PNFM","IRAI","3320","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Ristow, R.","1186","2011","03","06",NA,"Brasil","Paraná","Curitiba","Jardinete Zeferino Kukoski, Auto da XV",NA,NA,NA,"Corticícola sobre Lauraceae. Área antropizada. + Sematophyllum subpinnatum (Brid.) E. Britton","IRAI00003320",NA,"Ristow, R.; Peralta, D.F.","2011","07","26","-49.253278","-25.430722","-49.253278","-25.430722",NA,NA,NA,NA,NA,NA
"15","2014-04-04 18:29:09-03","PNFM","IRAI","3323","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Ristow, R.","1189","2011","03","06",NA,"Brasil","Paraná","Curitiba","Rodoferroviária, Rebouças",NA,NA,NA,"Corticícola sobre Ligustrum sp.. Área antropizada. + Syntrichia pagorum (Milde) J. J. Amann","IRAI00003323",NA,"Ristow, R.; Peralta, D.F.","2011","07","27","-49.258472","-25.436444","-49.258472","-25.436444",NA,NA,NA,NA,NA,NA
"16","2014-04-04 18:29:09-03","PNFM","IRAI","3325","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Ristow, R.","1191","2011","03","06",NA,"Brasil","Paraná","Curitiba","Estacionamento da Rodoferroviária, Rebouças",NA,NA,NA,"Corticícola sobre Ligustrum sp.. Área antropizada + Dimerodontium mendozense Mitt. + Fabronia ciliaris (Brid.) Brid.","IRAI00003325",NA,"Ristow, R.; Peralta, D.F.","2011","07","27","-49.258472","-25.436444","-49.258472","-25.436444",NA,NA,NA,NA,NA,NA
"17","2014-04-04 18:29:09-03","PNFM","IRAI","4526","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Ristow, N.R.","015","2011","10","05",NA,"Brasil","Paraná","Curitiba","Rua Capitão Souza Franco, Bigorrilho","940","940",NA,"Corticícola. Área antropizada","IRAI00004526",NA,"Peralta, D.F.","2012","07",NA,"-49.291528","-25.433806","-49.291528","-25.433806",NA,NA,NA,NA,NA,NA
"18","2014-04-04 18:29:09-03","PNFM","IRAI","4615","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Ristow, R.","1807","2011","10","02",NA,"Brasil","Paraná","Curitiba","Rua Maria Geronasso do Rosário","940","940",NA,"Corticícola. Área antropizada","IRAI00004615",NA,"Peralta, D.F.","2012","07",NA,"-49.237111","-25.383222","-49.237111","-25.383222",NA,NA,NA,NA,NA,NA
"19","2019-10-07 09:10:49-03","UEFS","HUEFS","154373","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Valente, E.B.","1128","2008","02","23",NA,"Brasil","Bahia","Palmeiras","Serra da Bacia","970","970",NA,"Mata","HUEFS0154373",NA,NA,NA,NA,NA,"-41.476667","-12.463889","41W28'36''","12S27'50''",NA,NA,"Hepaticopsida",NA,NA,NA
"20","2019-11-13 16:04:09-03","UNISANTA","HUSC","13018","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"R.X.A. Prudêncio","279",NA,NA,NA,NA,"Brasil","São Paulo","Cubatão","Parque Estadual da Serra do Mar Núcleo Itutinga-Pilões, Trilha próxima à estrada desativada","200","730",NA,"+ Lejeunea sp.; Tronco Vivo",NA,NA,"R.X.A. Prudêncio","2017","03",NA,"-46.488611","-23.897778","-46.488611","-23.897778",NA,NA,NA,NA,NA,NA
"21","2021-02-08 12:50:23-03","UFRGS","ICN","037824","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Bueno, RM","756","1981","06","13","América do Sul","Brasil","RS","Bento Gonçalves",NA,NA,NA,NA,"com alga",NA,NA,"Peralta, DF","2014","11",NA,"-51.5191993713379","-29.1714000701904",NA,NA,NA,NA,NA,NA,"21248","auto"
"22","2021-02-08 12:50:23-03","UFRGS","ICN","011608","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna, EC","1608","1971","12","04","América do Sul","Brasil","RS","Bom Jesus","Encruzilhada do Zéca Boeira, cabeceira do rio das Antas, prox. a São José dos Ausentes",NA,NA,NA,NA,NA,NA,"Peralta, DF","2014","11",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto"
"23","2021-02-08 12:50:23-03","UFRGS","ICN","011598","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Baptista, LRM","s.n.","1971","12","04","América do Sul","Brasil","RS","Bom Jesus","Serra da Rocinha",NA,NA,NA,"em matinha nebular a beira do precipício",NA,NA,"Peralta, DF","2014","11",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto"
"24","2021-02-08 12:50:23-03","UFRGS","ICN","011680","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Sehnem, A","1011","1942","01","14","América do Sul","Brasil","RS","Bom Jesus","Serra da Rocinha","1200","1200",NA,"ad arboreum",NA,NA,"Peralta, DF","2014","11",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto"
"25","2021-02-08 12:50:23-03","UFRGS","ICN","011727","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Sehnem, A","1080","1942","01","14","América do Sul","Brasil","RS","Bom Jesus","Serra da Rocinha","1000","1000",NA,NA,NA,NA,"Peralta, DF","2014","11",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto"
"26","2021-02-08 12:50:23-03","UFRGS","ICN","012174b","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna, EC","2174b","1969","12","17","América do Sul","Brasil","RS","Cambará do Sul",NA,NA,NA,NA,NA,NA,NA,"Peralta, DF","2018","11",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,"30776","auto"
"27","2021-02-08 12:50:23-03","UFRGS","ICN","039825","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Bueno, RM","2667","1982","07","30","América do Sul","Brasil","RS","Esmeralda","Estação Ecológica Aracuri",NA,NA,NA,"em galho seco",NA,NA,"Peralta, DF","2014","11",NA,"-51.190299987793","-28.0536003112793",NA,NA,NA,NA,NA,NA,"38649","auto"
"28","2021-02-08 12:50:23-03","UFRGS","ICN","011345","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Lorscheitter, ML","s.n.","1971","02","17","América do Sul","Brasil","RS","Rolante","colonia Dom João Becker",NA,NA,NA,"sobre tronco de arvore",NA,NA,"Peralta, DF","2014","11",NA,"-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,NA,NA,"18269","auto"
"29","2021-02-08 12:50:23-03","UFRGS","ICN","010951","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"?","s.n.","1964","09","22","América do Sul","Brasil","RS","São Francisco de Paula",NA,NA,NA,NA,NA,NA,NA,"Peralta, DF","2018",NA,NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"76715","auto"
"30","2021-02-08 12:50:23-03","UFRGS","ICN","010858","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna, EC","858","1969","12","20","América do Sul","Brasil","RS","São Francisco de Paula",NA,NA,NA,NA,NA,NA,NA,"Peralta, DF","2014","11",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"76715","auto"
"31","2021-02-08 12:50:23-03","UFRGS","ICN","036968","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna, EC","3968","1973","12","09","América do Sul","Brasil","RS","São Francisco de Paula","parque do Hotel Hampel",NA,NA,NA,NA,NA,NA,"Peralta, DF","2014","11",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"76715","auto"
"32","2021-02-08 12:50:23-03","UFRGS","ICN","037449","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Bueno, RM","328","1980","02","28","América do Sul","Brasil","RS","Torres","Mato da estrada entre Vila São João e Três Cachoeiras",NA,NA,NA,"epífita",NA,NA,"Peralta, DF","2014","11",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"20837","auto"
"33","2021-02-08 12:50:23-03","UFRGS","ICN","011575","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Baptista, LRM","s.n.","1971","12","05","América do Sul","Brasil","RS","Bom Jesus","Hortêncio Dutra, próximo a fazenda Capão Alto",NA,NA,NA,"sobre pedra na sombra em campo úmido",NA,NA,"Peralta, DF","2014","11",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto"
"34","2021-02-08 12:50:23-03","UFRGS","ICN","010534","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna, EC","534","1970","12","18","América do Sul","Brasil","RS","Bom Jesus","Próximo a São José dos Ausentes",NA,NA,NA,"em capão",NA,NA,"Peralta, DF","2014","11",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,"55856","auto"
"35","2021-02-08 12:50:23-03","UFRGS","ICN","058478","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Longhi, M","s.n.","1986","10","03","América do Sul","Brasil","RS","Faxinal do Soturno",NA,NA,NA,NA,NA,NA,NA,"Peralta, D","2019",NA,NA,"-53.4446983337402","-29.5746994018555",NA,NA,NA,NA,NA,NA,"11227","auto"
"36","2021-02-08 12:50:23-03","UFRGS","ICN","012791","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna; E.C.","2791","1973","12","09","América do Sul","Brasil","RS","São Francisco de Paula","Parque do Hotel Hampel",NA,NA,NA,NA,NA,NA,"Peralta, DF","2013","08","01","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"76715","auto"
"37","2021-02-08 12:50:23-03","UFRGS","ICN","036815","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna, EC","3815","1973","12","09","América do Sul","Brasil","RS","São Francisco de Paula","Parque do Hotel Hampel",NA,NA,NA,NA,NA,NA,"Peralta, DF","2014","11",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"76715","auto"
"38","2021-02-08 12:50:23-03","UFRGS","ICN","010681","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","hegewaldii","Metzgeria hegewaldii","Kuwah.",NA,"Vianna, EC","681","1970","11","22","América do Sul","Brasil","RS","Torres","em mato próximo a colônia São Pedro",NA,NA,NA,NA,NA,NA,"Peralta, DF","2014","11",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"20837","auto"
