"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","typeStatus","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"12","2021-03-30 12:45:46-03","EAO","IAN","179413","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Legrand",NA,"Oliveira, GJ; Cabral, LD; Pedroso, ACR","63","2003","12","16","Southern America","Brasil","Pará","Belterra","Rodovia Santarém-Cuiabá, km 83. Mata primária, solo argiloso.","-54.937198638916","-2.63638997077942",NA,"Árvore; 15m alt.; base digitada; fuste acanalado; ritidoma acinzentado, fendido; casca morta cinza, 0,08mm espess.; casca viva amarelada; alburno alaranjado. Flores verde claro, de corola branca.","IAN179413",NA,NA,NA,NA,NA,"74752","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:45:46-03","EAO","IAN","172151","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Legrand",NA,"Grogan, J","326","1997","10","15","Southern America","Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,"Habit: Medium tree < 20m Obs: see several on or below (grota-side) 4-10 Flowers: white large showy, many-stamened Leaves: opp simple, prominent vns, ~1.5 cm petiole, similar to Opps02 (inv. 21) but longer pets Stem: exaggerated kin","IAN172151",NA,NA,NA,NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:05:56-03","NBC","NL-BOTANY","U 0004972","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Landrum LR","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200004972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0004972","NL-U0004972",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","63772 B",NA,NA,NA,NA
"15","2020-02-08 10:05:56-03","NBC","NL-BOTANY","WAG.1114393","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.",NA,"Hatschbach GG; Zelma FJ",NA,"1985","09","25","Southern America","Brazil",NA,NA,"Rio Cachoeira (mun. Antonina) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1114393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1114393","NL-WAG1114393",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:22-03","ESALQ","ESA","7206","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Kawasaki, M.L.","Morellato-Fonzar, L.P.C. ; Rodrigues, R.R.","16727.0","1984","11","19",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,"ESA007206","ESA007206",NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:22-03","ESALQ","ESA","24186","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Kawasaki, M.L.","Barreto, K.D. et al.","3302.0","1994","11","30",NA,"Brasil","São Paulo","Juquiá",NA,"-47.6300010681152","-24.3199996948242",NA,NA,"ESA024186","ESA024186",NA,NA,NA,NA,"32505","auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:22-03","ESALQ","ESA","51030","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(DC.) Kiaersk.","Ibraim, M.","Gomez, F.M.",NA,"2005","10","01",NA,"Brasil","São Paulo","Rio Claro",NA,"-47.560001373291","-22.4099998474121",NA,NA,"ESA051030","ESA051030","2010",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:22-03","ESALQ","ESA","98549","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora",NA,"Gissi, D.S.","Romão, G.O.","212.0","2000","09","20",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA098549","ESA098549","2011",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:22-03","ESALQ","ESA","118684","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora",NA,"Aguiar, O.T.","Miashike, R.L.; Ivanauskas, N.M.; Silva, J.B. ; Machado, S.D.","18.0","2009","12","01",NA,"Brasil","São Paulo","Apiaí","Parque Estadual Turístico do Alto Ribeira - Núcleo Caboclos","-48.8400001525879","-24.5",NA,"Floresta Ombrófila Densa Montana.&nf;Árvore 6m altura, frutos imaturos verdes.; GEOGRAFIA: Trilha da Pescaria e Desmoronado.;","ESA118684",NA,"2010","01","-48,564,722","-24,415,833","37738","auto","11",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:22-03","ESALQ","ESA","118296","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora",NA,"Aguiar, O.T.","Godoy, J.R.L.; Ivanauskas, N.M.; Silva, J.B.; Costa, V.A. ; Mota, A.","525.0","2009","09","01",NA,"Brasil","São Paulo","Iporanga","Parque Estadual Turístico Alto Ribeira - Núcleo Ouro Grosso",NA,"-24.545",NA,"Árvore 2m de altura, flores em botão.; GEOGRAFIA: Aceiro da SP.;","ESA118296",NA,"2010","01","-48,678,333","-24,545",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:22-03","ESALQ","ESA","52204","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Gissi, D.S.","Silva, J.M. ; Abe, L.M.","4163.0","2004","10","26",NA,"Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,"ESA052204","ESA052204","2011",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:22-03","ESALQ","ESA","2661","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Gissi, D.S.","Mendes, O.T.","4624.0","1938","10","31",NA,"Brasil","São Paulo","Pindorama",NA,"-48.9000015258789","-21.1800003051758",NA,NA,"ESA002661","ESA002661","2011",NA,NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:22-03","ESALQ","ESA","26948","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","Mazine, F.F.","Cardoso-Leite, E. ; Oliveira, A.","260.0","1993","10","28",NA,"Brasil","São Paulo","São Roque",NA,"-47.1300010681152","-23.5200004577637",NA,NA,"ESA026948","ESA026948",NA,NA,NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009448","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.",NA,"Kuhlmann","s/n","1936","10","27",NA,"Brazil","Sao Paulo","Sao Paulo","Pirituba.","-47.0833","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009439","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","L.R. Landrum, 2002.","J. R. Pirani; J.A. Kallunki, J.B. Fernandes","3592","1995","2","22",NA,"Brazil","Espirito Santo","Itapemirim","Estrada para Marataizes, mata e restinga perturbada, perto do lixao, a ca. 3 km N de Marataizes.","-40.8333","-21.0167",NA,"Coor from www.fallingrain.com/world; Arvoreta 2m alto, na mata. Frutos imaturos ruguloso, verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.",NA,"E. Tameirao Neto","286","1990","11","21",NA,"Brazil","Minas Gerais","Belo Horizonte","Estacao Ecologica da Universidades de MG.","-43.9333","-19.9167",NA,"Coor from www.fallingrain.com/world; Arvore 6m, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009442","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.",NA,"M. Lacerda","s.n.","2008","10","20",NA,"Brazil","Rio de Janeiro",NA,"Mun. Duque de Caxias, Sito Flora Brasilica, Xerem,","-43.304852","-22.583071",NA,"photo; seeds from Juquia, Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009445","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.",NA,"R.R. Rodriguez; V.C. Souza, F.A.R.P. Arzolla, N.M. Ivanuaskas, J.P. Souza, V.R. Scalon, F.T. Farah, F.F. Mazine, I.D. Sanches, G.A. Paiva, L.M. Campos, A.S. Dias, V. Pereira, L.E. Codeiro, A.G. Rodrigues, M. Guskuma.","183","1995","9","3",NA,"Brazil","Sao Paulo","Eldorado","Nucleo da Cuerna do Diablo. Trilha do rolado","-48.3947","-24.6475",NA,"Arvore 7m alto, Botoes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009446","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.",NA,"R.R. Rodriguez; V.C. Souza, F.A.R.P. Arzolla, N.M. Ivanuaskas, J.P. Souza, V.R. Scalon, F.T. Farah, F.F. Mazine, I.D. Sanches, G.A. Paiva, L.M. Campos, A.S. Dias, V. Pereira, L.E. Codeiro, A.G. Rodrigues, M. Guskuma.","138","1995","9","3",NA,"Brazil","Sao Paulo","Eldorado","Nucleo da Cuerna do Diablo. Trilha do rolado","-48.3947","-24.6475",NA,"Arvore, 5m al., tronco descamante en tiras. Flores em batao.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009444","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","L.R. Landrum, 1997.","R.R. Rodriguez; V.C. Souza, F.A.R.P. Arzolla, N.M. Ivanuaskas, J.P. Souza, V.R. Scalon, F.T. Farah, F.F. Mazine, I.D. Sanches, G.A. Paiva, L.M. Campos, A.S. Dias, V. Pereira, L.E. Codeiro, A.G. Rodrigues, M. Guskuma.","9135","1995","9","3",NA,"Brazil","Sao Paulo","Eldorado","Nucleo da Cuerna do Diablo. Trilha do rolado","-48.3947","-24.6475",NA,"Arvore, ca. 8m alto, botoes verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009447","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","L.R. Landrum, 1987.","G. Hatschbach; F. J. Zelma","49843","1985","9","25",NA,"Brazil","Parana",NA,"Rio Cachoeira (Mun. Antonina).","-48.711804","-25.429658",NA,"5 anthers, 1 gland.; Arvore 5 m, flores alvas. Mata da planicie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","L.R. Landrum, 1983.","M. Kuhlman","s/n","1936","10","27",NA,"Brazil","Sao Paulo","Pirituba","None","-47.35","-23.6333",NA,"Coor from www.fallingrain.com/world",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009443","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","L. R. Landrum & M. L. Kawasaki","S. Romaniuc Neto","1027","1988","11","8",NA,"Brazil","Sao Paulo","Capao Bonito","Fazenda Intervales.","-48.3333","-24.0167",NA,"Coor from www.fallingrain.com/world; Arvore, ca. 2.5m alto. Flores com petalas brancas, estames crème e ovario vinaceo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:09:23-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","L.R. Landrum, 2002.","J.R. Pirani; J.A. Kallunki, J.B. Fernandes","3592","1995","2","22",NA,"Brazil","Espirito Santo","Itapemirim","Estrada para Marataizes, mata e restinga perturbada, perto do lixao, a ca. 3 km N de Marataizes.","-40.8333","-21.0167",NA,"Paratype scanned. Coor from www.fallingrain.com/world; Arvoreta 2m alto, na mata. Frutos imaturos ruguloso e verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009441","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O. Berg) Nied.","L. R. Landrum","J. R. Pirani; M. A. G. Magenta, A. A. Conceicao","3490","1994","12","8",NA,"Brazil","Espirito Santo",NA,"Mun. Piuma. Ca. 3 km S do Morro do Agha, na rodovia ES-060.","-46.6667","-20.8667",NA,"Loc 6; ov/loc 14-18; stamens ca. 141.; Arvoreta 3 m alto, petalats brancas caindo com facilidade, sepalas verdes, estames amarelados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA,NA,NA
"37","2019-11-21 14:40:03-03","UFJF","CESJ","42842","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(Berg) Nied","O S Ribas","M. Borgo; et al.","2131","2002","11","10","América do Sul","Brasil","Paraná","Antonima","Reserva Natural, trilha do Corvo",NA,NA,NA,"árvore, 13m, flor alva. Em floresta ombrófila densa, terras baixas","CESJ042842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:40:03-03","UFJF","CESJ","50929","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(Berg) Nied","G. Hatschbach","E. Barbosa; J.M. Silva","1659","2006","09","28","América do Sul","Brasil","Paraná","Guaraqueçaba","Rio Potinga","-48.3288993835449","-25.3066997528076",NA,"Árvore, 4m, flor alva. Floresta atlântica.","CESJ050929",NA,"2006",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:46:25-03","UFMS","CGMS","63561","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","M. Sobral","J.M. Silva; L.M. Abe","4163","2004","10","26",NA,"Brasil","Paraná","Adrianópolis","Fazenda Tanque, Berneck.","-48.9911003112793","-24.6571998596191",NA,"Flor alva. Habitat: Floresta Atlântica. Habito: Árvore. 4 m de altura.","CGMS1096529",NA,"2005",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:46:25-03","UFMS","CGMS","63874","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","M. Sobral","G. Hatschbach; E. Barbosa; E.F. Costa","76724","2003","11","20",NA,"Brasil","Paraná","Guaraqueçaba","Tagaçaba de Cima, Rio Tagaçaba.","-48.3288993835449","-25.3066997528076",NA,"Flor alva. Habitat: Floresta Atlântica degradada. Habito: Arbusto. 3 m de altura.","CGMS1096842",NA,"2005",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:46:25-03","UFMS","CGMS","63560","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","M. Sobral","G. Hatschbach; E. Barbosa; E.F. Costa","76724","2003","11","20",NA,"Brasil","Paraná","Guaraqueçaba","Tagaçaba de Cima, Rio Tagaçaba.","-48.3288993835449","-25.3066997528076",NA,"Flor alva. Habitat: Floresta Atlântica Degradada. Habito: Arbusto. 3 m de altura.","CGMS1096528",NA,"2005",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:06-03","UNICAMP","UEC","162774","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Franco, GADC","Ivanauskas, NM; Souza, FM; Polisel, RT; Santos, VS","6121","2005","12","14",NA,"Brazil","São Paulo","Embu das Artes","Almenat, fundo do hotel Remanescente de mata. (Datum Córrego Alegre, zona 23 K).","-46.883611","-23.648333",NA,"Árvore de 7 m. Inicio de frutificação.","UEC038063","UEC038063","2006","01","-46.883611","-23.648333",NA,NA,"01",NA,NA,NA,"885","885",NA,NA
"43","2021-03-01 16:36:06-03","UNICAMP","UEC","160368","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","127","2011","01","05",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333",NA,"Material vegetativo. Cerca de 9,5 m de altura e 1 indivíduo distribuído em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039488","UEC039488","2011","05","-45.945278","-23.330333",NA,NA,NA,NA,NA,NA,"999","999",NA,NA
"44","2021-03-01 16:36:06-03","UNICAMP","UEC","105493","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Ibrahim, M","Tozzi, AMGA; Moreira, JLA; Santos, K; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC","385","1998","12","04",NA,"Brazil","São Paulo","Iperó","Fazenda Ipanema, porteira da Fepasa.","-47.683333","-23.383333",NA,"Árvore 4m alt.. Frutos imaturos verdes com lobos verdes.",NA,NA,"2010","03","-47.683333","-23.383333",NA,NA,NA,NA,NA,NA,"520","520",NA,NA
"45","2021-03-01 16:36:06-03","UNICAMP","UEC","168445","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","neriiflora","Campomanesia neriiflora","(O.Berg) Nied.","Sobral, M","Santos, K; Belinello, R","3589","2000","11","02",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Espírito Santo (Fragmento P3); área total: 13,4 ha, Floresta estacional semidecidual.","-46.95","-22.8",NA,"Árvore semidecídua, zoocórica; cortéx esfoliante, madeira pesada; altura total: 9 m; altura do fuste: 6 m; PAP: 79 cm. 26-50 % da copa infestada por lianas.","UEC091169","UEC091169",NA,NA,"-46.95","-22.8",NA,NA,NA,NA,NA,NA,"675","675",NA,NA
