"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","sex"
"50","2021-03-01 11:55:11-03","UFPE","UFP","77222","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren",NA,"2014","05","Nusbaumer, L; Ammann.M, LN",NA,NA,NA,"Brasil","Alagoas","Quebrangulo",NA,"-36.700306","-9.384469",NA,NA,"Plantes de forêt ombrophile submontagnarde, Nordeste du Brésil.; Forêt ombrophile submontagnarde de planteau, en bordure de marre inondéé; herbacée sur rocher, 1m; f. épicneuses, un inflor. par rosette, à bractée corail, en coupe à l'a",NA,"4112",NA,NA,"UFP077222",NA,"22","-36.700306","-9.384469","880","880",NA,NA
"51","2021-03-01 11:55:10-03","UFPE","UFP","51580","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","2005","03","Siqueira-Filho, JA; Leme, E; Leite, MS","2005","03","17","Brasil","Alagoas","Murici",NA,"-35.879194","-9.238167",NA,NA,"Epífita facultativa no sub-bosque da mata. Folha 1,56 x 4,5cm. Haste floral com brácteas involucrais vermelha, cerca de 45cm de altura.; Epífita facultativa no sub-bosque da mata. Folha 1,56 x 4,5cm. Haste floral com brácteas involucra",NA,"1476",NA,NA,"UFP051580",NA,"17","-35.879194","-9.238167","508","508",NA,NA
"52","2021-03-01 11:55:10-03","UFPE","UFP","51582","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","2005","03","Siqueira-Filho, JA; Leme, E; Leite, MS","2005","03","18","Brasil","Alagoas","Murici",NA,"-35.837528","-9.240361",NA,NA,"Epífita facultativa em frutificação. Escapo floral e brácteas involucrais vermelha. Material cultivado no Bromeliário Biouniverso sob o nº 591.; Epífita facultativa em frutificação. Escapo floral e brácteas involucrais vermelha. Materi",NA,"1478",NA,NA,"UFP051582",NA,"18","-35.837528","-9.240361","468","468",NA,NA
"53","2021-03-01 11:55:10-03","UFPE","UFP","51586","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","2005","03","Siqueira-Filho, JA; Leme, E; Leite, MS","2005","03","21","Brasil","Alagoas","Chã Preta",NA,"-36.35825","-9.216944",NA,NA,"Epífita facultativa em frutificação. Inflorescência vermelha. Material cultivado no Bromeliário Biouniverso sob o nº 602.; Epífita facultativa em frutificação. Inflorescência vermelha. Material cultivado no Bromeliário Biouniverso sob",NA,"1482",NA,NA,"UFP051586",NA,"21","-36.35825","-9.216944","841","841",NA,NA
"54","2021-03-01 11:55:10-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren",NA,"2014","05","Nusbaumer, L; Ammann.M, LN",NA,NA,NA,"Brasil","Alagoas","Quebrangulo",NA,"-36.700306","-9.384469",NA,NA,"Plantes de forêt ombrophile submontagnarde, Nordeste du Brésil.; Forêt ombrophile submontagnarde de planteau, en bordure de marre inondéé; herbacée sur rocher, 1m; f. épicneuses, un inflor. par rosette, à bractée corail, en coupe à l'apex contenant d",NA,"4112",NA,NA,NA,NA,"22","-36.700306","-9.384469","880","880",NA,NA
"55","2021-03-01 11:55:10-03","UFPE","UFP","18751","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA; Baracho","1997","05","Baracho, GS; Siqueira-Filho, JA","1997","05","01","Brasil","Pernambuco","Cabo de Santo Agostinho",NA,"-35.0349998474121","-8.28666973114014","25282",NA,"Indíviduo terrestre, juntamente com densa população, beirando a vegetação do Engenho Tiriri, na foz do rio Massangana, juntamente com espécies de mangue, como R.mangle. Folhas ca. 69cm. Bainha ca. 19cm compr., 16cm larg., margens com e","auto","587",NA,NA,"UFP018751",NA,"01",NA,NA,NA,NA,NA,NA
"56","2021-03-01 11:55:10-03","UFPE","UFP","11982","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Wanderley, MGL","1996","02","Souza, GM","1996","02",NA,"Brasil","Pernambuco","Caruaru",NA,"-35.9761009216309","-8.28332996368408","35136",NA,"Epífitas,brácteas vermelhas,flores avermelhadas.","auto","151",NA,NA,"UFP011982",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 11:55:10-03","UFPE","UFP","40998","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren",NA,NA,NA,"Oliveira, M","2004","08","09","Brasil","Pernambuco","Igarassu",NA,"-34.9063987731934","-7.83416986465454","24709",NA,"Epífita; inflorescência avermelhada.; Epífita; inflorescência avermelhada.; Floresta Atlântica. Vegetação arbórea-arbustiva densa, próximo à sede.","auto","1294",NA,NA,"UFP040998",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 11:55:11-03","UFPE","UFP","83879","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Cavalcanti, D","2018","08","Cavalcanti, D; Melo, A; Bazante, ML; Gomes-Silva, F; Luna, NK; et al.","2017","09","19","Brasil","Pernambuco","Jaqueira",NA,"-35.7933006286621","-8.72667026519775","11830",NA,"Erva epífita, tronco caído no chão. Brácteas vermelhas e flores amarelas.; Mata Atlântica.","auto","795",NA,NA,"UFP083879",NA,"06",NA,NA,NA,NA,NA,NA
"59","2021-03-01 11:55:10-03","UFPE","UFP","15652","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","1996","10","Siqueira-Filho, JA; Baracho, GS","1996","08","31","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148","18865",NA,"Terrestre, subbosque da mata. Floração passada, cálice palhoso, brácteas vermelho-vivo. Distribuição restrita ao Estado de PE.; Terrestre, subbosque da mata. Floração passada, cálice palhoso, brácteas vermelho-vivo. Distribuição restri","auto","191",NA,NA,"UFP015652",NA,"10",NA,NA,NA,NA,NA,NA
"60","2021-03-01 11:55:10-03","UFPE","UFP","16287","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E. Morren","Siqueira-Filho, JA","1997","01","Siqueira-Filho, JA; Baracho, GS; Campelo, MJA","1997","01","30","Brasil","Pernambuco","Tamandaré",NA,"-35.1046981811523","-8.75971984863281","16930",NA,"População formada por três indivíduos terrestre, em final de floração. Folhas com 80cm-1,23m comp. em tom verde-escuro com manchas vináceas. Bainha foliar com 11-20cm comp. e 11 cm de larg. Brácteas escapais vermelho-vivo. Flores amare","auto","482",NA,NA,"UFP016287",NA,"30",NA,NA,NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","2173789","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","É. Morren",NA,NA,NA,"L. Carneiro",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,"s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA
"62","2020-09-12 05:00:02-03","US","US","2686805","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","É. Morren",NA,NA,NA,"D. Andrade-Lima",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,"8","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA
"63","2020-09-12 05:00:02-03","US","US","2173788","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","É. Morren",NA,NA,NA,"L. Carneiro",NA,NA,NA,"Brazil","Pernambuco",NA,"Pern. Igaraçu. Campina dos Marcos.",NA,NA,NA,"1",NA,NA,"s.n.","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA
"64","2020-09-02 16:22:25-03","Cenargen","CEN","49631","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","G. M. de Sousa & M. G. L. Wanderley","2009","08","Anderson Cássio Sevilha","2002","09","26","Brasil","PE","RIO FORMOSO","Rebio Saltinho.","-35.1585998535156","-8.66361045837402","21734","4","Bráctea vermelha.","auto","2664",NA,"Exsicatas","CEN00049631","CEN00049631",NA,"-3518583.0","-872306.0",NA,NA,NA,NA
"65","2019-11-13 11:17:07-03","USP","SPF","212950","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","Wanderley, MGL; Souza, GM","2009","08","Sevilha, AC","2002","09","26","Brasil","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-35.185833","-8.723056",NA,NA,NA,NA,"2664",NA,NA,"SPF00212950",NA,NA,"-35.185833","-8.723056",NA,NA,NA,NA
"66","2019-09-04 18:27:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum",NA,NA,NA,NA,"H. N. Ridley & G. A. Ramage",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"67","2018-02-26 18:31:55-03","UFMT","UFMT","24563","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Horr.","Siqueira, J.A.F.","1998","03","Andrade","1972","02","28","Brasil","Pernambuco","Taquaritinga do Norte","Sítio Cafundó.","-36.0442008972168","-7.90305995941162","25558",NA,NA,"auto","728274",NA,NA,"UFMT00024563",NA,"05",NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren",NA,NA,NA,"Ridley, HN",NA,NA,NA,"Brazil","Pernambuco",NA,"Habitat in Brasiliae orientalis prov. Pernambuco",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:09:03-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren",NA,NA,NA,"Ramage, GA",NA,NA,NA,"Brazil","Pernambuco",NA,"Habitat in Brasiliae orientalis prov. Pernambuco",NA,NA,NA,NA,"(fide Baker)",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:50:44-03","UFRGS","ICN","181211","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","Maciel, JR; Nogueira, FN","2014","11","Nogueira, FM; Pessoa, EM; Amorim, BS; Maciel, JR","2014","11","26","Brasil","PE","Jaqueira","RPPN, Usina Frei Caneca","-35.843611","-8.713056",NA,NA,"Coleção Viva LAVeg - CV 1030; epífita, rupícula",NA,"s.n.","América do Sul",NA,"ICN00029944",NA,"26","-35.843611","-8.713056","69","69",NA,NA
"71","2021-04-05 12:31:07-03","UNIVASF","HVASF","1758","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","J.A. Siqueira Filho","2005","03","J.A. Siqueira Filho","2005","03","18","Brasil","Alagoas","Murici","ESEC Murici, Serra do Ouro, Estação da UFAL",NA,NA,NA,NA,"Epífita facultativa em frutificação. Escapo floral e brácteas involucrais vermelha. Material cultivado no Bromeliário Biouniverso sob o n° 591. VIVASF 113",NA,"1478","América do Sul",NA,"HVASF001758",NA,"18","9999.000000","9999.000000","468","468",NA,"U"
"72","2021-04-05 12:31:07-03","UNIVASF","HVASF","1759","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","J.A. Siqueira Filho","2005","03","J.A. Siqueira Filho","2005","03","21","Brasil","Alagoas","Chã Preta","Serra Lisa, inselberg",NA,NA,NA,NA,"Epífita facultativa em frutificação. Inflorescência vermelha. Material cultivado no Bromeliário Biouniverso sob o n° 602. Material cultivado no VIVASF 1759",NA,"1482","América do Sul",NA,"HVASF001759",NA,"21","9999.000000","9999.000000","841","841",NA,"U"
"73","2021-04-05 12:31:07-03","UNIVASF","HVASF","13973","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","E.Morren","J.A. Siqueira Filho","2012","01","J.A. Siqueira Filho","2012","01","31","Brasil","Pernambuco","Igarassu","Refúgio Ecológico Charles Darwin.",NA,NA,NA,NA,"Material cultivado no Bromeliário Biouniverso n° 492. Material coletado em 02/10/2002.",NA,"2736","América do Sul",NA,"HVASF013973",NA,"31","9999.000000","9999.000000","38","38",NA,"U"
"74","2019-11-21 10:02:34-03","IBt","SP","69020","S","Plantae",NA,NA,"Bromeliaceae","Canistrum","aurantiacum","Canistrum aurantiacum","É.Morren",NA,NA,NA,"Mee, M","1961","11","15","Brasil","Pernambuco",NA,"Dois Irmãos.",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"SP051440","SP051440",NA,NA,NA,NA,NA,NA,NA
