"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","397342","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","E. B. dos Santos","211","1987","12","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397342","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Bahia","Fazenda Piedade. Rodovia Sao Jose/Una,a 9 km do entroncamento com a BR-101","NY00397342_01","-39.0753","-15.2933",NA,NA,"M. T. V. do A. Campos; B. M. Boom","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","397341","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora salicifolia","M. Rimachi Y.","8704","1988","08","08","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=279031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397341","Magnoliophyta","Gentianales","(C.Presl) Steyerm.",NA,"Loreto","Dtto. Iquitos. Carretera Iquitos-Nauta, km 6, trocha de un pasta",NA,NA,NA,"150","150",NA,"Maynas","salicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","709876","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","G. T. Prance","12497","1971","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709876","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Acre","Rio Moa at Serra da Moa village","NY00709876_01","-73.73","-7.5",NA,NA,"B. M. Boom","Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01061387","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","G. T. Prance","58792",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269473' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061387","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Pará",NA,"NY01061387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","950115","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora salicifolia","M. Wacket","s.n.","1902",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950115","Magnoliophyta","Gentianales","(C.Presl) Steyerm.",NA,"Minas Gerais",NA,"NY00950115_01",NA,NA,NA,NA,"J. A. Steyermark",NA,"salicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01061337","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","G. T. Prance","23779","1976","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267045' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061337","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Amazonas","Paumari, Rio Javari above Atalaia. Forest on terra firme.","NY01061337_01","-70.30503","-4.2873106",NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","709879","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","P. J. M. Maas","P13325","1971","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709879","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Acre","Near Estrada do Alemanha","NY00709879_01","-72.6697","-7.6311",NA,NA,"C. A. Taylor Jr.","Cruzeiro do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01067475","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","J. A. Rizzo","5260","1970","06","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211505' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067475","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Goiás","A 2 km da margem esquerda do Rio Meia Ponte, na faz. Louzandira","NY01067475_01","-49.4264","-16.4961",NA,NA,"P. G. Delprete","Goianira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01061333","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","E. Lleras","16623","1973","07","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267192' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061333","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Amazonas","Around IPEAAO Experimental Station. Secondary forest.","NY01061333_01","-64.7","-3.37",NA,NA,"J. G. Jardim","Tefé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01061363","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","G. T. Prance","24052","1976","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061363","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Amazonas","Between Estirão do Equador and Rio Javarizinho. Forest on terra firme.","NY01061363_01","-71.6182101","-4.5300408",NA,NA,"J. G. Jardim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","131364","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora epedunculata","H. F. Pittier","10948","1922","12","14","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131364","Magnoliophyta","Gentianales","Steyerm.","isotype","Trujillo","Camp 2, Perijá Exploration Company, on Río Laro.","NY00131364_01",NA,NA,NA,NA,NA,NA,"epedunculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01095554","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","W. W. Thomas","13644","2004","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796648' target='other'> <mi>dwc_moreinfo</mi></a>","NY01095554","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Minas Gerais","Fazenda Boi Rajado, 5.9 km E of Macarani-Bandeiras road on farm road ca. 12 km N of Bandeiras (at Fazenda Canada)","NY01095554_01","-40.51791667","-15.8064167","830","850","C. M. Taylor","Bandeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","799250","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","G. G. Hatschbach","65638","1996","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799250","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Mato Grosso","Rio Barbado, Casalvasco Velho","NY00799250_01",NA,NA,NA,NA,"P. G. Delprete","Vila Bela de Santíssima Trindade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01061341","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora multiflora","G. T. Prance","2521","1966","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267047' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061341","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Amazonas","Varzea forest on left bank of Rio Acre around Santa Maria, opposite Boca do Acre.","NY01061341_01","-67.3978","-8.7522",NA,NA,"J. A. Steyermark","Boca do Acre","multiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01061349","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","C. A. Cid Ferreira","2273","1980","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267048' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061349","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Pará","Rio Paru do Oeste, margem esquerda da cachoeira Chuvisco. Mata de terra firme, solo argilo-arenoso.","NY01061349_01","-56.0783","-0.9997",NA,NA,"J. H. Kirkbride Jr.","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","397351","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","M. Rimachi Y.","11214","1994","11","17","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397351","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Loreto","Dtto. iquitos. Carretera Iquitos-Nauta, km 21.6 trocha de penetración hasta Yarana. Rio Nanay, monte alto y arenoso frente al Fundo Pichiri",NA,NA,NA,"150","150","P. G. Delprete","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","950132","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","M. C. Weyland Vieira","553","1982","05","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950132","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Minas Gerais","Fazenda Monte Alegre. Monte Belo.","NY00950132_01","-46.3675","-21.3267",NA,NA,"C. M. Taylor","Monte Belo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","710002","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","D. C. Daly","10057","1999","03","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=753571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710002","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Acre","Rio Purus, left bank, Seringal Mamuriá.","NY00710002_01","-69.985","-9.085",NA,NA,"C. M. Taylor","Santa Rosa do Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","887147","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","P. Fiaschi","2167","2004","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1083294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887147","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Bahia","Estrada de Valença para Guaibim, ca. 2 km, entrada à esquerda, 8 km, ramal vicinal àa esquerda, ca. 1 km. RPPN Água Branca.","NY00887147_01","-39.0903","-13.3289","220","220","C. M. Taylor","Valença",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01061389","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","J. L. dos Santos","773","1984","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267173' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061389","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Amazonas","Estrada que dá acesso para Missão, a 3 km da cidade. Mata de terra firme, solo argiloso.","NY01061389_01","-64.7114","-3.3544",NA,NA,"J. G. Jardim","Tefé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01061386","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","C. A. Cid Ferreira","3888","1983","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1267221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061386","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Amazonas","Rio Madeira, afluente do rio Amazonas, estrada da cidade de Borba, km 15 lugar denominado Puchurisal. Mata alta de terra firme, solo argiloso úmido.","NY01061386_01","-59.5939","-4.3881",NA,NA,"B. M. Boom","Borba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","686502","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","L. Riedel","s.n.","1821",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686502","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,NA,"Mandiocca","NY00686502_01",NA,NA,NA,NA,"C. M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","710168","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","D. C. Daly","6726","1991","05","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=165655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710168","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Acre","Seringal Porongaba, Colocaçào Sào José","NY00710168_01","-68.8","-10.85",NA,NA,"P. G. Delprete","Brasiléia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1015352","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","P. Fiaschi","2818","2005","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1021231' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015352","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Bahia","Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatiguí à Serra das Lontras.","NY01015352_01","-39.4081","-15.2028","600","700","C. M. Taylor","Arataca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01061393","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","M. G. da Silva","2306",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1269414' target='other'> <mi>dwc_moreinfo</mi></a>","NY01061393","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Pará",NA,"NY01061393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 07:27:00-03","NY","NYBG","397352","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","J. L. Clark","341","1994","11","24","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397352","Magnoliophyta","Gentianales",NA,NA,"Esmeraldas","Bilsa Biological Station. Mache Mountains, 35 km W of Quinind, 5 km W of Santa Isabel. Invader trail",NA,"-79.73","0.35","400","600","C. M. Taylor","Quinindé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","710165","PreservedSpecimen","Plantae","Rubiaceae","Faramea","multiflora","Faramea multiflora","D. C. Daly","7318","1992","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=165598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710165","Magnoliophyta","Gentianales","A.Rich. ex DC.",NA,"Acre","Rio Acre. @ 3 hours by boat downstream from Xapuri and 1 hr walking inland from left bank.","NY00710165_01","-68.33","-10.75",NA,NA,"P. G. Delprete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
