"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"11","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U 0019367","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","benthamiana","Galactia benthamiana","Micheli","Miotto STS","Lindeman JC; Irgang BE; Valls JFM",NA,"1971","11","02","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200019367 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0019367",NA,NA,NA,NA,"Magnoliopsidae","2003","01","01",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:29:30-03","IAP","PACA-AGP","60428","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Sílvia Miotto","Camargo, O. R.","466","1956","04","10",NA,"Brasil","RS","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Habitat: in campestribus siccis Fenofase: fruto","PACA060428",NA,"Santa Maria","37819","auto","Magnoliatae","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:29:30-03","IAP","PACA-AGP","35067","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Galactia","benthamiana","Galactia benthamiana","Mich.","Sílvia Miotto","Rambo, B.",NA,"1947","01","11",NA,"Brasil","RS","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,"Habitat: in saxosis alte dumetosis Fenofase: flor e fruto maturo","PACA035067",NA,"Vacaria","63451","auto","Magnoliatae","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-07 11:44:13-03","UFMS","CGMS","50235","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","A.L.B. Sartori","A.C.S. Brito","513","2010","02","27",NA,"Brasil","Mato Grosso do Sul","Furnas do Dionísio Parcela 4.","-54.5708334","-20.1480555",NA,"Papilionoideae. Fruto marrom. Habitat: Floresta Estacional Decidual. Habito: Trepadeira.","CGMS1080222",NA,"Jaraguari",NA,NA,NA,NA,NA,NA,"-54,5708334","-20,1480555",NA,NA,NA,NA,NA
"15","2019-08-20 10:13:33-03","UNICAMP","UEC","8359","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Michx.","Burkart, A","Hatschbach, G","s.n.","1966","12","10",NA,"Brazil","Paraná","Rio Capivari.","-50.0064010620117","-25.4293994903564",NA,"flor, Reptante, flor lilás, campo seco. Xilopodífera.",NA,NA,"Palmeira","35166","auto",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:13:33-03","UNICAMP","UEC","8360","S","Plantae","Magnoliopsida",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Michx.","Andrade, JB","Leitão Filho, HF; Yamamoto, K","6040","1977","10","10",NA,"Brazil","São Paulo","Estação Biológica de Mogi Guaçu, (faz. Campininha)","-46.9421997070312","-22.372200012207",NA,"flor, Herbáceo, rasteiro e prostrado, flores rosa-claro. Em cerrado aberto.",NA,NA,"Mogi Guaçu","39309","auto",NA,"1978","08",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-25 12:11:57-03","UFSM","SMDB","4183","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Machado, LAZ; Picolini.","Machado, LAZ; et al.","1467","1991","03","31",NA,"Brasil","Rio Grande do Sul",NA,"-54.1068992614746","-31.3313999176025",NA,NA,"SMDB004183",NA,"Bagé","74087","auto",NA,"1991","05","31",NA,NA,NA,NA,NA,NA,NA
"18","2019-11-25 12:11:57-03","UFSM","SMDB","4182","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Machado, LAZ; Picolini.","Machado, LAZ","94 A","1988","12","18",NA,"Brasil","Rio Grande do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,"SMDB004182",NA,"Caçapava do Sul","50525","auto",NA,"1991","05","31",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-25 12:11:57-03","UFSM","SMDB","4184","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Machado, LAZ; Picolini.","Machado, LAZ; et al.","1311","1991","11","22",NA,"Brasil","Rio Grande do Sul",NA,"-53.8069000244141","-29.6842002868652",NA,NA,"SMDB004184",NA,"Santa Maria","37819","auto",NA,"1991","05","31",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:26:31-03","MBM","MBM","2555","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Burkart, A.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","16051",NA,NA,NA,"Southern America","Brazil","Paraná","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM002555","MBM002555","Ponta Grossa","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:26:31-03","MBM","MBM","15836","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Fortunato, R.","Hatschbach, G.","25257",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Aroeira",NA,NA,NA,NA,"MBM015836","MBM015836","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:26:31-03","MBM","MBM","9087","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Hatschbach, G.","Hatschbach, G.","21138",NA,NA,NA,"Southern America","Brazil","Paraná","Km 127","-52.4160995483398","-25.4078006744385",NA,NA,"MBM009087","MBM009087","Laranjeiras do Sul","28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:26:31-03","MBM","MBM","1659","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Burkart, A.","Hatschbach, G.","15346",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Capivara","-50.0064010620117","-25.4293994903564",NA,NA,"MBM001659","MBM001659","Palmeira","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:26:31-03","MBM","MBM","34843","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Fortunato, R.","Hatschbach, G.","35414",NA,NA,NA,"Southern America","Brazil","Paraná","Rio dos Bugres","-49.4636001586914","-24.1128005981445",NA,NA,"MBM034843","MBM034843","Sengés","55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-04 02:11:04-03","MNHN","RECOLNAT_MNHN_P","P00758335","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Burkart","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas-Gerais Olho d'Agoa.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758335' target='other'> <mi>dwc_moreinfo</mi></a>","P00758335","P00758335_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-04 02:11:04-03","MNHN","RECOLNAT_MNHN_P","P00758336","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Burkart","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas-Gerais Olho d'Agoa.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758336' target='other'> <mi>dwc_moreinfo</mi></a>","P00758336","P00758336_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-28 18:08:54-03","MNHN","RECOLNAT_MNHN_P","P00758337","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Burkart","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Saint-Paul",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758337' target='other'> <mi>dwc_moreinfo</mi></a>","P00758337","P00758337_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1302",NA,NA,NA,NA
"28","2015-10-29 00:57:24-02","MNHN","RECOLNAT_MNHN_P","P00798762","PreservedSpecimen",NA,NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"Balansa, B.",NA,"1876","12","18",NA,"Paraguay",NA,"Cerro Peron, près de Paraguari",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00798762' target='other'> <mi>dwc_moreinfo</mi></a>","P00798762","P00798762_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1558","isotype",NA,NA,NA
"29","2020-12-11 11:36:01-03","UFMG","BHCB","133974","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"Carmo, FF","527","2007","05","09","Southern America","Brasil","Minas Gerais","Marinho da Serra, C1","-43.938083","-20.348444",NA,"coletado em fendas e depressões na rocha. Afloramento de canga.","BHCB047991",NA,"Moeda",NA,NA,NA,"2010",NA,NA,"-43.938083","-20.348444",NA,NA,"1544","1544",NA
"30","2015-02-02 17:58:00-02","MO","MOBOT","2192041","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"F. Bossi","Bossi 130",NA,NA,NA,"South America","Argentina","Misiones","Posadas","-55.9","-27.38333",NA,NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-02-02 17:58:00-02","MO","MOBOT","2192083","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"F. Bossi","Bossi 179",NA,NA,NA,"South America","Argentina","Misiones","Entre Fachinal y Ruta Nacional 14",NA,NA,NA,NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2013-01-28 05:13:00-02","MO","MOBOT","2291267","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Ulibarri, E. A., //","Rosa Guaglianone|Nuncia M. Tur|René Guillén V.|I. Lirussi","Guaglianone 3033","1995","11","23","South America","Argentina","Misiones","camino al Parque Prov. Teyú Cuaré, campos","-55.55","-27.26666",NA,NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150.00000000",NA,NA
"33","2011-10-06 20:15:00-03","MO","MOBOT","2424740","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Fortunato, R. H.","Renée H. Fortunato|Silvana Sede|Ricardo Micheli","Fortunato 7539","2002","3","1","South America","Argentina","Corrientes","7 km al SE de Virasoro por RP 37 en direcc. a Garruchos.","-55.93333","-28.01666",NA,NA,NA,NA,"Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135.00000000",NA,NA
"34","2011-10-06 20:15:00-03","MO","MOBOT","2424758","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Fortunato, R. H.","Renée H. Fortunato|Silvana Sede|Ricardo Micheli","Fortunato 7552","2002","3","1","South America","Argentina","Corrientes","Confluencia entre las rutas prov. 37 y 94, sobre RP 94 en direcc. S.","-55.7","-28.11666",NA,NA,NA,NA,"Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140.00000000",NA,NA
"35","2014-04-29 05:39:00-03","MO","MOBOT","2424775","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Fortunato, R. H.","Renée H. Fortunato|J.A. Greppi|Silvana Sede|S. Soto","Fortunato 7886","2003","1","30","South America","Argentina","Entre Ríos","Yuquerí, 4 km al NE de la entrada en direcc. a la ruta por campo interno del INTA.","-58.2","-31.86666",NA,NA,NA,NA,"Concordia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA
"36","2018-08-26 04:35:00-03","MO","MOBOT","2428985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Ulibarri, E. A.","F. Biganzoli|Fernando O. Zuloaga|Paola Peralta|S. A. Catalano|A.M. Girscht|G. Irrazabal|G. Massaccesi|Y. Sasal","Biganzoli 622","1999","9","23","South America","Argentina","Misiones","Parque Provincial Teyú Cuaré, campito antes de la entrada superior, poco tiempo después de incendiarse",NA,NA,NA,NA,NA,NA,"San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-07-15 12:23:00-03","MO","MOBOT","2432334","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Fortunato, R. H.","Renée H. Fortunato","Fortunato 714","1983","11","15","South America","Argentina","Santa Fé","A 16 km de Calchaquí hacia Santa Fe.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-08-21 06:32:00-03","MO","MOBOT","2452557","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Izaguirre de Artuccio, P.","Balduino Rambo","Rambo 35067",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-07-09 17:05:00-03","MO","MOBOT","2452576","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Burkart, A.","Gert G. Hatschbach","Hatschbach 15346","1966","12","10","South America","Brazil","Paraná","Palmeira. Rio Capivara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2009-08-21 20:53:00-03","MO","MOBOT","2514361","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Izaguirre de Artuccio, P.","Bernardo Rosengurtt","Rosengurtt 7165",NA,NA,NA,"South America","Uruguay","Rivera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","2514374","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","Burkart, A.","Reyes","Reyes 1","1936",NA,NA,"South America","Uruguay","Salto","San Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-02-07 09:41:00-02","MO","MOBOT","3188363","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"J.E.B. Warming","Warming 2857/1",NA,NA,NA,"South America","Brazil",NA,"Ad Lagoa Santa. Cerrados ad Lapa vernolha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-03-11 07:58:00-03","MO","MOBOT","3188441","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"Aurelio Schinini|Ricardo O. Vanni|Guillermo Norrmann","Schinini Cacace 19137","1979",NA,NA,"South America","Argentina","Corrientes","3 Km E de Yataity Calle, ruta 120. En palmar de Butia yatai, suelo arenoso. Ramas tendidas.",NA,NA,NA,NA,NA,NA,"Lavalle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-05-15 11:32:00-03","MO","MOBOT","3188487","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","R. Fortunato","Pedro Jörgensen","Jörgensen 2710","1917",NA,NA,"South America","Argentina","Chaco","Común Los Palmas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","811747","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","R. Fortunato (BAB)","Elsa M. Zardini|Bonifacia Benítez B.","Zardini 38400","1994","2","16","South America","Paraguay","Presidente Hayes","Between Puerto Galileo and Fortín Nowak, 10 km W of Puerto Galileo. Dry forest.","-57.9","-25.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"878",NA,NA,NA,"4"
"46","2017-11-24 14:10:51-02","UFLA","ESAL","3911","S","Plantae",NA,NA,"Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli","J. Y. Tamashiro","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-45.8302993774414","-21.1067008972168",NA,"erva; 0,50; ;; cerrado",NA,NA,"Campo do Meio","15418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2630219","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"T. Pederson","7120","1964","11","9","South America","Argentina","Corrientes","Dep. Mburucuya, Prov. Corrientes",NA,NA,NA,NA,"US02342213",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","1065777","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"P. Jörgensen","2710","1917","11",NA,"South America","Argentina","Chaco","Del Territorio de Chaco, Rep. Argentina",NA,NA,NA,NA,"US02342214",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","2564316","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"G. Hatschbach","15346","1966","12","10","South America","Brazil","Paraná","R0io Capivara (mun. Palmeira) Parana",NA,NA,NA,NA,"US02342212","US02342212_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","2564315","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"G. Hatschbach & O. Guimarães","16051","1967","2","24","South America","Brazil","Paraná","Parque V. Velha (mun. P. Grosso) PR",NA,NA,NA,NA,"US02342211","US02342211_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2020-09-02 16:27:53-03","Cenargen","CEN","70247","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Galactia","benthamiana","Galactia benthamiana","Micheli","R. T. Queiroz","José Francisco Montenegro Valls","9117","1985","10","11",NA,"Brasil","MS","10 km desde Morrinho, em direção a Corumbá, ao longo da BR - 262. Junto da pista de pouso.","-57.461666","-19.418888","Exsicatas","Folhas unifolioladas.","CEN00070247","CEN00070247","CORUMBA",NA,NA,NA,"2012","05",NA,"-57.461666","-19.418888",NA,NA,"100","100","2"
"52","2020-09-02 16:27:53-03","Cenargen","CEN","54198","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Galactia","benthamiana","Galactia benthamiana","Micheli","M. Dall#?#agnol","Miguel Dall#?#agnol","325","1986","04","11",NA,"Brasil","SC","Beira de estrada BR 470 - Capinzal, lado direito, em barranco junto com pastagens de P. notatum.","-51.6119003295898","-27.343599319458","Unicata",NA,"CEN00054198","CEN00054198","CAPINZAL","19949","auto",NA,"1986","04",NA,NA,NA,NA,NA,NA,NA,"1"
"53","2020-05-08 11:12:31-03","UEFS","HUEFS","115219","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"Queiroz, L.P.de","12496","2006","11","15",NA,"Brasil","Rio Grande do Sul","ca. 40 km N de Santana do Livramento na estrada para o Passo dos Mineiros","-55.565278","-30.602222",NA,"Campo com capões de mata ciliar","HUEFS0115219","HUEFS0115219","Santana do Livramento",NA,NA,"Rosanae","2007","07",NA,"55W33'55''","30S36'8''",NA,NA,"282","282",NA
"54","2020-05-08 11:12:31-03","UEFS","HUEFS","177222","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","benthamiana","Galactia benthamiana","Micheli","L.P.de Queiroz","Lima, L.C.P.","541","2009","02","28",NA,"Brasil","Rio Grande do Sul","Fazenda do Cilho, lageado de Parodia.","-50.441111",NA,NA,NA,"HUEFS0177222",NA,"Bom Jesus",NA,NA,"Rosanae","2011","11",NA,"50W26'28''","28S31'70''",NA,NA,NA,NA,NA
"55","2020-05-08 11:12:31-03","UEFS","HUEFS","177221","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","benthamiana","Galactia benthamiana","Micheli",NA,"Lima, L.C.P.","499","2008","12","17",NA,"Brasil","Rio Grande do Sul","RS-377, em direção a São Francisco de Assis, próximo aos trilhos ferroviários.","-54.8671989440918","-29.1916999816895",NA,NA,"HUEFS0177221",NA,"Santiago","56006","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
