"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","locality","decimalLongitude","decimalLatitude","stateProvince","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","1281614","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","B. A. Sorrie","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1725280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281614","Magnoliophyta","Lamiales","(Nees) Lindau",NA,"12318","2009","02","01",NA,"-40.2075004577637","-14.3625001907349","Bahia","Boa Nova","NY01281614_01",NA,NA,"31265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01060035","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","C. Davidson","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215694' target='other'> <mi>dwc_moreinfo</mi></a>","NY01060035","Magnoliophyta","Lamiales","(Nees) Lindau","J. F. Ramos","10247","1980","06","11","Lago Uraría, SW of Oriximinã, across rio Trombetas. Extreme SW end of the lake (except Victoria near mouth of lake). Igapó. Flooded floating grassland with open-water areas of Victoria. Grass mat.","-55.9658736","-1.8697525","Pará","Oriximiná","NY01060035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","492140","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00492140","Magnoliophyta","Lamiales","(Nees) Lindau","D. C. Wasshausen","20532","1968","12","07","Rio Iguaçu, Salto Osório.","-53.008927","-25.537385","Paraná","Sao Jorge d'Oeste","NY00492140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","492143","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","R. Vásquez Martínez","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00492143","Magnoliophyta","Lamiales","(Nees) Lindau","D. C. Wasshausen","920","1980","12","05","Cocha Paucate; Río Ucayali cerca de Pto. Perú.","-74.17","-5.25","Loreto","Requena",NA,"170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","492139","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","R. M. Harley","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00492139","Magnoliophyta","Lamiales","(Nees) Lindau","D. C. Wasshausen","21426","1980","04","16","Basin of the Upper Sao Francisco River. ca. 28 km SE of Bom Jesus da Lapa, on the Caitité road.","-43.22","-13.38","Bahia",NA,"NY00492139_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 10:07:00-03","NY","NYBG","492146","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","O. Huber","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00492146","Magnoliophyta","Lamiales",NA,"D. C. Wasshausen","6575","1982","09","24","Sabanas en los alrededores del Hato Terecay, aprox. 16 km al N de El Manteco.","-62.45","7.47","Bolívar","Piar",NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","930185","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930185","Magnoliophyta","Lamiales","(Nees) Lindau","D. C. Wasshausen","26061","1979","06","07","Fazenda Acurizal, Rio Paraguai","-57.53","-17.87","Mato Grosso",NA,"NY00930185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","930186","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","G. Schaller","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930186","Magnoliophyta","Lamiales","(Nees) Lindau",NA,"169","1978","05","10","Pantanal, Rio Paraguai. Fazenda Acurizal.","-57.53","-17.87","Mato Grosso",NA,"NY00930186_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","930253","PreservedSpecimen","Plantae","Acanthaceae","Justicia","obtusifolia","Justicia obtusifolia","F. E. Drouet","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930253","Magnoliophyta","Lamiales","(Nees) Lindau","E. C. Leonard","2583 a","1935","10","09","Margins of Açude Columinjuba","-38.6856","-3.8908","Ceará","Maranguape","NY00930253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","28989","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Gonzatti, F.",NA,"Brasil",NA,NA,"Macrófita em bordo da lagoa","BOTU028989",NA,NA,"(Nees) Lindau","Valduga, E.","407","2012","03","10",NA,"-50.225556","-30.053056","Rio Grande do Sul","Cidreira","BOTU028989",NA,NA,NA,NA,"2012","05","50°13'32w","30°03'11s",NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:18:43-03","UFRJ","RFA","14459","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","G.G. Hatschbach",NA,"Brasil",NA,NA,"Erva de flor lilas","RFA12868",NA,NA,"(Nees) Lindau","D. Wasshausen","29484","1972","04","14","Rodovia BR-262, Porto Manga .","-57.6533012390137","-19.0091991424561","Mato Grosso do Sul","Corumbá",NA,NA,NA,"295160","auto","1972","04",NA,NA,"14",NA,NA,NA,NA,NA
"22","2020-11-13 09:18:43-03","UFRJ","RFA","14466","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","G.G. Hatschbach",NA,"Brasil",NA,NA,"Erva, flor lilás","RFA12871",NA,NA,"(Nees) Lindau","D. Wasshausen","29573","1972","04","17","Rodovia BR 262, próximo ao Rio Miranda. .","-56.3782997131348","-20.2406005859375","Mato Grosso do Sul","Miranda",NA,NA,NA,"92112","auto","1972",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:18:43-03","UFRJ","RFA","9321","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","G.G. Hatschbach",NA,"Brasil",NA,NA,"Flor lilás","RFA28021",NA,NA,"(Nees) Lindau","D. Wasshausen","20532","1968","12","07","Rio Iguaçu, Salto Osório","-52.9183006286621","-25.7056007385254","Paraná","São Jorge d'Oeste",NA,NA,NA,"23663","auto","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-08-23 09:16:01-03","UNEMAT","TANG","1811","S","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Abdo, MSA",NA,"Brasil",NA,NA,NA,"TANG000001811",NA,NA,"(Nees) Lind.","Abdo, MSA","104","2012","06","02","Rio Alegre, Rio Alegre","-60.00045","-14.853161","Mato Grosso","VBS Trindade",NA,NA,NA,NA,NA,"2012","06","-60.00045","-14.853161","20",NA,NA,NA,NA,NA
"25","2021-03-30 12:33:07-03","EAO","IAN","159257","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Dantas, M; Cordeiro, MR","Southern America","Brasil",NA,NA,NA,"IAN159257","Dicotiledônea",NA,"(Nees) Lindau","Silva, FA da","1298","1982","11","04","Fazenda Paraiso, campo inundado.","-52.916667","-0.916667","Amapá",NA,NA,NA,NA,NA,NA,"2018","02","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:33:07-03","EAO","IAN","115175","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Oliveira, E","Southern America","Brasil",NA,NA,"Flor lilás-claro.","IAN115175","Dicotiledônea",NA,"(Nees) Lindau","Côrtes, ALA","2386","1963","03","27","Caminho para serra de Almerim, campo.",NA,NA,"Pará",NA,NA,NA,NA,NA,NA,"2009","10",NA,NA,"30",NA,NA,NA,NA,NA
"27","2021-03-30 12:33:07-03","EAO","IAN","154100","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Ribeiro, BGS","Southern America","Brasil",NA,NA,"Planta de 40cm de altura; flor arroxeada.","IAN154100","Dicotiledônea",NA,"(Nees) Lindau","Silva, FA da","1733","1976","02","12","Estudo Ecológico dos campos de Perizes.",NA,NA,"Maranhão",NA,NA,NA,NA,NA,NA,"2018","02",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:33:07-03","EAO","IAN","49857","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Lanjouw, J","Southern America","Suriname",NA,NA,"Flowers pink.","IAN049857","Dicotiledônea",NA,"(Nees) Lindau","Leonard, EC","1114","1933","10","23",NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:33:07-03","EAO","IAN","183711","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Costa Neto, SV; Silva, SRM","Southern America","Brasil",NA,NA,"Erva aquática emergente fixa. Flor lilás. Frutos imaturos verdes.","IAN183711","Dicotiledônea",NA,"(Nees) Lindau","Silva, FA da","2487","2006","06","05","Igarapé Paratu.","-50.793098449707","2.0533299446106","Amapá","Amapá",NA,NA,NA,"134143","auto","2018","02",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:33:07-03","EAO","IAN","62113","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Black, GA; Ledoux, PVD","Southern America","Brasil",NA,NA,"Erva de praia; flor roxa.","IAN062113","Dicotiledônea",NA,"(Nees) Lindau",NA,"10824","1950","11","18","Campo Cocodinho.","-56.7358016967773","-2.62832999229431","Amazonas","Parintins","IAN062113 IAN062113_e",NA,NA,"80460","auto","1972","09",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:33:07-03","EAO","IAN","151440","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Silva, NT da","Southern America","Brasil",NA,NA,"Planta de 1m de altura; flor branca.","IAN151440","Dicotiledônea",NA,"(Nees) Lindau","Silva, FA da","4260","1976","01","23","Lapela, Capoeira do Mearim. capoeira na margem do rio Mearim.","-44.8706016540527","-3.46221995353699","Maranhão","Vitória do Mearim",NA,NA,NA,"34512","auto","2018","02",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-02 16:28:32-03","CPAN-UFMS","COR","4494","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Damasceno Jr., G.A.; Leitão-Filho, H.F.; Semir, J.; Rodrigues, R.",NA,"Brasil",NA,NA,"Com Flor: lilás Habito: Aquática",NA,NA,NA,"(Nees) Lindau","R.M. Lisbôa","797","1995","04","29","Campo inundável a margem do Rio Paraguai.","-57.450278","-19.021111","Mato Grosso do Sul","Ladário",NA,"80","80",NA,NA,"2000","09","57º27'1''W","19º1'16''S","27",NA,NA,NA,NA,NA
"33","2020-11-26 18:06:47-03","CPAN-UFMS","COR","8053","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Timothy L. Walters; Ron Fortney; Brenda Simmers; Johan Gottgens; Michael Benedict.",NA,"Brasil",NA,NA,"A margem do rio a 1m da água. Flores em espigas com 3 lobos para baixo e 1-2 para cima.; Com Fruto: Legume lilás",NA,NA,NA,"(Nees) Lindau","G. A. Damasceno Júnior",NA,"1997","08","13","Acurizal a 22Km NNW do Amolar e 25Km E S E do Porto Guaíba.","-57.6533012390137","-19.0091991424561","Mato Grosso do Sul","Corumbá",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:06:47-03","CPAN-UFMS","COR","6814","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Assis, E. L. M.; Arruda, J. A. O.; Brandão, M. C.; Silva, P. C.",NA,"Brasil",NA,NA,"Erva aquática; Com Flor: rosa Habito: Erva aquática",NA,NA,NA,"(Nees) Lindau","V. J. Pott","92","1999","08","28","Passo do Lontra (Base de Pesquisa da UFMS.). Caixa de empréstimo.","-57.6533012390137","-19.0091991424561","Mato Grosso do Sul","Corumbá",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-26 18:06:47-03","CPAN-UFMS","COR","12110","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Damasceno-Junior,G.A.; Valls,J.F.M.; Simpson,C.;",NA,"Brasil",NA,NA,"Com Flor: roxa",NA,NA,NA,"(Nees) Lindau","Azevedo, D.T.","3521","2005","04","18","Fazenda São Sebastião do Carandá. área inundável; litólico com afloramento de hematita; Morro.","-57.6016998291016","-19.0046997070312","Mato Grosso do Sul","Ladário",NA,"850","850","23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:06:47-03","CPAN-UFMS","COR","535","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Conceição, C.A.",NA,"Brasil",NA,NA,"Freqüentada por vespas; Com Flor: roxas com pétalas maiores manchadas",NA,NA,NA,"(Nees) Lindau",NA,"1213","1983","02","25","Polder. Planície.","-57.6016998291016","-19.0046997070312","Mato Grosso do Sul","Ladário",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-26 18:06:47-03","CPAN-UFMS","COR","15492","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Oliveira, P. P.; Mackert, A.; Moraes, P.; Campos, M. E. C.",NA,"Brasil",NA,NA,"Com Flor: rosa",NA,NA,NA,"(Nees) Lindau",NA,NA,"2012","02","06","reserva legal. mata; ;.","-57.6016998291016","-19.0046997070312","Mato Grosso do Sul","Ladário",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:08:05-03","UFBA","ALCB","032855","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Giulietti, AM; Harley, RM; Hind, DJN","Southern America","Brasil",NA,NA,"prostrada, caule da inflorescência ereto. Folhas verdes. Inflorescência com flores de sépalas e corola margenta, lábio inferior com manchas alongadas alvas no meio. Ocasional.",NA,"Dicotyledon",NA,"(Nees) Lindau","Côrtes, A","PCD&nf;3394","1996","07","04","Piemonte da Diamantina, Catuaba","-40.545556","-11.172778","Bahia","Jacobina",NA,"728","728",NA,NA,"2009","07","-40.545556","-11.172778","24",NA,NA,NA,NA,NA
"39","2019-10-09 11:08:05-03","UFBA","ALCB","032849","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Giulietti, AM; Harley, RM; Atkins, S","Southern America","Brasil",NA,NA,"estolon¡fera com caules prostrados. Folhas verdes. Br cteas e sépals verde claro, os  pices das bracteas e sépalas vin ceas. Corola roxa, o tubo com listas longitudinais brancas, o l bio inferior com listas pintadas, brancas no lobo mediano. Ocasiona",NA,"Dicotyledon",NA,"(Nees) Lindau","Côrtes, A","5473","1997","02","10","Recôncavo Sul, 11 km antes do entroncamento para Iaçu","-41","-12","Bahia","Milagres",NA,NA,NA,NA,NA,"2009","07","-41","-12",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:08:05-03","UFBA","ALCB","16434","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Noblick, LR; Lemos, MJS","Southern America","Brasil",NA,NA,"rastejante sobre solo úmido crescendo raízes adventícias nos nós, mas crescendo resto em vegetação alta até 40-50cm de altura. Corola roxa com manchas alvas. Comum em solo alagadiço.",NA,"Dicotyledon",NA,"(Nees) Lindau","Wasshausen, D","2604","1983","05","06","Campus da UEFS.","-38.966667","-12.25","Bahia","Feira de Santana",NA,NA,NA,NA,NA,"1984","11","-38.966667","-12.25",NA,NA,NA,NA,NA,NA
"41","2021-02-08 21:31:30-03","UFBA","ALCB","16271","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Lobo, CMB","Southern America","Brasil",NA,NA,"de flores roxas com lábio superior da corola c/ 4 pétalas c/ estrias brancas internamente (caminho do néctar) e inferior com um pétala. Lugar próximo ao charco. Pouco frenquente.",NA,"Dicotyledon",NA,"(Nees) Lindau","Noblick, LR","s/n","1982","06","26","Campus da UEFS.","-38.9667015075684","-12.2666997909546","Bahia","Feira de Santana",NA,NA,NA,"46325","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:08:05-03","UFBA","ALCB","07064","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Lordêlo, RP","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Nees) Lindau","Côrtes, A","58-39","1958","05","02","Fazenda Cabeça de porco.","-39.4282989501953","-12.7656002044678","Bahia","Castro Alves",NA,NA,NA,"26883","auto","2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:08:05-03","UFBA","ALCB","07062","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Lordêlo, RP","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Nees) Lindau","Côrtes, A","56-292","1956","03","14","Salgado.","-39.4282989501953","-12.7656002044678","Bahia","Castro Alves",NA,NA,NA,"26883","auto","2009","07",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:29:25-03","NBC","NL-BOTANY","AMD.24818","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Herter WG","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.24818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD24818",NA,"Lamiales","(Nees) Lindau",NA,NA,"1930","02","01","Dep de Colonia, San Luis.",NA,NA,NA,NA,"NL-AMD24818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-02-08 09:29:25-03","NBC","NL-BOTANY","L.2833458","PreservedSpecimen","Plantae","Acanthaceae","Justicia","laevilinguis","Justicia laevilinguis","Herzog T","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2833458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2833458",NA,"Lamiales","(Nees) Lindau",NA,NA,"1911","01","01","Plantae in itinere secundo per Boliviam lectae.!",NA,NA,NA,NA,"NL-L2833458",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
