"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"84","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544684","PreservedSpecimen","Plantae",NA,"Polypodiales","Lomariopsidaceae","Elaphoglossum","wacketii","Elaphoglossum wacketii","Rosenst.","Wacket L",NA,"1906","01","01","Southern America","Brazil",NA,"Austro brasilienses, Est. S. Panto, Kio grande ad arborum Traneos in sylvis primawis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544684","NL-L3544684",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2016-02-02 14:39:01-02","BGBM","B","B 20 0071260","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","T.Moore ex Diels","M. Wacket","Rosenst. no. 281","1906",NA,NA,"Middle and South America","Brazil",NA,"Est. S. Paulo; Rio Grande ad arborum truncos in sylvis primaeris.",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200071260 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071260","B200071260",NA,NA,"G. Cremers",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2016-02-02 14:39:01-02","BGBM","B","B 20 0071419","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","T.Moore ex Diels","Beyrich ?",NA,NA,NA,NA,"Middle and South America","Brazil",NA,"Rio Janeiro.",NA,NA,NA,"Beyrich ded, 1824 <a href=http://herbarium.bgbm.org/object/B200071419 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071419",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2016-02-02 14:39:01-02","BGBM","B","B 20 0071422","S","Plantae",NA,NA,"Polypodiaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","T.Moore ex Diels","Beyrich ?",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200071422 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071422",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-02-15 11:39:02-02","IPA","IPA","46945","S","Plantae","Plantae",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","S/C","s.n.","1955","11","26","Southern America","Brasil","Ceará","Serra de Maranguape",NA,NA,NA,NA,"IPA0046945",NA,NA,NA,"Novelino, R.F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-02-15 11:39:02-02","IPA","IPA","8569","S","Plantae","Plantae",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Andrade-Lima","55-2342","1955","11","23","Southern America","Brasil","Ceará","Serra de Maranguape, sombra da mata.",NA,NA,NA,NA,"IPA0008569",NA,NA,NA,"Brade",NA,NA,NA,NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-27 13:35:20-03","IAP","PACA-AGP","79210","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Hatschbach, G.","20214","1968","11","06",NA,"Brasil","PR","Col. Floresta","-48.834400177002","-25.476900100708",NA,"Habitat: epífita, mata às margens de rio encachoeirado","PACA079210",NA,"100","100","A. Sehnem SJ","Morretes",NA,"Filicopsida","30514","auto","1969","04",NA,NA,NA,NA,NA,NA
"91","2019-12-04 11:51:30-03","IAP","PACA-AGP","88553","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","M. Almeida-Neto","377","1998","02","18",NA,"Brasil","CE","Serra de Maranguape. Trilha p/ Pedra Rajada.","-38.685278","-3.890833",NA,"HASU 12856 Habitat: Mata plúvio-nebular. Epífita próx. da trilha.","PACA088553",NA,"650","650","Kieling- Rubio, M. A.","Maranguape",NA,"Filicopsida",NA,NA,"2012",NA,"38º41'07W","3º53'27S",NA,NA,NA,NA
"92","2019-08-27 13:35:20-03","IAP","PACA-AGP","79209","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Hatschbach, G.","20369","1968","11","21",NA,"Brasil","Pr","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,"Habitat: sobre troncos as margens de rio","PACA079209",NA,"20","50","A. Sehnem SJ","Guaraqueçaba",NA,"Filicopsida","37295","auto","1969",NA,NA,NA,NA,NA,NA,NA
"93","2019-08-27 13:35:20-03","IAP","PACA-AGP","79208","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Hatschbach, G.","13592","1966","01","20",NA,"Brasil","PR","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,"Habitat: epifita mata pluvial","PACA079208",NA,NA,NA,"A. Sehnem SJ","Antonina",NA,"Filicopsida","38300","auto","1970","04",NA,NA,NA,"28",NA,NA
"94","2019-08-27 13:35:20-03","IAP","PACA-AGP","79211","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Hatschbach, G.","25799","1970","12","10",NA,"Brasil","PR","Serra Negra","-48.3288993835449","-25.3066997528076",NA,"Habitat: epifita na mata pluvial crista de morro, depressões sombrias e úmidas","PACA079211",NA,"100","100","A. Sehnem SJ","Guaraqueçaba",NA,"Filicopsida","37295","auto","1971","04",NA,NA,NA,"05",NA,NA
"95","2019-11-21 14:52:23-03","UFJF","CESJ","64485","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","V.A.O. Dittrich; et al.","1301","2003","10","11","América do Sul","Brasil","São Paulo","Parque Estadual de Carlos Botelho, Altitude e coordenadas geográficas aproximadas","-47.992778","-24.061111",NA,"Epífito a aproximadamente 1m de altura em Floresta Ombrófila Densa Montana","CESJ064485",NA,"800","800","V.A.O. Dittrich","São Miguel Arcanjo",NA,NA,NA,NA,"2005","05","-47.992778","-24.061111",NA,NA,NA,NA
"96","2019-11-21 14:52:23-03","UFJF","CESJ","64484","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","V.A.O. Dittrich; et al.","1292","2003","10","11","América do Sul","Brasil","São Paulo","Parque Estadual de Carlos Botelho, Altitude e coordenadas geográficas aproximadas","-47.992778","-24.061111",NA,"Epífito em raiz grossa à altura do solo em Floresta Ombrófila Densa Montana","CESJ064484",NA,"800","800","V.A.O. Dittrich","São Miguel Arcanjo",NA,NA,NA,NA,"2005","05","-47.992778","-24.061111",NA,NA,NA,NA
"97","2020-10-14 10:01:07-03","FURB","FURB","32776","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Korte, A.","5000","2010","11","18",NA,"Brasil","Santa Catarina","Saí Mirim.","-48.69","-26.1",NA,"Florística IFFSC 1069 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB00095","FURB00095","18","18","Gasper, AL de","Itapoá",NA,NA,NA,NA,"2010","12","-48.6900000","-26.1000000",NA,"01",NA,NA
"98","2020-10-14 10:01:07-03","FURB","FURB","3251","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Sevegnani, L.",NA,"1998","09","28",NA,"Brasil","Santa Catarina","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889",NA,NA,"FURB07906","FURB07906",NA,NA,"Kieling-Rubio, MA","Blumenau",NA,NA,NA,NA,"2012",NA,"-49.0719445","-26.9213889",NA,NA,NA,NA
"99","2020-10-14 10:01:07-03","FURB","FURB","42509","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Caglioni, E.; et al.","73","2011","12","03",NA,"Brasil","Santa Catarina","Parque Nacional da Serra do Itajaí.","-49.0783334","-27.0591667",NA,NA,"FURB07918","FURB07918","320","320","Gasper, AL de","Blumenau",NA,NA,NA,NA,"2012","02","-49.0783334","-27.0591667",NA,"01",NA,NA
"100","2021-03-16 17:56:41-03","UCS","HUCS","50086","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Gonzatti, F.","4703","2018","12","09",NA,"Brasil","Bahia","Parque Nacional da Serra das Lontras, Serra do Peito de Moça","-39.346389","-15.180556",NA,"Erva corticícola em mata nebular","HUCS001247","HUCS001247","760","760","Gonzatti, F.","Arataca",NA,NA,NA,NA,"2019","08","-39.346389","-15.180556",NA,NA,NA,NA
"101","2020-06-29 09:30:11-03","UFRRJ","RBR","28001","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","F.B. Matos","1024","2006","02","16",NA,"Brasil","Bahia","Serra do Peito de Moça","-39.4143981933594","-15.2632999420166",NA,NA,"RBR00028001",NA,NA,NA,NA,"Arataca",NA,NA,"19859","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-04 11:33:24-03","UFRRJ","RBR","25136","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","F.B. Matos; A. Amorim, J. Jardim, J. Paixão","371","2005","02","08",NA,"Brasil","Bahia","Serra da Pedra Lascada, 13,7 km de Barro Preto, na estrada que passa pela Fazenda São Miguel em direção a serra. 14/46}13'S, 39°12}10'W.","-39.4714012145996","-14.809700012207",NA,NA,"RBR00025136",NA,"600","600","M.A. Kieling-Rubio","Barro Preto",NA,NA,"17116","auto","2012","03",NA,NA,NA,"26",NA,NA
"103","2020-06-29 09:30:11-03","UFRRJ","RBR","30061","S","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","F.B. Matos; S. Viera, M. Lopes, S. Sant#?#Ana, L.C. Gomes","1351","2007","04","12",NA,"Brasil","Bahia","Serra do Peito de Moça, Estrada que liga Aracata a Una, ramal ca. 22,4 km de Arataca, com entrada no assentamento Santo Antônio. RPPN 'Caminho das Pedras'. 15º10#?#25'S, 39º20#?#30'W. Alt. 600m. Floresta Ombrófila Densa.","-39.4143981933594","-15.2632999420166",NA,NA,"RBR00030061",NA,"600","600","M.A. Kieling-Rubio","Arataca",NA,NA,"19859","auto","2011","05",NA,NA,NA,NA,NA,NA
"104","2020-12-21 16:23:06-03","MBM","MBM","187660","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) Moore","Labiak, P.","297","1995","11","02","Southern America","Brazil","Santa Catarina","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,"MBM187660","MBM187660",NA,NA,"Labiak, P.","Itapoá",NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-21 16:23:06-03","MBM","MBM","386696","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Prado, J.; Hirai, R.Y.; Bordin, J.; Hirai, R.Y.; Bordin, J.","2015","2008","12","10","Southern America","Brazil","São Paulo","Estação Biológica de Boracéia, caminho para o Rio Guaratuba","-45.883333","-23.666667",NA,"Epífita.; Mata Atlântica, na margem da mata.","MBM386696","MBM386696","850","850","Prado, J.","Salesópolis",NA,NA,NA,NA,"2008",NA,"-45.883333","-23.666667",NA,NA,NA,NA
"106","2020-12-21 16:23:06-03","MBM","MBM","172180","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) Moore","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61486","1995","01","14","Southern America","Brazil","Espírito Santo","São Bento de Urânia","-40.749698638916","-20.6350002288818",NA,NA,"MBM172180","MBM172180",NA,NA,"Smith, A.R.","Alfredo Chaves",NA,NA,"32447","auto",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:23:06-03","MBM","MBM","9148","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) Moore","Hatschbach, G.","20369","1968","11","21","Southern America","Brazil","Paraná","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"MBM009148","MBM009148",NA,NA,"Sehnem, A.","Guaraqueçaba",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:23:06-03","MBM","MBM","192148","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) Moore","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1341","1996","03","10","Southern America","Brazil","Paraná","Rio Itararé, Alto da Serra","-48.5746994018555","-25.8827991485596",NA,NA,"MBM192148","MBM192148",NA,NA,"Smith, A.R.","Guaratuba",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:23:06-03","MBM","MBM","9154","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) Moore","Hatschbach, G.","20214","1968","11","06","Southern America","Brazil","Paraná","Colônia Floresta","-48.834400177002","-25.476900100708",NA,NA,"MBM009154","MBM009154",NA,NA,"Sehnem, A.","Morretes",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-09-20 02:08:26-03","MNHN","RECOLNAT_MNHN_P","P00249987","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Wacket, L.",NA,"1906",NA,NA,NA,"Brésil",NA,"Sao Paulo, Rio grande ad arborum in sylvis primavis",NA,NA,"hb","E. Rosenstock, exsicc. n°281. Thienemanns 21 avril 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249987' target='other'> <mi>dwc_moreinfo</mi></a>","P00249987","P00249987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2015-09-20 02:04:01-03","MNHN","RECOLNAT_MNHN_P","P00249732","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Spruce, R.",NA,"1852","1",NA,NA,"Brésil",NA,"San Gabriel da Cachoeira, Rio Negro. Coatingas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249732' target='other'> <mi>dwc_moreinfo</mi></a>","P00249732","P00249732_01",NA,NA,"Cremers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2187",NA
"112","2015-09-20 02:04:16-03","MNHN","RECOLNAT_MNHN_P","P00249733","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Spruce, R.",NA,"1852","1",NA,NA,"Brésil",NA,"San Gabriel da Cachoeira, Rio Negro. Coatingas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249733' target='other'> <mi>dwc_moreinfo</mi></a>","P00249733","P00249733_01",NA,NA,"Cremers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2187",NA
"113","2016-01-22 15:02:44-02","MNHN","RECOLNAT_MNHN_P","P00249734","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Spruce, R.",NA,"1852","1",NA,NA,"Brésil",NA,"San Gabriel da Cachoeira, Rio Negro. Coatingas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249734' target='other'> <mi>dwc_moreinfo</mi></a>","P00249734","P00249734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2187",NA
"114","2015-09-20 02:08:45-03","MNHN","RECOLNAT_MNHN_P","P00249988","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Wacket, L.",NA,"1906",NA,NA,NA,"Brésil",NA,"Sao Paulo, Rio grande ad arborum in sylvis primavis",NA,NA,"hb","E. Rosenstock, exsicc. n°281. eçu le 22 avril 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249988' target='other'> <mi>dwc_moreinfo</mi></a>","P00249988","P00249988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2015-09-04 07:37:26-03","MNHN","RECOLNAT_MNHN_P","P00249989","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Wacket, L.",NA,"1906",NA,NA,NA,"Brésil",NA,"Sao Paulo, Rio grande ad arborum in sylvis primavis",NA,NA,"hb","E. Rosenstock, exsicc. n°281. Herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00249989' target='other'> <mi>dwc_moreinfo</mi></a>","P00249989","P00249989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-09-29 14:53:20-03","UFPR","UPCB","58638","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Matos, F.B.","371","2005","02","08",NA,"Brasil","Bahia","13,7km de Barro Preto, na estrada que passa pela Fazenda São Miguel em direção à serra","-39.202778","-14.770278",NA,"Epífita, próxima ao ponto mais alto do morro, no interior da mata. Floresta montana..","UPCB0004277","UPCB0004277","600","900","Matos, F.B.","Barro Preto",NA,NA,NA,NA,"2005","12","-39.202778","-14.770278",NA,NA,NA,NA
"117","2020-09-29 14:53:20-03","UFPR","UPCB","84499","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) Moore ex Diels","Mazziero, F.F.F.","924","2011","12","04",NA,"Brasil","São Paulo","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana.","-48.693","-24.539",NA,"Floresta ombrófila densa. Epífita. Crescendo sobre angiosperma cerca de 0,4m de altura em local sombreado e úmido..","UPCB0004276","UPCB0004276",NA,NA,"Mazziero, F.F.F.","Iporanga/Apiai",NA,NA,NA,NA,"2012","01","-48.693","-24.539",NA,"06",NA,NA
"118","2020-09-29 14:53:20-03","UFPR","UPCB","57614","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Labiak, P.H.","3172","2004","02","19",NA,"Brasil","Paraná","Serra da Prata.","-48.716667","-25.6",NA,"Epífita às margens de riacho. Floresta Ombrófila Densa Sub-Montana..","UPCB0004283","UPCB0004283","400","400",NA,"Guaratuba",NA,NA,NA,NA,NA,NA,"-48.716667","-25.6",NA,NA,NA,NA
"119","2020-09-29 14:53:20-03","UFPR","UPCB","57081","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Matos, F.B.","1112","2006","03","25",NA,"Brasil","Paraná","Reserva Natural Rio Cachoeira (SPVS). Trilha do Gervásio.","-48.683333","-25.3",NA,"Epífita em tronco caído, no interior da mata. Material estéril. Floresta Ombrófila Densa.","UPCB0004286","UPCB0004286","150","150","Matos, F.B.","Antonina",NA,NA,NA,NA,"2007","01","-48.683333","-25.3",NA,"01",NA,NA
"120","2020-09-29 14:53:20-03","UFPR","UPCB","57884","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Labiak, P.H.","3496","2004","12","12",NA,"Brasil","Paraná","Estação Ecológica do Guaraguaçu.","-48.478611","-25.619167",NA,"Epífita. Floresta Ombrófila Densa das Terras Baixas..","UPCB0004278","UPCB0004278","10","10","Labiak, P.H.","Pontal do Paraná",NA,NA,NA,NA,"2007","01","-48.478611","-25.619167",NA,NA,NA,NA
"121","2020-09-29 14:53:20-03","UFPR","UPCB","58006","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Gomes, M.C.","21","2006","09","01",NA,"Brasil","Paraná","Reserva Natural Rio Cachoeira (SPVS)","-48.775","-25.325",NA,"Epífita na interior da floresta. Floresta Atlântica..","UPCB0004272","UPCB0004272","100","100","Labiak, P.H.","Antonina",NA,NA,NA,NA,"2007","03","-48.775","-25.325",NA,NA,NA,NA
"122","2020-09-29 14:53:20-03","UFPR","UPCB","69027","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Matos, F.B.","1024","2006","02","16",NA,"Brasil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,"Epífita/Terrestre no interior da mata, no topo do morro. Frondes eretas. Floresta Ombrófila Densa Montana.","UPCB0004282","UPCB0004282","1000","1000","Matos, F.B.","Arataca",NA,NA,NA,NA,"2007","03","-39.341667","-15.173611",NA,NA,NA,NA
"123","2020-09-29 14:53:20-03","UFPR","UPCB","69142","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Labiak, P.H.","3638","2006","08","06",NA,"Brasil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 Km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,"Epífita no interior da floresta nebular. Floresta Ombrófila Densa Montana..","UPCB0004280","UPCB0004280",NA,NA,"Matos, F.B.","Arataca",NA,NA,NA,NA,"2008","05","-39.341667","-15.173611",NA,NA,NA,NA
"124","2020-09-29 14:53:20-03","UFPR","UPCB","69192","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Jardim, J.G.","4893","2005","12","18",NA,"Brasil","Bahia","Rod. Arataca/Una entrada à direta no assentamento Santo Antônio 9,5 km, vicinal para a Fazenda Palmeira 8,9km da entrada. Serra do Peito de Moça, RPPN Palmeira/IESB. Coletas efetuadas próximo ao córrega ca. 2km da sede. Topo da serra.","-39.343611","-15.161944",NA,"Herbácea terrestre. Folhas verde-claro. Folha fértil com pecíolo enegrescido, soros esverdeado. Floresta Ombrófila Densa..","UPCB0004281","UPCB0004281",NA,NA,"Matos, F.B.","Arataca",NA,NA,NA,NA,"2010","05","-39.343611","-15.161944",NA,NA,NA,NA
"125","2020-09-29 14:53:20-03","UFPR","UPCB","81837","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore","Matos, F.B.","2107","2013","01","27",NA,"Costa Rica","Puntarenas","Road to Reserva Biológica Bosque Nuboso Monteverde, along Cordillera de Tilarán Cloud Forest","-84.8","10.3",NA,"Epiphytic on a fallen tree. Rhisomes staining the newspapper in which the plants were pressed in the field with a yellowish resin..","UPCB0004271","UPCB0004271",NA,NA,"Matos, F.B.","Monteverde",NA,NA,NA,NA,"2013","02","-84.800","10.300",NA,NA,NA,NA
"126","2020-09-29 14:53:20-03","UFPR","UPCB","92691","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T. Moore ex Diels","Handro, O.","1078","1964","01","26",NA,"Brasil","São Paulo","Mata da Estação Biológica",NA,NA,NA,"Mata sombria e úmida. Epífita em troncos de árvore na mata sombria e úmida.","UPCB0037007","UPCB0037007",NA,NA,"Handro, O.","Paranapiacaba",NA,NA,NA,NA,"1964","02",NA,NA,NA,NA,NA,NA
"127","2020-09-29 14:53:20-03","UFPR","UPCB","77544","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Mazziero, F.F.F | Engels, M.E.","1160","2012","08","16",NA,"Brasil","São Paulo","Apiaí, Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana-Floresta Ombrófila Densa.","-48.693333","24.539444",NA,"Epífita. Crescendo sobre angiosperma ca. 1,5m. Em local sombreado..","UPCB0004270","UPCB0004270",NA,NA,"Mazziero, F.F.F.","Iporanga",NA,NA,NA,NA,"2012","08","-48.693333","24.539444",NA,"22",NA,NA
"128","2020-09-29 14:53:20-03","UFPR","UPCB","31573","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Dryopteridaceae","Elaphoglossum","nigrescens","Elaphoglossum nigrescens","(Hook.) T.Moore ex Diels","Ribas, O.S.","1341","1996","03","10",NA,"Brasil","Paraná","Alto da Serra, Rio Itararé","-48.5746994018555","-25.8827991485596",NA,"Epífita de árvores à margem do rio encachoeirado..","UPCB0004284","UPCB0004284",NA,NA,"Smith, A.R.","Guaratuba",NA,NA,"41937","auto","1996","01",NA,NA,NA,"01",NA,NA
