"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-04-05 14:24:50-03","UNESC","CRI","1047","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1991","10","24","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI000532","CRI000532","1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:24:50-03","UNESC","CRI","4546","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","Elaine T. G. Carvalho",NA,NA,NA,"Elaine T. G. Carvalho",NA,NA,NA,"Brasil",NA,"Brasil",NA,"-54.240278","-27.773889","54º14'25''W","27º46'26''S","9","9","CRI000574","CRI000574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:13-03","UNESC","CRI","7378","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","Vanilde Citadini- Zanette","2006","08","31","Vanilde Citadini-Zanette; V. Dorigon","2006","08","31","Brasil","Santa Catarina","Chapecó",NA,"-52.618611","-27.096944","52º37'7''W","27º5'49''S","300","300","CRI000579","CRI000579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:24:50-03","UNESC","CRI","7435","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","Vanilde Citadini- Zanette","2005","11","07","Cristiane Krug","2005","11","05","Brasil","Santa Catarina","Porto União",NA,"-51.078611","-26.238611","51º4'43''W","26º14'19''S",NA,NA,"CRI000580","CRI000580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:24:50-03","UNESC","CRI","7895","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","Vanilde Citadini- Zanette","2008","04","20","Jean Gabriel Cemin","2007","09","28","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S","9","9","CRI000577","CRI000577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:36:18-03","E","E","208126","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis",NA,NA,NA,NA,NA,"Laessoe, T.; Sano, P T","1992","02","28","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"E00208126",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00208126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:218721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:36:18-03","E","E","69084","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis",NA,NA,NA,NA,NA,"Harley, R.M., Stannard, B., Assis, M.C., Pires, F.S. & Fothergill, J.M.","1988","11","16","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00069084",NA,"26172","<a href=http://data.rbge.org.uk/herb/E00069084 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:76837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:36:18-03","E","E","208127","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis",NA,NA,NA,NA,NA,"Harley, R.M.; Giulietti, A.M.; Lughadha, E.N.; Freire Fierro, A.","1992","01","10","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"E00208127",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00208127 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:218720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","497076","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.",NA,NA,NA,NA,"R. E. Braga","1955","11","02","Brazil","Paraná","Lapa","Passa Dois - Lapa","-49.7156","-25.7697",NA,NA,NA,NA,"NY00497076","NY00497076_01","33","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53392' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","497093","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","G. Edwin",NA,NA,NA,"R. M. Klein","1963","11","02","Brazil","Santa Catarina","Urupema","Urupema, Sao Joaquim","-49.8731","-27.9531",NA,NA,"1200","1200","NY00497093","NY00497093_01","4551","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53369' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","632048","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","M. Groppo, Jr.",NA,NA,NA,"S. A. Nicolau","1992","10","08","Brazil","São Paulo","Pindamonhangaba","Fazenda Sao Sebastiao do Ribeirao Grande, talhao 12, face norte, trilha da Crista","-45.4597","-22.9203",NA,NA,NA,NA,"NY00632048","NY00632048_01","2179","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53377' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","497095","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","J. A. Kallunki",NA,NA,NA,"B. Maguire","1959","12","06","Brazil","São Paulo","Sao Paulo","Sao Paulo Biological Station at Paranapiacaba","-46.63","-23.5403",NA,NA,"792","853","NY00497095","NY00497095_01","44551","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53382' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","497091","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","S. F. Smith",NA,NA,NA,"R. Reitz","1965","12","11","Brazil","Santa Catarina","Mafra","Potreiro Grande, Mafra","-49.8053","-26.1117",NA,NA,"750","750","NY00497091","NY00497091_01","17421","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53376' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","497135","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis sincorensis","Loes.","S. M. Andrews",NA,NA,NA,"R. de Lemos Fróes","1942","10",NA,"Brazil","Bahia",NA,"Brejao, encosta da Serra de Sincorá","-41.22","-13.33",NA,NA,NA,NA,"NY00497135","NY00497135_01","20153","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454474' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","sincorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01023342","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis paraguariensis","A.St.-Hil.","J. A. Kallunki",NA,NA,NA,"W. R. Anderson","1972","02","09","Brazil","Minas Gerais",NA,"Serra do Espinhaço, South-eastern drainage of Pico do Itambé, about 5 km directly west and north of Santo Antonio do Itambé","-43.351","-18.4489",NA,NA,"950","950","NY01023342","NY01023342_01","35682","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190602' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01023345","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","J. G. Kuhlmann",NA,NA,NA,"L. Gurgel","1936","10","03","Brazil","Mato Grosso do Sul","Ponta Porã",NA,"-55.7256","-22.5361",NA,NA,NA,NA,"NY01023345","NY01023345_01","18560","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190607' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","497090","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","L. B. Smith",NA,NA,NA,"L. B. Smith","1956","11","16","Brazil","Santa Catarina","Bom Retiro","Riozinho","-49.4892","-27.7972",NA,NA,"1000","1000","NY00497090","NY00497090_01","7638","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53386' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","497138","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis sincorensis","Loes.","S. M. Andrews",NA,NA,NA,"R. M. Harley","1988","11","16","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz","-41.97","-13.53",NA,NA,"1850","1850","NY00497138","NY00497138_01","26172","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454468' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","sincorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01023340","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","A. Bartos",NA,NA,NA,"A. F. C. P. Saint-Hilaire","1816",NA,NA,"Brazil","São Paulo",NA,"Province de Saint-Paul [= São Paulo].",NA,NA,NA,NA,NA,NA,"NY01023340","NY01023340_01","1631bis","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190599' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01023363","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1908","10","22","Brazil","Paraná",NA,"Serrinha.",NA,NA,NA,NA,NA,NA,"NY01023363","NY01023363_01","6935","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190614' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","497088","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","S. F. Smith",NA,NA,NA,"M. C. Vianna","1991","11","05","Brazil","Rio Grande do Sul",NA,"Caxias do Sul - Campus da UCS",NA,NA,NA,NA,NA,NA,"NY00497088","NY00497088_01","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53375' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00497147","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis paraguariensis","A.St.-Hil.","E. M. Grondona",NA,NA,NA,"A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais","Caldas","Caldas","-46.3858","-21.9236",NA,NA,NA,NA,"NY00497147","NY00497147_01","I50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579265' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","632045","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis sincorensis","Loes.","S. M. Andrews",NA,NA,NA,"W. Ganev","1993","10","10","Brazil","Bahia","Abaíra","Serra do Barbado","-41.9","-13.3",NA,NA,"1800","1800","NY00632045","NY00632045_01","2284","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454471' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","sincorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01023343","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","J. G. Kuhlmann",NA,NA,NA,"L. Gurgel","1936","11","14","Brazil","Paraná","Palmas","Corio.","-51.9906","-26.4844",NA,NA,NA,NA,"NY01023343","NY01023343_01","18578","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190603' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1039172","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis domestica","Loes.","J. G. Kuhlmann",NA,NA,NA,"L. Gurgel","1936","10","03","Brazil","Mato Grosso do Sul","Ponta Porã",NA,"-55.7256","-22.5361",NA,NA,NA,NA,"NY01039172","NY01039172_01","18564","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482135' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","domestica",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","632046","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis sincorensis","Loes.","S. M. Andrews",NA,NA,NA,"W. Ganev","1993","11","22","Brazil","Bahia","Abaíra","Subida para a Serra do Barbado pela da casa de Zé da Mata","-41.9","-13.3",NA,NA,"1600","1800","NY00632046","NY00632046_01","2534","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454472' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","sincorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","497097","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","S. M. Andrews",NA,NA,NA,"F. C. Hoehne","1931","10","28","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00497097","NY00497097_01","28410","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53389' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01023341","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis paraguariensis","A.St.-Hil.",NA,NA,NA,NA,"L. Gurgel","1936","10","07","Brazil","Mato Grosso do Sul","Ponta Porã","Rancho Verdura.","-55.7256","-22.5361",NA,NA,NA,NA,"NY01023341","NY01023341_01","18573","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190601' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","632044","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis sincorensis","Loes.","S. M. Andrews",NA,NA,NA,"R. M. Harley","1992","02","07","Brazil","Bahia","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25",NA,NA,"1600","1700","NY00632044","NY00632044_01 NY00632044_02","H51054","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454470' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","sincorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","497096","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","S. M. Andrews",NA,NA,NA,"J. Mattos","1961","11","13","Brazil","São Paulo","Itapetininga","Itapetininga, 3 km. sul da cidade","-48.0497","-23.5903",NA,NA,NA,NA,"NY00497096","NY00497096_01","9541","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53371' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1184018","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","J. G. Kuhlmann",NA,NA,NA,"L. Gurgel",NA,NA,NA,"Brazil","Paraná",NA,"Mun. Cinelandia Pato Branco.",NA,NA,NA,NA,NA,NA,"NY01184018","NY01184018_01","18584","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459738' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01023365","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","1908","11","17","Brazil","Paraná","Itaperuçu","Itaperussú","-49.3478","-25.22",NA,NA,NA,NA,"NY01023365","NY01023365_01","7076","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190732' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01023344","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis","A.St.-Hil.","J. G. Kuhlmann",NA,NA,NA,"L. Gurgel","1936","11","16","Brazil","Paraná","Clevelândia",NA,"-52.4706","-26.3958",NA,NA,NA,NA,"NY01023344","NY01023344_01","18582","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190605' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-27 13:59:00-03","NY","NYBG","497193","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","paraguariensis","Ilex paraguariensis paraguariensis","A.St.-Hil.","G. C. Giberti",NA,NA,NA,"G. W. Teague","1945","10","04","Paraguay",NA,NA,"Par Caballero",NA,NA,NA,NA,NA,NA,"NY00497193",NA,"249","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=579267' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Aquifoliales","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
