"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","infraspecificEpithet","relatedCatalogItem","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","910715","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","F. C. Hoehne","5177","1921","01","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910715","Magnoliophyta","Liliales","Herb.","F. C. Hoehne","Minas Gerais","Miguel Burnier",NA,NA,"NY00910715_01",NA,"-43.7730481","-20.4361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","545622","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","R. M. Harley","21028","1980","03","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=480640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00545622","Magnoliophyta","Liliales","Herb.",NA,"Bahia","Serra do Sincoré. 6.5 km SW of Mucugé on the Cascavel road","1000","1000","NY00545622_01","Mucugê","-41.42","-13.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","910720","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Y. E. J. Mexia","4283","1930","02","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910720","Magnoliophyta","Liliales","Herb.","P. C. Standley","Minas Gerais","Districto Carangola. Top of Serra da Gramma","1700","1700","NY00910720_01","Carangola","-42.478219","-20.753455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-19 15:43:02-03","UNEB","HUNEB","6613","PreservedSpecimen","Plantae","Austromariaceae","Alstroemeria","inodora","Alstroemeria inodora","Queiroz, L.P.de","3495","1993","08","20",NA,"Brasil",NA,NA,NA,"HUNEB0006613","Angiospermae",NA,"Herb.",NA,"Bahia",NA,"650","650",NA,"Jacobina","-40.5","-11.183333","40W30'0''","11S11'0''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:27:20-03","UFBA","ALCB","047950","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Alves, L. de J.; Guedes, ML; Fonseca, MR; Jesus, NG de; Saar, E","3","2000","03","30","Southern America","Brasil",NA,NA,"0,50 m. Folhas membranáceas, discolores. Inflorescência terminal, escapo vináceo; botões com cálice verde, corola verde magentea de mermelho. Flores com cálice verde, pétalas vermelhas comápice verde; anteras com filetes e estigma ver","ALCB006677","Monocotyledon",NA,"Herb.","Guedes, ML","Bahia","Nordeste, Serra do Jerônimo",NA,NA,"ALCB006677","Uauá","-39.316667","-9.716667","-39.316667","-9.716667","2000","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:27:20-03","UFBA","ALCB","68862","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G; Silva, JM","68303","1998","09","04","Southern America","Brasil",NA,NA,"tépalas vermelhas, interior amarelado com máculas marrons.; ao longo do rio. solo arenoso.","ALCB006676","Monocotyledon",NA,"Herb.","Assis, MC","Paraná","Rod. PR-153, Rio Laranjinha",NA,NA,"ALCB006676","Ventania","-50.233333","-24.233333","-50.233333","-24.233333","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:37:24-03","NBC","NL-BOTANY","L.1454593","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","inodora","Alstroemeria inodora","Rambo B",NA,"1948","12","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1454593",NA,"Liliales","Herb.",NA,NA,"RGS, Morro do sabiá, P. Port alegre.",NA,NA,"NL-L1454593",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:37:24-03","NBC","NL-BOTANY","L.1454594","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","inodora","Alstroemeria inodora","Smith LB",NA,"1947","06","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1454594",NA,"Liliales","Herb.",NA,NA,"Es. Paraná. Mun. Boc do Sul. Estr. Curitiha- S. Paulo; Alto de Serra.",NA,NA,"NL-L1454594",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:37:24-03","NBC","NL-BOTANY","U.1052628","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","inodora","Alstroemeria inodora nemorosa","Harley RM; Mayo SJ; Storr RM; Santos TS dos; Pinheiro RS",NA,"1977","03","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052628",NA,"Liliales","(Gardner ex Herb.) Baker",NA,"Bahia",NA,NA,NA,"NL-U1052628",NA,"-41.95","-13.55","-41.95","-13.55",NA,NA,"Magnoliopsidae","nemorosa","U 0061362",NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:58:48-03","ESALQ","ESA","11035","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Torres, R.B. et al.","23956.0","1990","10","26",NA,"Brasil",NA,NA,NA,"ESA011035","Magnoliophyta",NA,"Herb.","Assis, M.C.","São Paulo",NA,NA,NA,"ESA011035","São Bento do Sapucaí","-45.7299995422363","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,"18089","auto",NA,NA,NA,NA
"21","2020-11-04 10:58:48-03","ESALQ","ESA","88063","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.","68303.0","1998","09","04",NA,"Brasil",NA,NA,NA,"ESA088063","Magnoliophyta",NA,"Herb.","Assis, M.C.","Paraná",NA,NA,NA,"ESA088063","Ventania","-50.2428016662598","-24.2458000183105",NA,NA,"2000","01",NA,NA,NA,"32424","auto","01",NA,NA,NA
"22","2021-03-31 13:35:11-03","MN","R","120160","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Zikan",NA,"1915","02",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:35:11-03","MN","R","120161","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lutz, A.",NA,"1915","02",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:35:11-03","MN","R","120162","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lutz, A.",NA,"1913","01","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.","Smith, L.B.","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:35:11-03","MN","R","128457","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Smith, L.B.; McWilliams, E.L.",NA,"1968","02","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:35:11-03","MN","R","15079","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lutz, B.M.J.",NA,"1925","01",NA,NA,"Brasil",NA,NA,"Herb. Adolpho Lutz 1746",NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:19:08-03","MN","R","52719","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Hoehne, F.C.",NA,"1916","01",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"Minas Gerais",NA,NA,NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"28","2021-03-31 13:35:11-03","MN","R","50326","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Regnell, A.F.","III -","1865","10","08",NA,"Brasil",NA,NA,"Ex. Herb. Bras. Reg. Mus. Bot. Stockholm.",NA,NA,NA,"Herb.",NA,"Minas Gerais",NA,NA,NA,NA,"Caldas","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA
"29","2021-03-31 13:35:11-03","MN","R","50328","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Lutz, B.M.J.",NA,"1921","02","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Herb.",NA,"São Paulo",NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"30","2015-07-02 14:00:08-03","JBP","HPL","254","S","Plantae","Alstroemeriaceae","Alstroemeria","cf. inodora","Alstroemeria cf. inodora","H. Lorenzi","3358","2002","07","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"M. C. Assis","SP","Cultivada no Instituto Plantarum/ Nova Odessa-SP.",NA,NA,NA,"São João do Barreiro",NA,NA,NA,NA,"2014","03",NA,NA,NA,NA,NA,"13",NA,NA,NA
"31","2019-02-15 11:32:19-02","IPA","IPA","8136","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Andrade-Lima","2108","1955","07","30","Southern America","Brasil",NA,NA,"Erva bulbosa. Flor vermelha com ponta das pétalas e ovário verde. Ornamental","IPA0008136","Plantae",NA,"Herb.","Alves, M.","Pernambuco","Caipora",NA,NA,NA,"Buíque","-37.1557998657227","-8.62306022644043",NA,NA,"1995","10",NA,NA,NA,"38964","auto","23",NA,NA,NA
"32","2019-02-15 11:32:19-02","IPA","IPA","46778","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Andrade-Lima","9539","1979","08","31","Southern America","Brasil",NA,NA,NA,"IPA0046778","Plantae",NA,"Herb.","Moraes, J.","Pernambuco",NA,NA,NA,NA,"Pesqueira","-36.6963996887207","-8.35778045654297",NA,NA,NA,NA,NA,NA,NA,"36615","auto",NA,NA,NA,NA
"33","2019-02-15 11:32:19-02","IPA","IPA","58277","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Correia, M.","315","1995","08","22","Southern America","Brasil",NA,NA,"Herbácea, folhas paralelinerveas; flor rosa","IPA0058277","Plantae",NA,"Herb.","Bocage, A.","Pernambuco","Serra do Ororubá, Fazenda São Francisco","1086","1086",NA,"Pesqueira","-36.6963996887207","-8.35778045654297",NA,NA,"1996","03",NA,NA,NA,"36615","auto","22",NA,NA,NA
"34","2019-02-15 11:32:19-02","IPA","IPA","19730","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Academia Brasileira de Ciências","843","1971","05","22","Southern America","Brasil",NA,NA,"Planta ereta, 1 - 1,2m; flor rubro-esverdeado, estriada de marrom na parte interna das pétalas, raizes tuberosas","IPA0019730","Plantae",NA,"Herb.","Maia Filho, M.A.","Pernambuco","Serra da Carnaubeira",NA,NA,NA,"Serra Talhada","-38.2983016967773","-7.99194002151489",NA,NA,"1982","02",NA,NA,NA,"55090","auto","26",NA,NA,NA
"35","2019-02-15 11:32:19-02","IPA","IPA","73570","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Callado, I.","42","2000","09","13","Southern America","Brasil",NA,NA,"Folhas paralelineas com botões, ca. de 1m dealtura.","IPA0073570","Plantae",NA,"Herb.","Bocage, A.","Pernambuco","Barãozinho, solo areno-argiloso.",NA,NA,NA,"Tupanatinga","-37.3396987915039","-8.75333023071289",NA,NA,NA,NA,NA,NA,NA,"41275","auto",NA,NA,NA,NA
"36","2019-08-27 13:26:19-03","IAP","PACA-AGP","34365","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Irm. Augusto",NA,"1946","10","17",NA,"Brasil",NA,NA,"Confirmado por: M. C. Assis, 2.2002. Habitat: in arenosis subhumidis Fenofase: flor","PACA034365","Magnoliophyta","Liliales","Herb.","Emrich-Rambo","RS","Cerro Largo",NA,NA,NA,"São Luiz",NA,NA,NA,NA,"1954","05","Liliatae",NA,NA,NA,NA,"03",NA,NA,NA
"37","2019-08-27 13:26:19-03","IAP","PACA-AGP","53154","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Rambo, B.",NA,"1952","11","20",NA,"Brasil",NA,NA,"Habitat: in humidis herbosis Fenofase: flor","PACA053154","Magnoliophyta","Liliales","Herb.","Emrich-Rambo","RS","Cerro Largo",NA,NA,NA,"São Luiz das Missões",NA,NA,NA,NA,"1954","05","Liliatae",NA,NA,NA,NA,"03",NA,NA,NA
"38","2019-08-27 13:26:19-03","IAP","PACA-AGP","37282","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Hatschbach, G.",NA,"1947","02","23",NA,"Brasil",NA,NA,"Flor vermelha, pétalas internamente manchadas de amarelo, com estrias violeta púrpura. Habitat: in silva primaeva. Às margens da estrada. Fenofase: flor vermelha Hábito: erva","PACA037282","Magnoliophyta","Liliales","Herb.","M.C. Assis","PR","Proximidades de riacho. Mata pluvial tropical da Serra do Mar.","1000","1000",NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,"2000","12","Liliatae",NA,NA,"30514","auto",NA,NA,NA,NA
"39","2019-08-27 13:26:19-03","IAP","PACA-AGP","3664","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Rambo, B.",NA,"1940","12","23",NA,"Brasil",NA,NA,"Confirmado por: M. C. Assis, 2.2002. Habitat: aufuga uti videtur Fenofase: fruto","PACA003664","Magnoliophyta","Liliales","Herb.","B. Rambo","RS","Piedade",NA,NA,NA,"Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,"1954","05","Liliatae",NA,NA,"21601","auto","03",NA,NA,NA
"40","2019-08-27 13:26:19-03","IAP","PACA-AGP","788","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Rambo, B.",NA,"1933","01","03",NA,"Brasil",NA,NA,"Confirmado por: M. C. Assis, 2.2002. Habitat: in silvula aperta riparia Fenofase: flor","PACA000788","Magnoliophyta","Liliales","Herb.","Emrich-Rambo","RS","Juca Batista",NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","05","Liliatae",NA,NA,"29946","auto","03",NA,NA,NA
"41","2019-08-27 13:26:19-03","IAP","PACA-AGP","33945","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","C. Orth SJ",NA,"1933","11","05",NA,"Brasil",NA,NA,"Confirmado por: M. C. Assis, 2.2002. Habitat: in arenosis subhumidis Fenofase: flor","PACA033945","Magnoliophyta","Liliales","Herb.","Emrich-Rambo","RS","Juca Batista",NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","05","Liliatae",NA,NA,"29946","auto","03",NA,NA,NA
"42","2019-08-27 13:26:19-03","IAP","PACA-AGP","39243","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Rambo, B.",NA,"1948","12","28",NA,"Brasil",NA,NA,"SEM MATERIAL. Habitat: ad flumen in arenosis humidis Fenofase: flor e fruto","PACA039243","Magnoliophyta","Liliales","Herb.","Emrich-Rambo","RS","Morro do Sabia",NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1954","05","Liliatae",NA,NA,"29946","auto","03",NA,NA,NA
"43","2019-08-27 13:26:19-03","IAP","PACA-AGP","32077","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Rambo, B.",NA,"1946","02","13",NA,"Brasil",NA,NA,"SEM MATERIAL. Habitat: ad flumen ruderatis Fenofase: flor","PACA032077","Magnoliophyta","Liliales","Herb.","Emrich-Rambo","SC","Praia Grande",NA,NA,NA,"Araranguá","-49.4858016967773","-28.934700012207",NA,NA,"1954","05","Liliatae",NA,NA,"19353","auto","03",NA,NA,NA
"44","2019-08-27 13:26:19-03","IAP","PACA-AGP","27835","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","E. Friderichs",NA,"1944","01",NA,NA,"Brasil",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA027835","Magnoliophyta","Liliales","Herb.","M.C. Assis","SP",NA,NA,NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"2000","12","Liliatae",NA,NA,"21048","auto",NA,NA,NA,NA
"45","2020-12-20 21:15:20-03","UFV","VIC","000165","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Mexia, Y.","4185","1930",NA,NA,NA,"Brasil",NA,NA,NA,"VIC000165",NA,NA,"Herb.",NA,"Minas Gerais",NA,NA,NA,"VIC000165","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"46","2020-12-20 21:15:20-03","UFV","VIC","000172","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","inodora","Alstroemeria inodora","Mexia, Y.","4283","1930",NA,NA,NA,"Brasil",NA,NA,NA,"VIC000172",NA,NA,"Herb.",NA,"Minas Gerais",NA,NA,NA,"VIC000172","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA
"47","2019-11-21 14:29:54-03","UFJF","CESJ","40877","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","G. Hatschbach; M. Hatschbach; J.M. Silva","55541","1991","06","15","América do Sul","Brasil",NA,NA,"Erva, 50 cm, mata pluvial. Flor com base vermelha, ápice verde com nervuras vinosas. Alt.: 1100 m.","CESJ040877","Angiosperma",NA,"Herb.","M.C.Assis","Minas Gerais","Parque Nacional do Caparaó, Vale Verde.",NA,NA,"CESJ040877","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"2000",NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA
"48","2021-03-01 16:18:46-03","UNICAMP","UEC","177614","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Leitão Filho, HF; Rodrigues, RR","33282","1995","02","13",NA,"Brazil",NA,NA,"Herbácea. Pétalas vermelhas abaxialfe e amarelas adaxialmente com estrias escuras.","UEC100270","Liliopsida",NA,"Herb.",NA,"São Paulo","Estrada Sete Barras para São Miguel Arcanjo.",NA,NA,"UEC100270",NA,"-47.916583","-25.0205","-47.916583","-25.0205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 09:58:52-03","UNICAMP","UEC","15966","S","Plantae","Alstroemeriaceae","Alstroemeria","inodora","Alstroemeria inodora","Gibbs, PE","5305","1977","05","04",NA,"Brazil",NA,NA,"flor, Flores vermelho-tijolo-amarelado com manchas. Lugares sombreados.","UEC090514","Liliopsida",NA,"Herb.","Assis, MC","São Paulo","Souzas, Morro do Observatório do Capricórnio.",NA,NA,"UEC090514","Campinas","-48.166667","-22.833333","-48.166667","-22.833333","2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
