"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"11","2019-11-21 14:37:21-03","UFJF","CESJ","68136","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"S.G. Furtado; L. Menini Neto; K. Antunes; F.R.G. Salimena; P.H. Nobre; B. Cosenza; T.H.G. Alv","360","2016","08","05","América do Sul","Brasil","Espírito Santo","Parque Nacional do Caparaó, Floresta ciliar, Rio Pedregulho",NA,NA,"Epífita, folhas discolores, face adaxial verde e abaxial vinho, botões alvos e brácteas vinho.","CESJ068136","Angiosperma",NA,"(Gardner) Hoehne","L. Menini Neto; S.G. Furtado","Irupi","-42.456389","-20.725833",NA,NA,NA,NA,"-42.456389","-20.725833","2016","08",NA,NA,NA,NA,NA
"12","2019-08-20 10:15:39-03","UNICAMP","UEC","5397","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Duarte, AP","5297","1960","09","20",NA,"Brazil","Rio de Janeiro","Morro Queimado",NA,NA,"flor, Planta epífeta com ramos pêndulos, folhas violáceas no dorso, flores alvas.","UEC134771","Magnoliopsida",NA,"(Gardner) Hanst.","Chautems, A","Alto da Boa Vista",NA,NA,"UEC134771",NA,NA,NA,NA,NA,"1987","05",NA,NA,NA,NA,NA
"13","2019-03-16 13:31:05-03","UNEMAT","HERBAM","7015","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Soares, C.R.A.; Rodrigues, C. & Duarte, J.A.S.","Verde 614415","2011","10","21",NA,"Brasil","Mato Grosso","Floresta Ombrofila Sub-montana.",NA,NA,NA,"HERBAM007015",NA,NA,"(Gardner) Hanst.","Silva, DR","Paranaíta","-56.775278","-9.347778",NA,NA,NA,NA,"-56.775278","-9.347778","2011","11","04","218","218",NA,NA
"14","2019-03-16 13:31:05-03","UNEMAT","HERBAM","6875","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Soares, C.R.A.; Pettini-Beneli, A. & Rodrigues, C.","Roxo 074160","2011","10","12",NA,"Brasil","Mato Grosso","Terra Firme.",NA,NA,NA,"HERBAM006875",NA,NA,"(Gardner) Hanst.",NA,"Paranaíta","-56.780556","-9.330278",NA,NA,NA,NA,"-56.780556","-9.330278",NA,NA,NA,"220","220",NA,NA
"15","2019-03-16 13:31:05-03","UNEMAT","HERBAM","7110","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Soares, C.R.A.; Rodrigues, D.S.; Santos, M.L.; Matos, D.L.; Zanin, M.A.S.; Silva, E.S.; Benetti,","Vermelho 14510","2011","11","01",NA,"Brasil","Pará","Afloramento Rochoso.",NA,NA,NA,"HERBAM007110",NA,NA,"(Gardner) Hanst.","Petini-Benelli, A","Jacareacanga","-56.776111","-9.348889",NA,NA,NA,NA,"-56.776111","-9.348889","2011","11","01","192","192",NA,NA
"16","2015-09-05 08:05:34-03","MNHN","RECOLNAT_MNHN_P","P00603477","PreservedSpecimen",NA,"Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa","isotype","Gardner, G.",NA,"1866",NA,NA,NA,"Brésil",NA,"Environs de Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603477' target='other'> <mi>dwc_moreinfo</mi></a>","P00603477",NA,NA,"(Gardner) Hanst.","Leeuwenberg",NA,NA,NA,"P00603477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73",NA
"17","2013-01-07 15:02:44-02","MNHN","RECOLNAT_MNHN_P","P00603478","PreservedSpecimen",NA,"Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa","isotype","Gardner, G.",NA,"1866",NA,NA,NA,"Brésil",NA,"Environs de Rio de Janeiro","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603478' target='other'> <mi>dwc_moreinfo</mi></a>","P00603478",NA,NA,"(Gardner) Hanst.","Leeuwenberg",NA,NA,NA,"P00603478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73",NA
"18","2015-09-04 12:13:01-03","MNHN","RECOLNAT_MNHN_P","P03511599","PreservedSpecimen",NA,"Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Glaziou, A.",NA,"1870","7","20",NA,"Brasil","Rio de Janeiro","Floresta da Tijuca.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511599' target='other'> <mi>dwc_moreinfo</mi></a>","P03511599",NA,NA,"(Gardner) Hanst.","Middleton",NA,NA,NA,"P03511599_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4941",NA
"19","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511620","PreservedSpecimen",NA,"Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511620' target='other'> <mi>dwc_moreinfo</mi></a>","P03511620",NA,NA,"(Gardner) Hanst.",NA,NA,NA,NA,"P03511620_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 448",NA
"20","2015-09-04 12:13:02-03","MNHN","RECOLNAT_MNHN_P","P03511619","PreservedSpecimen",NA,"Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Puiggary",NA,NA,NA,NA,NA,"Brasil","São Paulo","Sítio de Juan Barbosa, en las areias. Arrededores de la Casa.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511619' target='other'> <mi>dwc_moreinfo</mi></a>","P03511619",NA,NA,"(Gardner) Hanst.",NA,"Apiaí","-48.8400001525879","-24.5","P03511619_01","37738","auto",NA,NA,NA,NA,NA,NA,NA,NA,"3143",NA
"21","2020-12-11 11:36:40-03","UFMG","BHCB","145108","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Rodrigues, IMC; Stehmann, JR; Machado, TM","429","2010","09","24","Southern America","Brasil","Espírito Santo","Parque Nacional do Caparaó, Coletada à beira da cachoeira da Pedra Roxa.",NA,NA,"Epífita a cerca de 2,5m. de altura. Corola branca.",NA,"Dicotyledon",NA,"(Gardner) Hoehne",NA,"Ibitirama","-41.6671981811523","-20.5414009094238",NA,"22282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","1979100","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,NA,NA,NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"23","2020-09-12 05:00:02-03","US","US","3433928","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"J. L. Clark","6268","2001","3","28","South America - Neotropics","Brazil",NA,"Grown in the Smithsonian's Dept. of Systematic Biology-Botany Research Greenhouse, Suitland, Maryland, U.S.A.",NA,NA,NA,"US00662233",NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,"US00662233_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"24","2020-09-12 05:00:02-03","US","US","2707987","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"G. Hatschbach","14514","1966","7","27","South America","Brazil","Paraná","Mun. of Guaratuba, Pedra Branca de Araraquara",NA,NA,NA,"US00246476",NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,"US00246476_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"25","2020-09-12 05:00:02-03","US","US","3037369","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"L. E. Skog & S. Wiser","5590 B","1984","3","9","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US00246472",NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,"US00246472_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"26","2020-09-12 05:00:02-03","US","US","2403020","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"R. Reitz & R. M. Klein","3460","1956","7","18","South America","Brazil","Santa Catarina","Horto Florestal I N P, Ibirama",NA,NA,NA,"US00246475",NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,"US00246475_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"300",NA,NA,"1"
"27","2020-09-12 05:00:02-03","US","US","2983241","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"RBG Edinburgh","C. 13682",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US00506099",NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,"US00506099_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"28","2020-09-12 05:00:02-03","US","US","2852335","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"L. E. Skog & S. Hodapp","5340","1978","11","1","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US00246469",NA,"Scrophulariales",NA,NA,NA,NA,NA,"US00246469_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"29","2020-09-12 05:00:02-03","US","US","3037370","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"L. E. Skog & S. Wiser","5590 A","1984","3","9","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US00246471",NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,"US00246471_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2020-09-12 05:00:02-03","US","US","2403015","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"R. Reitz & R. M. Klein","3301","1956","6","21","South America","Brazil","Santa Catarina","Braco Joaquim, Luis Alves",NA,NA,NA,"US00246474",NA,"Scrophulariales","(Gardner) Hanst.",NA,NA,NA,NA,"US00246474_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"350",NA,NA,"1"
"31","2019-11-13 11:20:17-03","USP","SPF","145604","PreservedSpecimen","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Fiaschi, P","737","2001","04","02",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,"SPF00145604",NA,NA,"(Gardner) Hanst.","Chautems, A","Salesópolis","-45.883333","-23.65","SPF00145604",NA,NA,NA,"-45.883333","-23.65","2002","08",NA,"900","900",NA,NA
"32","2019-09-04 18:35:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Gesneriaceae","Hypocyrta","carnosa","Hypocyrta carnosa","Type [status unknown]","G. Gardner","73","1836",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-08-23 10:59:24-03","NHMLondon","NHM-LONDON-BOT","BM000992309","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa","Isotype","George Gardner; b.1812; d.1849; Gardner","73","1836","08",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:482539","<a href=http://www.nhm.ac.uk/services/media-store/asset/e48a0fdf3be22b2c04aecaef9e616678a08b58c3/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"(Hook.) Hanst.","Hans Joachim Wiehler; b.1930; Wiehler",NA,"-42.64735","-22.531489",NA,NA,NA,NA,"-42.64735","-22.531489","1976",NA,NA,NA,NA,NA,NA
"34","2016-08-23 10:59:24-03","NHMLondon","NHM-LONDON-BOT","BM000992310","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa","Isotype","George Gardner; b.1812; d.1849; Gardner","73","1836","08",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:482544","<a href=http://www.nhm.ac.uk/services/media-store/asset/ee9b033ed19ce1b1e35399fa7264518571ec7b6c/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"(Hook.) Hanst.","Hans Joachim Wiehler; b.1930; Wiehler",NA,"-42.64735","-22.531489",NA,NA,NA,NA,"-42.64735","-22.531489","1976",NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Gardner, G","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"habitat in montibus Corcovado silvis densis ad arborum truncos",NA,NA,"Pl. Dryas",NA,NA,NA,"(Gardner) Hanst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Gardner, G","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"habitat in montibus Corcovado silvis densis ad arborum truncos",NA,NA,"Fl. m. Septembri",NA,NA,NA,"(Gardner) Hanst.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","hookeri","Codonanthe hookeri",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasiliae parte austro-orientali",NA,NA,"Dryas",NA,NA,NA,"Lem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","hookeri","Codonanthe hookeri",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasiliae parte austro-orientali",NA,NA,"Dryas",NA,NA,NA,"Lem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","hookeri","Codonanthe hookeri",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Crescit in Serra dos Orgaos",NA,NA,"teste Hookero",NA,NA,NA,"Lem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","hookeri","Codonanthe hookeri",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasiliae parte austro-orientali",NA,NA,"Oreas",NA,NA,NA,"Lem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","hookeri","Codonanthe hookeri",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Crescit in Serra dos Orgaos",NA,NA,"teste Hookero",NA,NA,NA,"Lem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Gesneriaceae","Codonanthe","hookeri","Codonanthe hookeri",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasiliae parte austro-orientali",NA,NA,"Oreas",NA,NA,NA,"Lem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-26 10:00:26-03","IBt","SP","370539","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa",NA,"Fiaschi, P","737","2001","04","02",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,NA,"(Gardner) Hoehne",NA,"Salesópolis","-45.8400001525879","-23.5300006866455",NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2014-09-23 10:57:56-03","G","G","G00370832","S","Plantae","Gesneriaceae","Codonanthe","carnosa","Codonanthe carnosa","ISOTYPUS of Hypocyrta carnosa Gardner","Gardner, G.","73","1836",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00370832",NA,NA,"(Gardner) Hanst.","Chautems, A.","Corcovado","-43.21166667","-22.9525",NA,NA,NA,NA,"-43.21166667","-22.9525","1983","01","01",NA,NA,NA,NA
