"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"17","2020-06-29 11:31:09-03","UFRJ","RFA","11444","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","J. J. Wurdack","P. Occhioni; Elena e Carmem",NA,"1970","05","17",NA,"Brasil","Minas Gerais","Serra do Cipó, km 108","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto de ca 20 - 40 cm, flores violáceas","RFA44274",NA,"Santana do Riacho","1975","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:43:20-03","EAO","IAN","69607","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Lourteig, A","Black, GA; Magalhães, MG","11779","1951","04","06","Southern America","Brasil","Minas Gerais","Km 132.",NA,NA,NA,NA,NA,"Arbusto; ramos divaricado; flor rósea.","IAN069607",NA,"Serra do Cipó","1963",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:43:20-03","EAO","IAN","63772","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcante, PB","Pires, JM; Black, GA","3326","1951","01","16","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"IAN063772","IAN063772 IAN063772_e","Serra do Cipó","1988",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:43:20-03","EAO","IAN","94628","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis brachyander","Koehne","Barroso, GM","Duarte, AP","2494","1950","04","15","Southern America","Brasil","Minas Gerais","Km 131-134.",NA,NA,"1280","1280",NA,"Planta bastante ou mesmo muito frequente, subarbusto de formas muito elegantes.","IAN094628",NA,"Serra do Cipó","1951",NA,NA,NA,"brachyander",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:43:20-03","EAO","IAN","94628","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis brachyander","Koehne","Barroso, GM","Duarte, AP","2494","1950","04","15","Southern America","Brasil","Minas Gerais","Km 131-134.",NA,NA,"1280","1280",NA,"Planta bastante ou mesmo muito frequente, subarbusto de formas muito elegantes.","IAN094628",NA,"Serra do Cipó","1951",NA,NA,NA,"brachyander",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:18:37-03","UFBA","ALCB","15839","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, TB","Bautista, HP","593","1982","05","21","Southern America","Brasil","Minas Gerais","MG - 010.","-43.616667","-19.333333","1","1",NA,"Muito ramoso, áfilo na base; folhas orbiculares de margem avermelhada; flores roxas, pétalas membranáceas.","ALCB056489",NA,"Serra do Cipó","1991",NA,NA,"11",NA,"-43.616667","-19.333333",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363133","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne",NA,"Duarte AP",NA,"1950","04","15","Southern America","Brazil",NA,"Proced Serra do Cipo, kilometro, Est. de minas gerais.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363133 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363133","NL-U1363133",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-11-04 11:12:21-03","ESALQ","ESA","95044","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Savassi-Coutinho, A.P. et al.","897.0","2006","01","09",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"ESA095044","ESA095044","Cardeal Mota","2014",NA,NA,"04",NA,NA,NA,NA,"15",NA,NA,NA,NA
"25","2020-11-04 11:12:21-03","ESALQ","ESA","120632","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis",NA,"Cavalcanti, T.B.","Delfini, C.","202.0","2012","05","01",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, rodovia MG 10, km 109.","-43.59657","-19.29467","1195","1195",NA,"Erva, ca. 50cm alt., botões róseos.","ESA120632","ESA120632","Santana do Riacho","2014",NA,NA,"04",NA,"-43.59657","-19.29467",NA,"15",NA,NA,NA,NA
"26","2020-11-04 11:12:21-03","ESALQ","ESA","33239","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Souza, V.C. ; Abbud, V.",NA,"1988","01","01",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA033239","ESA033239","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:12:21-03","ESALQ","ESA","18754","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Souza, V.C. et al.","8182.0","1995","03","10",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA018754","ESA018754","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:12:21-03","ESALQ","ESA","35029","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Souza, V.C.; Souza, J.P.; Capellari Jr., L.; Scalon, V.R.","11810.0","1996","07","05",NA,"Brasil","Minas Gerais","6 Km de Presidente Kubitschek em direção a Serro.","-43.562198638916","-18.6144008636475",NA,NA,NA,"Arbusto, ca. 1 m alt.; pétalas róseas.","ESA035029","ESA035029","Presidente Kubitschek",NA,"13347","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:12:21-03","ESALQ","ESA","35033","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne",NA,"Souza, V.C. ; Abbud, V.","12331.0","1989","10","01",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA035033","ESA035033","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:12:21-03","ESALQ","ESA","73429","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","V. C. Souza VII/2001","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25178.0","2001","07","05",NA,"Brasil","Minas Gerais","Serra do Cipó. Atalho entre a Pensão Chapéu de Sol e o início da Estrada da Usina. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto, ca. 1 m alt.; pétalas rósea; frutos imaturos verdes.","ESA073429","ESA073429","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:12:21-03","ESALQ","ESA","78047","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","28549.0","2002","02","28",NA,"Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 117","-43.7144012451172","-19.1688995361328","1150","1150",NA,"Subarbusto, ca. 1,4m alt.; cálice e frutos imaturos vináceos.","ESA078047","ESA078047","Santana do Riacho","2014","26557","auto","04",NA,"-43,547,778","-19,271,111",NA,"15",NA,NA,NA,NA
"32","2020-11-04 11:12:21-03","ESALQ","ESA","105202","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis",NA,"Cavalcanti, T.B.","Zappi, D.C.","704.0","2007","02","15",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"ESA105202","ESA105202","Santana do Pirapama","2014",NA,NA,"04",NA,NA,NA,NA,"15",NA,NA,NA,NA
"33","2020-11-04 11:12:21-03","ESALQ","ESA","18774","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Souza, V.C. et al.","8137.0","1995","03","10",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA018774","ESA018774","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:12:21-03","ESALQ","ESA","7965","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Sakuragui, C.M. ; Souza, V.C.","34.0","1990","08","02",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"ESA007965","ESA007965","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:31:30-03","MN","R","170","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Glaziou, A.F.M.","19168","1892","04","28",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000000170","R000000170_001",NA,"1988",NA,NA,"07",NA,NA,NA,NA,"16",NA,NA,NA,NA
"36","2021-01-14 15:31:30-03","MN","R","171","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis var.brachyander","Koehne","Diogo, C.","Glaziou, A.F.M.","19167","1892","04","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000000171","R000000171_001",NA,NA,NA,NA,NA,"var.brachyander",NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-07-02 14:02:36-03","JBP","HPL","1605","S","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","T.B.Cavalcanti","R. Tsuji","326","2004","08","13",NA,"Brasil","MG","Em campo com transição para campo rupestre.","-43.6003","-18.2494",NA,NA,NA,NA,NA,NA,"Diamantina","2014","101169","auto","04",NA,NA,NA,NA,"15",NA,NA,NA,NA
"38","2020-11-12 17:28:37-03","UFJF","CESJ","38153","PreservedSpecimen","Plantae","Angiosperma",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","V.C. Souza","V.C. Souza; J. Paula-Souza; G.O. Romão; A.O. Araújo","25178","2001","07","05","América do Sul","Brasil","Minas Gerais","Serra do Cipó, atalho entre a Pensão Chapéu de Sol e o início da Estrada da Usina.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Campo rupestre. Subarbusto ca. 1m alt.; pétalas róseas; frutos imaturos verdes.","CESJ038153",NA,"Santana do Riacho","2001","26557","auto","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:17:12-03","UNICAMP","UEC","201479","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne",NA,"Purgato, NCS; Carli, BF; Guillen, ACM; Silva, BGR; Vergilio, R; Carvalho, ABF","34","2017","04","30",NA,"Brazil","Minas Gerais",NA,"-43.641944","-19.411361",NA,NA,NA,NA,"UEC159618","UEC159618","Jaboticatubas",NA,NA,NA,NA,NA,"-43.641944","-19.411361",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:33:12-03","UNICAMP","UEC","28225","S","Plantae","Magnoliopsida",NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, TB","Castro, NM; Mayo, S","SPF19882","1981","03","03",NA,"Brazil","Minas Gerais","km109 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.Estrada da Usina Cachoeira de São Nicolau","-43.7144012451172","-19.1688995361328",NA,NA,NA,"subarbusto de 50cm, flores rosa-escuro; terreno arenoso.","UEC142532","UEC142532","Santana Do Riacho","1986","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-06 09:56:10-03","UFOP","OUPR","1785","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne",NA,"Damazio, L.B.; Oliveira; Caravelli, F...; Vieira, A. & Gil","s.n.","1908","06",NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-06 09:56:10-03","UFOP","OUPR","1808","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Silva, W.M.","s.n.","1976","01","16",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Subarbusto, flores purpúreas. Campo",NA,NA,NA,"1994",NA,NA,"09",NA,NA,NA,NA,"19",NA,NA,NA,NA
"43","2019-11-06 09:56:10-03","UFOP","OUPR","4711","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne",NA,"Schwacke, C.A.W.","8265","1892","04","26",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Fl. rosei. Ex Herb. Magalhães Gomes n. 2997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-06 09:56:10-03","UFOP","OUPR","1807","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Cavalcanti, T.B.","Silva, W.M.","s.n.","1976","04","21",NA,"Brasil","Minas Gerais",NA,"-42.9324989318848","-18.7749996185303",NA,NA,NA,"Arbusto, flores purpúreas. Campo",NA,NA,"Guanhães","2001","43982","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:32:20-03","MBM","MBM","162224","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Sakuragui, C.M.","Sakuragui, C.M.; et al.; et al.","34",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM162224","MBM162224","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:32:20-03","MBM","MBM","105816","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Pirani, J.R.","Castro, N.M.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM105816","MBM105816","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:32:20-03","MBM","MBM","140444","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne","Mello-Silva, R. de","Arbo, M.M.; et al.; et al.","4132",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,"MBM140444","MBM140444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:32:20-03","MBM","MBM","183281","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","orbicularis","Diplusodon orbicularis","Koehne",NA,"Souza, V.C.; et al.; et al.","8137",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"MBM183281","MBM183281","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
