"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","442702","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","A. M. Amorim","1189","1993","04","13","South America","Brazil","Bahia","Una","Estrada para o Distritio de Pedras. Ca. 7.0km a partir da Ba-001 que liga Ilhéus/Una","-39.0753","-15.2933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277584' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442702","NY00442702_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01192857","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","subnuda","Inga subnuda subnuda","Salzm. ex Benth.","A. M. Amorim","6861","2007","02","11","South America","Brazil","Bahia","Itamarajú","Serra de Itamaraju. Morro Pescoço. Aproximadamente 15 km da entrada de cidade","-39.6008","-16.9869","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01192857","NY01192857_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","418758","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","G. P. Lewis","721","1981","12","02","South America","Brazil","Bahia","Una","Estrada Ilhéus-Una, ±30km ao sul de Olivença","-39.05","-15.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418758","NY00418758_01","G. P. Lewis","40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","418755","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","W. W. Thomas","8177","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Parcel 30","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418755","NY00418755_01","J. W. Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","632386","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","subnuda","Inga subnuda subnuda","Salzm. ex Benth.","A. M. V. de Carvalho","635","1981","04","21","South America","Brazil","Bahia","Ilhéus","Estrada Ilhéus/Una, a 36 km a S de Ilhéus","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632386","NY00632386_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","442703","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","A. M. Amorim","2543","1998","09","13","South America","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. Area limite entre o PARNA e a Reserva Indígena Barra Velha, da tribo Pataxó","-39.2033815","-16.8700182","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442703","NY00442703_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1034316","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","A. C. Cervi","CA7362","1994","01","16","South America","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada","-36.42","-9.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01034316","NY01034316_01","R. Spichiger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","686064","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","A. M. V. de Carvalho","7165","2002","04","04","South America","Brazil","Bahia","Uruçuca","Escola Média de Agropecuaria Ragional da CEPLAC (EMARC), Reserva Gregório Bowdar.","-39.2772","-14.6019","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686064","NY00686064_01","T. D. Pennington","107","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1019545","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","luschnathiana","Inga subnuda luschnathiana","(Benth.) T.D.Penn.","R. D. Ribeiro","1052","2008","12","06","South America","Brazil","Rio de Janeiro","Rio das Ostras","Mar do Norte. Balneário das Garças, área com remanescentes sobre morrotes.","-41.9447","-22.5269","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286180' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019545","NY01019545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02098559","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","subnuda","Inga subnuda subnuda","Salzm. ex Benth.","L.A. Gomes","497","2012","05","18","South America","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.4203","-11.3833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2285263' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098559","NY02098559_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777833","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","subnuda","Inga subnuda subnuda","Salzm. ex Benth.","L. P. de Queiroz","4223","1994","10","17","South America","Brazil","Bahia","Morro do Chapéu","Ca. 29 km NW de Bonito na BA 046 (Morro do Chapéu - Utinga)","-41.68","-11.72","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777833","NY00777833_01","L. P. de Queiroz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","418753","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","J. I. de A. Falcao","1190","1954","09","21","South America","Brazil","Alagoas","Maceió","Sao Gonçalo, Maceió","-35.7353","-9.6658","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418753","NY00418753_01","G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","418760","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","A. M. V. de Carvalho","4525","1994","04","26","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418760","NY00418760_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","634401","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","A. M. V. de Carvalho","6747","1999","09","05","South America","Brazil","Bahia","Maraú","Ca 6 km de Saquaíra em direçao a Maraú. Margem da estrada","-39.0144","-14.1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=764721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634401","NY00634401_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 10:13:00-03","NY","NYBG","418762","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda",NA,"L. J. Dorr","4886","1988","04","19","South America","Venezuela","Barinas","Pedraza","Southwest of Alto de La Aguada in an area known locally as Montanas de la Palmita","-70.67","8.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277586' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418762",NA,"J. W. Grimes","1200","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","418761","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","H. M. Curran","3","1919","09","26","South America","Brazil","Bahia",NA,"Rio",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418761","NY00418761_01","Elias","100","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","418757","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","J. S. Blanchet","220","1831",NA,NA,"South America","Brazil","Bahia",NA,"In Brasilia intratropica, circa Bahia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418757","NY00418757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","02103555","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","L.A. Gomes","1048","2013","04","30","South America","Brazil","Sergipe","Capela","RVS Mata do Junco: Borda de mata.","-37.0539","-10.5381","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2255511' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103555","NY02103555_01","L.A. Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1552015","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","luschnathiana","Inga subnuda luschnathiana","(Benth.) T.D.Penn.","D. A. Folli","6049","2008","04","27","South America","Brazil","Espírito Santo","Santa Tereza","Santa Tereza.","-40.598137","-19.937786","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552015","NY01552015_01","T. D. Pennington","754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01192849","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","subnuda","subnuda","Inga subnuda subnuda","Salzm. ex Benth.","J. L. Paixão","936","2006","03","31","South America","Brazil","Bahia","Arataca","Serra das Lontras. Ca. de 7 km no ramal que liga o distrito de Itatingui a Serra","-39.4081","-15.2028","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396203' target='other'> <mi>dwc_moreinfo</mi></a>","NY01192849","NY01192849_01","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:30:33-03","UFRJ","RFA","35421","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","subnuda","luschnathiana","Inga subnuda luschnathiana","(Benth.) T.D.Penn.","C.M. Vieira; D. Farias","1834","2008","08","26",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Morro do Quitumba.","-44.3180999755859","-23.0067005157471",NA,"Árvore. Folhas verdes discolores. Flores com cálice verde, corola esverdeada, estames alvacentos.","RFA22793",NA,"C.M. Vieira",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:30:33-03","UFRJ","RFA","34766","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Robson D. Ribeiro; Veronica Maioli","1052","2008","12","06",NA,"Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,"Árvo","RFA22337",NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:40-03","UTFPR","DVPR","3740","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Caxambu, MG; et al.","2219","2008","05","23",NA,"Brasil","Santa Catarina","Bombinhas","Morro de Zimbros","-48.32371","-27.10588",NA,"Árvore heliófita 15m, frutos pilosos, castanhos.; Relevo: Ondulado - Vegetação: Floresta ombrófila densa submontana","DVPR003740",NA,"Caxambu, MG","23","23",NA,NA,"2012","08","31","-48.32371","-27.10588",NA,NA,NA,NA,NA,NA
"36","2019-11-19 15:44:32-03","UNEB","HUNEB","7381","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Mimosaceae","Inga","subnuda","subsp. subnuda","Inga subnuda subsp. subnuda","Salzm. ex Benth","Queiroz, L.P.de","3091","1993","03","12",NA,"Brasil","Bahia","Castro Alves","Serra da Jibóia, ca. 3 km de Pedra Branca","-39.466667","-12.85",NA,"higrófila","HUNEB0007381",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W28'0''","12S51'0''","Dicotyledoneae",NA,NA,NA,NA,NA
"37","2021-04-08 17:40:01-03","EAO","IAN","71093","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Caesalp.","Inga","subnuda","subnuda","Inga subnuda subnuda","Salzm. ex Benth.","Andrade-Lima, D de","942","1951","10","25","Southern America","Brasil","Pernambuco",NA,"Serra Negra. Chã.",NA,NA,NA,"Árv. fl. alvas. Frutos comestíveis.","IAN071093",NA,"Pennington, TD",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-12-04 15:25:12-03","PUCPR","HUCP","23031","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Bonaldi, R","338","2008","01","26",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00011717","HUCP00011717","Bonaldi, R",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-07 00:49:27-03","UFBA","ALCB","041374","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Guedes, ML; Cabral, L; Maia, H","6329","1999","06","22","Southern America","Brasil","Bahia","Belmonte","Extremo Sul, Brasilândia. Área de Veracel Celulose. Ponto 08-09","-38.866667","-15.85",NA,"12m. Folhas com 5 pares de folíolos, glabros, raque parcialmente alado. Entre os folíolos um glândula.; Areno-argiloso.","ALCB023421","ALCB023421","Guedes, ML",NA,NA,NA,NA,"1999","06",NA,"-38.866667","-15.85",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:16:16-03","UFBA","ALCB","04777","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Pinto, GCP","s/n","1972","02",NA,"Southern America","Brasil","Bahia","Valença","Litoral Sul, Praia do Patipe","-39.066667","-13.366667",NA,"Orla litorânea.","ALCB023295","ALCB023295","Garcia, FCP",NA,NA,NA,NA,"1997","07",NA,"-39.066667","-13.366667",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:16:16-03","UFBA","ALCB","04778","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Costa, AL","s/n","1974","06","02","Southern America","Brasil","Bahia","Itaparica","Região Metropolitana Salvador, Barra do Gil","-38.666667","-12.883333",NA,"Frondosa. Fruto édul.","ALCB023294","ALCB023294","Garcia, FCP",NA,NA,NA,NA,"1997","07",NA,"-38.666667","-12.883333",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:16:16-03","UFBA","ALCB","101730","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Guedes, ML; Queiroz, EP; Gomes, FS; Mattos Andrade, PE de","18561","2011","05","18","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Paralela, Condomínio Greenville","-38.5","-12.966667",NA,"de ca 9 m de altura. Folhas com raque alado, folíolos cartáceos, discolores, face abaxial pubescente. Frutos imaturos.","ALCB023284","ALCB023284","Guedes, ML",NA,NA,NA,NA,"2011","10",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:16:16-03","UFBA","ALCB","104482","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Inga","subnuda",NA,"Inga subnuda","Salzm. ex Benth.","Gomes, FS; Guedes, ML","1091","2012","03","03","Southern America","Brasil","Bahia","Esplanada","Litoral Norte, Entrada para Jandaíra, estrada de Barro","-37.864167","-12.013611",NA,"de ca 6 m de altura. Folíolos cartáceos, discolores. Frutos marrons. Fotos 476, 477.","ALCB023291","ALCB023291","Gomes, FS",NA,NA,NA,NA,"2012","05",NA,"-37.864167","-12.013611",NA,NA,NA,NA,NA,NA
