"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","typeStatus","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","645372","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","43061","1918","12","18","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated from original collection by Rose, 20307, in 1915;  Flowered Dec 18, 1918 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645372","NY00645372_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2016-09-28 14:51:00-03","NY","NYBG","645368","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"D. R. Hunt","6414","1966","07","23","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional","-44.5631","-22.4961",NA,NA,"600","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645368","NY00645368_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-28 14:51:00-03","NY","NYBG","645378","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. M. Klein","1982","1956","05","18","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645378","NY00645378_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","645381","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","N. P. Taylor; D. C. Zappi",NA,NA,NA,"G. G. Hatschbach","3436","1953","06","16","Brazil","Paraná","Bocaiúva do Sul","Carijo","-49.115","-25.2061",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645381","NY00645381_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","645375","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","N. P. Taylor; D. C. Zappi",NA,NA,NA,"Collector unspecified","14801","1911","12","16","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Cultivated from plant from Paris, 1901; Flowered and painted Dec 16, 1911 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645375","NY00645375_01 NY00645375_02","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","645380","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","G. G. Hatschbach",NA,NA,NA,"O. dos S. Ribas","1478","1996","08","17","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645380","NY00645380_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2016-09-28 14:51:00-03","NY","NYBG","645370","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","10225","1960","10","04","Brazil","Santa Catarina","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645370","NY00645370_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","645371","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","N. P. Taylor; D. C. Zappi",NA,NA,NA,"P. K. H. Dusén","7334","1908","12","09","Brazil","Paraná",NA,"Serrinha",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645371","NY00645371_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2016-09-28 14:51:00-03","NY","NYBG","645379","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. Reitz","5416","1953","02","02","Brazil","Santa Catarina","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645379","NY00645379_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2016-09-28 14:51:00-03","NY","NYBG","645365","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. M. Klein","2110","1956","06","15","Brazil","Santa Catarina","Ibirama","Hôrto Florestal I. N. P., Ibirama","-49.5178","-27.0569",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645365","NY00645365_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2016-09-28 14:51:00-03","NY","NYBG","645383","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"P. von Luetzelburg","6796","1916","08",NA,"Brazil","Paraná","Ventania",NA,"-50.2428","-24.2458",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645383","NY00645383_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2016-09-28 14:51:00-03","NY","NYBG","645373","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"L. B. Smith","13592","1964","12","04","Brazil","Santa Catarina","Agua Doce","Campos de Palmas, 15-19 km south of Horizonte (Paraná)","-51.62","-26.73",NA,NA,"1100","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645373","NY00645373_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2016-09-28 14:51:00-03","NY","NYBG","645364","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"R. M. Klein","2068","1956","05","24","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645364","NY00645364_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2016-09-28 14:51:00-03","NY","NYBG","645363","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"N. P. Taylor; D. C. Zappi",NA,NA,NA,"P. I. Oliveira","553","1982","06","15","Brazil","Paraná","Sao José dos Pinhais","Col. Santos Andrade","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645363","NY00645363_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","645374","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","N. P. Taylor; D. C. Zappi",NA,NA,NA,"J. N. Rose","20913","1915","08","26","Argentina",NA,NA,"La Plata",NA,NA,NA,NA,NA,NA,"Cultivated by C. Spegazzini <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645374","NY00645374_01 NY00645374_02","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2016-09-28 14:51:00-03","NY","NYBG","645377","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum",NA,"D. C. Zappi",NA,NA,NA,"D. C. Zappi","333","1999","11","18","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, núcleo Cunha-Indaiá, trilha do Rio Bonito","-45.02","-23.2369",NA,NA,"1000","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645377","NY00645377_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","645376","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","N. P. Taylor; D. C. Zappi",NA,NA,NA,"P. I. Oliveira","812","1984","08","23","Brazil","Paraná","Curitiba","Parque Barigui","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645376","NY00645376_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01195820","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.","M. Kimnach",NA,NA,NA,"J. G. Jardim","3927","2001","09","15","Brazil","Bahia","Jussari","Entrada 7.5 km da Rod. Jussarí/Palmira. Faz. Teimoso 1.7 km da entrada. Reserva Particular do Patrimonio Natural (RPPN) Serra do Teimoso. Sede da Reserva. Linha mestra das parcelas e trilha que leva ao topo da serra.","-39.5288889","-15.1602778",NA,NA,"450","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095511' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195820","NY01195820_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2016-09-28 14:26:00-03","NY","NYBG","386163","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","regnellii","Rhipsalis regnellii",NA,NA,NA,NA,NA,"A. F. Regnell","626","1861",NA,NA,"Brazil","Minas Gerais","Caldas","Cidade de Caldas","-46.3858","-21.9236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=100464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386163","NY00386163_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet","type",NA,NA,NA,NA,NA,NA
"30","2016-09-28 14:26:00-03","NY","NYBG","386163","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","regnellii","Rhipsalis regnellii",NA,NA,NA,NA,NA,"A. F. Regnell","626","1861",NA,NA,"Brazil","Minas Gerais","Caldas","Cidade de Caldas","-46.3858","-21.9236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=100464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386163","NY00386163_01","Magnoliophyta","Caryophyllales",NA,NA,NA,"South America","sheet","type",NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","11524","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.",NA,NA,NA,NA,"Bicudo, L.R.H.",NA,"1981","07","21","Brasil","São Paulo","Botucatu","Jardim Botânico do Instituto Básico de Biologia Médica Agrícola- IBBMA",NA,NA,"9999","9999",NA,NA,"Flores brancas, voltadas para baixo, ficando dependuradas no artículo, possui cheiro adocicado, agradável","BOTU011524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","11836","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.","Lombardi, J.A.","1989",NA,NA,"Bicudo, L.R.H.",NA,"1981","07","21","Brasil","São Paulo","Botucatu","Jardim Botânico do Instituto Básico de Biologia Médica Agrícola- IBBMA",NA,NA,"9999","9999",NA,NA,"Flores brancas, voltadas para baixo, ficando dependuradas no artículo, possui cheiro adocicado, agradável","BOTU011836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","28262","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.",NA,NA,NA,NA,"Sucre, D.","5061","1969","05","22","Brasil","Rio de Janeiro","Rio de Janeiro","Guanabara",NA,NA,"9999","9999",NA,NA,"Saxicola, semiumbrófila, flor amarela","BOTU028262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:03-03","UNESP-IBB","BOTU","28261","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.",NA,NA,NA,NA,"Duarte, A.P.","4909","1959","07","07","Brasil","Distrito Federal","Redentor",NA,NA,NA,"9999","9999",NA,NA,"Planta rupestre ou epífita","BOTU028261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:29:43-03","UFRJ","RFA","37221","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","W.C. Cardoso","2016","08","01","R.S. Couto; Marcos Rocha e Isabela R. Lage","372","2010","07","20","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. trilha para a cachoeira Poranga","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Erva epífita de caule verde-claro, flores amareladas, frutos alvos.","RFA24038",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:10:34-03","UTFPR","DVPR","6086","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Silva, DR","2018","06","24","Silva, DR; Tcatch, BG; Pereira, JP; Piva, J; Machado, C; Moura, AP","419","2018","07","24","Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.","-53.392","-25.3021","-53.392","-25.3021","419","419","Subarbusto epífita 1,35m. Flores brancas. Frutos carnosos, imaturos, verdes.Pto083; Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006086",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-24 17:10:34-03","UTFPR","DVPR","6340","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Silva, DR","2018","07","25","Silva, DR; Machado, C; Dama, VJ; Moura, AP","371","2018","07","10","Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, Mata da sanguinha a esquerda do rio Iguaçu, mais de 600 da balsa.","-53.8088989257812","-25.6718997955322",NA,NA,"246","246","Subarbusto epífita. Flores brancas.; Fragmento de Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006340",NA,"Magnoliophyta",NA,NA,"23753","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:10:34-03","UTFPR","DVPR","6086","PreservedSpecimen","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott","Silva, DR","2018","06","24","Silva, DR; Tcatch, BG; Pereira, JP; Piva, J; Machado, C; Moura, AP","419","2018","07","24","Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.","-53.614200592041","-25.4792003631592",NA,NA,"419","419","Subarbusto epífita 1,35m. Flores brancas. Frutos carnosos, imaturos, verdes.Pto083; Floresta Estacional Semidecidual em estágio médio de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006086",NA,"Magnoliophyta",NA,NA,"14258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:24:59-03","PUCPR","HUCP","20357","S","Plantae","Cactaceae","Lepismium","houlletianum","Lepismium houlletianum","(Lem.) Barthlott.","Ariati, V",NA,NA,NA,"Ariati, V","041","2008","07","18","Brasil","Paraná","Campina Grande do Sul","Serra de Ibitiraquire","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:24:59-03","PUCPR","HUCP","12868","S","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.","Libsch, D",NA,NA,NA,"Sardi, RC","023","1983","10","20","Brasil","Paraná","Curitiba","Passeio Público","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:24:59-03","PUCPR","HUCP","12919","S","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.","Libsch, D",NA,NA,NA,"Alves, CF","010","2000","07","10","Brasil","Paraná","Balsa Nova","São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:24:59-03","PUCPR","HUCP","10785","S","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.",NA,NA,NA,NA,"Vieira, RF; Rubia, AF; Masquos, LL; Cervi, AC","323","1987","04","28","Brasil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:24:59-03","PUCPR","HUCP","7298","S","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.","Hatschbach, GG",NA,NA,NA,"Cordeiro, JS; Silva, JM","331","1986","07","31","Brasil","Paraná","Curitiba","Lago Azul","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:24:59-03","PUCPR","HUCP","12869","S","Plantae","Cactaceae","Rhipsalis","houlletiana","Rhipsalis houlletiana","Lem.","Libsch, D",NA,NA,NA,"Mendes, C","s.n.","1985","09","22","Brasil","Paraná","Capão Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
