"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"19","2021-03-15 16:37:00-03","NY","NYBG","00863254","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum ferrugineum","R. Goodland","1965","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863254","63","Magnoliophyta","Poales","(Trin.) Chase","T. de S. Filgueiras","Minas Gerais",NA,"Jaguara, Lagoa Santa",NA,NA,"NY00863254_01","ferrugineum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00863256","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum ferrugineum","H. S. Irwin","1965","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863256","8039","Magnoliophyta","Poales","(Trin.) Chase","T. de S. Filgueiras","Distrito Federal","Brasília","Chapada da Contagem, ca. 25 km NE of Brasília","-47.75172","-15.62355","NY00863256_01","ferrugineum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","651160","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum ferrugineum","R. M. Harley","1974","01","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651160","15084","Magnoliophyta","Poales","(Trin.) Chase","T. de S. Filgueiras","Bahia",NA,"Serra do Rio de Contas. Ca. 6km. N. of the town of Rio de Contas on road to Abaira","-41.78","-13.55","NY00651160_01","ferrugineum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00863281","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum ferrugineum","H. S. Irwin","1965","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863281","9604","Magnoliophyta","Poales","(Trin.) Chase","T. de S. Filgueiras","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km N.E. of Brasília","-47.78472222","-15.6555","NY00863281_01","ferrugineum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00863280","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum ferrugineum","H. S. Irwin","1965","11","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=950974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863280","10660","Magnoliophyta","Poales","(Trin.) Chase","T. de S. Filgueiras","Distrito Federal","Brasília","10 km W. of Taguatinga, on road to Brazlândia.","-48.13","-15.8","NY00863280_01","ferrugineum","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:53:37-03","EAO","IAN","191269","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Pereira-Silva, G","2012","11","23","Southern America","Brasil",NA,NA,"Erva cespitosa.","IAN191269","16471","Monocotiledônea",NA,"(Trin.) Chase","Silva, GP da","Goiás","Mimoso de Goiás","Cerrado rupestre. Neossolo Litólico com presença de matacões, relevo acidentado, frequente. Serra Geral.","-48.176111","-14.857778",NA,NA,"1200","1200","-48.176111","-14.857778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:53:37-03","EAO","IAN","66899","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Duarte, AP","1949","12","08","Southern America","Brasil",NA,NA,NA,"IAN066899","2224","Monocotiledônea",NA,"(Trin.) Chase",NA,"Minas Gerais",NA,"Serra do Cipó, km 132.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:53:37-03","EAO","IAN","67132","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Chase, A","1930","02","20","Southern America","Brasil",NA,NA,NA,"IAN067132","10427","Monocotiledônea",NA,"(Trin.) Chase",NA,"Goiás",NA,"Vizinhanças da cidade de Goiás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:53:37-03","EAO","IAN","107706","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Magalhães, MG","1958","07",NA,"Southern America","Brasil",NA,NA,"Colônia entre outras herbaceas.","IAN107706","16915","Monocotiledônea",NA,"(Trin.) Chase","Oliveira, RC","Minas Gerais","Conceição do Mato Dentro","Campo arenoso, graminoso. Serra do Cipó.","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,"2016","07","21","60318","auto",NA,NA,NA,NA,NA
"28","2021-03-30 12:53:37-03","EAO","IAN","107706","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Magalhães, MG","1958","07",NA,"Southern America","Brasil",NA,NA,"Colônia entre outras herbaceas.","IAN107706","16915","Monocotiledônea",NA,"(Trin.) Chase","Oliveira, RC","Minas Gerais","Conceição do Mato Dentro","Campo arenoso, graminoso. Serra do Cipó.","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,"2016","07","21","60318","auto",NA,NA,NA,NA,NA
"29","2021-03-30 12:53:37-03","EAO","IAN","65789","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Hoehne, FC","1915","11",NA,"Southern America","Brasil",NA,NA,NA,"IAN065789","6009","Monocotiledônea",NA,"(Trin.) Chase","Oliveira, RC","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,"2016","07","20","12338","auto",NA,NA,NA,NA,NA
"30","2021-03-30 12:53:37-03","EAO","IAN","107581","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Magalhães, MG","1949","10","22","Southern America","Brasil",NA,NA,"Herba de 0,50m.","IAN107581","5615","Monocotiledônea",NA,"(Trin.) Chase",NA,"Minas Gerais","Lagoa Santa","Cerrado; terra clara com cascalho de quartzo.","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:53:37-03","EAO","IAN","106569","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Mendes, M","1951","04","05","Southern America","Brasil",NA,NA,"Herba 0,40 a 0,50. Faz parte do mosaico herbáceo.","IAN106569","6166","Monocotiledônea",NA,"(Trin.) Chase","Oliveira, RC","Minas Gerais","Morro do Pilar","Serra Cipó km 136","-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,NA,NA,"2016","07",NA,"18539","auto",NA,NA,NA,NA,NA
"32","2021-03-30 12:53:37-03","EAO","IAN","106566","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Mendes, M","1951","04","05","Southern America","Brasil",NA,NA,"Herba 0,40 a 0,50. Faz parte do mosaico herbáceo.","IAN106566","6166","Monocotiledônea",NA,"(Trin.) Chase","Oliveira, RC","Minas Gerais","Morro do Pilar","Serra Cipó km 136","-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,NA,NA,"2016","07",NA,"18539","auto",NA,NA,NA,NA,NA
"33","2021-03-30 12:53:37-03","EAO","IAN","106569","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Mendes, M","1951","04","05","Southern America","Brasil",NA,NA,"Herba 0,40 a 0,50. Faz parte do mosaico herbáceo.","IAN106569","6166","Monocotiledônea",NA,"(Trin.) Chase","Oliveira, RC","Minas Gerais","Morro do Pilar","Serra Cipó km 136","-43.3763999938965","-19.2155990600586",NA,NA,NA,NA,NA,NA,"2016","07",NA,"18539","auto",NA,NA,NA,NA,NA
"34","2019-12-12 15:31:49-03","UFABC","HUFABC","001878","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Keller V.C.","2016","11","04",NA,"Brasil",NA,NA,"Erva","HUFABC001878","12","Angiospermas",NA,"(Trin.) Chase","R. Rodrigues","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Subida para a cabeceira da pista de aviação","-46.694617","-23.338119",NA,NA,NA,NA,"-46.694617","-23.338119","2018","06","28",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-12 15:31:49-03","UFABC","HUFABC","001885","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Keller V.C.","2016","11","04",NA,"Brasil",NA,NA,"Erva","HUFABC001885","6","Angiospermas",NA,"(Trin.) Chase","R. Rodrigues","São Paulo","Franco da Rocha","Parque Estadual do Juquery, Esrada para o Ovo da Pata, próximo à torre de energia","-46.703308","-23.34915",NA,NA,NA,NA,"-46.703308","-23.34915","2018","06","28",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:28:59-03","UFBA","ALCB","041440","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Pirani, JR; Stannard, B; McRobb, A","1992","01","26","Southern America","Brasil",NA,NA,"cespitosa. Inflorescências douradas. Em solo arenoso entre rochas.","ALCB019116","51299","Monocotyledon",NA,"(Trin.) M.W.Chase","Renvoize, SA","Bahia","Abaíra","Chapada Diamantina, Cachoeira das An guas","-41.883333","-13.266667","ALCB019116",NA,"1550","1550","-41.883333","-13.266667","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:18:18-03","NBC","NL-BOTANY","L.1275575","PreservedSpecimen","Plantae","Gramineae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Düsen P","1910","10","31","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1275575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1275575",NA,NA,"Poales","(Trin.) Chase",NA,NA,NA,"Jaguariahyon, in campo.",NA,NA,"NL-L1275575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:18:18-03","NBC","NL-BOTANY","L.1275576","PreservedSpecimen","Plantae","Gramineae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Sellow F",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1275576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1275576",NA,NA,"Poales","(Trin.) Chase",NA,NA,NA,"Brasilia.",NA,NA,"NL-L1275576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:18:18-03","NBC","NL-BOTANY","U.1508560","PreservedSpecimen","Plantae","Gramineae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Harley RM; et al.","1974","01","16","Southern America","Brazil",NA,NA,"Dry hillside with white metamorphic crumbling rock (? talc) with low trees and shrubs, and some cerrado in valleys.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1508560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1508560",NA,NA,"Poales","(Trin.) Chase",NA,"Bahia",NA,"Ca. 6km N. of the town of Rio de Contas on road to Abaira.","-41.783333","-13.55","NL-U1508560",NA,NA,NA,"-41.783333","-13.55",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-11-04 12:18:44-03","ESALQ","ESA","22813","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Sano, P.T. et al.","1994","03","04",NA,"Brasil",NA,NA,NA,"ESA022813",NA,"Magnoliophyta",NA,NA,"Garcia, C.A.","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"41","2019-02-15 11:48:00-02","IPA","IPA","8947","S","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Pickel, B.","1941","11","10","Southern America","Brasil",NA,NA,NA,"IPA0008947","5483","Plantae",NA,"(Trin.) Chase","Chase.","São Paulo","São Paulo","Bosque, Em campo alto.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1942","02","10","53584","auto",NA,NA,NA,NA,NA
"42","2019-02-15 11:48:00-02","IPA","IPA","28393","S","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Harley, R.M.","1974","01","16","Southern America","Brasil",NA,NA,NA,"IPA0028393","15084","Plantae",NA,"(Trin.) Chase",NA,"Bahia",NA,"Serra do Rio de Contas, 6 km. N. of the town of Rio de Contas on road to Abaira. Dry hillside Wiht white metamorphic crumbling rokc ( ? talc ) with low trees and shrubs, and some cerrado in valleys.","-41.783333","-13.55",NA,NA,"1","1","-41.783333","-13.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:48:00-02","IPA","IPA","52208","S","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Filgueiras, T.S.","1984","10","05","Southern America","Brasil",NA,NA,NA,"IPA0052208","1145","Plantae",NA,"(Trin.) Chase","Filgueiras, T.S.","Distrito Federal","Brasília","Brejo, Próximo a cabeça do veado. Local resntemente queimado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1984",NA,NA,"70570","auto",NA,NA,NA,NA,NA
"44","2020-12-20 21:19:00-03","UFV","VIC","3277","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Markgraf. F.; Brade, A.C.","1938","11","16",NA,"Brasil",NA,NA,NA,"VIC003277","3535",NA,NA,"(Trin.) Chase","Barreto, M.","Minas Gerais","Belo Horizonte","Serra da Mutuca","-43.937801361084","-19.9207992553711","VIC003277",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"45","2020-12-20 21:19:00-03","UFV","VIC","2997","PreservedSpecimen","Plantae","Poaceae","Mesosetum","ferrugineum","Mesosetum ferrugineum","Chase, A.","1929","12","27",NA,"Brasil",NA,NA,"Ereto, solitário.","VIC002997","10427",NA,NA,"(Trin.) Chase",NA,"Minas Gerais","Diamantina","Serra de Santo Antônio, Campo pedregoso.","-43.6002998352051","-18.2493991851807","VIC002997",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
