"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","locality","decimalLongitude","decimalLatitude","typeStatus","county","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","eventTime","fieldNumber","coordinatePrecision","geoFlag","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount","previousCatalogNumber","sex","monthIdentified","dayIdentified"
"17","2008-05-27 22:02:00-03","MO","MOBOT","3362472","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.","T.D. Pennington","Boris A. Krukoff","Krukoff 8254","South America","Brazil","Amazonas",NA,NA,NA,NA,"1936","9","11","Municipality Sao Paulo de Olivenca, near Palmares.","-68.8","-3.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2011-10-29 20:40:00-02","MO","MOBOT","3420886","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.",NA,"Ghillean T. Prance|et al.","Prance 23804","South America","Peru","Loreto",NA,NA,NA,NA,"1976","10","15","Seven hours above Paumari. Varzea forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2012-07-17 17:03:00-03","MO","MOBOT","3496275","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.","G. A. Parada (USZ) 2009","G.A. Parada|Y. Inturias|M. Lazarte","Parada-Gutierrez 915","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"2008","4","30","Monumento Natural Espejillos.","-63.47055","-17.89277",NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA
"20","2015-04-21 05:44:00-03","MO","MOBOT","3496691","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.","G. A. Parada (USZ) 2009","Ivan Linneo","Linneo Foronda 1324","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"2008","1","16","Municipio de Porongo, localidad del Monumento Natural Espejillos. Precipio del mirador. Bosque de Myrtáceas.","-63.4702778","-17.8933333",NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200.00000000",NA,"1",NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","1975492","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.","T.D. Pennington","Boris A. Krukoff","Krukoff 5593","South America","Brazil","Acre",NA,NA,NA,NA,"1933","8","21","Near mouth of Rio Macauhan (tributary of Rio Yaco). On terra firma.","-69","-9.33333","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-08-31 08:54:23-03","INPA","INPA","215755","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C.Sm.",NA,"Krukoff, BA","5593","Southern America","Brasil","Acre",NA,NA,"INPA0215755",NA,"1933","04","21","Rio Macauã, Basin of rio Purus, near mouth of rio Macauham (trib. of rio Yaco)","-69","-9.33","isotype",NA,NA,"-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-08-31 08:54:23-03","INPA","INPA","40094","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C.Sm.",NA,"Lleras, E","P16903","Southern America","Brasil","Amazonas",NA,NA,"INPA0040094","INPA0040094 INPA0040094_e INPA0040094_e1 INPA0040094_ni","1973","07","28","Forte Veneza, Rio Javari, Rio Solimões and Rio Javari. Forte Veneza, Rio Javari. Varzea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-08-31 08:54:23-03","INPA","INPA","63180","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C.Sm.","Teixeira, LOA","Prance, GT","23804","Southern America","Brasil","Amazonas",NA,NA,"INPA0063180","INPA0063180 INPA0063180_e INPA0063180_e1","1976","10","15","Paumari, Rio Javari. Seven hours above Paumari.","-70.30503","-4.287311",NA,NA,NA,"-70.30503","-4.287311",NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","3420078","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.",NA,"H. Beltran, W. Nauray & R. Colina","3130","South America - Neotropics","Peru","Cusco",NA,NA,"US02705204",NA,"1998","9","20","Cuzco, Provincia La Convencion, Distrito, Echarati, Pagoreni Site Well.","-73","-11.68",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"350",NA,"1",NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","USw9658","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.",NA,"B. A. Krukoff","5593","South America - Neotropics","Brazil","Acre",NA,NA,NA,NA,NA,NA,NA,"Near mouth of Rio Macauhan, basin of Rio Purus",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","1664165","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.",NA,"B. A. Krukoff","5593","South America - Neotropics","Brazil","Acre",NA,NA,"US00113102","US00113102_01","1933","8","21","Near mouth of Rio Macauhan.",NA,NA,"Isotype",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","3327385","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.",NA,"G. T. Prance, R. J. Hill, T. D. Pennington & J. M. Ramos","23804","South America - Neotropics","Peru","Loreto",NA,NA,"US02705205",NA,"1976","10","15","Peruvian Amazonia, Rio Javari, seven hours above Paumari.",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2250400","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C. Sm.",NA,"B. A. Krukoff","5593","South America - Neotropics","Brazil","Acre",NA,NA,"US00930760","US00930760_01","1933","8","21","Near mouth of Rio Macauhan.","-69","-9.33","Isotype",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2019-01-23 11:22:12-02","F","FMNH-SEEDPLANTS","V0071920F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum",NA,NA,"B. A. Krukoff","5593","South America","Brazil",NA,NA,NA,"V0071920F","V0071920F_01","1933","8","21",NA,"-52.8731","-10.8339","Isotype",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-01-23 11:22:12-02","F","FMNH-SEEDPLANTS","V0071921F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum",NA,NA,"B. A. Krukoff","5593","South America","Brazil",NA,NA,NA,"V0071921F","V0071921F_01","1933","8","21",NA,"-52.8731","-10.8339","Isotype",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-05-14 16:29:24-03","F","FMNH-SEEDPLANTS","V0291418F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum",NA,"RRC ID Flag","J. Campos","3216","South America","Peru","Cajamarca",NA,NA,"V0291418F","V0291418F_01 V0291418F_02",NA,NA,NA,NA,"-78.8333","-6.25",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"3216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-04-16 14:06:06-03","F","FMNH-SEEDPLANTS","V0291420F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0291420F","V0291420F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-08-23 09:45:59-03","NHMLondon","NHM-LONDON-BOT","BM000952586","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A.C.Smith",NA,"Boris Alexander Krukoff; b.1898; d.1983; Krukoff","5593",NA,"Brasil",NA,NA,NA,NA,NA,"1933","08","21",NA,"-53.08982","-10.773109","Type",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:605087",NA,NA,NA
"35","2010-08-16 16:43:20-03","A","HU-HERB","A 00075565","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A. C. Smith",NA,"B. A. Krukoff","5593","South America","Brazil","Acre","Sheet",NA,NA,NA,"1933","8","21","Near mouth of Rio Macauhan (tributary of Rio Yaco), terra firma, 9°20'S, 69°",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"5593",NA,NA,NA,NA,NA,NA,NA,"undetermined",NA,NA
"36","2014-09-23 10:59:40-03","G","G","G00439496","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","acreanum","Chrysophyllum acreanum","A. C. Sm.","Pennington, T. D.","Krukoff, B. A.","5593","AMERIQUE DU SUD","Brazil","Acre",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439496",NA,"1933","08","21",NA,"-70.3225","-9.62305556","ISOTYPUS of Chrysophyllum acreanum A. C. Sm.",NA,NA,"-70.3225","-9.62305556",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,"01","01"
