"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber"
"19","2021-04-05 14:25:40-03","UNESC","CRI","9616","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","M. Sobral",NA,"M. Verdi; R. P. Hasckel & G. Klemz","1510","2009","03","09","Brasil","Santa Catarina","Anita Garibaldi","-51.136667","-27.690833","51º8'12''W","27º41'27''S","CRI005403","CRI005403",NA,NA,"Centro de Anita Garibaldi.","341","341","Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:47-03","UNESC","CRI","1587","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","Fábio C. S. Vieira","2020","R. Negrelle",NA,"1991","09","20","Brasil","Santa Catarina","Itapoá","-48.616389","-26.1175","48º36'59''W","26º7'3''S","CRI005033","CRI005033","04","20","Reserva Volta Velha.",NA,NA,"Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:33:47-03","UNESC","CRI","6109","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.","Vanilde Citadini- Zanette",NA,"V. Citadini-Zanette; C. Goularte & S. Galvani","2465","1996","05","08","Brasil","Santa Catarina","Imbituba","-48.670556","-28.240556","48º40'14''W","28º14'26''S","CRI005392","CRI005392",NA,NA,"Maranata II.","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","887442","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","E. M. Nic Lughadha",NA,"K. Mizoguchi","391","1978","02","07","Brazil","São Paulo","Itanhaém","-46.834771","-24.201377",NA,NA,"NY00887442","NY00887442_01",NA,NA,"Gaibota.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093962' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 17:46:00-03","NY","NYBG","615406","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris",NA,"B. K. Holst",NA,"E. M. Zardini","29004","1991","11","25","Paraguay","Paraguarí",NA,"-56.83","-26.05",NA,NA,"NY00615406",NA,NA,NA,"National Park Ybycu'l, 5 km N of administration",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713870' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","777094","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","palustris","Gomidesia palustris","(DC.) Kausel","M. Borgo",NA,"M. Borgo","627","2000","02","09","Brazil","São Paulo","Iguape","-47.55","-24.7",NA,NA,"NY00777094","NY00777094_01",NA,NA,"Rio Momuma",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=436904' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","887436","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"E. Henz","35683","1946","10","16","Brazil","Rio Grande do Sul","Sao Leopoldo","-51.143791","-29.75136",NA,NA,"NY00887436","NY00887436_01",NA,NA,"S. Leopoldo.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093945' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","887444","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"Gurgel","107","1929","12","26","Brazil","Paraná","Sao Mateus do Sul","-50.3828","-25.8744",NA,NA,"NY00887444","NY00887444_01",NA,NA,"S. Mateus",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093967' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","887439","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"K. Hagelund","13958","1982","05","23","Brazil","Rio Grande do Sul","Arroio dos Ratos","-51.7292","-30.0772",NA,NA,"NY00887439","NY00887439_01",NA,NA,"Fazenda Faxinal.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093951' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","887431","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Reitz","10842","1961","03","03","Brazil","Santa Catarina","Sao José","-48.6272","-27.6156",NA,NA,"NY00887431","NY00887431_01",NA,NA,"Serra da Boa Vista.","700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093933' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1114050","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"O. dos S. Ribas","794","1995","02","07","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY01114050","NY01114050_01",NA,NA,"Ipanema","3","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1257064' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","887430","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"L. B. Smith","14871","1965","01","20","Brazil","Paraná",NA,"-49.97","-24.5",NA,NA,"NY00887430","NY00887430_01",NA,NA,"Pirai do Sul.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093929' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","887440","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"J. Mattos","8879","1961","04","04","Brazil","São Paulo","Itapecerica da Serra","-46.84","-23.71",NA,NA,"NY00887440","NY00887440_01",NA,NA,"Perto de Juquitiba.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093953' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","887433","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Reitz","5618","1953","02","05","Brazil","Santa Catarina","Palhoça","-48.62515","-27.834087",NA,NA,"NY00887433","NY00887433_01",NA,NA,"Campo Massiambú.","5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093937' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","615405","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"G. G. Hatschbach","13469","1966","01","09","Brazil","Paraná","Piên","-49.4292","-26.0983",NA,NA,"NY00615405","NY00615405_01",NA,NA,"Pien",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713868' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","887445","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"A. A. Beetle","1700","1952","07","22","Brazil","Rio Grande do Sul",NA,"-51.016338","-30.283932",NA,NA,"NY00887445",NA,NA,NA,"At Itapoan south of Porto Alegre.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093968' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","887435","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"L. B. Smith","10504","1957","01","31","Brazil","Santa Catarina","Campo Alegre","-49.2656","-26.1925",NA,NA,"NY00887435","NY00887435_01",NA,NA,"Between Postema and Morro Iquererim.","900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093940' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","615401","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"G. G. Hatschbach","31788","1973","03","22","Brazil","Paraná","Ipiranga","-50.5842","-25.0242",NA,NA,"NY00615401","NY00615401_01",NA,NA,"Rod. Ipiranga-Ivai",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713871' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","887441","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"B. D. Sucre","8211","1972","01","06","Brazil","Rio de Janeiro","Rio de Janeiro","-43.397161","-23.010952",NA,NA,"NY00887441","NY00887441_01",NA,NA,"Restinga de Jacarepaguá.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093958' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","594998","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"G. G. Hatschbach","42668","1980","01","03","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00594998","NY00594998_01",NA,NA,"Rio Almeida",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713865' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01112715","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. de Mello-Silva","2184","2003","11","09","Brazil","São Paulo","Tapiraí","-47.5","-23.96",NA,NA,"NY01112715","NY01112715_01",NA,NA,"Claros, sítios Palmira, próximo ao rio Claro e à igreja da Congregação Cristã.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1261037' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","887438","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"K. Hagelund","13810","1982","04","03","Brazil","Rio Grande do Sul","Arroio dos Ratos","-51.7292","-30.0772",NA,NA,"NY00887438","NY00887438_01",NA,NA,"Fazenda Faxinal.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093949' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","594999","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"J. E. Leite","209","1940","11",NA,"Brazil","Rio Grande do Sul",NA,"-51.143791","-29.75136",NA,NA,"NY00594999","NY00594999_01",NA,NA,"Vicinity of Sao Leopoldo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713864' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00908185","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"M. V. Peron","6","1986","10","24","Brazil","Minas Gerais","Uberlândia","-48.2769","-18.9186",NA,NA,"NY00908185","NY00908185_01",NA,NA,"Reserva Ecológica do Panga, Uberlândia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991734' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","887437","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"K. Hagelund","13686","1982","01","09","Brazil","Rio Grande do Sul","Arroio dos Ratos","-51.7292","-30.0772",NA,NA,"NY00887437","NY00887437_01",NA,NA,"Fazenda Faxinal.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093946' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","887432","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Reitz","5583","1953","02","05","Brazil","Santa Catarina","Palhoça","-48.62515","-27.834087",NA,NA,"NY00887432","NY00887432_01",NA,NA,"Campo Massiambú.","5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093934' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","887434","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"R. Reitz","4851","1952","12","18","Brazil","Santa Catarina","Palhoça","-48.62515","-27.834087",NA,NA,"NY00887434","NY00887434_01",NA,NA,"Campo Massiambú.","5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093939' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","615402","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"S. M. Silva","35","1997","04","13","Brazil","Paraná","Paranaguá","-48.35","-25.5",NA,NA,"NY00615402","NY00615402_01",NA,NA,"Praia Grande (Fx 05), Ilha do Mei",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713869' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","595000","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"G. G. Hatschbach","13626","1966","01","31","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"NY00595000","NY00595000_01",NA,NA,"Sertaozinho",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713867' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","615404","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","palustris","Myrcia palustris","DC.",NA,NA,"L. R. Landrum","4040","1982","01","01","Brazil","Paraná","Piraquara","-49.08","-25.5",NA,NA,"NY00615404","NY00615404_01",NA,NA,"Piraquara, from Piraquara E along railroad ca. 1 km and N along first road crossing railroad ca. 1 km","900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=713866' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
