"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","locality","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","typeStatus","individualCount","fieldNumber","sex"
"20","2021-03-15 16:37:00-03","NY","NYBG","622548","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","E. Henz","1946","02","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622548","35687","Magnoliophyta","Poales","L.","M. H. Nee","S. Leopoldo.","Rio Grande do Sul",NA,"-51.143791","-29.75136",NA,NA,"NY00622548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","622312","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","F. Atala","1958","10","24","South America","Brazil","sheet",NA,"Museu Nacional Rio de Janeiro - Cat. geral N.° 122835 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492573' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622312","s.n.","Magnoliophyta","Poales","L.","T. M. Koyama","Quinta da Boa Vista.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","622304","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","J. L. Hage","1986","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622304","1918","Magnoliophyta","Poales","L.","G. C. Tucker","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 Rodovia Ilhéus/Itabuna (BR 415). Quadra B'. em frente a área da Piscicultura.","Bahia","Ilhéus","-39.2259631","-14.7818616","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","622308","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","G. G. Hatschbach","1963","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622308","9810","Magnoliophyta","Poales","L.","T. M. Koyama","Antonina","Paraná","Antonina","-48.7117","-25.4286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","622305","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","J. E. Leite","1941","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622305","467","Magnoliophyta","Poales","L.","H. T. O'Neill","Vicinity of S. Leopoldo.","Rio Grande do Sul",NA,"-51.143791","-29.75136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","622309","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","A. Castellanos","1960","02","12","South America","Brazil","sheet",NA,"Instituto de Conservaçao da Natureza Tijuca - Rio de Janeiro Guanabara <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622309","22690","Magnoliophyta","Poales","L.","T. M. Koyama","Barra da Tijuca","Rio de Janeiro",NA,"-43.369099","-22.995332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG652","S","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","G. Pedralli, C. L. Oliveira, A. P. Gonçalves","1991","11","09",NA,"Brasil",NA,NA,"F. biológica = anfíbia. Beirada da lagoa.",NA,NA,NA,NA,NA,"Oliveira, C. L.","Lagoa Olhos d'água","Minas Gerais","Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-08 11:08:00-03","UNESP-IBB","BOTU","1426","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Melatto, E.","1972","10","24",NA,"Brasil",NA,NA,"Caule triangular","BOTU001426","35",NA,NA,"L.",NA,NA,"São Paulo","Botucatu","-48.375","-22.875",NA,NA,NA,NA,NA,"48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 11:08:00-03","UNESP-IBB","BOTU","2862","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Martini, M.H.","1972","11","18",NA,"Brasil",NA,NA,NA,"BOTU002862","40",NA,NA,"L.","Hefler, S.M.",NA,"São Paulo","Botucatu","-48.375","-22.875",NA,NA,NA,NA,NA,"48°22'30w","22°52'30s","2011","05","16",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:08:00-03","UNESP-IBB","BOTU","3011","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Vannucci, L.","1972","11","10",NA,"Brasil",NA,NA,NA,"BOTU003011","36",NA,NA,"L.","Hefler, S.M.",NA,"São Paulo","Botucatu","-48.375","-22.875",NA,NA,NA,NA,NA,"48°22'30w","22°52'30s","2011","05","16",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:10-03","UNESP-IBB","BOTU","1398","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Florenzano, A.","1971","10","05",NA,"Brasil",NA,NA,"Erva daninha","BOTU001398",NA,NA,NA,"L.","Florenzano, A.",NA,"São Paulo","Cerquilho",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:08:00-03","UNESP-IBB","BOTU","1363","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Rodella, R.A.","1972","10","24",NA,"Brasil",NA,NA,"Caule triangular, infloresc~encia em espigas. Erva","BOTU001363","41",NA,NA,"L.",NA,NA,"São Paulo","Botucatu","-48.375","-22.875",NA,NA,"BOTU001363",NA,NA,"48°22'30w","22°52'30s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:10-03","UNESP-IBB","BOTU","1399","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Bordur, D.J.","1971","11","05",NA,"Brasil",NA,NA,NA,"BOTU001399",NA,NA,NA,"L.",NA,NA,"São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:10-03","UNESP-IBB","BOTU","1411","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Miller","1972","11","10",NA,"Brasil",NA,NA,"Planta perene","BOTU001411","12",NA,NA,"L.","Miller",NA,"São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:10-03","UNESP-IBB","BOTU","1400","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Pacelli, L.","1971","11","10",NA,"Brasil",NA,NA,NA,"BOTU001400","34",NA,NA,"L.",NA,NA,"São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5856","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2016","02","17",NA,"Brasil",NA,NA,NA,"HDELTA005856","41",NA,NA,"L.","Cerqueira,E.C.","Av. São Sebastião","Piauí","Parnaíba","-41.745278","-2.909722",NA,NA,NA,NA,NA,"41°44'43,00''W","2°54'35,00''S","2016","06","20",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5868","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2019","05","25",NA,"Brasil",NA,NA,NA,"HDELTA005868","327",NA,NA,"L.","Cerqueira,E.C.","Bairro Planalto","Piauí","Parnaíba","-41.726667","-2.921389",NA,NA,NA,NA,NA,"41°43'36,00''W","2°55'17,00''S","2019","05","26",NA,NA,NA,NA,NA,NA,NA
"37","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5867","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2016","02","18",NA,"Brasil",NA,NA,NA,"HDELTA005867","44",NA,NA,"L.","Cerqueira,E.C.","Av. Leonardo C.C. Branco","Piauí","Parnaíba","-41.741389","-2.916667",NA,NA,NA,NA,NA,"41°44'29,00''W","2°54'60,00''S","2016","06","20",NA,NA,NA,NA,NA,NA,NA
"38","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5859","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2016","02","18",NA,"Brasil",NA,NA,NA,"HDELTA005859","45",NA,NA,"L.","Cerqueira,E.C.","UFPI","Piauí","Parnaíba","-41.754722","-2.908056",NA,NA,NA,NA,NA,"41°45'17,00''W","2°54'29,00''S","2016","02","18",NA,NA,NA,NA,NA,NA,NA
"39","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5858","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2016","07","19",NA,"Brasil",NA,NA,NA,"HDELTA005858","136",NA,NA,"L.","Cerqueira,E.C.","Urubu","Piauí","Ilha Grande","-41.819444","-2.853333",NA,NA,NA,NA,NA,"41°49'10,00''W","2°51'12,00''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","633","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Silva, A. G.","2014","04","15",NA,"Brasil",NA,NA,NA,"HDELTA000633","49",NA,NA,"L.",NA,"Ilha do Urubu","Piauí","Ilha Grande","-41.848778","-2.869667",NA,NA,NA,NA,NA,"41°50'55,60''W","02°52'10,80''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5855","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2018","04","09",NA,"Brasil",NA,NA,NA,"HDELTA005855","272",NA,NA,"L.","Cerqueira,E.C.","Canta Galo","Piauí","Parnaíba","-41.762222","-2.894444",NA,NA,NA,NA,NA,"41°45'44,00''W","2°53'40,00''S","2018","04","09",NA,NA,NA,NA,NA,NA,NA
"42","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5857","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2018","06","12",NA,"Brasil",NA,NA,NA,"HDELTA005857","292",NA,NA,"L.","Cerqueira,E.C.",NA,"Piauí","Cearazinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","01","20",NA,NA,NA,NA,NA,NA,NA
"43","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5854","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Cerqueira, E.C.","2019","09","25",NA,"Brasil",NA,NA,NA,"HDELTA005854","328",NA,NA,"L.","Cerqueira,E.C.","Bairro Broder Ville","Piauí","Parnaíba","-41.758333","-2.942222",NA,NA,NA,NA,NA,"41°45'30,00''W","2°56'32,00''S","2019","05","26",NA,NA,NA,NA,NA,NA,NA
"44","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5223","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Silva, M.S.","2016","12","02",NA,"Brasil",NA,NA,NA,"HDELTA005223","63",NA,NA,"L.","Silva, M.S.","Avenida São Sebastião","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,"2016","12","02",NA,NA,NA,NA,NA,NA,NA
"45","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5219","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Silva, M.S.","2017","01","01",NA,"Brasil",NA,NA,NA,"HDELTA005219","67",NA,NA,"L.","Silva, M.S.","Bairro Pindorama","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,"2017","01","01",NA,NA,NA,NA,NA,NA,NA
"46","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5222","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Silva, M.S.","2016","11","23",NA,"Brasil",NA,NA,NA,"HDELTA005222","61",NA,NA,"L.","Silva, M.S.","Bairro Pindorama","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,"2016","11","23",NA,NA,NA,NA,NA,NA,NA
"47","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5220","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Silva, M.S.","2017","01","01",NA,"Brasil",NA,NA,NA,"HDELTA005220","66",NA,NA,"L.","Silva, M.S.","Bairro Pindorama","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,"2017","01","01",NA,NA,NA,NA,NA,NA,NA
"48","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5221","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Silva, M.S.","2017","01","01",NA,"Brasil",NA,NA,NA,"HDELTA005221","65",NA,NA,"L.","Silva, M.S.","Bairro Pindorama","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,"2017","01","01",NA,NA,NA,NA,NA,NA,NA
"49","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5640","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Galera, T.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HDELTA005640",NA,NA,NA,"L.","Galeira, T.","Bairro São José","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","5635","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","rotundus","Cyperus rotundus","Galera, T.","2018","11","10",NA,"Brasil",NA,NA,NA,"HDELTA005635",NA,NA,NA,"L.","Galeira, T.","Bairro São José","Piauí","Parnaíba","-41.7766990661621","-2.90472006797791",NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
