"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","preparationType"
"11","2020-04-22 16:21:12-03","UFPB","JPB","52725","PreservedSpecimen","Plantae",NA,"Dicotyledon","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Silva, CV","2012","11","17","Southern America","Brasil","Campos do Quiriri, Campo aberto","; HABITAT: Alagado com gramíneas; DESC: Erva de flor lilás. Planta carnívora.","JPB0052725",NA,"Angiosperma","Silva, CV","23","Santa Catarina","Campo Alegre","-48.972083","-26.286667",NA,NA,"2012","11","17","1366","1366","-48.972083","-26.286667",NA,NA,NA
"12","2019-01-17 11:25:56-02","PUCRS","MPUC","20429","S","Plantae","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén",NA,"2004","01","05","South America","Brasil","CPCN Pró-Mata","Trabalho de Fitossociologia da Vegetação Campestre do CPCN Pró-Mata",NA,NA,NA,"L. Eggers",NA,"RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","auto","2004","01","01",NA,NA,NA,NA,"1",NA,NA
"13","2019-01-17 11:25:56-02","PUCRS","MPUC","14475","S","Plantae","Magnoliopsida","Lamiales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén",NA,"2009","11","05","South America","Brasil",".",NA,NA,NA,NA,"P.J.S. Silva Filho",NA,"RS","Canoas","-51.16","-29.9075",NA,NA,"2010","01","01",NA,NA,"-51.1600000000","-29.9075000000","1","384",NA
"14","2020-10-14 10:02:22-03","FURB","FURB","50269","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","2014","11","04",NA,"Brasil","Alto Quiriri.",NA,"FURB50269","FURB50269",NA,"Funez, L.A.","3848","Santa Catarina","Garuva","-48.9544444","-26.0391666",NA,NA,"2015",NA,NA,"1200","1200","-48.9544444","-26.0391666",NA,NA,NA
"15","2020-10-14 10:02:22-03","FURB","FURB","41679","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Falkenberg, D.B.","1996","03","28",NA,"Brasil","próximo ao Morro da Igreja, junto ao km 13, no morro com antena mais distantes do CINDACTA.","nem todas as plantas possuem limbo e pecíolo desenvolvidos, algumas parecem ''afil Habitat: campo turfoso Habito: erva com poucas e pequenas folhas basais com limbo e pecíolo desenvolvidos; flor corola roxa","FURB04247","FURB04247",NA,"Falkenberg, DB","7748","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484","30102","auto","1997",NA,NA,"1700","1700",NA,NA,NA,NA,NA
"16","2020-12-21 16:31:32-03","MBM","MBM","387782","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2013","12","13","Southern America","Brazil","Fazenda São Pedro","Herbácea, 30 cm, flor roxo claro, campo úmido; Campos de Palmas","MBM387782","MBM387782",NA,"Saridakis, D.P.","2323","Paraná","Palmas","-51.674472","-26.525639",NA,NA,"2013",NA,NA,NA,NA,"-51.674472","-26.525639",NA,NA,NA
"17","2020-12-21 16:31:32-03","MBM","MBM","405508","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Lozano, E.D.; Damasceno, D.; Damasceno, D.","2016","04","10","Southern America","Brazil","Serra de Araçatuba, Próximo ao cume do Morro Araçatuba","Herbácea, 10 cm, flor roxo-azulada, campo úmido em organossolo.; Campo de Altitude.","MBM405508","MBM405508",NA,"Saridakis, D.P.","3318","Paraná","Tijucas do Sul","-48.993417","-25.901861",NA,NA,"2016",NA,NA,NA,NA,"-48.993417","-25.901861",NA,NA,NA
"18","2020-12-21 16:31:32-03","MBM","MBM","396114","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Engels, M.E.; Lozano, E.D.; Reginato, M.; Lozano, E.D.; Reginato, M.","2014","01","22","Southern America","Brazil","Serra do Ibitiraquire, trilha da base para morro Getúlio até pico Itapiroca","Terrícola. Folhas verdes. Flores azuis claras arroxeadas, com duas pintas alvas e amarelas no centro.; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista, em local úmido dos campos de altitude.","MBM396114","MBM396114",NA,"Saridakis, D.P.","2353","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto","2015","02","12",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:31:32-03","MBM","MBM","165047","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Falkenberg, D.B.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","Rod. SC-439, Serra do Corvo Branco",NA,"MBM165047","MBM165047",NA,"Falkenberg, D.B.","5926","Santa Catarina","Grão Pará","-49.2146987915039","-28.1849994659424","24844","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-01 15:28:22-03","PUC-RIO","FCAB","1696","PreservedSpecimen","Plantae",NA,"Angiospermae","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","P.E. Leite S.J.","1942","01",NA,NA,"Brasil",NA,"a partir de Monte da Polícia","001696",NA,NA,NA,"s.n.","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-01-03 14:52:58-02","MNHN","RECOLNAT_MNHN_P","P03573488","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Fruchard., M.","1824",NA,NA,NA,"Uruguay","Montevideo","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573488' target='other'> <mi>dwc_moreinfo</mi></a>","P03573488",NA,NA,"Gonella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb"
"22","2016-03-23 16:17:59-03","MNHN","RECOLNAT_MNHN_P","P03573491","PreservedSpecimen",NA,NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Fruchard., M.","1870",NA,NA,NA,"Uruguay","Montevideo","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03573491' target='other'> <mi>dwc_moreinfo</mi></a>","P03573491",NA,NA,"Gonella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1089",NA
"23","2010-03-18 21:18:00-03","MO","MOBOT","2452357","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","G. Malme",NA,NA,NA,"South America","Brazil","Porto Alegre. Canoas",NA,NA,NA,NA,NA,"Malme 310","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2010-04-30 10:27:00-03","MO","MOBOT","2455165","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","C.L. Spegazzini",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Spegazzini s.n.178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-05-03 17:19:00-03","MO","MOBOT","2515209","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Cornelius Osten",NA,NA,NA,"South America","Uruguay","Carrasco, near Montevideo",NA,NA,NA,NA,NA,"Osten 5230","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-08-06 10:59:00-03","MO","MOBOT","2515223","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","W.G. Herter","1928","12",NA,"South America","Uruguay","Carrasco",NA,NA,NA,NA,"P. Taylor","Herter 766","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"5.00000000",NA,NA,NA,"1",NA,NA
"27","2010-01-29 20:52:00-02","MO","MOBOT","3060620","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","W.G. Herter","1947","12","7","South America","Uruguay",NA,NA,NA,NA,NA,NA,"Herter 766b","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2268444","PreservedSpecimen","Plantae","Dicotyledonae","Scrophulariales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","L. Smith & R. Reitz","1957","1","23","South America","Brazil","Mun. Bom Retiro: Bog and pasture, by Fazenda Santo Antônio, Campo dos Padres.",NA,"US03216740","US03216740_01",NA,NA,"10327","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"1650",NA,NA,NA,"1",NA,NA
"29","2020-09-12 05:00:02-03","US","US","2197704","PreservedSpecimen","Plantae","Dicotyledonae","Scrophulariales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","L. Smith & R. Reitz","1952","2","27","South America","Brazil","Mun. Aparados da Serra (Bom Jesús): Open rolling campo, Capella de São José.",NA,"US03216739","US03216739_01",NA,NA,"5910","Rio Grande do Sul",NA,"-49.83","-28.75",NA,NA,NA,NA,NA,"1200",NA,NA,NA,"1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","1444417","PreservedSpecimen","Plantae","Dicotyledonae","Scrophulariales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","W. G. F. Herter","1928","12",NA,"South America","Uruguay","Dep. de Montevideo, Carrasco.",NA,"US03216737",NA,NA,NA,"766","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,"1",NA,NA
"31","2020-09-12 05:00:02-03","US","US","1693668","PreservedSpecimen","Plantae","Dicotyledonae","Scrophulariales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","B. Rosengurtt","1936","2","22","South America","Uruguay","La Floresta.",NA,"US03216738",NA,NA,NA,"B1561","Canelones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"32","2019-12-09 17:30:08-03","UFPR","EFC","13753","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Vieira, R.S.","2015","04","02",NA,"Brasil","Serra do Ibitiraquire - morro Caratuva","Herbácea com 10 cm, em meio ao campo altomontano. Com flores arroxeadas.","EFC013753",NA,NA,"Vieira, R.S.","704","Paraná","Campina Grande do Sul","-48.8302","-25.2409",NA,NA,"2015","04","08","1800","1800","-48.8302","-25.2409",NA,NA,NA
"33","2019-11-13 11:23:40-03","USP","SPF","152349","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2000","07","23",NA,"Brasil","Parque Nacional de Aparados da Serra, Cânion de Itaimbezinho",NA,"SPF00152349",NA,NA,"Rivadavia, F","1207","Rio Grande do Sul","Cambará do Sul","-50.076833","-29.159433",NA,NA,NA,NA,NA,"1000","1000","-50.076833","-29.159433",NA,NA,NA
"34","2019-11-13 11:23:40-03","USP","SPF","180259","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2006","11","19",NA,"Brasil","Serra do Quiriri, No alto da Serra.",NA,"SPF00180259",NA,NA,"Rivadavia, F","2437","Santa Catarina","Garuva","-48.923528","-26.078778",NA,NA,NA,NA,NA,"910","910","-48.923528","-26.078778",NA,NA,NA
"35","2019-11-13 11:23:40-03","USP","SPF","180268","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2006","11","25",NA,"Brasil",NA,NA,"SPF00180268",NA,NA,"Rivadavia, F","2455","Paraná","Palmeira","-49.742889","-25.441861",NA,NA,NA,NA,NA,"1000","1000","-49.742889","-25.441861",NA,NA,NA
"36","2019-11-13 11:23:40-03","USP","SPF","180269","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2007","04","27",NA,"Brasil",NA,NA,"SPF00180269",NA,NA,"Rivadavia, F","2507","Santa Catarina","Alfredo Wagner","-49.191556","-27.667222",NA,NA,NA,NA,NA,"811","811","-49.191556","-27.667222",NA,NA,NA
"37","2019-11-13 11:23:40-03","USP","SPF","180270","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2007","04","27",NA,"Brasil","Serra da Boa Vista",NA,"SPF00180270",NA,NA,"Rivadavia, F","2510","Santa Catarina","Rancho Queimado","-49.163583","-27.699083",NA,NA,NA,NA,NA,"1120","1120","-49.163583","-27.699083",NA,NA,NA
"38","2019-11-13 11:23:40-03","USP","SPF","180271","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2007","04","28",NA,"Brasil",NA,NA,"SPF00180271",NA,NA,"Rivadavia, F","2514","Santa Catarina","Urubici","-49.508278","-28.090833",NA,NA,NA,NA,NA,"1580","1580","-49.508278","-28.090833",NA,NA,NA
"39","2019-11-13 11:23:40-03","USP","SPF","180272","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2007","04","28",NA,"Brasil","Serra do Corvo Branco",NA,"SPF00180272",NA,NA,"Rivadavia, F","2516","Santa Catarina","Grão Pará","-49.366306","-28.056417",NA,NA,NA,NA,NA,"1050","1150","-49.366306","-28.056417",NA,NA,NA
"40","2019-11-13 11:23:40-03","USP","SPF","184609","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Rivadavia, F","2007","04","28",NA,"Brasil","Serra do Corvo Branco, Início da descida da Serra, rodovia SC-439.",NA,"SPF00184609",NA,NA,"Rivadavia, F","2516","Santa Catarina","Grão Pará","-49.366306","-28.056417",NA,NA,NA,NA,NA,"1050","1150","-49.366306","-28.056417",NA,NA,NA
"41","2020-01-15 17:59:27-03","USP","SPF","232479","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Alves, A","2013","11","24",NA,"Brasil",NA,NA,"SPF00232479",NA,NA,"Alves, A","48","Paraná","Balsa Nova","-49.715425","-25.539528",NA,NA,"2013",NA,NA,"950","950","-49.715425","-25.539528",NA,NA,NA
"42","2019-11-13 11:23:40-03","USP","SPF","64319","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Piliackas, JM","1988","02","14",NA,"Brasil","Serra do Cipó, Próximo à casa do IBDF.",NA,"SPF00064319",NA,NA,"Fromm-Trinta, E","CFSC10877","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-25 13:52:26-03","UNIVILLE","JOI","9134","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Mancinelli, W.S.",NA,NA,NA,NA,"Brasil","Pico Garuva.","; HABITO: erva insetívora; TIPO VEGETACIONAL: Campo de Altitude","JOI009134","JOI009134",NA,"D.P. Saridakis",NA,"Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621","22441","auto","2014","08","06","900","900",NA,NA,NA,NA,NA
"44","2021-03-25 13:52:26-03","UNIVILLE","JOI","14698","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Mancinelli, W.S.","2012","03","09",NA,"Brasil","Serra Quiriri.","; HABITAT: campos de altitude; HABITO: erva insetívora","JOI014698","JOI014698",NA,"Mancinelli, W. S.","1453","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621","22441","auto","2012","03","09","1100","1100",NA,NA,NA,NA,NA
"45","2019-06-07 12:49:08-03","F","FMNH-SEEDPLANTS","V0488902F","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata",NA,"W. G. F. Herter","1928","12",NA,"South America","Uruguay",NA,NA,"V0488902F","V0488902F_01","Spermatophyta",NA,"766",NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-20 20:39:23-03","UFSC","FLOR","34583","PreservedSpecimen","Plantae",NA,"Lamiales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","2006","03","08",NA,"Brasil","Encosta do Morro Boa Vista, após travessia do Rio Canoas, Campo dos Padres.","erva, flor lilás","FLOR0034583","FLOR0034583",NA,"Zanin, A.","969","Santa Catarina","Urubici","-49.3375","-27.9475",NA,NA,"2006",NA,NA,"1508","1508","49º20'15''W","27º56'51''S",NA,NA,NA
"47","2020-08-20 20:39:23-03","UFSC","FLOR","22531","PreservedSpecimen","Plantae",NA,"Lamiales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Falkenberg, D.B.; Silva Filho, F.A. da","1992","12","04",NA,"Brasil","Estrada SC 439, encosta oriental da Serra do Corvo Branco.","flor roxa, com mancha central branca e amarela. Sobre tufo de musgos (coleta DBF 5927) no paredão arenítico. Erva quase áfila, com nomófilos espatulados pequenos. #?##?#Raízes#?##?# e utrículos bra.","FLOR0022531",NA,NA,"Falkenberg, D.B.","5926","Santa Catarina","Grão Pará","-49.2146987915039","-28.1849994659424","24844","auto","1992",NA,NA,"1000","1000",NA,NA,NA,NA,NA
"48","2020-08-20 20:39:23-03","UFSC","FLOR","36814","PreservedSpecimen","Plantae",NA,"Lamiales","Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Falkenberg, D.B.","1996","03","28",NA,"Brasil","Proximidades do Morro da Igreja, junto ao km 13, no morro com antena mais distante do CINDACTA.","erva com poucas e pequenas folhas basais com limbo e pecíolo desenv., corola roxa, 0,05 a 0,15m altura. Nem todas as plantas possuem limbo e pecíolo desenvolvidos, algumas parecem #?##?#áfilas#?##?#. Comum no l.","FLOR0036814",NA,NA,"Falkenberg, D.B.","7748","Santa Catarina","Urubici","-49.5917015075684","-28.0149993896484","30102","auto","1997",NA,NA,"1700","1700",NA,NA,NA,NA,NA
"49","2021-02-08 12:43:03-03","UFRGS","ICN","186428","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cf. tridentata","Utricularia cf. tridentata","Sylvén","Schmidt-Silveira, F","2012","10","17","América do Sul","Brasil","Águas Claras, Banhado dos Pachecos","flor lilás; Dentro de água no valão",NA,NA,"Dicotyledon",NA,"445","RS","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:43:03-03","UFRGS","ICN","176040","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","cf. tridentata","Utricularia cf. tridentata","Sylvén","Bonilha, CL","2011","11","30","América do Sul","Brasil","Fazenda Pedra Mole",NA,NA,NA,"Dicotyledon","Pedro Joel da Silva Silva Filh","454","RS","São Lourenço do Sul","-51.9782981872559","-31.3652992248535","48842","auto","2012","02","12",NA,NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:43:03-03","UFRGS","ICN","156256","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","Setubal, R; Grings, M","2006","11","10","América do Sul","Brasil","morro São Pedro Econsciência Espaço de Conservação","flores liláses; em campo úmido de topo de morro",NA,NA,"Dicotyledon","Setubal, R","490","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,"145","145",NA,NA,NA,NA,NA
"52","2021-02-08 12:43:03-03","UFRGS","ICN","176879","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","tridentata","Utricularia tridentata","Sylvén","S Gastal, CV; Irgang, BE","1998","11","25","América do Sul","Brasil","Lageado das Margaridas",NA,NA,NA,"Dicotyledon",NA,"s.n.","RS","Cambará do Sul","-50.1446990966797","-29.0478000640869","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
