"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"112","2019-08-16 08:40:37-03","UTFPR","HCF","23493","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","S.A. Renvoize","2004",NA,NA,"G. Hatschbach","2002","11","12","Brasil","MS","Bonito","Baía das Garças","-56.4818992614746","-21.1210994720459",NA,NA,"lagoa temporariamente seca.",NA,NA,"550","550",NA,NA,"74120",NA,NA,NA,"71352","auto",NA,NA,NA
"113","2020-12-21 16:40:42-03","MBM","MBM","257265","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Smith, S.F.",NA,NA,NA,"Scur, L.",NA,NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,"MBM257265","MBM257265",NA,NA,NA,NA,"664","Southern America",NA,NA,"49662","auto",NA,NA,NA
"114","2020-12-21 16:40:42-03","MBM","MBM","223633","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Hoehne, W.",NA,NA,NA,"Brazil","São Paulo","São Paulo","Próximo a Interlagos","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM223633",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"53584","auto",NA,NA,NA
"115","2020-12-21 16:40:42-03","MBM","MBM","407982","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Gaio, J.","2015","03","24","Gonzatti, F.","2014","01","19","Brazil","Rio Grande do Sul","Osório","Lagoa dos Barros, próximo à lagoa","-50.412778","-29.953056","-50.412778","-29.953056","Entre ciperáceas.; Campo úmido.","MBM407982","MBM407982","14","14",NA,NA,"1526","Southern America",NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:40:42-03","MBM","MBM","117759","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Davidse, G.",NA,NA,NA,"Degener, O.; et al.; et al.",NA,NA,NA,"USA",NA,NA,"Hawai",NA,NA,NA,NA,NA,"MBM117759","MBM117759",NA,NA,NA,NA,"3340","Northern America",NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:40:42-03","MBM","MBM","171418","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Berghen, C.V.",NA,NA,NA,"Senegal",NA,NA,NA,NA,NA,NA,NA,NA,"MBM171418","MBM171418",NA,NA,NA,NA,"2222A","Africa",NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:40:42-03","MBM","MBM","205549","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Leidolf, A.; et al.; et al.",NA,NA,NA,"USA",NA,NA,"Missouri",NA,NA,NA,NA,NA,"MBM205549","MBM205549",NA,NA,NA,NA,"1094","Northern America",NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:40:42-03","MBM","MBM","224271","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Payne",NA,NA,NA,"Jury, S.L.; et al.; et al.",NA,NA,NA,"Morocco",NA,NA,NA,NA,NA,NA,NA,NA,"MBM224271","MBM224271",NA,NA,NA,NA,"14714","Africa",NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:40:42-03","MBM","MBM","418014","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Gaio, J.","2015","05","19","Demeda, C.","2015","04","22","Brazil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.186944","-29.868889","-50.186944","-29.868889","Margem da Lagoa.","MBM418014",NA,"6","6",NA,NA,"89","Southern America",NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:40:42-03","MBM","MBM","98468","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Michel, G.",NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,"MBM098468","MBM098468",NA,NA,NA,NA,"7040","Europe",NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:40:42-03","MBM","MBM","61877","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Davidse, G.",NA,NA,NA,"Brazil","São Paulo","São Paulo","Instituto Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM061877","MBM061877",NA,NA,NA,NA,"14478","Southern America",NA,NA,"53584","auto",NA,NA,NA
"123","2020-12-21 16:40:42-03","MBM","MBM","223634","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Hoehne, W.",NA,NA,NA,"Brazil","São Paulo","São Paulo","Pacaembu","-46.6300010681152","-23.5400009155273",NA,NA,NA,"MBM223634","MBM223634",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,"53584","auto",NA,NA,NA
"124","2020-12-21 16:40:42-03","MBM","MBM","206140","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Renvoize, S.A.",NA,NA,NA,"Imaguire, N.",NA,NA,NA,"Brazil","Paraná","Curitiba","Faculdade de Agronomia","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM206140",NA,NA,NA,NA,NA,"2738","Southern America",NA,NA,"25180","auto",NA,NA,NA
"125","2020-12-21 16:40:42-03","MBM","MBM","251835","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Dusén, P.",NA,NA,NA,"Brazil","Paraná","Paranaguá","Jacareí","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM251835",NA,NA,NA,NA,NA,"14545","Southern America",NA,NA,"24916","auto",NA,NA,NA
"126","2020-10-01 14:26:55-03","JBB","HEPH","13437","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guglieri, A","1979",NA,NA,"Comastri Filho, JA","1979","11","14","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Santana região do Paiáguas, encontrada em leito de vazante","-57.6533012390137","-19.0091991424561",NA,NA,"Erva estolonifera, muito apreciada pelo gado",NA,NA,NA,NA,"Monocotyledon","Poales","17","Southern America",NA,NA,"295160","auto",NA,NA,NA
"127","2020-12-11 11:45:13-03","UFMG","BHCB","176223","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,"2016","04","26","Moreira, SN; Pott, VJ; Pott, A; Souza, EB","2012","05","11","Brasil","Mato Grosso do Sul","Rio Verde",NA,"-54.276389","-21.284167","-54.276389","-21.284167","Erva anfíbia até 20cm de altura.; Campo graminoso úmido Mauritia flexuosa. Borda de Pantanal. Solo orgânico. Relevo plano.","BHCB024746",NA,NA,NA,"Monocotyledon",NA,"842","Southern America",NA,NA,NA,NA,NA,NA,NA
"128","2020-12-11 11:45:13-03","UFMG","BHCB","133905","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,"2016","04","26","Carmo, FF","2008","02","21","Brasil","Minas Gerais","Nova Lima","Parque Estadual do Rola-Moça., C1","-44.033333","-20.066667","-44.033333","-20.066667","Em capão. Afloramento de canga","BHCB035443",NA,"1450","1450","Monocotyledon",NA,"2627","Southern America",NA,NA,NA,NA,NA,NA,NA
"129","2020-12-11 11:45:13-03","UFMG","BHCB","39838","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-11 11:45:13-03","UFMG","BHCB","20755","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Horta, MB","1991","02","24","Brasil","Minas Gerais","Manga","Fazenda Serra Azul","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","Southern America",NA,NA,"51351","auto",NA,NA,NA
"131","2020-12-11 11:45:13-03","UFMG","BHCB","20755","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Horta, MB","1991","02","24","Brasil","Minas Gerais","Manga","Fazenda Serra Azul","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","Southern America",NA,NA,"51351","auto",NA,NA,NA
"132","2020-12-11 11:45:13-03","UFMG","BHCB","169823","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,"2016","04","26","Paula, JE","1976","07","17","Brasil","Tocantins","Araguatins","Rio Araguaia.","-48.1244010925293","-5.65111017227173",NA,NA,"Capim grosso, firtuloso, preso nos fundos com ramos longos flutuantes.; Aquática.","BHCB014409",NA,NA,NA,"Monocotyledon",NA,"1027","Southern America",NA,NA,"51189","auto",NA,NA,NA
"133","2021-02-11 17:21:19-03","UFPR","UPCB","15524","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Michel, G.","1984","09","06","Espanha",NA,NA,"Malaga",NA,NA,NA,NA,NA,"UPCB0039032","UPCB0039032",NA,NA,NA,NA,"7040",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-02-11 17:21:19-03","UFPR","UPCB","14036","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Guimarães, O.A.","1989","01","01","Sbalchiero, D.","1985","05","27","Brasil","Paraná","Curitiba","Bairro Cabral, Praça Isaac Milden","-49.2731018066406","-25.4277992248535",NA,NA,"Ruderal..","UPCB0038798","UPCB0038798",NA,NA,NA,NA,"131",NA,NA,NA,"25180","auto",NA,NA,NA
"135","2021-02-11 17:21:19-03","UFPR","UPCB","31268","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Kozera, C.","1997","07","02","Britez, R.M.","1985","03","09","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia das Conchas","-48.5092010498047","-25.5200004577637",NA,NA,"Erva coletada sobre a areia da praia, próximo a local úmido..","UPCB0038797","UPCB0038797",NA,NA,NA,NA,"29",NA,NA,NA,"24916","auto",NA,NA,NA
"136","2021-02-11 17:21:19-03","UFPR","UPCB","74052","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Cervi, A.C.","2008","01","01","Bona, C.","2008","02","19","Brasil","Paraná","Pinhais","Reservatório Iraí.","-49.1925010681152","-25.4447002410889",NA,NA,"Presente em banco de macrófitas. Hábito de vida Emergente.","UPCB0039033","UPCB0039033",NA,NA,NA,NA,"422",NA,NA,NA,"10418","auto",NA,NA,NA
"137","2021-02-11 17:21:19-03","UFPR","UPCB","74054","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Cervi, A.C.","2009","01","01","Bona, C.","2009","11","24","Brasil","Paraná","Pinhais","Reservatório Iraí.","-49.1925010681152","-25.4447002410889",NA,NA,"Presente em banco de macrófitas. Hábito de vida Emergente.","UPCB0039025","UPCB0039025",NA,NA,NA,NA,"473",NA,NA,NA,"10418","auto",NA,NA,NA
"138","2021-02-11 17:21:19-03","UFPR","UPCB","74051","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Cervi, A.C.","2008","01","01","Bona, C.","2008","02","20","Brasil","Paraná","Curitiba","Reservatório Passauna.","-49.2731018066406","-25.4277992248535",NA,NA,"Presente em banco de macrófitas. Hábito de vida Emergente ou Anfíbia..","UPCB0039026","UPCB0039026",NA,NA,NA,NA,"385",NA,NA,NA,"25180","auto",NA,NA,NA
"139","2021-02-11 17:21:19-03","UFPR","UPCB","40773","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Boldrini, I.","2000","08",NA,"Borgo, M.","2000","02","08","Brasil","São Paulo","Iguape","Rio Brejaituva","-47.5499992370605","-24.7000007629395",NA,NA,"Herbácea rizomatosa com inflorescências vinosas, em brejo a margem do rio..","UPCB0039028","UPCB0039028",NA,NA,NA,NA,"597",NA,NA,NA,"55628","auto",NA,NA,NA
"140","2009-08-21 07:03:00-03","MO","MOBOT","2517498","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Émile Hassler",NA,NA,NA,"Paraguay","Cordillera",NA,NA,"-57.1","-25.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 3652","South America",NA,NA,NA,NA,NA,NA,NA
"141","2015-08-13 10:20:00-03","MO","MOBOT","1445903","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse, 1999 (MO)",NA,NA,NA,"Seção de Pecuária","1996","3","18","Brazil","Bahia","Ilhéus","Fazenda Menina da Serra. Região do Cururupe. amostras recebidas atarvés da Seção de Pecuária, CEPLAC/CEEPC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seção de Pecuária 02","South America",NA,NA,"61245","auto",NA,"1",NA
"142","2011-12-22 05:01:00-02","MO","MOBOT","1121069","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Teodoro Rojas","1948","5","8","Paraguay","Boquerón",NA,"Mariscal Estigarribia.","-60.63333","-22.03333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 14117","South America",NA,NA,NA,NA,NA,"1",NA
"143","2015-05-21 11:15:00-03","MO","MOBOT","1791907","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Gerrit Davidse",NA,NA,NA,"Gerrit Davidse","1976","2","21","Brazil","São Paulo","São Paulo","Grounds of the Instituto Botânico.","-46.6166667","-23.6333333",NA,NA,NA,NA,NA,"860.00000000",NA,NA,NA,"Davidse 10478","South America",NA,NA,NA,NA,NA,"1","1101"
"144","2014-04-14 11:18:00-03","MO","MOBOT","2009173","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Stephan G. Beck","1990","1","21","Bolivia","Santa Cruz","Warnes","38 Km de Santa Cruz hacia Montero, 8 Km despues de Warnes, Estancia Carintia",NA,NA,NA,NA,NA,NA,NA,"330.00000000",NA,NA,NA,"Beck 19671","South America",NA,NA,NA,NA,NA,"1",NA
"145","2015-04-16 21:38:00-03","MO","MOBOT","2483581","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"A. Bresolin","1976","2","10","Brazil","Santa Catarina",NA,"Florianópolis. Rio Vermelho, Ilha de Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bresolin 1174","South America",NA,NA,NA,NA,NA,NA,NA
"146","2009-07-17 07:39:00-03","MO","MOBOT","2958948","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Émile Hassler","1913","11",NA,"Paraguay",NA,NA,"Paraguaria Centralis: in regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hassler 11457","South America",NA,NA,NA,NA,NA,NA,NA
"147","2008-05-27 22:02:00-03","MO","MOBOT","2959064","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"A. Zucol","1993",NA,NA,"Argentina","Entre Ríos","Gualeguay","Gualeguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zucol 569","South America",NA,NA,NA,NA,NA,NA,NA
"148","2013-01-13 18:29:00-02","MO","MOBOT","2963472","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Zuloaga F.O.",NA,NA,NA,"Zulma E. Rúgolo de Agrasar|C.E. Trucco Aleman","1996","3","19","Argentina","Buenos Aires",NA,"Isla Martin Garcia, césped ribereño, altura casa de bombas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 2078","South America",NA,NA,NA,NA,NA,NA,NA
"149","2008-05-27 22:02:00-03","MO","MOBOT","2963564","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Keiichi Mizoguchi","1985","3","14","Brazil","São Paulo",NA,"Municipio Barra Bonita. Side of Tiete River.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mizoguchi 2282","South America",NA,NA,NA,NA,NA,NA,NA
"150","2012-04-25 16:57:00-03","MO","MOBOT","2963662","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Agnes Chase","1925","2","25","Brazil","Minas Gerais",NA,"Wet clay on slope above swale. Igrejinha, 19 Km. Northwest of Juiz De Fóra,",NA,NA,NA,NA,NA,NA,NA,"685.00000000",NA,NA,NA,"Chase 8633","South America",NA,NA,NA,NA,NA,"1",NA
"151","2014-02-23 17:36:00-03","MO","MOBOT","2963863","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Hitchcock",NA,NA,NA,"C. Orth","1934",NA,NA,"Brazil","Rio Grande do Sul",NA,"S. Leopoldo, In incultis siccis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orth 842","South America",NA,NA,NA,NA,NA,NA,NA
"152","2009-08-21 06:56:00-03","MO","MOBOT","2963984","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Keiichi Mizoguchi","1978","2","7","Brazil","São Paulo",NA,"Gaibõta, Municipio Itanhaen, on sandy soil by road side, near sea level.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mizoguchi 373","South America",NA,NA,NA,NA,NA,NA,NA
"153","2011-02-08 08:13:00-02","MO","MOBOT","2964353","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Antonio C. Allem|G. Vieira","1978",NA,NA,"Brazil",NA,NA,"Mato Grosso,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allem 1686","South America",NA,NA,NA,NA,NA,NA,NA
"154","2012-03-28 20:09:00-03","MO","MOBOT","2964561","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Antonio C. Allem|José F.M. Valls|G. Vieira|J. Comastri","1978",NA,NA,"Brazil","Mato Grosso do Sul",NA,"Faz. Rio Negro, Município de Aquidauana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allem 2271","South America",NA,NA,NA,NA,NA,NA,NA
"155","2012-03-28 20:09:00-03","MO","MOBOT","2965120","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Antonio C. Allem|José F.M. Valls|G. Vieira|J. Comastri","1978",NA,NA,"Brazil","Mato Grosso do Sul",NA,"Faz. Santa Delfina, Mun. Corumbá Dist. Nhecolândia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allem 2367","South America",NA,NA,NA,NA,NA,NA,NA
"156","2009-07-10 17:57:00-03","MO","MOBOT","2966759","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Troels M. Pedersen","1952","1","1","Argentina","Corrientes","Mburucuyá","Estancia,,Santa Teresa. On moist sand with open corner of short grass and grass-like herbs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 1418","South America",NA,NA,NA,NA,NA,NA,NA
"157","2009-12-07 22:06:00-02","MO","MOBOT","2966788","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Elisa G. Nicora","1960",NA,NA,"Argentina","Buenos Aires",NA,"Camino de Gral Madariaga a Conesa (pao Gral Madariaga)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicora 6982","South America",NA,NA,NA,NA,NA,NA,NA
"158","2008-05-27 22:02:00-03","MO","MOBOT","2966816","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Osvaldo Boelcke","1956",NA,NA,"Argentina","Buenos Aires","Magdalena","Punta Indio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boelcke 8537","South America",NA,NA,NA,NA,NA,NA,NA
"159","2011-01-31 07:11:00-02","MO","MOBOT","2966839","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"L.R. Parodi","1927",NA,NA,"Argentina","Buenos Aires",NA,"Pdo. Berazalegui, Platanos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parodi 3976","South America",NA,NA,NA,NA,NA,NA,NA
"160","2008-05-27 22:02:00-03","MO","MOBOT","2966884","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"* LAVALLE","1938","1","6","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAVALLE 371","South America",NA,NA,NA,NA,NA,NA,NA
"161","2008-05-27 22:02:00-03","MO","MOBOT","2966909","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"Alan A. Beetle","1952","6","29","Brazil","Rio Grande do Sul",NA,"Vicinity of San Antonio;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beetle 1390","South America",NA,NA,NA,NA,NA,NA,NA
"162","2010-01-29 20:50:00-02","MO","MOBOT","2966965","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"W.G. Herter","1926","4",NA,"Uruguay",NA,NA,"Carrasco Lit Platens. Hab 0-5, Aren. Humid, Solo Expos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 432","South America",NA,NA,NA,NA,NA,NA,NA
"163","2010-04-23 21:23:00-03","MO","MOBOT","2967022","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"A. A. Sáenz|Osvaldo Morrone","1987",NA,NA,"Argentina","Corrientes","Paso de los Libres","Ruta 14 entre Bonpland y Paso de los Libres.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sáenz 321","South America",NA,NA,NA,NA,NA,NA,NA
"164","2008-05-27 22:02:00-03","MO","MOBOT","2967107","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","P. Dusén",NA,NA,NA,"Per Dusén","1914",NA,NA,"Brazil","Paraná",NA,"Serra do Mar, Sambaso lacis. arenosis.",NA,NA,NA,NA,NA,NA,NA,"860.00000000",NA,NA,NA,"Dusén 14574","South America",NA,NA,NA,NA,NA,NA,NA
"165","2012-04-11 14:20:00-03","MO","MOBOT","2967152","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Swallen",NA,NA,NA,"R. Ruiz","1946","2","6","Brazil","Santa Catarina",NA,"Sombrio, Campo.",NA,NA,NA,NA,NA,NA,NA,"10.00000000",NA,NA,NA,"Ruiz C1410","South America",NA,NA,NA,NA,NA,"1",NA
"166","2015-10-31 05:50:00-02","MO","MOBOT","2967311","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Wilson Hoehne","1948",NA,NA,"Brazil","São Paulo",NA,"Sp. Bairro Pacaembú. Terreno úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoehne SPF 11769","South America",NA,NA,NA,NA,NA,NA,NA
"167","2013-12-22 19:27:00-02","MO","MOBOT","2967418","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Stephen F. Smith",NA,NA,NA,"A. Kegler","2000",NA,NA,"Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul-Ana Rech. Hábitat na capoeira.",NA,NA,NA,NA,NA,NA,NA,"780.00000000",NA,NA,NA,"Kegler 883","South America",NA,NA,NA,NA,NA,NA,NA
"168","2012-06-15 17:39:00-03","MO","MOBOT","2967488","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"L. Scur","2001",NA,NA,"Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul-Vila Seca. no campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scur 664","South America",NA,NA,NA,NA,NA,NA,NA
"169","2012-10-10 15:36:00-03","MO","MOBOT","2967643","PreservedSpecimen","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","G. Davidse",NA,NA,NA,"T.S. da Silva","1975","11","6","Brazil","São Paulo",NA,"São Paulo, Parque Estadual das Fontes do Ipiranga,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva 219","South America",NA,NA,NA,NA,NA,NA,NA
"170","2015-05-20 10:36:38-03","UFERSA","MOSS","1804","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Oliveira, O.F. de","1981","06","02","Oliveira, O.F. de","1981","06","02","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM","-37.344444","-5.191944","37W20'40","5S11'31","herbácea; coletada em canteiro; solo humífero; ocasional; interesse econ. forrageira; flor esverdeada; n.v. torpedo.",NA,NA,"10","10",NA,NA,"882","América do Sul",NA,NA,NA,NA,NA,NA,NA
"171","2015-05-20 10:36:38-03","UFERSA","MOSS","1803","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Oliveira, O.F. de","1981","06","02","Oliveira, O.F. de","1981","06","02","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM.","-37.344444","-5.191944","37W20'40","5S11'31","herbácea; coletada em canteiro; solo humífero; ocasional; interesse econ. forrageira; flor esverdeada; n.v. torpedo.",NA,NA,"10","10",NA,NA,"882","América do Sul",NA,NA,NA,NA,NA,NA,NA
"172","2021-01-09 21:48:45-03","UNICENTRO","HUCO","5281","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Cordeiro","2010",NA,NA,"Dunaiski, A.","2009","04","24","Brasil","Paraná","Pinhais",NA,"-49.1925010681152","-25.4447002410889",NA,NA,"Iraí 657; Erva; DESC: Erva",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"10418","auto",NA,NA,NA
"173","2017-11-24 14:12:06-02","UFLA","ESAL","18996","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.","Tatiana Sendulsky",NA,NA,NA,"S.C.A.Lobo Leite",NA,NA,NA,"Brasil","Minas Gerais","Itutinga","Represa de Camargos","-44.6577987670898","-21.2980995178223",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"24458","auto",NA,NA,NA
"174","2017-11-24 14:12:06-02","UFLA","ESAL","2162","S","Plantae","Poaceae","Panicum","repens","Panicum repens","L.",NA,NA,NA,NA,"Carlos Benedini",NA,NA,NA,"Brasil","São Paulo","Pitangueiras","Fazenda São Vicente","-48.2200012207031","-21",NA,NA,"; ; ;; palustre",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"21470","auto",NA,NA,NA
