"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-04-05 14:25:16-03","UNESC","CRI","2695","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) Macbr.","A. Burkart","Reitz; Klein","8329","1959","01","27","Brasil",NA,"Brasil","Matador.","-49.643333","-27.214722","49º38'36''W","27º12'53''S","350","350",NA,"CRI002649","CRI002649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:32-03","UNESC","CRI","2733","PreservedSpecimen","Plantae","Fabaceae","Phanera","microstachya","Phanera microstachya","(Raddi) L. P. Queiroz","A. Burkart","R. M. Klein",NA,"1962","09","14","Brasil","Santa Catarina","Monte Castelo","Serra do Espigão - SC.","-50.230556","-26.459444","50º13'50''W","26º27'34''S",NA,NA,NA,"CRI002655","CRI002655",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","583750","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. P. Wunderlin","G. G. Hatschbach","18664","1968","03","07","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3289","-25.3069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583750","NY00583750_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1184060","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","A. M. S. da F. Vaz","H. C. de Lima","2996","1987","06","24","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desenano, Serra da Rita, Estrada p/ a Fazenda da Rita.","-41.97","-21.97",NA,NA,"680","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184060","NY01184060_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","590202","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. P. Wunderlin","R. Reitz","9676","1960","05","13","Brazil","Santa Catarina","Jacinto Machado","Sanga da Areia. Jacinto Machado","-49.766476","-29.084523",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590202","NY00590202_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1184079","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"R. D. Ribeiro","476","2005","05","18","Brazil","Rio de Janeiro","Cabo Frio","Estrada do Curiri - Peró.","-42.0078","-22.0244",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184079","NY01184079_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00958674","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","J. W. Grimes","W. R. Anderson","9205","1973","04","19","Brazil","Minas Gerais",NA,"22 km by road W of Januária on road to Serra das Araras. 1 km NW of large limestone hill","-44.51167","-15.62389",NA,NA,"610","610","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024580' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958674","NY00958674_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","583744","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"H. C. de Lima","2857","1987","05","05","Brazil","Rio de Janeiro","Saquarema","Vila Tur, Praia de Ipitangas","-42.5103","-22.9203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583744","NY00583744_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","590206","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","M. H. Nee","M. H. Nee","41081","1991","06","15","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, 0-2 km. SW of El Carmen, along trail to Quebrada Yapoje and Rio Saguayo","-63.7","-17.53",NA,NA,"360","360","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590206",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","755092","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","A. M. S. da F. Vaz","A. R. S. de Oliveira","458","1995","05","31","Brazil","Acre","Sena Madureira","Riozinho do Andirá, colocação Curitiba, proprietário Francisco Firmino da Costa.","-68.1480556","-9.7291667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755092","NY00755092_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01046024","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","A. M. S. da F. Vaz","J. G. Jardim","1789","1998","07","11","Brazil","Bahia","Itacaré","Rod. para Itacaré entrada a ca 1 km da BR-101, ramal que leva a fazenda de cacau, margeando o Rio Contas, ca 2 km da entrada","-39.28","-14.32",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=492607' target='other'> <mi>dwc_moreinfo</mi></a>","NY01046024","NY01046024_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","583710","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","G. P. Lewis","G. P. Lewis","2026","1991","05","09","Brazil","Bahia","Porto Seguro","Eunápolis at 41 km W of Estaçao Ecológica do Pau Brasil (ESPAB). Vera Cruz - estrada de terra to Vale Verde km 17 entrada direta, estrada de terra 4 km","-39.3","-16.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583710","NY00583710_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1184068","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"R. Marquete","862","1993","04","27","Brazil","Rio de Janeiro","Paratí","À 29 km. do trevo de Paraty, (Faz. Sr. gilbrail), antiga trilha para o Saco de Mamanguá.","-44.7131","-23.2178",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461026' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184068","NY01184068_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 13:35:00-03","NY","NYBG","590203","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya",NA,NA,"M. J. Jansen-Jacobs","3375","1994","01","26","Guyana",NA,NA,"Rupununi. Kanuku Mts., Crabwood Cr., Camp 2",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590203","NY00590203_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","583708","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"J. G. Jardim","1064","1997","05","23","Brazil","Bahia","Itacaré","Rodovia para Itacaré. Entrada ca. de 1 km da BR-101. Ramal que leva as fazendas no sentido L, margem do Rio de Contas, ca. 2 km da entrada","-38.9967","-14.2778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583708","NY00583708_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","777847","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","A. M. S. da F. Vaz","J. G. Jardim","3295","2001","03","31","Brazil","Bahia",NA,"Licínio de Almeida: Rod. para Urandi, ca. 3.8 km da cidade","-42.5092","-14.7131",NA,NA,"860","860","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777847","NY00777847_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1184056","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"L. C. d. S. Giordano","1372","1992","07","04","Brazil","Rio de Janeiro","Paratí","Laranjeiras, caminho para a Praia do Sono, após a 2° prteira. Faz. Santa Maria.","-44.7131","-23.2178",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460980' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184056","NY01184056_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","583704","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"M. M. Arbo","7618","1997","01","21","Brazil","Bahia",NA,"10 km al W de Brumado, camino a Caetité","-41.77","-14.18",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583704","NY00583704_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2423370","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"R. D. Ribeiro","232","2004","05","20","Brazil","Rio de Janeiro","Armação dos Búzios","APA da Azeda",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2695733' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423370","NY02423370_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1019446","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"R. D. Ribeiro","1125","2009","06","11","Brazil","Rio de Janeiro","Cabo Frio","Peró, estrada para Praia das Conchas.","-42.0183","-22.8794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1282401' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019446","NY01019446_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1099664","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","A. M. S. da F. Vaz","W. A. Rodrigues","4261","1962","01","06","Brazil","Rondônia",NA,"Forte Príncipe da Beira, rio Guaporé.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373347' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099664","NY01099664_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","590204","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. P. Wunderlin","J. A. Steyermark","116484","1978","03","18","Venezuela","Miranda",NA,"Cerros del Bachiller, near east end: virgin semi-deciduous forest, low rolling topography, between Quebradas Corozal and Santa Cruz, south of Santa Cruz. 10 kms (by air) west of Cúpira","-65.8","10.15",NA,NA,"18","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590204",NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","583748","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. P. Wunderlin","G. G. Hatschbach","19142","1968","04","24","Brazil","Paraná","Marechal Cándido Rondon","Porto Mendes","-54.0567","-24.5561",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583748","NY00583748_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","583743","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. C. Barneby","J. R. Pirani","2879","1993","05","15","Brazil","Rio de Janeiro","Cabo Frio","Armaçao dos Buzios. Restinga na beira da estrada para a Praia de Tucuns","-42.0183","-22.8794",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583743","NY00583743_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","583749","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","J. W. Grimes","G. G. Hatschbach","21067","1969","02","08","Brazil","Paraná","Cerro Azul","Boa Vista","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583749","NY00583749_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","583709","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","A. M. S. da F. Vaz","S. A. Mori","11787","1979","05","04","Brazil","Bahia","Maracás","Rod. BA-250, Faz. dos Pássaros a 24 km a E de Maracás","-40.4306","-13.4411",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583709","NY00583709_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","590201","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. P. Wunderlin","L. B. Smith","12156","1957","03","15","Brazil","Santa Catarina","Pôrto Uniao","Pinheiral, 21 km south of Porto Uniao","-51.0781","-26.2383",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590201","NY00590201_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1099663","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","J. W. Grimes","M. G. da Silva","7116","1984","02","02","Brazil","Roraima","Caracaraí","Rod. Per. Norte, 35 Km W de Caracaraí.","-61.383333","2.016667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373346' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099663","NY01099663_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","306171","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","M. H. Nee","M. H. Nee","48773","1998","03","27","Bolivia","Santa Cruz","Andrés Ibáñez","7.3 km from Santa Cruz-Samaipata highway leaving at Tarumá, on dirt road along Río Salado and oil pipeline.","-63.5","-18.1",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=255411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306171","NY00306171_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1184249","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"R. D. Ribeiro","1534","2010","05","22","Brazil","Rio de Janeiro","Armação dos Búzios","Antigo Bauen Club, estrada para Praia de Caravelas.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1467043' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184249","NY01184249_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01093132","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.",NA,"H. C. de Lima","78","1977","07","06","Brazil","Rio de Janeiro",NA,"Campo Grande, Serra do Mendanha",NA,NA,NA,NA,"400","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249396' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093132","NY01093132_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","583747","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. P. Wunderlin","G. G. Hatschbach","19909","1968","04","11","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3289","-25.3069",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583747","NY00583747_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00958673","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","R. P. Wunderlin","A. F. M. Glaziou","14624",NA,NA,NA,"Brazil","Minas Gerais",NA,"Brésil. Minas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024579' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958673","NY00958673_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","583707","PreservedSpecimen","Plantae","Fabaceae","Bauhinia","microstachya","Bauhinia microstachya","(Raddi) J.F.Macbr.","C. Kozera","V. A. de O. Dittrich","97","1996","04","22","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583707","NY00583707_01","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
