"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","3374830","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"H. S. Irwin","57589","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3820041' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374830","1963","09","25","Magnoliophyta","Myrtales","(Aubl.) DC.",NA,"Wilhelmina Gebergte. Zuid River. Lower slopes, Kayser Gebergte, 40 km above confluence with Lucie Rivier.","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00748951","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"W. R. Anderson","8143","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748951","1973","04","04","Magnoliophyta","Myrtales","(Aubl.) DC.","Goiás","2 km by road E of Cristalina. Serra dos Cristais.","1200","1200","NY00748951_01","S. S. Renner","Cristalina","-47.582","-16.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00939846","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"E. P. Heringer","4528","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939846","1980","04","28","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Bacia do Rio São Bartolomeu",NA,NA,"NY00939846_01","S. S. Renner","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00939841","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"E. P. Heringer","8102.296","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939841","1961","03","20","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Parque do Guará.",NA,NA,"NY00939841_01","S. S. Renner","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1290803","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"G. T. Prance","5739","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01290803","1968","07","06","Magnoliophyta","Myrtales","(Aubl.) DC.","Rondônia","Basin of Rio Madeira. Km 215-216 Madeira-Mamoré railroad near Abunã",NA,NA,"NY01290803_01",NA,NA,"-65.2929389","-9.7804477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-12-15 14:58:00-02","NY","NYBG","1290811","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"M. J. G. Hopkins","802","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01290811","1986","06","17","Magnoliophyta","Myrtales",NA,"Roraima","Ilha de Maracá. On road between SEMA Estaçao and Boa Vista, 14 km from Island.",NA,NA,"NY01290811_01",NA,"Alto Alegre","-61.33","3.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3374829","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"H. S. Irwin","55273","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3820040' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374829","1963","08","28","Magnoliophyta","Myrtales","(Aubl.) DC.",NA,"Wilhelmina Gebergte. Zuid Rivier. Infrequent in savanna 3.5 km east of Kayser Airstrip 45 km above confluence with Lucie Rivier.","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 12:46:00-03","NY","NYBG","01856046","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"M. J. R. Rocha","731","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2190429' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856046","2012","07","26","Magnoliophyta","Myrtales",NA,"Minas Gerais","Parque Clube Pesque e Pague Itororó. Vereda, solo arenoso úmido. Reserva Ecológica do Clube Caça & Pesca Itororó. Vereda, solo arenoso úmido",NA,NA,"NY01856046_01","M. J. R. Rocha","Uberlândia","-48.3092","-19.0058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00941459","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"C. E. B. Proença","189","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941459","1982","06","23","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Cabeça do Vale do Capão da Onça.","970","1000","NY00941459_01","S. S. Renner","Brasília","-47.63","-15.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1290795","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"H. S. Irwin","47253","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760185' target='other'> <mi>dwc_moreinfo</mi></a>","NY01290795","1960","07","30","Magnoliophyta","Myrtales","(Aubl.) DC.","Amapá","immediately south of airfield, about 2 km NE of Oiapoque.",NA,NA,"NY01290795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3374747","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"B. Maguire","32233","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3819920' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374747","1951","10","24","Magnoliophyta","Myrtales","(Aubl.) DC.",NA,"Pakaraima Mountains, Imbaimadai Savannas, Upper Mazaruni River","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00939843","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"E. P. Heringer","524","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939843","1978","06","06","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Rio Monjolo dentro da Chácara.",NA,NA,"NY00939843_01","S. S. Renner","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","522982","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"G. Gardner","2857","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=693667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522982","1841",NA,NA,"Magnoliophyta","Myrtales","(Aubl.) DC.","Piauí","Brasilia tropica",NA,NA,"NY00522982_01","S. S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3374841","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"B. Maguire","34559","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3820052' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374841","1953","03","17","Magnoliophyta","Myrtales","(Aubl.) DC.","Amazonas","Alto Río Orinoco, edge of Savanna No. 3, northwest base of Cerro Yapacana","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3374858","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"B. Maguire","29265","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3820069' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374858","1950","10","17","Magnoliophyta","Myrtales","(Aubl.) DC.","Amazonas","Río Atabapo, Río Orinoco, above San Fernando de Atabapo","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 22:06:00-03","NY","NYBG","00941461","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"P. Clausen","600","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941461",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"Minas Gerais",NA,NA,NA,"NY00941461_01","S. S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-12-15 14:58:00-02","NY","NYBG","1290776","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"G. A. Black","47-1822","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760166' target='other'> <mi>dwc_moreinfo</mi></a>","NY01290776","1947","10","27","Magnoliophyta","Myrtales",NA,"Pará","Belterra. beira do Rio Tapajós, Pindobal",NA,NA,"NY01290776_01",NA,"Santarém","-54.7083","-2.44306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3374856","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"B. Maguire","30533","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3820067' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374856","1951","01","01","Magnoliophyta","Myrtales","(Aubl.) DC.","Amazonas","Cerro Yapacana, Río Orinoco, Savanna No. 3, northwest base of mountain","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-12-15 14:58:00-02","NY","NYBG","1290804","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"G. A. Black","52-14538","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760194' target='other'> <mi>dwc_moreinfo</mi></a>","NY01290804","1952","05","27","Magnoliophyta","Myrtales",NA,"Rondônia","Porto Velho. Ilhas da mata e campo misturados, beira de estrada até Viana, Km 8.",NA,NA,"NY01290804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00941463","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"J. B. E. Pohl","2706","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941463",NA,NA,NA,"Magnoliophyta","Myrtales","(Aubl.) DC.","Goiás","In louis aquosis paludosis ad Caldas.",NA,NA,"NY00941463_01","S. S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 13:46:00-03","NY","NYBG","01404487","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"W. R. Anderson","36500","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2252240' target='other'> <mi>dwc_moreinfo</mi></a>","NY01404487","1972","03","03","Magnoliophyta","Myrtales",NA,"Bahia","Serra ca. 30 km W of Barreiras","700","700","NY01404487_01","S. S. Renner","Barreiras","-44.99","-12.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02423422","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"G. M. Antar","86","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2680030' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423422","2012","09","03","Magnoliophyta","Myrtales","(Aubl.) DC.","Minas Gerais","Parque Nacional da Serra do Cipó. Rodovia MG 010, Santana do Riacho - Conceição do Mato Dentro. Km 121, próximo à estátua do velho Juca","1200",NA,"NY02423422_01","G. M. Antar","Santana do Riacho","-43.5547","-19.2533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00748950","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"H. S. Irwin","13169","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748950","1966","02","26","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Lagôa Feia, ca. 10 km E. of Sobradinho","1000","1000","NY00748950_01","S. S. Renner","Brasília","-47.7","-15.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 05:53:00-03","NY","NYBG","01421511","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"K. M. Redden","7141","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687849' target='other'> <mi>dwc_moreinfo</mi></a>","NY01421511","2010","07","29","Magnoliophyta","Myrtales",NA,"Cuyuni-Mazaruni","On west side of airstrip.","516",NA,"NY01421511_01","F. A. Michelangeli",NA,"-60.29886","5.70636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-12-15 14:58:00-02","NY","NYBG","1290771","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"L. Coradin","841","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760161' target='other'> <mi>dwc_moreinfo</mi></a>","NY01290771","1977","10","20","Magnoliophyta","Myrtales",NA,"Roraima","Northeastern Roraima, ca. 110 km. NE of Boa Vista. 14 km. SW of Bonfim. By unnamed lake.",NA,NA,"NY01290771_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00939849","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"J. H. Kirkbride Jr.","4804","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939849","1982","06","08","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Perto do Ribeirão do Gama.","1020","1020","NY00939849_01","S. S. Renner","Brasília","-47.88","-15.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3374865","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"B. Maguire","34691","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3820076' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374865","1953","03","24","Magnoliophyta","Myrtales","(Aubl.) DC.","Amazonas","Alto Río Orinoco, in morechales in Sabana Grande, between Esmeralda and base of Cerro Duida","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3374748","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"B. Maguire","40679","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3819921' target='other'> <mi>dwc_moreinfo</mi></a>","NY03374748","1955","02","13","Magnoliophyta","Myrtales","(Aubl.) DC.","Cuyuni-Mazaruni","Mt. Ayanganna, Pakaraima Mountains","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4218383","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"F. Almeda","7715","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451134' target='other'> <mi>dwc_moreinfo</mi></a>","NY04218383","1999","05","17","Magnoliophyta","Myrtales","(Aubl.) DC.","Minas Gerais","Estrada para Serra das Bicas, ca. 10km de Carrancas.",NA,NA,NA,NA,"Carrancas","-44.65","-21.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00941452","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"E. P. Heringer","494","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941452","1978","05","15","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Reserva Ecológica do IBGE, mata ciliar alterada na picada R-1.",NA,NA,"NY00941452_01","S. S. Renner","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1290790","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"B. G. S. Ribeiro","1479","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760180' target='other'> <mi>dwc_moreinfo</mi></a>","NY01290790","1976","10","13","Magnoliophyta","Myrtales","(Aubl.) DC.","Amapá","Porto Platon, E. F. Amapá, colhida às margens do rio Amapari",NA,NA,"NY01290790_01",NA,NA,"-51.4441252","0.7064974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00939848","PreservedSpecimen","Plantae","Melastomataceae","Rhynchanthera","grandiflora","Rhynchanthera grandiflora",NA,"J. H. Kirkbride Jr.","4750","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013508' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939848","1982","05","05","Magnoliophyta","Myrtales","(Aubl.) DC.","Distrito Federal","Perto de Córrego Vandinha. 1 km S de Brazilândia.",NA,NA,"NY00939848_01","S. S. Renner","Brasília","-48.2","-15.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
