"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","occurrenceRemarks","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","relatedCatalogItem","dayIdentified","relationshipType","fieldNumber","individualCount","typeStatus"
"660","2018-03-20 10:42:01-03","F","FMNH-SEEDPLANTS","V0428011F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,NA,"P. Jörgensen","3733","1930",NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"V0428011F","V0428011F_01 V0428011F_02","Spermatophyta",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"661","2018-03-20 10:40:42-03","F","FMNH-SEEDPLANTS","V0427177F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"B. A. Krukoff","4574","1933","5","26","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0427177F","V0427177F_01 V0427177F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"662","2018-03-20 10:42:02-03","F","FMNH-SEEDPLANTS","V0428012F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"G. Klug","3782","1934","10",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428012F","V0428012F_01 V0428012F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"663","2018-03-20 10:42:03-03","F","FMNH-SEEDPLANTS","V0428013F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"H. H. Rusby","1507","1885",NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"V0428013F","V0428013F_01 V0428013F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"664","2018-03-20 10:42:03-03","F","FMNH-SEEDPLANTS","V0428014F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"O. Kuntze",NA,"1892",NA,NA,"Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,"V0428014F","V0428014F_01 V0428014F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"665","2018-03-20 10:42:04-03","F","FMNH-SEEDPLANTS","V0428015F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,NA,"3590","1911","7",NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0428015F","V0428015F_01 V0428015F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"666","2018-03-20 10:42:05-03","F","FMNH-SEEDPLANTS","V0428016F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"H. E. Stork & et al.","10477","1939","2","3","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428016F","V0428016F_01 V0428016F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"667","2018-03-20 10:42:05-03","F","FMNH-SEEDPLANTS","V0428017F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"E. P. Killip","25163","1929","6","16","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428017F","V0428017F_01 V0428017F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"668","2018-03-20 10:42:06-03","F","FMNH-SEEDPLANTS","V0428018F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"G. Klug","4222","1936","1",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428018F","V0428018F_01 V0428018F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"669","2018-03-20 10:42:07-03","F","FMNH-SEEDPLANTS","V0428019F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"T. Morong","746","1888",NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"V0428019F","V0428019F_01 V0428019F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"670","2018-03-20 10:42:08-03","F","FMNH-SEEDPLANTS","V0428020F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"S. Venturi","151","1919","1",NA,"Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"V0428020F","V0428020F_01 V0428020F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"671","2018-03-20 10:42:09-03","F","FMNH-SEEDPLANTS","V0428021F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"R. Schreiter","87","1919","1","6","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"V0428021F","V0428021F_01 V0428021F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"672","2018-03-20 10:42:10-03","F","FMNH-SEEDPLANTS","V0428022F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximiliani",NA,NA,"C. Meyer","3126","1940","1","18","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,"V0428022F","V0428022F_01 V0428022F_02","Spermatophyta",NA,"maximiliani","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"673","2018-03-20 10:42:11-03","F","FMNH-SEEDPLANTS","V0428023F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii",NA,NA,"Ll. Williams","432","1929","5","24","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428023F","V0428023F_01 V0428023F_02","Spermatophyta",NA,"swansonii","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"674","2018-03-20 10:42:12-03","F","FMNH-SEEDPLANTS","V0428024F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii",NA,NA,"J. Schunke V.","2950","1969","1","4","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428024F","V0428024F_01 V0428024F_02","Spermatophyta",NA,"swansonii","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"675","2018-03-20 10:42:12-03","F","FMNH-SEEDPLANTS","V0428025F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii",NA,NA,"J. Schunke V.","1476","1967","1","5","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428025F","V0428025F_01 V0428025F_02","Spermatophyta",NA,"swansonii","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"676","2018-03-20 10:42:13-03","F","FMNH-SEEDPLANTS","V0428026F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii",NA,NA,"Ll. Williams","6486","1929","12",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428026F","V0428026F_01 V0428026F_02","Spermatophyta",NA,"swansonii","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"677","2018-03-20 10:42:14-03","F","FMNH-SEEDPLANTS","V0428027F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii",NA,NA,"P. Jörgensen","3733","1931","12",NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"V0428027F","V0428027F_01 V0428027F_02","Spermatophyta",NA,"swansonii","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"678","2018-03-20 10:42:15-03","F","FMNH-SEEDPLANTS","V0428028F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii",NA,NA,"J. Cuatrecasas","14112","1943","2","25","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,NA,"V0428028F","V0428028F_01 V0428028F_02","Spermatophyta",NA,"swansonii","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"679","2018-03-20 10:42:16-03","F","FMNH-SEEDPLANTS","V0428029F","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansonii",NA,NA,"E. F. Poeppig","1946","1830",NA,NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0428029F","V0428029F_01 V0428029F_02","Spermatophyta",NA,"swansonii","South America",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"680","2019-01-25 15:33:23-02","IAC","IAC","6189","S","Plantae","Amaranthaceae-03.Amaranthoideae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","O. Handro","A.P. Viégas & O. Zagatto","s/nº","1941","02","21","Brasil","São Paulo","Águas da Prata",NA,"-46.7167","-21.9367","-46.7167","-21.9367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1944",NA,NA,"03",NA,NA,"17",NA,NA,NA,NA
"681","2020-07-23 11:56:36-03","CEPLAC","CEPEC","32909","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,"Grupo Pedra do Cavalo","Grupo Pedra do Cavalo","299","1980","06","24","Brasil","Bahia","CACHOEIRA","Vale dos Rios Paraguaçu e Jacuipe. Estação da Mata.","-39.083333","-12.533333","39W5'0","12S32'0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/08/1980",NA,NA,NA,NA,NA
"682","2020-07-23 11:56:36-03","CEPLAC","CEPEC","67374","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,"L. A. Mattos-Silva","L. A. Mattos-Silva","3287","1995","12","26","Brasil","Bahia","ILHÉUS","Area da UESC, prox. a cerca do Campus, lado leste.","-39.166667","-14.8","39W10'","14S48'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995",NA,NA,NA,NA,NA
"683","2020-07-23 11:56:36-03","CEPLAC","CEPEC","67391","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,"J. G. Jardim","L. A. Mattos-Silva","3262","1999","09","05","Brasil","Bahia","ILHÉUS","Entre cerca lateral/Pav. Manoel Nabuco.","-39.166667","-14.8","39W10'","14S48'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/1995",NA,NA,NA,NA,NA
"684","2020-07-23 11:56:36-03","CEPLAC","CEPEC","71336","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,"L. R. Senna","A. M. Giulietti","293","1996","03","11","Brasil","Bahia","MORRO DO CHAPÉU","Ca. 12Km da cidade, no sentido de Tamboril, Serra do Candeal.","-41.188611","-11.445","41W11'19","11S26'42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"07/02/2002",NA,NA,NA,NA,NA
"685","2020-07-23 11:56:36-03","CEPLAC","CEPEC","38441","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,"T. S. dos Santos","J. L. Hage","1817","1986","01","23","Brasil","Bahia","ILHÉUS","Quadra A' do CEPEC. Margem do braço do Rio Cachoeira. Entre Ginásio de esporte/Setor de Treinamento.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> João-crioulo (preto)",NA,"61245","auto",NA,NA,"30/08/1986",NA,NA,NA,NA,NA
"686","2020-07-23 11:56:36-03","CEPLAC","CEPEC","147476","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata",NA,"A. C. Cervi","A. C. Cervi","6443",NA,NA,NA,"Brasil","Paraná","FOZ DO IGUAÇU",NA,"-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"687","2020-07-23 12:05:53-03","CEPLAC","CEPEC","18074","PreservedSpecimen","Plantae","Euphorbiaceae","Chamissoa","acuminata","Chamissoa acuminata acuminata",NA,"L. R. Senna","R. M. Harley","19345","1977","03","03","Brasil","Bahia","MORRO DO CHAPÉU","Topo do Moro do Chapéu. Ca. 8Km SW da cidade. A W Rod. p/ Utinga.","-41.2","-11.583333","41W12'0","11S35'0",NA,NA,NA,NA,NA,NA,"acuminata",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006",NA,NA,NA,NA,NA
"688","2020-07-23 11:56:36-03","CEPLAC","CEPEC","25339","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata acuminata",NA,"L. R. Senna","R. M. Harley","20630","1980","01","25","Brasil","Bahia","MUCUGÊ","Acima 2Km ao longo da Rod. p/ Andaraí.","-41.35","-12.983333","41W21'","12S59'",NA,NA,NA,NA,NA,NA,"acuminata",NA,NA,NA,NA,NA,NA,NA,NA,"28/02/2006",NA,NA,NA,NA,NA
"689","2020-07-23 11:56:36-03","CEPLAC","CEPEC","35136","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata acuminata",NA,"A. Furlan","L. R. Noblick","2861","1983","11","19","Brasil","Bahia","ANDARAÍ","2Km cidade, antes da ponte do Rio Paraguacu.","-12.25","-41.3","12W15'","41S18'",NA,NA,NA,NA,NA,NA,"acuminata",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA,NA,NA,NA,NA
"690","2020-07-23 11:56:36-03","CEPLAC","CEPEC","23004","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximilianni",NA,"S. G. da Vinha","A. M. de Carvalho","516","1981","02","16","Brasil","Bahia","CONCEIÇÃO DE FEIRA","L-NE da Barragem de Bananeiras.","-39.029444","-12.548056","39W1'46","12S32'53",NA,NA,NA,NA,NA,NA,"maximilianni",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1981",NA,NA,NA,NA,NA
"691","2020-07-23 11:56:36-03","CEPLAC","CEPEC","16214","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximilianni",NA,"C. C. Townsend","S. A. Mori","11572","1979","03","15","Brasil","Bahia","caatiba","6Km W BA-265, trecho Caatiba/Barra do Choca.","-40.4075012207031","-14.9766998291016","0*0'99","99*99'99",NA,NA,NA,NA,NA,NA,"maximilianni",NA,NA,NA,NA,"35485","auto",NA,NA,"30/12/1980",NA,NA,NA,NA,NA
"692","2020-07-23 11:56:36-03","CEPLAC","CEPEC","879","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximilianni",NA,"S. G. da Vinha","R. P. Belém","639","1965","04","01","Brasil","Bahia","ILHÉUS","Area do CEPEC.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,"maximilianni",NA,NA,NA,NA,"61245","auto",NA,NA,"30/12/1981",NA,NA,NA,NA,NA
"693","2020-07-23 11:56:36-03","CEPLAC","CEPEC","11149","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximilianni",NA,"S. G. da Vinha","T. S. dos Santos","2849","1974","11","11","Brasil","Bahia","ILHÉUS","Área do CEPEC.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,NA,NA,"maximilianni",NA,NA,"<ll>dwc_commonname:</ll> Joao-crioulo-preto",NA,"61245","auto",NA,NA,"30/12/1981",NA,NA,NA,NA,NA
"694","2020-07-23 11:56:36-03","CEPLAC","CEPEC","23935","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximilianni",NA,"S. G. da Vinha","J. L. Hage","763","1981","05","27","Brasil","Bahia","ILHÉUS","Quadra D' do CEPEC.","-39.0494003295898","-14.7889003753662","0*0'0","0*0'0",NA,NA,NA,NA,NA,NA,"maximilianni",NA,NA,NA,NA,"61245","auto",NA,NA,"30/12/1981",NA,NA,NA,NA,NA
"695","2020-07-23 11:56:36-03","CEPLAC","CEPEC","16193","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata maximilianni",NA,"C. C. Townsend","S. A. Mori","11541","1979","03","14","Brasil","Bahia","ITAMBÉ","BA-265, trecho Itapetinga/Caatiba, Faz. Serra Verde a 17Km BR-415.","-40.6244010925293","-15.2449998855591","0*0'99","99*99'99",NA,NA,NA,NA,NA,NA,"maximilianni",NA,NA,NA,NA,"56583","auto",NA,NA,"30/12/1980",NA,NA,NA,NA,NA
"696","2020-07-23 11:56:36-03","CEPLAC","CEPEC","36789","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansoni",NA,"A. Furlan","Grupo Pedra do Cavalo","489","1980","08","01","Brasil","Bahia","CACHOEIRA","Morro Belo. Vale dos Rios Paraguacu/Jacuipe.","-39.083333","-12.533333","39W5'","12S32'",NA,NA,NA,NA,NA,NA,"swansoni",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA,NA,NA,NA,NA
"697","2020-07-23 11:56:36-03","CEPLAC","CEPEC","35130","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansoni",NA,"A. Furlan","L. R. Noblick","3193","1984","05","10","Brasil","Bahia","FEIRA DE SANTANA","Faz. Boa Vista. Srra de S. Jose.","-38.966667","-12.25","38W58'","12S15'",NA,NA,NA,NA,NA,NA,"swansoni",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA,NA,NA,NA,NA
"698","2020-07-23 11:56:36-03","CEPLAC","CEPEC","92709","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata swansoni",NA,"A. Furlan","L. R. Noblick","3193","1984","05","10","Brasil","Bahia","FEIRA DE SANTANA","Faz. Boa Vista. Serra de São José.","-38.966667","-12.25","38W58'","12S15'",NA,NA,NA,NA,NA,NA,"swansoni",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA,NA,NA,NA,NA
"699","2019-11-12 17:14:44-03","URICER","HPBR","7025","S","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.",NA,"BUTZKE, A. et al",NA,"1994","04","05","Brasil","RS","Erechim","IBDF","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"HPBR007025",NA,NA,NA,NA,NA,NA,NA,NA,"46790","auto",NA,NA,NA,NA,NA,NA,"1",NA
"700","2019-11-13 16:04:23-03","UNISANTA","HUSC","2535","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Senna, L.R.","Souza, J.P.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","1033","1996","12","18","Brasil","São Paulo","Cunha","Parque estadual da Serra do Mar, Núcleo Cunha. Estrada em direção a trilha do Rio Bonito","-45.044167","-23.256944","-45.044167","-23.256944",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Erva, 40cm. Alt. Flores verde-claras; Floresta Ombrófila densa Montana, Floresta à beira da estrada, na beira do Rio Paraíba","2009",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"701","2020-11-12 16:58:42-03","UEL","FUEL","35636","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Slusarski, SR","Slusarski, SR; et al.","264","2003","03","13","Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833","-50.975556","-23.540833",NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2020-11-12 16:58:42-03","UEL","FUEL","41355","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","T.I.N. de Azevedo","T.I.N. de Azevedo; S.I. de Azevedo","337","2006","06","02","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal.","-50.534222","-24.336861","-50.534222","-24.336861",NA,NA,"FUEL018355",NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2020-11-12 16:58:42-03","UEL","FUEL","41491","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","T.I.N. de Azevedo","T.I.N. de Azevedo; S.I. de Azevedo","563","2006","08","30","Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal","-50.534222","-24.336861","-50.534222","-24.336861",NA,NA,"FUEL018356",NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2020-11-12 16:58:42-03","UEL","FUEL","44791","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Rossetto, EFS","Cotarelli, VM; Francisco, EM","680","2008","12","10","Brasil","Paraná","Lupionópolis","RPPN Mata São Pedro","-51.666667","-22.683333","-51.666667","-22.683333",NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2009",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"705","2020-11-12 16:58:42-03","UEL","FUEL","44830","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Rossetto, EFS","Cotarelli, VM; Francisco, EM","135","2008","05","27","Brasil","Paraná","Lupionópolis","RPPN Mata São Pedro","-51.666667","-22.683333","-51.666667","-22.683333",NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2009",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"706","2020-11-12 16:58:42-03","UEL","FUEL","44833","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Rossetto, EFS","Cotarelli, VM; Francisco, EM","63","2008","04","01","Brasil","Paraná","Mauá da Serra","Estância Manain, Trilha subindo para 1ª gruta.","-51.15","-23.933333","-51.15","-23.933333",NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2009",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"707","2020-11-12 16:58:42-03","UEL","FUEL","19862","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Kozera, C","Kozera, C; Dittrich, VAO","397","1996","11","29","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"1996","25180","auto","12",NA,NA,NA,NA,NA,NA,NA
"708","2020-11-12 16:58:42-03","UEL","FUEL","46493","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Estevan, DA","Estevan, DA; et al.","1172","2006","04","03","Brasil","Paraná","Ibiporã","Parque Estadual de Ibiporã","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2006","20625","auto",NA,NA,NA,NA,NA,NA,NA,NA
"709","2020-11-12 16:58:42-03","UEL","FUEL","2190","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Rossetto, EFS","Francisco das Chagas e Silva; Soares-Silva, LH","s.n.","1986","02","26","Brasil","Paraná","Londrina","Floresta dos Irmãos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2009","63728","auto","06",NA,NA,NA,NA,NA,NA,NA
"710","2020-11-12 16:58:42-03","UEL","FUEL","1971","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Siqueira, JC","Pizzaia, LN; et al.","52","1986","04","04","Brasil","Paraná","Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"711","2020-11-12 16:58:42-03","UEL","FUEL","26483","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Rossetto, EFS","Francisco, EM; et al.","s.n.","2000","03","24","Brasil","Paraná","Mauá da Serra","Rio Preto","-51.2294006347656","-23.9013996124268",NA,NA,NA,NA,"FUEL005161",NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2017","16036","auto","09",NA,NA,NA,NA,NA,NA,NA
"712","2020-11-12 16:58:42-03","UEL","FUEL","30197","PreservedSpecimen","Plantae","Amaranthaceae","Chamissoa","acuminata","Chamissoa acuminata","Mart.","Marchioretto, MS","Medri, C; Francisco, EM","782","1999","04","10","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"FUEL019498",NA,"Tracheophyta","Caryophyllales",NA,NA,NA,NA,"2019","21990","auto","10",NA,NA,"09",NA,NA,NA,NA
