"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"683","2008-05-27 22:02:00-03","MO","MOBOT","334767","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","James L. Zarucchi|Julio C. Betancur B.|et al.","Zarucchi 5078","1987","3","27","South America","Colombia",NA,NA,NA,NA,NA,NA,"J.J. Wurdack (US)","Antioquia","Mutatá","3 km WSW of Mutatá along road to Pavarandogrande. Disturbed primary forest.","-76.43333","7.21666","170.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-38","13",NA
"684","2017-05-02 11:16:00-03","MO","MOBOT","335711","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Galo A. Tipaz|Jorge Zuleta|N. Guanga","Tipaz 1307","1992","6","19","South America","Ecuador",NA,NA,NA,NA,NA,NA,"J.J. Wurdack (US)","Carchi","Tulcán","Parroquia Tobar Donoso. Sector Sabalera. Reserva Indígena Awá. Bosque primario Noreste Casa Comunal.","-78.4","1","650.00000000",NA,"DC.","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92-19","7",NA
"685","2011-10-25 13:39:00-02","MO","MOBOT","3393759","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C.A. Cid Ferreira|Bruce W. Nelson","Cid Ferreira 2940","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"J.J. Wurdack","Acre",NA,"Municipio de Senador Guiomard, estrada para Placido de Castro. Capoeira de terra firme, solo argiloso.",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2014-01-06 22:20:00-02","MO","MOBOT","3394660","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C.A. Cid Ferreira|Bruce W. Nelson|A. Souza","Cid Ferreira 3113","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"L. Coelho","Acre",NA,"Municipio de Brasileira, estrada para Assis Brasil km 20, a 3 km da margem da estrada. Mata alrerada de terra firme, solo argiloso.",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2011-10-25 13:39:00-02","MO","MOBOT","3394831","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C.A. Cid Ferreira|Bruce W. Nelson","Cid Ferreira 2962a","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"J.J. Wurdack","Acre",NA,"Municipio de Rio Branco. Capoeira de terra firme, solo argiloso.",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2008-05-27 22:02:00-03","MO","MOBOT","771060","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","James S. Miller|et al.","Miller 1579","1984","6","21","South America","Venezuela",NA,NA,NA,NA,NA,NA,"J.J. Wurdack","Amazonas",NA,"ATURES: along the road to Gavilan near the bridge at Paso del Diablo, 20 km SE of Puerto Ayachucho. Elev. 70-80 m. 5º33'N, 67º27'W.","-67.45","5.55","70.00000000",NA,"DC.","80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-9","4",NA
"689","2017-02-03 05:18:00-02","MO","MOBOT","972037","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Wilson Devia A.|Dairon Cárdenas L.|et al.","Devia Alvarez 3526","1992","11","19","South America","Colombia",NA,NA,NA,NA,NA,NA,"D. Cardenas","Valle del Cauca","Buenaventura","Corregimiento Cordoba, San Cipriano, Reserva Natural del Río Escalerete, Bosque Pluvial Tropical, Región Fitogeográfica del Chocó.","-76.58333","3.83333","130.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108","2",NA
"690","2012-03-09 05:17:00-03","MO","MOBOT","3299649","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Douglas C. Daly|Ricardo Callejas|Milton G. da Silva|Edith L. Taylor|Carlos S. Rosário|M.R. dos Santos","Daly 1688","1981","12","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"J.J. Wurdack","Pará",NA,"Approx. 40 km from Marabá, SW on PA 150. Forest on terra firme by service road. Coord: 5º 37', 49º 05' W.","-49.0833333","-5.6166667",NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"691","2013-06-02 05:37:00-03","MO","MOBOT","995674","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Inés Padilla|Efraín Freire|M. Reina|Gloria Andrade M.","Padilla 3065","1994","12","2","South America","Ecuador",NA,NA,NA,NA,NA,NA,"I. Padilla (QAP)","Morona-Santiago","Morona","Bosque Domono. Bosque húmedo Pre-Montano. Bosque secundario. A 12 km al oeste de Macas.","-78.1333333","-2.25","1070.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"692","2008-05-27 22:02:00-03","MO","MOBOT","996515","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Paul F. Foster|Pablo Solíz","Foster 418","1996","10","15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"S. Renner (MO)","Santa Cruz","Velasco","Reserva Biológica El Refugio. Careterra La Toledo- Florida. Bosque inundado hasta 0.5 m.","-61.15916","-14.70944","210.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"693","2013-10-05 06:32:00-03","MO","MOBOT","1342218","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Ronald L. Liesner|Ángel C. González","Liesner 9299","1980","3","10","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Wurdack","Mérida",NA,"Along stream and steep slopes with patches of primary vegetation; 0.5 km SW of dam site on Río Caparo. 31 km WSW of Santa Barbara.","-71.46666","7.68333","100.00000000",NA,"DC.","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"129",NA,NA
"694","2010-03-22 18:47:00-03","MO","MOBOT","3234388","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. Korning|Karsten Thomsen","Korning 8711","1983","12",NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"Napo",NA,"Rain forest on welld rained hilly ground in the Parque nacional Yasuni. Soil temperature.","-76.38333","0.52555","260.00000000",NA,"DC.","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2013-03-01 13:32:00-03","MO","MOBOT","1751168","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Carlos E. Cerón","Cerón Martínez 20242","1992","8","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"C. Cerón (QAP)","Guayas","Naranjal","Reserva Ecológica Manglares - Churute. Cumbre del Cerro Masuale. Suelo un escasa roca, topografía colinada. Aspecto muy húmedo. Estrato herbáceo dominado de Cyclanthaceae, Polypodiophytos, Columnea, Geonoma. Tallos de los árbols cubiertos casi en su totalidad de Bryophytos. Aspecto nublado. Transectos de 50 x 2 m x 5 (0.05 Ha.).","-79.4333333","-2.6333333","780.00000000",NA,"DC.","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"94","4",NA
"696","2011-06-21 05:10:00-03","MO","MOBOT","1127851","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Ramiro Fonnegra G.|et al.","Fonnegra G. 5206","1994","9","14","South America","Colombia",NA,NA,NA,NA,NA,NA,"J.J. Wurdack (US)","Antioquia","Nariño","Carretera a Termales Espíritu santo.","-75.05","5.5666667","700.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"697","2011-06-21 05:10:00-03","MO","MOBOT","1130937","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Ramiro Fonnegra G.|et al.","Fonnegra G. 5113","1994","9","13","South America","Colombia",NA,NA,NA,NA,NA,NA,"J.J. Wurdack (US)","Antioquia","Nariño","Vereda Puente Linda, margen izquierda del Río Samaná.","-75.05","5.56666","700.00000000",NA,"DC.","960.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2008-05-27 22:02:00-03","MO","MOBOT","3259427","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Douglas C. Daly","Daly 1329","1981","11","14","South America","Brazil",NA,NA,NA,NA,NA,NA,"J.J. Wurdack","Pará",NA,"Approx. 25 km from Tucurui, SW on new road serving fazendas. Road construction site.","-49.78333","-3.91666",NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2015-08-12 05:58:00-03","MO","MOBOT","2685999","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 67372","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2015-08-12 05:58:00-03","MO","MOBOT","2686110","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 67419","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2015-08-12 05:58:00-03","MO","MOBOT","2686277","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 67486","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2015-08-12 05:58:00-03","MO","MOBOT","2686763","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 67681","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"703","2015-08-12 05:58:00-03","MO","MOBOT","2687283","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 67905","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"704","2015-08-12 05:58:00-03","MO","MOBOT","2687507","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 67996","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"705","2015-08-12 05:58:00-03","MO","MOBOT","2687514","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 67999","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"706","2015-08-12 05:58:00-03","MO","MOBOT","2687524","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68003","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"707","2015-08-12 05:58:00-03","MO","MOBOT","2687560","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68018","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"708","2015-08-12 05:58:00-03","MO","MOBOT","2687906","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68170","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"709","2015-08-12 05:58:00-03","MO","MOBOT","2688183","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68331","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"710","2015-08-12 05:58:00-03","MO","MOBOT","2688185","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68332","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"711","2015-08-12 05:58:00-03","MO","MOBOT","2688237","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68373","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"712","2015-08-12 05:58:00-03","MO","MOBOT","2688239","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68375","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"713","2015-08-12 05:58:00-03","MO","MOBOT","2688248","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68383","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"714","2015-08-12 05:58:00-03","MO","MOBOT","2688489","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68555","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"715","2015-08-12 05:58:00-03","MO","MOBOT","2688696","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68675","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"716","2015-08-12 05:58:00-03","MO","MOBOT","2688713","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68684","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"717","2015-08-12 05:58:00-03","MO","MOBOT","2688726","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68696","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"718","2015-08-12 05:58:00-03","MO","MOBOT","2689050","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68873","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"719","2015-08-12 05:58:00-03","MO","MOBOT","2689061","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68879","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"720","2015-08-12 05:58:00-03","MO","MOBOT","2689083","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Valencia|K. Bloch|H. Balslev","Valencia Reyes 68894","1988","4","1","South America","Ecuador",NA,NA,NA,NA,NA,NA,"S. S. Renner","Sucumbíos",NA,"Reserva de Produccion Faunistica Cuyabeno, 1 km north of Laguna Grande. Hectare-plot no.1. Tropical rain forest on terra firme.","-76.2",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"721","2009-12-18 15:24:00-02","MO","MOBOT","2633771","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 83424","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"722","2010-02-08 07:46:00-02","MO","MOBOT","2632269","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 82704","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"723","2010-02-08 07:44:00-02","MO","MOBOT","2632167","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 82642","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"724","2010-02-08 07:47:00-02","MO","MOBOT","2632338","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 82741","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"725","2009-12-18 15:23:00-02","MO","MOBOT","2633751","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 83414","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"726","2010-02-08 07:49:00-02","MO","MOBOT","2632444","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 82793","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"727","2009-12-18 15:32:00-02","MO","MOBOT","2634790","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 83901","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"728","2010-02-08 07:51:00-02","MO","MOBOT","2632546","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 82847","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"729","2009-12-18 15:30:00-02","MO","MOBOT","2634535","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 83794","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"730","2009-12-18 15:29:00-02","MO","MOBOT","2634512","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 83779","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"731","2009-12-18 15:28:00-02","MO","MOBOT","2634486","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Henning Christensen","Christensen 83765","1988","9","15","South America","Ecuador",NA,NA,NA,NA,NA,NA,"H. Christensen","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, 2 km. north of Laguna Grande. One-hectare study plot for cuantitative inventory. Tropical rainforest on terra firme.","-76.1833333",NA,"265.00000000",NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
