"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","scientificNameAuthorship","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","00987778","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Collector unknown","2675",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987778","Magnoliophyta","Myrtales",NA,"Amazonas",NA,NA,NA,NA,NA,"NY00987778_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3241108","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. Klug","3036","1933","04","01","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550762' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241108","Magnoliophyta","Myrtales",NA,"Loreto",NA,"Balsapuerto",NA,NA,"220",NA,"DC.","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 07:36:00-03","NY","NYBG","01538788","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","T. R. van Andel","4327","2003","11","19","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820596' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538788","Magnoliophyta","Myrtales","T. R. van Andel","Brokopondo",NA,"Brownsberg, Orchid Garden, 300 m inland of trail to Witi Creek, at 3.2 km.","-55.17","4.93",NA,"NY01538788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3241125","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. Nee","43270","1992","12","23","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550945' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241125","Magnoliophyta","Myrtales",NA,"Santa Cruz","Ichilo","1 km W of Villa San Germán and ca 9 km NW of Río Choré bridge, on new highway from Santa Cruz to Cochabamba","-64.07","-17.37","310",NA,"DC.","310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 14:05:00-03","NY","NYBG","1487803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","W. Trujillo-C.","1882","2011","02","08","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487803","Magnoliophyta","Myrtales","Z. Cordero P.","Guaviare","San José del Guaviare","corregimiento el Capricho, vereda el Paraíso, finca el Paraíso","-73.03277778","2.331944444","272","NY01487803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01874386","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Vásquez Martínez","21620","1996","11","09","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2525999' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874386","Magnoliophyta","Myrtales","R. Garcia","Amazonas","Bagua","Distrito Imaza, Yamayakat. Bosque primario, colinas con pendientes 20-30 %, transecto 2 x 500 m.","-78.3397","-5.0556","480","NY01874386_01","DC.","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3241156","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C. M. Belshaw","3442","1937","09","16","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551148' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241156","Magnoliophyta","Myrtales",NA,"San Martin","Lamas","District Lamas. East - facing slope in “quebrada”, below English Evangelical Mission, Lamas.",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3241113","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. Nee","39205","1990","10","10","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550933' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241113","Magnoliophyta","Myrtales",NA,"Santa Cruz","Ichilo","Parque Nacional Amboro, canyon of Rio Isama [Rio Pitasama on topographic map], 4 km. NNE of summit of Cerro Amboro","-63.65","-17.72","500",NA,"DC.","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00986926","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. R. Lowrie","469","1980","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986926","Magnoliophyta","Myrtales",NA,"Acre",NA,"65 Km from Rio Branco on Rio Branco-Brasiléia road",NA,NA,NA,"NY00986926_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3241161","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Bernardi","s.n.","1955","05","27","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551153' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241161","Magnoliophyta","Myrtales",NA,"Zulia","Catatumbo","Encontrados",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3241162","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","Bernardi","s.n.","1955","05","27","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551154' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241162","Magnoliophyta","Myrtales",NA,"Zulia",NA,"Encontrados",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01538785","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Vásquez Martínez","2467","1981","09","13","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820593' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538785","Magnoliophyta","Myrtales","J. J. Wurdack","Loreto","Alto Amazonas","Shucushuyacu (Río Huallaga).","-75.83","-6.03","250","NY01538785_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01538799","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. H. Nee","50384","1999","10","31","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820623' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538799","Magnoliophyta","Myrtales","S. S. Renner","Santa Cruz","Ichilo","5 km south on road from the Buena Vista-Villa Tunari highway, the turnoff ca. 4 km E of San Germán.","-64.08","-17.3917","350","NY01538799_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00916776","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","E. P. Heringer","5464","1980","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916776","Magnoliophyta","Myrtales","J. J. Wurdack","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,"NY00916776_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3241127","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. Nee","31636","1985","08","28","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550947' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241127","Magnoliophyta","Myrtales",NA,"Pando","Manuripi","1 km W of Humaita, along Rio Madre de Dios","-68.27","-12.02","150",NA,"DC.","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00986936","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. G. Vieira","504","1979","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986936","Magnoliophyta","Myrtales",NA,"Rondônia",NA,"Mineração Campo Novo BR 421 a 2 Km a Oeste da Mineração Campo Novo a 120 Km de Ariquemes WSW","-63.616667","-10.583333",NA,"NY00986936_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00987777","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","G. T. Prance","7986","1968","10","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987777","Magnoliophyta","Myrtales","S. S. Renner","Amazonas","Lábrea","2-3 Km SW of Lábrea","-64.8142187","-7.2810813",NA,"NY00987777_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3241160","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","F. J. Breteler","3794","1964","04","13","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551152' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241160","Magnoliophyta","Myrtales",NA,NA,NA,"Near the border (=Rio Grande o Toro) between Estado Bolívar and Territorio Delta Amacuro","-61.73","8.07","320",NA,"DC.","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00986928","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","C. A. Cid Ferreira","2940","1980","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986928","Magnoliophyta","Myrtales",NA,"Acre","Senador Guiomard","Estrada para Plácido de Castro.","-67.7358","-10.1511",NA,"NY00986928_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3241117","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","A. Fuentes","6212","2003","11","16","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550937' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241117","Magnoliophyta","Myrtales",NA,"La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba, entre Paujeyuyo y Calzada","-68.4822","-15.1283","1140",NA,"DC.","1140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3241140","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. Denslow","2132","1974","03","28","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551132' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241140","Magnoliophyta","Myrtales",NA,"Antioquia",NA,"Tropical Wet/Very Wet Forest Transition Zone Vic. Planta Providencia. 26 kms south and 23 kms west (Air) of Zaragoza. In Valley of Río Anorí between Dos Bocas and Anorí","-75.05","7.22","400",NA,"DC.","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3241121","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. Nee","41852","1991","12","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3550941' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241121","Magnoliophyta","Myrtales",NA,"Santa Cruz","Ichilo","4 km by air SW of Buena Vista, Parque Nacional Amboró. Just above and on the flood plain on S side of Río Surutú","-63.68","-17.48","320",NA,"DC.","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521173","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. O. Williams","12901","1933","06","03","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521173","Magnoliophyta","Myrtales",NA,NA,NA,"Trinidad. Tamane",NA,NA,NA,NA,"DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02629730","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","K. Ruokolainen","13728","1998","10","10","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2931772' target='other'> <mi>dwc_moreinfo</mi></a>","NY02629730","Magnoliophyta","Myrtales",NA,"Madre de Dios","Tambopata","Ca. 20 km NW from the mouth of rio inambari, northern banks of rio Madre de Dios,","-69.9","-12.63","200","NY02629730_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01538800","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","M. H. Nee","39381","1990","10","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820625' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538800","Magnoliophyta","Myrtales","M. H. Nee","Santa Cruz","Ichilo","Parque Nacional Amboro, 4 km SW of Buena Vista, S side of Rio Surutu.","-63.68","-17.65","315","NY01538800_01","DC.","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","521170","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","L. O. A. Teixeira","123","1982","05","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521170","Magnoliophyta","Myrtales","S. S. Renner","Amazonas","Humaitá","Estrada Humaitá-Porto Velho km 60","-63.3258","-7.9244",NA,"NY00521170_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3677228","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","L. Valenzuela Gamarra","19483","2011","09","22","South America","Peru","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914821' target='other'> <mi>dwc_moreinfo</mi></a>","NY03677228","Magnoliophyta","Myrtales",NA,"Pasco","Oxapampa","Dist. Palcazú. Iscozacín. Parque Nacional Yanachaga Chemillén. Parcela Permanente TEAM 05. (VGYANCH-05).","-75.3297223","-10.41","1414","NY03677228_01","DC.","1414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","521174","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. A. Mori","22671","1992","10","28","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521174","Magnoliophyta","Myrtales","S. A. Mori","Saint-Laurent-du-Maroni",NA,"Saül and vicinity","-53.22","3.62","200","NY00521174_01","DC.","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-02-01 14:20:00-02","NY","NYBG","01796694","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","R. Vásquez","21791","1996","11","18","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2039256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796694","Magnoliophyta","Myrtales","R. Garcia","Amazonas","Bagua","Distrito Imaza, Yamayakat.","-78.3397","-5.0556","400","NY01796694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-27 03:05:00-03","NY","NYBG","01538809","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J. Korning","47451","1986","02","01","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820656' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538809","Magnoliophyta","Myrtales","J. Korning","Napo",NA,"Añangu, NW corner of the Parque Nacional Yasuní.","-76.37","-0.55","260","NY01538809_01",NA,"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00986934","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. R. Lowrie","275","1980","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00986934","Magnoliophyta","Myrtales",NA,"Acre",NA,"Rio Branco to Porto Velho Hwy, Km 8","-67.8138185","-10.0188861",NA,"NY00986934_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-27 03:38:00-03","NY","NYBG","01538790","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","J.-J. de Granville","13256","1997","03","10","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820599' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538790","Magnoliophyta","Myrtales","F. Crozier",NA,NA,"Montagnes de la Trinité, Bassin de la Mana","-53.36666667","4.616666667","200","NY01538790_01",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01840187","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","H. S. Irwin","48678","1960","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2122112' target='other'> <mi>dwc_moreinfo</mi></a>","NY01840187","Magnoliophyta","Myrtales","R. Goldenberg","Amapá",NA,"Rio Oiapoque. Lower and middle slopes of Mt. Tipac.","-51.32","3.6",NA,"NY01840187_01 NY01840187_02","DC.","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01538786","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","S. D. Knapp","8504","1986","10","02","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820594' target='other'> <mi>dwc_moreinfo</mi></a>","NY01538786","Magnoliophyta","Myrtales","J. J. Wurdack","San Martín","Lamas","Convento, trail to Pintoyacillo, Nuevo Lamas and San Miguel de Shanusi, Km 68 of Tarapoto-Yurimaguas road.","-76.28","-6.27","220","NY01538786_01","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","3241157","PreservedSpecimen","Plantae","Melastomataceae","Miconia","affinis","Miconia affinis","E. P. Killip","27936","1929","08","22","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3551149' target='other'> <mi>dwc_moreinfo</mi></a>","NY03241157","Magnoliophyta","Myrtales",NA,"Loreto",NA,"Yurimagua, lower Rio Huallaga",NA,NA,"135",NA,"DC.","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
