"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","maximumElevationInMeters","typeStatus","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","previousCatalogNumber"
"22","2015-09-04 22:35:28-03","MNHN","RECOLNAT_MNHN_P","P05320697","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Glaziou",NA,"1888","1","22",NA,"Brasil","Rio de Janeiro",NA,"Alto Macaé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320697' target='other'> <mi>dwc_moreinfo</mi></a>","P05320697","P05320697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14775",NA,NA,NA,NA
"23","2015-09-04 22:35:28-03","MNHN","RECOLNAT_MNHN_P","P05320698","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Gardner",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Orgãos.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320698' target='other'> <mi>dwc_moreinfo</mi></a>","P05320698","P05320698_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"393",NA,NA,NA,NA
"24","2015-09-04 22:35:28-03","MNHN","RECOLNAT_MNHN_P","P05320699","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Gardner",NA,"1838","1","1",NA,"Brasil","Rio de Janeiro",NA,"Montagnes Organ.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320699' target='other'> <mi>dwc_moreinfo</mi></a>","P05320699","P05320699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"393",NA,NA,NA,NA
"25","2015-09-04 22:35:28-03","MNHN","RECOLNAT_MNHN_P","P05320700","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Burchell",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320700' target='other'> <mi>dwc_moreinfo</mi></a>","P05320700","P05320700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2205",NA,NA,NA,NA
"26","2015-09-04 22:35:33-03","MNHN","RECOLNAT_MNHN_P","P05320725","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Glaziou, A.",NA,"1887","12","20",NA,"Brasil","Rio de Janeiro",NA,"Alto Macahé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320725' target='other'> <mi>dwc_moreinfo</mi></a>","P05320725","P05320725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16924",NA,NA,NA,NA
"27","2015-09-04 22:35:34-03","MNHN","RECOLNAT_MNHN_P","P05320726","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Glaziou",NA,"1887","12","20",NA,"Brasil","Rio de Janeiro",NA,"Alto Macaé.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320726' target='other'> <mi>dwc_moreinfo</mi></a>","P05320726","P05320726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16924",NA,NA,NA,NA
"28","2015-09-04 22:35:34-03","MNHN","RECOLNAT_MNHN_P","P05320727","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320727' target='other'> <mi>dwc_moreinfo</mi></a>","P05320727","P05320727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-04 22:35:34-03","MNHN","RECOLNAT_MNHN_P","P05320728","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"Serra da Caraça.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320728' target='other'> <mi>dwc_moreinfo</mi></a>","P05320728","P05320728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 22:35:34-03","MNHN","RECOLNAT_MNHN_P","P05320729","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,"Serra da Canastra.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320729' target='other'> <mi>dwc_moreinfo</mi></a>","P05320729","P05320729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-11 17:19:48-03","UFPR","UPCB","66734","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","(DC.) Cogn.","Guimarães, P.","302","2007","10","09",NA,"Brasil","Rio de Janeiro","Itatiaia","Topo do Morro dos Três Picos.","-44.566667","-22.416667",NA,"Arbusto com 1,7m de altura. Frutos jovens. Entre arbustos no alto do morro..","UPCB0014573","UPCB0014573","Goldenberg, R.","1750",NA,NA,"2009",NA,"01","01","1750",NA,NA,"-44.566667","-22.416667",NA,NA
"32","2021-02-11 17:19:48-03","UFPR","UPCB","81904","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","Matos, F.B.","2201","2013","02","11",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra da Mantiqueira, Parque Nacional do Itatiaia, trilha para os três Picos Floresta Ombrófila Densa","-44.601","-22.431",NA,"Arbusto de 1,5m na beira da trilha.","UPCB0014569","UPCB0014569","Reginato, M.",NA,NA,NA,"2013",NA,"02",NA,NA,NA,NA,"-44.601","-22.431",NA,NA
"33","2021-02-11 17:19:48-03","UFPR","UPCB","72950","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","(DC.) Cogn.","Reginato, M.","1343","2012","02","15",NA,"Brasil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Noiva","-44.5633010864258","-22.4960994720459",NA,"Arvoreta 3m, mata secundária. Pétalas e estames alvos, planta viscosa.","UPCB0014571","UPCB0014571","Reginato, M.",NA,"19648","auto","2012",NA,"03","01",NA,NA,NA,NA,NA,NA,NA
"34","2019-07-29 13:13:00-03","MO","MOBOT","101144679","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","quinquenodis","Miconia quinquenodis","(DC.) R. Goldenb.","C.F.P. Martius","Martius 949",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"in Brasiliæ sylvis cæduis ad mont. Serra de Carassa prov. Min. gen.",NA,NA,NA,NA,NA,NA,"fide Michelangeli et al.",NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,NA,"1",NA
"35","2019-07-29 13:06:00-03","MO","MOBOT","101144681","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","quinquenodis","Miconia quinquenodis","(DC.) R. Goldenb.","C.F.P. Martius","Martius 955",NA,"4",NA,"South America","Brazil","Minas Gerais",NA,"Habitat in sylvis caeduis , locis aprisciustulis, ad M. Serra da Cararsa dictum",NA,NA,NA,NA,NA,NA,"fide Michelangeli et al.",NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,NA,"1",NA
"36","2019-08-06 14:34:00-03","MO","MOBOT","101147963","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","viridiflava","Miconia viridiflava","(Brade) R. Goldenb.","Alexander C. Brade","Brade 20659","1951","5","21","South America","Brazil","São Paulo",NA,"Serra da Bocaina",NA,NA,NA,NA,NA,NA,"fide Michelangeli et al.","1650.00000000",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"1",NA
"37","2020-07-10 09:47:25-03","MBML","MBML-HERBARIO","31242",NA,"Plantae",NA,NA,"Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","L. Kollmann; A.P. Fontana, P. Labiak, M. Kaehler & F. B. Matos","9949","2007","07","17",NA,"Brasil","Espírito Santo","Itaguaçu","Caparaó","-40.981111","-19.741389",NA,"Planta 1m na sombra. Flores brancas.","MBML031242","MBML031242","R. goldenberg/2015","1145",NA,NA,NA,NA,NA,NA,"1145",NA,NA,"40W58'52","19S44'29",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2404795","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","9782","1960","9","3","South America - Neotropics","Brazil","Santa Catarina","São Francisco do Sul","Morro do Campo Alegre","-48.6380996704102","-26.2432994842529",NA,NA,"US01902364","US01902364_01 US01902364_02",NA,"1200","23627","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2340598","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","4768","1957","9","5","South America - Neotropics","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"US01902383","US01902383_01 US01902383_02",NA,"1500","37493","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","3387586","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. A. Wasum","186","1999","10","23","South America - Neotropics","Brazil","Rio Grande do Sul","Cambará do Sul","Estrada para Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"US01902361","US01902361_01 US01902361_02",NA,NA,"30776","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2615241","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","J. R. de Mattos & N. Mattos","8939","1961","4","29","South America - Neotropics","Brazil","São Paulo","Ubatuba","Horto Florestal","-45.0699996948242","-23.4300003051758",NA,NA,"US01902393","US01902393_01 US01902393_02",NA,NA,"34265","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","1544339","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","F. C. Hoehne","5998","1920","3",NA,"South America - Neotropics","Brazil","São Paulo",NA,"Alto da Serra",NA,NA,NA,NA,"US01902349","US01902349_01 US01902349_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","3248309","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","I. Araujo, C. M. Vieira & M. V. Peron","45","1989","8","16","South America - Neotropics","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cimá, picada na Serra dos Pirineus","-42.5311012268066","-22.2819004058838",NA,NA,"US01902352","US01902352_01 US01902352_02",NA,"1300","33190","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2020-09-12 05:00:02-03","US","US","3701415","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","F. Matos & B. Canestraro","2201","2013","2","11","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Itatiaia. Serra da Mantiqueira, Parque Nacional do Itatiaia, trilha para os Tres Picos Floresta Ombrofila Densa.","-44.6011","-22.4308",NA,NA,"US01913037","US01913037_01","Reginato, M.","1160",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"44 36 4 W","22 25 51 S","1",NA
"45","2020-09-12 05:00:02-03","US","US","2700678","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","N. Imaguire","228","1967","10","8","South America - Neotropics","Brazil","Paraná","Campina Grande do Sul","Lomba do Morro do Luar. Serra de Ibiteraquira","-49.0553016662598","-25.3055992126465",NA,NA,"US01902353","US01902353_01 US01902353_02",NA,"1400","55154","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","2963269","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","G. Martinelli & E. Simonis","9046","1983","2","1","South America - Neotropics","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, campo das Antas","-42.9655990600586","-22.4122009277344",NA,NA,"US01902345","US01902345_01 US01902345_02",NA,"1800","38539","auto",NA,"Dicotyledonae",NA,NA,"2000",NA,NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","2340605","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","5390","1957","10","24","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902380","US01902380_01 US01902380_02",NA,"1200","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","2772417","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","W. R. Anderson, M. Stieber & J. H. Kirkbride","35813","1972","2","11","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Eastern slopes of Pico do Itambé",NA,NA,NA,NA,"US01902390","US01902390_01 US01902390_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2020-09-12 05:00:02-03","US","US","2404807","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","quinquenodis","Leandra quinquenodis","Cogn.","R. Reitz & D. Klein","10220","1960","10","14","South America - Neotropics","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"US01902373","US01902373_01 US01902373_02",NA,"1000","12814","auto",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
