"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","148662","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","decipiens","Alsophila decipiens","Fée",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"This Type Fragment came from Fée. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00148662","NY00148662_01",NA,NA,"3365",NA,NA,"Pteridophyta","Cyatheales","syntype fragment","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","148656","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","decipiens","Alsophila decipiens","Fée",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"This Type Fragment came from Fée. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00148656","NY00148656_01",NA,NA,"7082",NA,NA,"Pteridophyta","Cyatheales","syntype fragment","South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","816406","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","elegans","Alsophila elegans luederwaldtii","Rosenst.",NA,NA,NA,NA,"H. Luederwaldt","1910","04",NA,"Brazil","São Paulo",NA,"Cantareira.","-46.77","-23.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816406","NY00816406_01",NA,NA,"1239",NA,NA,"Pteridophyta","Cyatheales","isotype","South America","sheet","luederwaldtii",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","148688","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","hoehneana","Alsophila hoehneana","Brade",NA,NA,NA,NA,"F. C. Hoehne","1931","02","25","Brazil","São Paulo",NA,"Capital, Sao Paulo. Nativa no Parque do Estado e Jardim Botanico","-46.621883","-23.653862",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=195507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00148688","NY00148688_01",NA,NA,"s.n.",NA,NA,"Pteridophyta","Cyatheales","isotype","South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","148708","PreservedSpecimen","Plantae","Cyatheaceae","Alsophila","miersii","Alsophila miersii","Hook.",NA,NA,NA,NA,"G. Gardner",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains [Serra dos Orgãos].","-43.073169","-22.496706",NA,NA,"This Type Fragment came from K. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=117520' target='other'> <mi>dwc_moreinfo</mi></a>","NY00148708","NY00148708_01",NA,NA,"117",NA,NA,"Pteridophyta","Cyatheales","holotype fragment","South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00960004","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","E. B. Copeland",NA,NA,NA,"Y. E. J. Mexia","1930","04","24","Brazil","Minas Gerais","Viçosa","Viçosa. Road to São Miguel, near Km 4.","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033196' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960004","NY00960004_01",NA,NA,"4634",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","908535","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"A. C. Brade","1941","09","09","Brazil","Minas Gerais",NA,"Serra do Caparaó","-41.829426","-20.454471",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908535","NY00908535_01","2000","2000","16886",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00960028","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","L. Cortez",NA,NA,NA,"L. Emygdio de Mello Filho","1972","07","17","Brazil","Minas Gerais",NA,"Gandarela.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960028","NY00960028_01","1300","1300","3430",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00960027","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","E. B. Copeland",NA,NA,NA,"Y. E. J. Mexia","1930","04","24","Brazil","Minas Gerais","Viçosa","Viçosa. Road to São Miguel, near Km 4.","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960027","NY00960027_01",NA,NA,"4634",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"20","2016-09-29 21:32:00-03","NY","NYBG","908519","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908519","NY00908519_01",NA,NA,"s.n.",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"21","2016-09-29 21:32:00-03","NY","NYBG","908514","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis",NA,"J. P. Condack",NA,NA,NA,"Collector unspecified",NA,NA,NA,NA,NA,NA,"Brazil?",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908514","NY00908514_01",NA,NA,"s.n.",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","908518","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"Lindberg",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979635' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908518","NY00908518_01 NY00908518_02",NA,NA,"646",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","908516","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908516","NY00908516_01",NA,NA,"s.n.",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01091676","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","C. M. Mynssen",NA,NA,NA,"M. G. Bovini","2001","08","14","Brazil","Rio de Janeiro","Macaé","Distrito de Frade, trilha para o Pico.","-41.7867","-22.3708",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091676","NY01091676_01","1298","1298","2056",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1016426","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","M. Lehnert",NA,NA,NA,"G. Eiten","1965","01","08","Brazil","São Paulo","São Paulo","Parque do Estado (on old maps Parque de Agua Funda), grounds of the Instituto de Botânica. 10.1 km S and 2.2 km E of center of São Paulo (Praça da Sé)","-46.63","-23.6",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162871' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016426","NY01016426_01","810","810","5786",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02713786","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"W. R. Anderson","1972","02","14","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 5 km SSE of Pico do Itambé","-43.3919444","-18.43185",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3121894' target='other'> <mi>dwc_moreinfo</mi></a>","NY02713786","NY02713786_01","1140","1140","35971",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","908533","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","E. B. Copeland",NA,NA,NA,"Y. E. J. Mexia","1930","09","12","Brazil","Minas Gerais","Viçosa","Fazenda de Grasiuma.","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908533","NY00908533_01","700","700","5037",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","908522","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"A. F. Regnell",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908522","NY00908522_01 NY00908522_02",NA,NA,"479",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","908515","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"Collector unspecified",NA,NA,NA,"Brazil",NA,NA,"São Vicente",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908515","NY00908515_01",NA,NA,"s.n.",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","908534","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"A. P. Duarte","1949","12","05","Brazil","Minas Gerais",NA,"Srra do Cipó, Kilometro 131 - Palácio","-43.499904","-19.221042",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908534","NY00908534_01","1100","1100","2087",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1016741","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","A. Salino",NA,NA,NA,"C. F. Millspaugh","1887","08","28","Brazil","Rio de Janeiro",NA,"Corcovado Mt.","-43.212076","-22.951842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191511' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016741","NY01016741_01","1700","1700","5",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1019551","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"L. Sylvestre","1993","01","06","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Estrada para Juturnaiba, trilha Rodolfo Norte, caminho para a Pelonha.","-42.25","-22.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286894' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019551","NY01019551_01",NA,NA,"810",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00960026","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais","Caldas","Caldas","-46.3858","-21.9236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960026","NY00960026_01",NA,NA,"I:479",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"34","2016-09-29 21:32:00-03","NY","NYBG","908521","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis",NA,NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908521","NY00908521_01 NY00908521_02",NA,NA,"7032",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","908513","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"Wilkes Expedition",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908513","NY00908513_01",NA,NA,"s.n.",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","908512","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908512","NY00908512_01",NA,NA,"11716",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","908520","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"J. F. Widgren",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908520","NY00908520_01 NY00908520_02",NA,NA,"s.n.",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","908517","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. P. Condack",NA,NA,NA,"A. F. M. Glaziou","1878","10","04","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908517","NY00908517_01",NA,NA,"1946",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1016425","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","A. R. Smith",NA,NA,NA,"E. Pereira","1958","09","03","Brazil","Rio de Janeiro",NA,"Corcovado, Mesa do Imperador.","-43.257779","-22.970378",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162852' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016425","NY01016425_01",NA,NA,"4112",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","684530","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","R. C. Moran",NA,NA,NA,"W. W. Thomas","2001","10","25","Brazil","Bahia","Boa Nova","Fazenda Sao José entrance 8.8 km E of Boa Nova on road to Dario Meira","-40.145367","-14.39383",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684530","NY00684530_01","860","900","12600",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","816411","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","F. B. Matos",NA,NA,NA,"R. M. Klein","1969","09","20","Brazil","Paraná",NA,"Cerca de Imbituva.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=808808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816411","NY00816411_01",NA,NA,"13-43",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"42","2016-09-30 03:27:00-03","NY","NYBG","1039692","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis",NA,"F. B. Matos",NA,NA,NA,"F. B. Matos","2008","07","30","Brazil","Bahia","Camacan","Fazenda Serra Bonita, Reseva Serra Bonita, 9.7 km W de Camacan, na estrada para Jacarecí, daí 6 km SW na estrada para RPPN Serra Bonita e Torre da Embratel. Trilha da pousada.","-39.5653","-15.3917",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490070' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039692","NY01039692_01","700",NA,"1550",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02098702","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin","J. Prado",NA,NA,NA,"W. W. Thomas","2002","08","04","Brazil","Bahia","Itacaré","10 km W of jct. road from Ilhéus to Itacaré (BA 001) on road from Itacaré to BR 101, then 1.6 km S on fazenda road to Reserva Fazenda Capitao","-39.0885","-14.345",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=28464' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098702","NY02098702_01","125","125","13040",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","908523","PreservedSpecimen","Plantae","Cyatheaceae","Cyathea","corcovadensis","Cyathea corcovadensis","(Raddi) Domin",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908523","NY00908523_01",NA,NA,"67",NA,NA,"Pteridophyta","Cyatheales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
