"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","identifiedBy","typeStatus","coordinatePrecision","geoFlag","imagecode","yearIdentified","monthIdentified","dayIdentified","individualCount","previousCatalogNumber"
"11","2021-03-01 16:41:34-03","UNICAMP","UEC","69905","S","Plantae","Magnoliopsida",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR; Dutilh, JHA; Sobral, M","1533","1994","11","03",NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Estrada Bom Jardim da Serra: Estrada B. Jardim -> S. Joaquim, km 29","-49.624698638916","-28.3369007110596",NA,NA,"1300","1300","Erva com ramos prostrados (decumbentes); tubo de corola campanulado, limbo magenta.","UEC047806","Stehmann, JR",NA,"32577","auto","UEC047806",NA,NA,NA,NA,NA
"12","2021-03-01 16:41:34-03","UNICAMP","UEC","69919","S","Plantae","Magnoliopsida",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR; Dutilh, JHA","1547","1994","11","04",NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Estrada Bom Jardim -> S. Joaquim, km 29.","-49.624698638916","-28.3369007110596",NA,NA,"1300","1300","Erva com prostrados (decumbentes); tubo da corola campanulado, limbo magenta.","UEC047804","Stehmann, JR",NA,"32577","auto","UEC047804",NA,NA,NA,NA,NA
"13","2021-03-01 16:41:34-03","UNICAMP","UEC","77916","S","Plantae","Magnoliopsida",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR; Borba, EL; Ippolito, A; Reis, C","1818","1995","12","08",NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Estrada para São Joaquim km 30.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"Erva com prostrados, decumbentes, em barranco na beira da estrada; corola campanulada, magenta.","UEC047807","Stehmann, JR",NA,"32577","auto","UEC047807",NA,NA,NA,NA,NA
"14","2021-03-01 16:41:34-03","UNICAMP","UEC","80576","S","Plantae","Magnoliopsida",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR; Borba, EL; Ippolito, A; Reis, C","1818","1995","12","08",NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Estrada para São Joaquim km 30.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"Erva com prostrados, decumbentes, em barranco na beira da estrada; corola campanulada, magenta.","UEC047803","Stehmann, JR",NA,"32577","auto","UEC047803",NA,NA,NA,NA,NA
"15","2020-10-14 10:06:37-03","FURB","FURB","10898","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Verdi, M.; Grosch, B. & Klemz, G.","1268","2008","12","15",NA,"Brasil","Santa Catarina","Campo Belo do Sul","Canoas / Fazenda Gateados.","-50.8497222","-28.0347222","-50.8497222","-28.0347222","845","845","Florística IFFSC 677 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; borda da mata Habito: flor violeta","FURB03560","Stehmann, JR",NA,NA,NA,"FURB03560","2009","08","03",NA,NA
"16","2020-12-21 16:45:32-03","MBM","MBM","298805","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","Hando & Hashim.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78151","2004","10","17","Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Rod. SC 438, 5-6 Km O de Bom Jardim da Serra","-49.624698638916","-28.3369007110596",NA,NA,"1150","1150","Ascendente, flor purpúrea. Barrancos","MBM298805","Stehmann, J.R.",NA,"32577","auto","MBM298805","2009","07","18",NA,NA
"17","2020-12-21 16:45:32-03","MBM","MBM","214442","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","Hando & Hashim.","Stehmann, J.R.; et al.; et al.","1533",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Estrada Bom Jardim - São Joaquim, km 29","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,"MBM214442","Stehmann, J.R.",NA,"32577","auto","MBM214442",NA,NA,NA,NA,NA
"18","2020-12-21 16:45:32-03","MBM","MBM","214441","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","Hando & Hashim.","Stehmann, J.R.; et al.; et al.","1547",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Estrada Bom Jardim - São Joaquim, km 29","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,"MBM214441","Stehmann, J.R.",NA,"32577","auto","MBM214441",NA,NA,NA,NA,NA
"19","2020-12-21 16:45:32-03","MBM","MBM","254053","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","Hando & Hashim.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71786",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Rod. SC-438, ca. 5km O do alto da serra do Rio do Rastro","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,"MBM254053","Stehmann, J.R.",NA,"32577","auto","MBM254053",NA,NA,NA,NA,NA
"20","2020-12-11 11:41:53-03","UFMG","BHCB","38667","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1808","1995","12","08","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","estrada para Serra do Rio do Rastro","-49.381944","-28.3925","-49.381944","-28.3925","1410","1410","Erva com prostrados, em barranco na beira da estrada; corola campanulada, magenta.","BHCB054008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:41:53-03","UFMG","BHCB","116974","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Fregonezi, J; Ramos, A","40","2007","11","17","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.547778","-28.345833","-49.547778","-28.345833",NA,NA,"Cerrado rupestre, entre rochas.; Planta 0,3m","BHCB054003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:41:53-03","UFMG","BHCB","116980","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Fregonezi, J; Ramos, A","51","2007","11","19","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.596111","-28.308333","-49.596111","-28.308333",NA,NA,"Arbusto, até 1m; capítulos creme.","BHCB054005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:41:53-03","UFMG","BHCB","116985","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Fregonezi, J; Ramos, A","49","2007","11","18","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.558056","-28.345556","-49.558056","-28.345556",NA,NA,"Cerrado rupestre, entre rochas.; Planta 0,3m","BHCB054004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:53-03","UFMG","BHCB","133664","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Verdi, M; Grosch, B; Klemz, G","1268","2008","12","15","Southern America","Brasil","Santa Catarina","Campo Belo do Sul","Fazenda Gateados","-50.849722","-28.034722","-50.849722","-28.034722","845","845","Borda de mata; Floresta Ombrófila Mista; estádio avançado.; Flor violeta. Florística IFFSC 677","BHCB054002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:41:53-03","UFMG","BHCB","38668","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1809","1995","12","08","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Estrada para Bom Jesus","-49.6275","-28.351111","-49.6275","-28.351111","1380","1380","Erva com ramos prostrados, decumbentes, em barranco na beira da estrada, corola campanulada, magenta.","BHCB054009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:41:53-03","UFMG","BHCB","38669","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1810","1995","12","08","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Estrada para Bom Jesus","-49.6275","-28.351111","-49.6275","-28.351111","1380","1380","Erva com prostrados, decumbentes, em barrancos na beira da estrada; corola campanulada, magenta.","BHCB054010",NA,NA,NA,NA,NA,"1995","12","08",NA,NA
"27","2020-12-11 11:41:53-03","UFMG","BHCB","38670","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1812","1995","12","08","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Estrada para Bom Jesus","-49.646944","-28.425556","-49.646944","-28.425556","1380","1380","Erva com prostrados, decumbentes, em barranco na beira da estrada; corola campanulada, magenta; estigma e estames atingindo a mesma altura.","BHCB054011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:41:53-03","UFMG","BHCB","71042","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Hatschbach, G; Cervi, AC; Barbosa, E","71786","2000","12","10","Southern America","Brasil","Santa Catarina","Bom Jesus da Serra","Rodovia SC-438",NA,NA,NA,NA,"1250","1250","Ascendente, flor purpúrea.; Campo limpo. solo rochoso.","BHCB054012",NA,NA,NA,NA,NA,"2001","09",NA,NA,NA
"29","2020-12-11 11:41:53-03","UFMG","BHCB","80080","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","3344","2002","12","05","Southern America","Brasil","Rio Grande do Sul","Bom Jardim da Serra","SC 438",NA,NA,NA,NA,"1227","1227","Erva viscosa, decumbente; flores magenta, estigma ultrapassando os estames.; Em barranco na beira da estrada","BHCB054053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:41:53-03","UFMG","BHCB","80082","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","3346","2002","12","05","Southern America","Brasil","Rio Grande do Sul","Bom Jardim da Serra","SC 438",NA,NA,NA,NA,"1228","1228","Erva viscosa, decumbente; flores magenta, estigma ultrapassando os estames.; Em barranco na beira da estrada.","BHCB054054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:41:53-03","UFMG","BHCB","80083","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1233","2002","12","05","Southern America","Brasil","Rio Grande do Sul","Bom Jardim da Serra","SC438",NA,NA,NA,NA,NA,NA,"Erva viscosa, decumbente; flores magenta, estigma ultrapassando os estames.; Em barranco na beira da estrada","BHCB054055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:41:53-03","UFMG","BHCB","80085","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","3349","2002","12","05","Southern America","Brasil","Rio Grande do Sul","Bom Jardim da Serra","SC438",NA,NA,NA,NA,"1255","1255","Erva viscosa, decumbente, flores magenta, estigma ultrapassando os estames.; Em barranco na beira da estrada.","BHCB054056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:41:53-03","UFMG","BHCB","80086","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","3350","2002","12","05","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","SC438","-49.606339","-28.342511","-49.606339","-28.342511","1259","1259","Erva viscosa, decumbente, flores magenta, estigma ultrapassando os estames.; Em barranco na beira da estrada.","BHCB054801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:41:53-03","UFMG","BHCB","80092","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","3356","2002","12","06","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624525","-28.348197","-49.624525","-28.348197","1308","1308","Erva decumbente, vilosissima, flores com corola magenta.; Crescendo em barranco na beira da estrada.","BHCB054802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:41:53-03","UFMG","BHCB","80093","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR; Lorenz, AP; Castro, IB; Heller, AA","3357","2002","12","06","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","SC482","-49.629322","-28.366483","-49.629322","-28.366483","1451","1451","Erva decumbente, vilosissima, crescendo em barranco na beira da estrada; flores com corola magenta","BHCB002712",NA,NA,NA,NA,"BHCB002712",NA,NA,NA,NA,NA
"36","2020-12-11 11:41:53-03","UFMG","BHCB","80097","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","3359","2002","12","06","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","SC482","-49.732383","-28.298761","-49.732383","-28.298761","1352","1352","Erva decumbente, vilosissima, flores com corola magenta.; Crescendo em barranco na beira da estrada.","BHCB054803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:41:53-03","UFMG","BHCB","80098","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","3362","2002","12","06","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","SC482","-49.755569","-28.275075","-49.755569","-28.275075","1380","1380","Erva decumbente, vilosissima, flores com corola magenta.; Crescendo em barranco na beira da estrada.","BHCB054805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:41:53-03","UFMG","BHCB","99755","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","4374","2005","11","26","Southern America","Brasil","Rio Grande do Sul","Bom Jardim da Serra",NA,NA,NA,NA,NA,"1333","1333","Material preservado em álcool antes da secagem.; Erva radicante, flores púrpuras.","BHCB054057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:41:53-03","UFMG","BHCB","99773","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","4392","2005","11","26","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","BR para a Serra do Rio do Rastro.","-49.624698638916","-28.3369007110596",NA,NA,"1405","1405","Material preservado em álcool antes da secagem.; Erva víscida, em barranco na beira da estrada; flores púrpura.","BHCB054171",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:41:53-03","UFMG","BHCB","38643","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1547","1994","11","04","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Estrada Bom Jardim - S. Joaquim km 29","-49.624698638916","-28.3369007110596",NA,NA,"1300","1300","Erva com ramos prostrados (decumbentes); tubo da corola campanulado, limbo magenta.","BHCB054007",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:41:53-03","UFMG","BHCB","38642","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","1533","1994","11","03","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Estrada Bom Jardim - S. Joaquim km 29","-49.624698638916","-28.3369007110596",NA,NA,"1300","1300","Erva com ramos prostrados (decumbentes); tubo da corola campanulado, limbo magenta.","BHCB054006",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:41:53-03","UFMG","BHCB","99778","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","4397","2005","11","26","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Santa Bárbara","-49.624698638916","-28.3369007110596",NA,NA,"1339","1339","Material preservado em álcool antes da secagem.; Erva decumbente, crescendo nas ilhas de afloramento rochoso em meio ao campo limpo; flores púrpuras.","BHCB054170",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:41:53-03","UFMG","BHCB","99777","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T.Ando & Hashim.","Stehmann, JR","4396","2005","11","26","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Santa Bárbara","-49.624698638916","-28.3369007110596",NA,NA,"1312","1312","Material preservado em álcool antes da secagem.","BHCB054058",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","2456496","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashimoto","R. Reitz","6541","1963","2","3","South America","Brazil","Santa Catarina",NA,"Passo do Socorro, Lajes.",NA,NA,NA,NA,"900",NA,NA,"US02847835",NA,NA,NA,NA,"US02847835_01",NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","2323632","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashimoto","G. Hatschbach & Klein, --","7954","1958","12","15","South America","Brazil","Santa Catarina",NA,"Bom Jardim, S. Joaquim.",NA,NA,NA,NA,"1300",NA,NA,"US02847834",NA,NA,NA,NA,"US02847834_01",NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","3169632","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashimoto","T. Ando, G. Hashimoto & K. Buto","s.n.","1990","11","1","South America","Brazil","Santa Catarina",NA,"Mun. Bom Jardim da Serra, Route SC56, 5km S.E. of Mantiqueira to Bom Jardim da Serra.",NA,NA,NA,NA,"1300",NA,NA,"US02847830",NA,NA,NA,NA,"US02847830_01",NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","3169633","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashimoto","T. Ando, G. Hashimoto & K. Buto","s.n.","1990","11","1","South America","Brazil","Santa Catarina",NA,"Mun. Bom Jardim da Serra, Route SC56, 1km S.E. of Mantiquiera to Bom Jardim da Serra.",NA,NA,NA,NA,"1350",NA,NA,"US02847831",NA,NA,NA,NA,"US02847831_01",NA,NA,NA,"1",NA
"48","2020-09-12 05:00:02-03","US","US","3169629","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Solanales","Solanaceae","Petunia","bonjardinensis","Petunia bonjardinensis","T. Ando & Hashimoto","T. Ando, G. Hashimoto & K. Buto","B 170","1990","11","1","South America","Brazil","Santa Catarina","Bom Jardim da Serra","Route SC56, 1 km E of Bom Jardim da Serra to Mantiqueira.","-49.624698638916","-28.3369007110596",NA,NA,"1240","1240",NA,"US00386151",NA,"Isotype","32577","auto","US00386151_01",NA,NA,NA,"1",NA
