"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1550635","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"J. G. Kuhlmann","1940","11","20","Brazil","Rio de Janeiro",NA,"Gavea.","-43.250118","-22.98261",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822817' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550635","NY01550635_01",NA,NA,"6148","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01550568","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis flavicarpa","O.Deg.","K. Hansen",NA,NA,NA,"E. P. Killip","1929","10","17","Brazil","Amazonas","Manaus","Manáos","-59.9953079","-3.0673242",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1851076' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550568","NY01550568_01",NA,NA,"30205","South America","sheet",NA,"Magnoliophyta","Malpighiales","flavicarpa","25","25",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1550471","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims",NA,NA,NA,NA,"O. X. B. Machado","1947","10","09","Brazil","Rio de Janeiro",NA,"Distrito Federal - Restinga da Gavéa",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820999' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550471","NY01550471_01",NA,NA,"s.n.","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1550445","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","C. Grey-Wilson",NA,NA,NA,"R. M. Harley","1974","03","25","Brazil","Bahia",NA,"Ca. 26 km SW of Belmonte along road to Itapebi, and 4 km. along side road towards the sea","-39.03","-16.05",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1819472' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550445","NY01550445_01",NA,NA,"17428","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1550454","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","L. K. Escobar",NA,NA,NA,"J. E. Leite","1942","10",NA,"Brazil","Rio Grande do Sul",NA,"Prope Morro Sapucaia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550454","NY01550454_01",NA,NA,"3107","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1550510","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. P. Duarte",NA,NA,NA,"A. P. Duarte","1946","12","03","Brazil","Minas Gerais","Carandaí","Carandaí, Fazenda do Salgado.","-43.8064","-20.9536",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821422' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550510","NY01550510_01",NA,NA,"786","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1550477","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"A. L. Moldenke","1948","09","25","Brazil","São Paulo","Sao Paulo","Interlagos","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821128' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550477","NY01550477_01",NA,NA,"19906","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1550565","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims",NA,NA,NA,NA,"W. A. Archer","1942","12","23","Brazil","Pará","Belém","Grounds of the I.A.N.","-48.4447503","-1.4380977",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822409' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550565","NY01550565_01",NA,NA,"8049","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1550569","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims",NA,NA,NA,NA,"E. P. Killip","1929","11","03","Brazil","Pará",NA,"Ilha do Mosqueiro, near Pará","-48.3828","-1.1458",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822418' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550569","NY01550569_01",NA,NA,"30506","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1550473","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"J. G. Kuhlmann","1940","11","20","Brazil","Rio de Janeiro",NA,"Gavea.","-43.250118","-22.98261",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821019' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550473","NY01550473_01",NA,NA,"6148","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","821897","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis flavicarpa","O.Deg.","J. R. Vanderplank",NA,NA,NA,"J. G. Jardim","2002","04","11","Brazil","Bahia","Uruçuca","Ca. de 11.8 km W de Serra Grande. Área de contorno do Parque Estadual do Condura.","-39.12","-14.48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=908491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821897","NY00821897_01",NA,NA,"3998","South America","sheet",NA,"Magnoliophyta","Malpighiales","flavicarpa",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","778795","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis flavicarpa","O.Deg.","J. R. Vanderplank",NA,NA,NA,"D. J. N. Hind","1992","02","20","Brazil","Bahia","Salvador","Dunas de Itapuã e Lagoa de Abaeté","-38.37","-12.95",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778795","NY00778795_01",NA,NA,"63","South America","sheet",NA,"Magnoliophyta","Malpighiales","flavicarpa","8","8",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1550550","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims",NA,NA,NA,NA,"G. G. Hatschbach","1990","10","17","Brazil","Goiás","Teresina de Goiás","Rod. GO-118, Rio das Cobras","-47.2644","-13.7767",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821673' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550550","NY01550550_01",NA,NA,"54697","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"1000","1000",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1550507","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","J. da Costa Sacco",NA,NA,NA,"H. S. Irwin","1968","03","19","Brazil","Tocantins","Guaraí","Ca. 2 km S. of Guará.","-48.52","-8.85",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821393' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550507","NY01550507_01",NA,NA,"21441","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"550","550",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","821899","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","J. R. Vanderplank",NA,NA,NA,"W. W. Thomas","2000","10","14","Brazil","Bahia","Boa Nova","27 km west of Dario Meira on road to Boa Nova (17.1 km east of Boa Nova).","-40.1116833","-14.4412333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=629083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821899","NY00821899_01",NA,NA,"12225","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"300","300",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1550472","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"O. X. B. Machado","1945","03","12","Brazil","Rio de Janeiro",NA,"Matas proxima à restinga de Jacarepaguá","-43.397161","-23.010952",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821018' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550472","NY01550472_01",NA,NA,"35","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1550453","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims",NA,NA,NA,NA,"W. Hoehne","1964","01","24","Brazil","Espírito Santo",NA,"Arredores de Guarapari.","-40.536302","-20.663179",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820900' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550453","NY01550453_01",NA,NA,"5529","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1550628","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"H. S. Irwin","1964","08","21","Brazil","Distrito Federal","Brasília","Ca. 25 km E. of Brasília.","-47.78","-15.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822809' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550628","NY01550628_01",NA,NA,"5439","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"700","1000",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1550476","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"P. K. H. Dusén","1914","09","12","Brazil","Paraná","Jacareí","Jacarehy, locis arenosis fruticosis.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821122' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550476","NY01550476_01",NA,NA,"15512","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00861631","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis flavicarpa","O.Deg.","J. R. Vanderplank",NA,NA,NA,"A. M. Amorim","1998","09","13","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal, área limitrofe entre o Parna e a Reserva Indígena Bara Velha, da tribo Pataxó","-39.2033815","-16.8700182",NA,NA,"Site: MP <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=655686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861631","NY00861631_01",NA,NA,"2548","South America","sheet",NA,"Magnoliophyta","Malpighiales","flavicarpa",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1550505","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","J. da Costa Sacco",NA,NA,NA,"H. S. Irwin","1964","08","19","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 20 km E. of Brasília","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1821391' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550505","NY01550505_01",NA,NA,"5299","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"700","1000",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1550455","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","G. G. Hatschbach",NA,NA,NA,"L. R. Landrum","1981","12","10","Brazil","Paraná","Antonina","Along road to Guaraqueçaba","-48.67","-25.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550455","NY01550455_01",NA,NA,"4006","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"100","100",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1550554","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550554","NY01550554_01",NA,NA,"1313","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02064121","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. C. Cervi",NA,NA,NA,"F. B. Matos","2007","10","22","Brazil","Paraná","Curitiba","Jardim das Americas. Centro Politecnico da Universidade Federal do Paraná. Reserva Biologica Mata Viva.","-49.23","-25.43",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2418834' target='other'> <mi>dwc_moreinfo</mi></a>","NY02064121","NY02064121_01",NA,NA,"1467","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"900",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1550449","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","L. B. Smith",NA,NA,NA,"R. Reitz","1957","10","17","Brazil","Santa Catarina",NA,"Morro do Iquererim, Campo Alegre",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550449","NY01550449_01",NA,NA,"5175","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"900","900",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01405640","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. C. Cervi",NA,NA,NA,"H. S. Irwin","1971","01","31","Brazil","Minas Gerais","Ouro Preto","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2990022' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405640","NY01405640_01",NA,NA,"29506","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,"1650","1650",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1550567","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims",NA,NA,NA,NA,"A. B. Anderson","1985","03","24","Brazil","Maranhão","Lago Verde","Fazenda São Francisco, estrada Alto Alegre-Lago Verde, km 9.","-44.8219","-3.9572",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822415' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550567","NY01550567_01",NA,NA,"2119","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1550575","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"A. S. L. da Silva","1980","07","07","Brazil","Amazonas","Carauarí","Poço Juruá I, local onde foi feito o inventário.","-66.8957977294922","-4.88278007507324",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822431' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550575","NY01550575_01","202344","auto","512","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1550450","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims",NA,NA,NA,NA,"H. M. de Souza","1970","10","20","Brazil","São Paulo","Campinas","Nativa proximo à Souzas.","-47.060001373291","-22.8999996185303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550450","NY01550450_01","23900","auto","s.n.","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","41653","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","P. M. Jørgensen",NA,NA,NA,"B. C. Bennett","1989","03","31","Ecuador","Morona-Santiago",NA,"Centro Shuar Yukutais. Growing against the home of Josefina Antuash","-78.17","-3.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041653",NA,NA,NA,"3644","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1550576","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"A. B. Anderson","1984","10","08","Brazil","Pará","Barcarena","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822432' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550576","NY01550576_01",NA,NA,"1190","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","483966","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","J. R. Vanderplank",NA,NA,NA,"I. Isernhagen","1998","11","22","Brazil","Paraná","Guaraqueçaba","PR 405, Cacatu-Guaraqueçaba.","-48.32","-25.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=120255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00483966","NY00483966_01",NA,NA,"203","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1550629","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","A. K. Hansen",NA,NA,NA,"A. P. Duarte","1946","08","30","Brazil","Minas Gerais","Maria da Fé","Maria da Fé, Sul de Minas","-45.3753","-22.3083",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1822810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550629","NY01550629_01",NA,NA,"278","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1550470","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","edulis","Passiflora edulis","Sims","L. K. Escobar",NA,NA,NA,"P. E. Gibbs","1976","11","10","Brazil","São Paulo",NA,"Sao Sebastiao - Bertioga","-45.71323","-23.771129",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1820998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550470","NY01550470_01",NA,NA,"3515","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
