"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","class","order"
"11","2021-03-01 16:32:36-03","UNICAMP","UEC","133159","S","Plantae","Magnoliopsida","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Barbosa, TDM","Kollmann, L; Bausen, E","2188","1999","03","19",NA,"Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia.&nf;Área 2. Parcela 98. Número 2193.","-40.6002998352051","-19.9356002807617","23813","Árvore 11 m. DAP 19 cm. Fuste 9 m. Frutos marrons.; Mata de encosta.","UEC061016","UEC061016","auto","2008","10","20",NA,NA,"650","650",NA,NA,NA,NA
"12","2019-06-27 10:25:23-03","UFES","VIES","14262","S","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello",NA,"Saiter, F.Z.","204","2005","07","02",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","23813",NA,"VIES014262","VIES014262","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:31:04-03","MBM","MBM","408283","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Moraes, P.L.R.","Moraes, P.L.R.; Werff, H. van der; Pontes, T.A.; Cruz, M.; Werff, H. van der; Pontes, T.A.; Cruz, M.","4641","2015","01","25","Southern America","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.536389","-19.969722",NA,"Tree 20 m, flowers yellowish, fruits immature brownish with lenticels.","MBM408283","MBM408283",NA,"2015","01","25","-40.536389","-19.969722",NA,NA,NA,NA,NA,NA
"14","2011-02-23 10:24:00-03","MO","MOBOT","2026157","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","H. van der Werff (MO)","L.D. Thomaz","Thomaz 1149","1994","1","13","South America","Brazil","Espírito Santo",NA,"Santa Teresa. Estacã0 Biologica de Santa Lúcia. (Mata Atlantica de encosta).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"650.00000000","800.00000000","Isotype",NA,NA,NA
"15","2008-05-27 22:02:00-03","MO","MOBOT","2117862","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","H. van der Werff (MO)","PIZZIOLO","PIZZIOLO 337","1989","6","28","South America","Brazil","Espírito Santo",NA,"Santa Teresa, Estação Biológica de Santa Lúcia, trilha no lado esquerdo do rio Timbuí. Solo baroo escuro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2011-02-23 10:24:00-03","MO","MOBOT","2117863","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","H. van der Werff (MO)","L.D. Thomaz","Thomaz 1150","1995","1","18","South America","Brazil","Espírito Santo",NA,"Estação Biológica de Santa Lúcia, Santa Teresa, (Mata Atlântica de encosta).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"650.00000000","800.00000000",NA,NA,NA,NA
"17","2011-02-23 10:24:00-03","MO","MOBOT","2117865","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","H. van der Werff (MO)","L.D. Thomaz","Thomaz 1232","1993","7","27","South America","Brazil","Espírito Santo",NA,"Estação Biológica de Santa Lúcia, Santa Teresa, (Mata Atlântica de encosta).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"650.00000000","800.00000000",NA,NA,NA,NA
"18","2011-02-23 10:24:00-03","MO","MOBOT","2117866","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","H. van der Werff (MO)","L.D. Thomaz","Thomaz 1223","1993","8","25","South America","Brazil","Espírito Santo",NA,"Estação Biológica de Santa Lúcia, Santa TEresa, (Mata Atlântica de encosta).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"650.00000000","800.00000000",NA,NA,NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","2117867","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","P.L. Rodrigues de Moraes (UNICARP)","BOONE","BOONE 1334","1989","7","19","South America","Brazil","Espírito Santo",NA,"Santa Teresa, Estação Biológica de Santa Lúcia; lado direita do rio Timbuí. Mata primária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-10 04:40:00-03","MO","MOBOT","100874517","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","P.L. R. de Moraes","Pedro L. R. de Moraes|H. van der Werff|Tiago Arruda Pontes|M. Cruz","Moraes 4641","2015","1","25","South America","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","23813",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"21","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","10077",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","A. Quinet & M.S.Kropf/2004","L. Kollmann; E. Bausen","2188","1999","03","19",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Mata de encosta. Arvore 11m. Dap 19cm. Fuste 9m. Frutos marrons. (Area 98. Parcela 98, Número 2193).","MBML010077","MBML010077",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","11984",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","M. Sobral/2004","V. Demuner; et al","791","2000","02","24",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,"Árvore 13m, DAP 35cm, fuste 7m, fruto cor marrom. Int.de mata.","MBML011984","MBML011984",NA,NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","25172",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","A. Quinet/06-02-2005","F. Z. Saiter; et al","19","2004","01","07",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore c/8m alt. DAP 42cm, c/ flores branco-esverdeadas e botões, A3P6N170","MBML025172","MBML025172",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","29145",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","F. Z. Saiter/2005","F. Z. Saiter","161","2004","09","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore com frutos marrons, leve odor, A3P14N401.","MBML029145","MBML029145",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"25","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","5646",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Pedro L. R. de Moraes/V-2005","W. Pizziolo","337","1989","06","28",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore +/- 18m de altura. Fuste 9m, DAP 38cm, frutos de cor marrom. Solo barro escuro.","MBML005646","MBML005646",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","5688",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Pedro L. R. de Moraes/V-2005","W. Boone; et al","1334","1989","07","19",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore +/- 13m. Fuste 10m x 40cm. Frutos verdes. Heliófila. Mata primária.","MBML005688","MBML005688",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:46:37-03","MBML","MBML-HERBARIO","603",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Pedro L. R. de Moraes/05-2005","H. Q. Boudet Fernandes","2076","1986","10","23",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","(Santa Leopoldina) Rio Nove","-40.644167","-19.976944",NA,"Árvore mais de 10m, flores verdes com perigônio amarelado. Vide xiloteca.","MBML000603","MBML000603",NA,NA,NA,NA,"40W38'39","19S58'37",NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","6981",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","A. Quinet/02-08-2006","H. Q. Boudet Fernandes; E. Bausen","3155","1996","02","15",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore ca 15m de altura x 22cm de DAP. Casca castanho clara, um pouco esfoliada. Indivíduo com poucas inflorescências. Folhas verdes com nervura principal amarelada em ambas as faces. Os ápices dos ramos castanho tomentosos. Flores com","MBML006981",NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7468",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","T.D.M. Barbosa/18-XI-2008","L. D. Thomaz","1246","1993","06","01",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 13m, PAP 64 + 131cm, caule interno róseo escuro. Estéril.","MBML007468","MBML007468",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7471",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","T.D.M. Barbosa/18-XI-2008","L. D. Thomaz","1223","1993","08","25",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 22m, PAP 54 + 95cm, caule interno creme, com odor, estéril.","MBML007471","MBML007471",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7472",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","T.D.M. Barbosa/18-XI-2008","L. D. Thomaz","1163","1993","10","06",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 4m, PAP 21cm, caule interno branco. Estéril.","MBML007472","MBML007472",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7518",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","J.B. Baitello/20-09-2001","L. D. Thomaz","1148","1995","01","17",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 18m, PAP 85cm, caule interno róseo, com odor, fruto marrom.","MBML007518","MBML007518",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,"PARATIPO","2",NA,NA
"33","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7519",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","J.B. Baitello/20-09-2001","L. D. Thomaz","1149","1994","01","13",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 17m, PAP 65cm, caule interno róseo, flores creme / esverdeada.","MBML007519","MBML007519",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,"ISOTIPO","2",NA,NA
"34","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7520",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","J.B. Baitello/20-09-2001","L. D. Thomaz","1150","1995","01","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Altura 17m, PAP 65cm, caule interno róseo, fruto marrom. A3P13N401.","MBML007520","MBML007520",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,"PARATIPO",NA,NA,NA
"35","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7542",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","J.B. Baitello/20-09-2001","E. Bausen; I. Varassin","83","1998","03","31",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore ca. 16m. Folha com nervura principal amarela inferiormente e verde-clara superiormente. Frutos jovens, início de formação, verde-amarronzados.","MBML007542","MBML007542",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,"PARATIPO","9",NA,NA
"36","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7704",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Pedro L. R. de Moraes/05-2005","L. Kollmann; E. Bausen & W. Pizziolo","566","1998","09","15",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu. Terreno de Paulo Schifler.","-40.474167","-19.892222",NA,"Chapada. Arvoreto 4m. DAP 18cm. Fuste 4m. Frutos marrons.","MBML007704","MBML007704",NA,NA,NA,NA,"40W28'27","19S53'32",NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","7810",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Pedro L. R. de Moraes/05-2005","L. Kollmann; E. Bausen & W. Pizziolo","407","1998","08","19",NA,"Brasil","Espírito Santo","Santa Teresa","Sítio do Zurlo","-40.534444","-19.950556",NA,"Mata de encosta. Árvore 13m. Frutos verdes.","MBML007810","MBML007810",NA,NA,NA,NA,"40W32'4","19S57'2",NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","9088",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","T.D.M. Barbosa/VI-2009","L. Kollmann; E. Bausen","1625","1999","01","20",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,"Árvore 10m. DAP 25cm. Fuste 6m.","MBML009088","MBML009088",NA,NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","9220",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Pedro L. R. de Moraes/05-2005","L. Kollmann; E. Bausen & W. Pizziolo","1416","1998","12","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore 15m. DAP 22cm. Fuste 12m. Flores verdes. Frutos marrons.","MBML009220","MBML009220",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","9227",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","T.D.M. Barbosa/18-XI-2008","L. Kollmann; E. Bausen & W. Pizziolo","1421","1998","12","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Árvore 20m. DAP 30cm. Fuste 16m. Flores verdes.","MBML009227","MBML009227",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","9550",NA,"Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Pedro Moraes/22-05-2005","L. Kollmann; E. Bausen","1623","1999","01","20",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,"Árvore 10m. DAP 24cm. Fuste 5m. Flores verdes.","MBML009550","MBML009550",NA,NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA,NA
"42","2021-03-04 11:05:32-03","UFRB","HURB","17261","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello",NA,"Almeida, T.",NA,"2016","03","16",NA,"Brasil","Bahia","Salvador","Ipitanga; APA Joanes","-38.510799407959","-12.9710998535156","26018","P13 A4. <ll>dwc_commonname:</ll> Louro","HURB000017261",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-15 15:30:55-03","UNESP-RC","HRCB","23957","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","Barbosa, T.D.M.","Thomaz, L.D.","1150","1995","01","18",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","Altura 17 m, PAP 65 cm, caule interno róseo, fruto marrom",NA,NA,"auto","2008","12","20",NA,NA,"650","650",NA,NA,NA,NA
"44","2020-06-15 15:30:55-03","UNESP-RC","HRCB","56144","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello",NA,"Moraes, P.L.R. de","3249","2011","09","12",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","Árvore nº401, 10m, estéril.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-15 15:30:55-03","UNESP-RC","HRCB","56143","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello",NA,"Moraes, P.L.R. de","3248","2011","09","12",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","Árvore nº170, 10m, estéril.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2018-10-09 16:31:35-03","UFLA","ESAL","23850","S","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello",NA,"Kollmann, L; Bausen, E; Pizziolo, W","1416","1998","12","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Trilha do Sagui (area 3, parc. 14, num 401)","-40.6002998352051","-19.9356002807617","23813","Doação MBML 92; Árvore 15m; DAP 22cm; Fuste 12m. Flores verdes. Frutos marrons.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-23 12:09:35-03","CEPLAC","CEPEC","154204","PreservedSpecimen","Plantae",NA,"Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa",NA,"P.L.R. de Moraes","P.L.R. de Moraes","4641",NA,NA,NA,NA,"Brasil","Espírito Santo","SANTA TERESA",NA,"-40.6002998352051","-19.9356002807617","23813","<ll>dwc_commonname:</ll>",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-04 15:44:08-03","IF","SPSF","46280","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","J. B. Baitello","J.B.Baitello","V.Demuner & E.Bausen & W.Pizziolo","791","2000","02","24","América do Sul","Brasil","ES","Santa Maria de Jetibá","Rio Nove","-40.7461013793945","-20.040599822998","31867","COLETA: Árvore com 13m de altura, fruto de cor marrom.&nf;DAP 35cm; Fuste 7m.; GEOGRAFIA: Interior de mata.;",NA,NA,"auto","2013","05","20",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
"49","2021-03-04 15:44:08-03","IF","SPSF","51286","PreservedSpecimen","Plantae","Magnoliophyta","Lauraceae","Ocotea","cryptocarpa","Ocotea cryptocarpa","Baitello","P.L.R. de Moraes","P.L.R. de Moraes & H.van der Werff & T.A. Pontes & M. Cruz","4641A","2015","01","25","América do Sul","Brasil","ES","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","COLETA: Tree 20m, flowers yellowish, fruits immature brownish with lenticels.&nf;Árvore 20m, flores amareladas, frutos imaturos amarronzados com manchas.;",NA,NA,"auto","2015","01","25",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Laurales"
