"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem"
"28","2019-12-19 11:19:50-03","UFG","UFG","12964","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Proença, C.","Brooks, R.R.","665","1990","06","26",NA,"Brasil","Goiás","Barro Alto","11-12km from town on road running SW through area of serpentinized peridotite.","-48.916667","-14.883333","850","850",NA,"Shrub 80cm 2 - m(4). Serpentinized peridotite.",NA,NA,"1992",NA,NA,"-48.916667","-14.883333",NA,NA,NA,NA,NA
"29","2019-12-19 11:19:50-03","UFG","UFG","13373","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.",NA,"Ferreira, H.D.","s.n.","1991","12","22",NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,"UFG0013373",NA,"1991","44163","auto",NA,NA,"12","22",NA,NA,NA
"30","2019-12-19 11:19:50-03","UFG","UFG","16105","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Proença, C.","Ferreira, H.D.; Silva, O.A.","2695","1995","02","27",NA,"Brasil","Goiás","Mineiros","Parque Nacional das Emas, Campo sujo.","-52.5511016845703","-17.5694007873535",NA,NA,NA,"20 cm de altura. Fruto amarelo-avermelhado.",NA,NA,"1996","100343","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-07 09:35:20-03","UEFS","HUEFS","87413","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.",NA,"Saint-Hilaire, A.","43",NA,NA,NA,NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087413",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","Isótipo",NA
"32","2019-10-07 09:35:20-03","UEFS","HUEFS","67734","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.",NA,"Silva, J.M.","61","1986","01","15",NA,"Brasil","Paraná","Morretes","Véu de noiva.","-48.834400177002","-25.476900100708",NA,NA,NA,"Mata pluvial.","HUEFS0067734","HUEFS0067734",NA,"30514","auto",NA,NA,NA,NA,"Rosanae",NA,NA
"33","2019-09-04 19:41:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype",NA
"34","2019-01-23 11:00:27-02","F","FMNH-SEEDPLANTS","V0065264F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0065264F","V0065264F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA
"35","2015-03-07 08:59:10-03","F","FMNH-SEEDPLANTS","V0109213F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0109213F","V0109213F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"36","2020-07-23 12:15:48-03","CEPLAC","CEPEC","72689","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis",NA,"G. M. Barroso","M. C. Marques","349","1993","03","17",NA,"Brasil","Rio de Janeiro","PARATY","Apa-cairucu, Morro do Carrapato.","-44.5","-23.166667",NA,NA,NA,"<ll>dwc_commonname:</ll> Laranjeiras",NA,NA,NA,NA,NA,"44W30'","23S10'",NA,NA,NA,NA,"30/12/1993"
"37","2020-07-23 12:15:48-03","CEPLAC","CEPEC","24759","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis",NA,"M. Sobral","J. L. Hage","1221","1981","08","25",NA,"Brasil","Bahia","ILHÉUS","Quadra I' do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,"30/03/1987"
"38","2019-12-20 18:46:41-03","UFSJ","HUFSJ","8834","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Sobral, M","Couto, D","450","2008","02","09",NA,"Brasil","Espírito Santo","Alegre","ARIE Laerth Paiva Gama. Trilha para a mata alta.","-41.555","-20.77","531","531",NA,"Arvoreta, ca. 3m de altura. Flores brancas.","HUFSJ008834",NA,"2016",NA,NA,"-41.555","-20.77",NA,NA,NA,NA,NA
"39","2021-02-08 12:43:55-03","UFRGS","ICN","062856","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Sobral, M","Hage, JL; Brito, HS","1221","1981","08","25","América do Sul","Brasil","BA","Ilhéus","Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415).","-39.0494003295898","-14.7889003753662",NA,NA,NA,"Árvore, 10m x 20cm de altura. Flores em botões esverdeados; Região de Mata Higrófila Sul Baiana",NA,NA,"1985","61245","auto",NA,NA,"06",NA,NA,NA,NA
"40","2019-11-21 10:11:36-03","IBt","SP","345213","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Sobral, M","Silva, JM; Kummrow, R","294","1987","01","27",NA,"Brasil","Paraná","Morretes","Véu de Noiva.","-48.834400177002","-25.476900100708","900","900",NA,"Árvore 5m alt., flor alva, mata pluvial.","SP028633","SP028633","1999","30514","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:11:36-03","IBt","SP","305253","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Ribeiro, CL","Moraes, PLR; et al.","1145","1995","01","19",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,"Arvoreta ca. 3m alt., botões branco, tronco sem escamação, cinza","SP036461","SP036461","2019","27904","auto",NA,NA,"06","11",NA,NA,NA
"42","2019-11-21 10:11:36-03","IBt","SP","345365","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Ribeiro, CL","Zipparro, VB","1842","2000","01","11",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela, trilha Azul, após ponto 15","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore ca. 9m alt., presença de botões e flores brancas, indivíduo nº 256A na fenologia","SP036455","SP036455","2019","34059","auto",NA,NA,"06","11",NA,NA,NA
"43","2019-11-21 10:11:36-03","IBt","SP","348576","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Ribeiro, CL","Zipparro, VB","1982","2000","08","16",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela, trilha Azul, para frente do ponto 14, ambiente sombreado","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore ca. 11m alt., presença de frutos elípticos imaturos de coloração creme-avermelhada, indivíduo nº 256A na fenologia","SP036457","SP036457","2019","34059","auto",NA,NA,"06","11",NA,NA,NA
"44","2019-11-21 10:11:36-03","IBt","SP","348577","S","Plantae",NA,NA,"Myrtaceae","Eugenia","piloensis","Eugenia piloensis","Cambess.","Ribeiro, CL","Zipparro, VB","2033","2000","11","15",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Trilha Azul, após o ponto 15, ambiente sombreado, Base Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore ca. 13,5m alt., indivíduo nº 256A na fenologia, presença de botões brancos ao longo do caule","SP036456","SP036456","2019","34059","auto",NA,NA,"06","11",NA,NA,NA
