"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters"
"11","2021-04-05 14:33:41-03","UNESC","CRI","8795","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Ronaldo","2010","11","02","Brasil","Santa Catarina","Bom Jardim da Serra","Trilha dos Tropeiros.","-49.625","-28.3375","49º37'30''W","28º20'15''S","CRI004215","CRI004215","Ronaldo dos Santos Junior","1281","1281","2010","11","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:41-03","UNESC","CRI","4249","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Valdemar Boff","1995","10","26","Brasil","Santa Catarina","Urussanga","Belvedere.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","CRI004229","CRI004229","Maria Leonor de Souza D#?#el Rey","48","48","1998","05","18","62","Habitat: capoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:30-03","UNESC","CRI","14260","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Korte, A.; Kniess, A.","2009","10","15","Brasil","Santa Catarina","Presidente Nereu","Braço Thieme. Braço Thieme.","-49.320833","-27.271667","49º19'15''W","27º16'18''S","CRI013351","CRI013351","Korte, A","458","458","2009","10","15","460","Florística IFFSC 465 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:30-03","UNESC","CRI","699","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","10","31","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI004228","CRI004228","Maria Leonor de Souza D#?#el Rey","300","300",NA,NA,NA,"1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:30-03","UNESC","CRI","3193","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Robson dos Santos","1992","08","25","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI004223","CRI004223","Maria Leonor de Souza D#?#el Rey","300","300",NA,NA,NA,"1792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:41-03","UNESC","CRI","4929","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Vanilde Citadini Zanette; Valdemar P. Boff","1996","09","19","Brasil","Santa Catarina","Siderópolis","Rio Fiorita.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","CRI004234","CRI004234","Maria Leonor de Souza D#?#el Rey","111","111","1996","10","08","2154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:41-03","UNESC","CRI","3425","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Robson dos Santos","1994","12","13","Brasil","Rio Grande do Sul","Cambará do Sul","Interior do Canion do Itaimbezinho.","-50.144167","-29.047778","50º8'39''W","29º2'52''S","CRI004225","CRI004225","Marcos Sobral","1019","1019","1995","01","02","188","Habitat: mata atlântica Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:30-03","UNESC","CRI","818","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Vanilde Citadini-Zanette; Aurélio José de Aguiar & Valdemar Piazza Boff","1991","09","12","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI004235","CRI004235","Maria Leonor de Souza D#?#el Rey","300","300",NA,NA,NA,"1181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:30-03","UNESC","CRI","9242","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Birgit Harter Marques","2007","04","29","Brasil","Santa Catarina","Siderópolis","Malha II Leste.","-49.425278","-28.598889","49º25'31''W","28º35'56''S","CRI004214","CRI004214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:30-03","UNESC","CRI","576","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","06","27","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","CRI004224","CRI004224","Vanilde Citadini- Zanette","300","300",NA,NA,NA,"926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:33:41-03","UNESC","CRI","5334","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","J. A. Jarenkow","1991","11","01","Brasil","Rio Grande do Sul","Arroio do Meio","Morro gaúcho.","-51.945278","-29.401667","51º56'43''W","29º24'6''S","CRI004226","CRI004226","D. B. Falkenberg","29","29",NA,NA,NA,"1922","Habitat: borda de mata de encosta Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:41-03","UNESC","CRI","5206","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","V. Citadini-Zanette; V. Boff & A. Gozçe.","1996","09","20","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","CRI004231","CRI004231","Vanilde Citadini- Zanette","48","48",NA,NA,NA,"2357","Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:25:30-03","UNESC","CRI","14135","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.",NA,NA,NA,NA,"Brasil","Santa Catarina","Timbé do Sul",NA,"-49.843611","-28.827222","49º50'37''W","28º49'38''S","CRI012785",NA,"Caleb Borges",NA,NA,"2018","11","08",NA,"Habitat: Terrestre Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:41-03","UNESC","CRI","8228","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Ronaldo Remor","2003","01","07","Brasil","Santa Catarina","Siderópolis","Área Projeto M.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","CRI004222","CRI004222","Vanilde Citadini- Zanette","111","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:25:30-03","UNESC","CRI","13017","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Oliveira, A.A. de","2015","09","13","Brasil","Santa Catarina","Ponte Alta","Ponte Altinha. Ponte Altinha.","-50.233611","-27.361111","50º14'1''W","27º21'40''S","CRI011661","CRI011661","Oliveira, AA de","1150","1150","2015","09","13","2833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:33:41-03","UNESC","CRI","5082","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","V. Citadini-Zanette; V. Boff","1996","11","08","Brasil","Santa Catarina","Siderópolis","Alto Rio Fiorita.","-49.424722","-28.598333","49º25'29''W","28º35'54''S","CRI004232","CRI004232","V. C. Zanette","111","111",NA,NA,NA,"2235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:33:41-03","UNESC","CRI","700","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Vanilde Citadini Zanette; et al.","1990","08","15","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","CRI004221","CRI004221","M. Leonor Souza","110","110",NA,NA,NA,"1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:25:30-03","UNESC","CRI","4980","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Marilva Magali B. Frutuoso","1996","10","11","Brasil","Santa Catarina","Santa Rosa do Sul",NA,"-49.715","-29.138333","49º42'54''W","29º8'18''S","CRI004236","CRI004236","Marilva Magali B. Frutuoso",NA,NA,"1996","10","13",NA,"Habito: Arbustivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:33:41-03","UNESC","CRI","4933","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","V. Citadini-Zanette; V. Boff & A. Gozçe.","1996","09","20","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","CRI004230","CRI004230","Maria Aparecida Medeiros","48","48","1996","10","08","2158","Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:33:41-03","UNESC","CRI","6286","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","R. dos Santos; C. A. Correa & Z. P. Topanotti","1997","11","12","Brasil","Santa Catarina","Criciúma","Primeira linha.","-49.37","-28.678056","49º22'12''W","28º40'41''S","CRI004220","CRI004220","Vanilde Citadini- Zanette","58","58",NA,NA,NA,"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 14:33:41-03","UNESC","CRI","5087","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","V. Citadini-Zanette; V. Boff","1996","11","05","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","CRI005791","CRI005791","V. C. Zanette","38","38",NA,NA,NA,"2240","Floresta Atlântica Habitat: sub-bosque Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-23 10:41:32-03","E","E","83108","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii",NA,"Silva, J.M. & Poliquesti, C.B.","1995","12","19","BR",NA,NA,NA,NA,NA,NA,NA,"E00083108",NA,NA,NA,NA,NA,NA,NA,"1614","<a href=http://data.rbge.org.uk/herb/E00083108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:91475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","520490","PreservedSpecimen","Plantae","Melastomataceae","Leandra","pauloensis","Leandra pauloensis","Hoehne","M. Kuhlmann","1939","09","02","Brazil","Paraná",NA,"Entre Curitiba e Paranaguá, Serra do Mar","-48.9123","-25.521903",NA,NA,"NY00520490","NY00520490_01","A. Gehrt",NA,NA,NA,NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=59639' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3107704","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","A. Willink","1944","08","12","Argentina","Salta","Orán","San Andrés.","-64.859699","-23.086275",NA,NA,"NY03107704","NY03107704_01","M. Reginato",NA,NA,NA,NA,NA,"362","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3447474' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00909065","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Y. E. J. Mexia","1930","10","25","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Barbada.","-42.860644","-20.766686",NA,NA,"NY00909065","NY00909065_01","M. Reginato","675","675",NA,NA,NA,"5221","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985149' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","887335","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","F. de Barros","1985","12","13","Brazil","São Paulo",NA,"Natividade da Serra.","-45.362178","-23.403816",NA,NA,"NY00887335","NY00887335_01","M. L. D. R. Souza; J. F. A. Baumgratz",NA,NA,NA,NA,NA,"1231","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092307' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","685382","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","R. Goldenberg","2005","10","17","Brazil","Paraná","Campina Grande do Sul","Margem do Rio Capivari","-49.0553","-25.3058",NA,NA,"NY00685382","NY00685382_01","R. Goldenberg",NA,NA,NA,NA,NA,"711","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894606' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","520646","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","J. C. Solomon","1983","10","09","Bolivia","Tarija","Aniceto Arce","Vicinity of Sidras (5.5 km N of Emborozú)","-64.53","-22.2",NA,NA,"NY00520646","NY00520646_01","J. J. Wurdack","950","950",NA,NA,NA,"11113","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=749400' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","520869","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","P. E. Gibbs","1976","10","29","Brazil","São Paulo","Itapetininga","Ca. 50 km S de Itapetininga, estrada a Registro. Reserva Florestal de Carlos Botelho","-48.0497","-23.5903",NA,NA,"NY00520869","NY00520869_01","R. Goldenberg",NA,NA,NA,NA,NA,"3287","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552870' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-30 10:55:00-03","NY","NYBG","01855251","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii",NA,"P. R. Legname","1973","12","08","Argentina","Salta","Santa Victoria","Camino de Los Toldos al Lipeo, a 10 Km de Lipeo.",NA,NA,NA,NA,"NY01855251","NY01855251_01","I. D. Lucena","1540",NA,NA,NA,NA,"9944C","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2064552' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-30 10:56:00-03","NY","NYBG","01855254","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii",NA,"A. Carretero","2003","12","17","Bolivia","Chuquisaca","Luis Calvo","Entierrillos. Aproximadamente a 5 Km de la escuela de Entierrillos, serrania del Iñano","-63.87","-19.52",NA,NA,"NY01855254","NY01855254_01","F. A. Michelangeli","1700",NA,NA,NA,NA,"945","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2064736' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","520658","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","A. Löfgren","1901","10","19","Brazil","São Paulo","Rio Claro","Rio Claro","-47.56","-22.41",NA,NA,"NY00520658","NY00520658_01","J. J. Wurdack",NA,NA,NA,NA,NA,"11344","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=749390' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","520639","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","L. Gecchelin","1995","04","28","Brazil","Rio Grande do Sul","Caxias do Sul","Campus da UCS","-51.1792","-29.1683",NA,NA,"NY00520639","NY00520639_01","J. J. Wurdack","750","750",NA,NA,NA,"HUCS10700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=749422' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","520635","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","M. Laner","1994","06","03","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Floresta Nacional - I","-50.395632","-29.433343",NA,NA,"NY00520635","NY00520635_01","J. J. Wurdack","830","830",NA,NA,NA,"9911","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=749406' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","478187","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","J. E. Leite","1941","12",NA,"Brazil","Rio Grande do Sul","Salvador do Sul","S. Salvador","-51.5114","-29.4383",NA,NA,"NY00478187","NY00478187_01","R. Goldenberg",NA,NA,NA,NA,NA,"2132","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213048' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","478188","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","R. A. Perez-Moreau","1937","07","27","Argentina","Misiones",NA,"Fracrán",NA,NA,NA,NA,"NY00478188","NY00478188_01","R. Goldenberg",NA,NA,NA,NA,NA,"21167","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213045' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00909059","PreservedSpecimen","Plantae","Melastomataceae","Leandra","regnellii","Leandra regnellii","(Triana) Cogn.","Y. E. J. Mexia","1930","03","25","Brazil","Minas Gerais","Viçosa","Agricultural College lands.","-42.868031","-20.7613428",NA,NA,"NY00909059","NY00909059_01","M. Reginato","685","685",NA,NA,NA,"4518","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985123' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
