"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","typeStatus","fieldNumber","sex"
"11","2020-11-19 10:22:53-03","CPAP","CPAP","441","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","Robinson","N. I. Matzembacher","Pott, A.","1301","1984","08","02",NA,"Brasil","MS","Corumbá","Fazenda Santana; Sub-região do Paiaguás; Pantanal","-56.566667","-18.066667",NA,NA,NA,"Volúvel. FLOR: branca. INTERESSE: Apícola. AMBIENTE: Cordilheira e capão (paleodiques), não alagáveis. SUBSTRATO: solo arenoso com superfície orgânica. RELEVO: plano.",NA,NA,"56°34' W","18°04' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-19 10:22:53-03","CPAP","CPAP","5425","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","Robinson","A. Pott","Pott, A.","4292","1988","08","04",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - próximo","-56.65","-18.983333","89","89",NA,"Trepadeira. FLOR: creme. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Frequente. AMBIENTE: Borda de cerradão, cordilheira (paleodique) não alagável. SUBSTRATO: podzol hidromórfico arenoso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Jasmim-do-campo",NA,NA,"56°39' W","18°59' S","1988","08",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:27:40-03","IAP","PACA-AGP","53991","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Mikania","capricorni","Mikania capricorni","Robinson","N. Bastos","Rambo, B.",NA,"1953","02","20",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"VULNERÁVEL&nf;det. (Emrich-Rambo 04071954): Mikania cynachifolia Hook. & Arn. Habitat: in araucarieto Fenofase: flor","PACA053991",NA,NA,NA,"1987","05",NA,"76715","auto","Magnoliatae",NA,NA,NA,NA
"14","2020-12-20 21:15:56-03","UFV","VIC","18427","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.",NA,"Carvalho, A.F.","424","1997","09","03",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Vila Gianetti, Grupo Entre Folhas","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Cipó aromático.","VIC018427","VIC018427",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"15","2021-04-07 11:41:29-03","UFMS","CGMS","9151","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","M.D. de Moraes","A.C. Araújo; R.S. de Arruda","92","1999","07","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal de Miranda/Abobral.","-57.0333333","-19.4816667",NA,NA,NA,"Flor bege. Habitat: Borda de capão. Habito: Liana.","CGMS004848",NA,"-57,0333333","-19,4816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-07 11:41:29-03","UFMS","CGMS","12815","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","U.M. Resende","L.C. Rodrigues","107","2003","04","26",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Parque Estadual do Prosa.","-54.6463889","-20.4427777",NA,NA,NA,"Flor branca. Habitat: Cerradão. Habito: Liana.","CGMS1042213",NA,"-54,6463889","-20,4427777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-07 11:41:29-03","UFMS","CGMS","19921","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","A. Pott; G.A. Damasceno-Júnior; A. Guglieri","A.G. Boaretto; C.B. Leite; G. Atique; W.J. Martins","170","2007","07","31",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque. Curva do Leque.","-57.0391666","-19.5527778",NA,NA,NA,"Flor branca esmaecida. Habitat: Beira de estrada. Antropizada. Solo arenoso. Planície. Habito: Liana.","CGMS1049225",NA,"-57,0391666","-19,5527778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-07 11:41:29-03","UFMS","CGMS","44266","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"W.S. Fava; V. Pontara; A.K.D. Salomão; E.P. Seleme","15","2008","11","23",NA,"Brasil","Mato Grosso do Sul","Corumbá","Base de Estudos do Pantanal - UFMS.","-57.0177778","-19.575",NA,NA,NA,NA,"CGMS1074231",NA,"-57,0177778","-19,575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:41:29-03","UFMS","CGMS","58808","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","A. Pott","A. Pott","11822","2004","09","14",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda São Francisco, sub-região de Aquidauana, Pantanal.","-55.6333333","-19.55","115","115",NA,"Flor branca. Flor odorosa. Habitat: Borda de cerradão. Solo arenoso. Relevo plano convexo. Habito: Trepadeira volúvel. Freqüente.","CGMS004847",NA,"-55,6333333","-19,55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:41:29-03","UFMS","CGMS","44667","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","N.I. Matzenbacher","A. Pott","1301","1984","08","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Santana, Paiaguás, Pantanal.","-56.5666667","-18.0666667",NA,NA,NA,"Flor branca. Habitat: Cordilheira e caapão (paleodiques), não alagáveis. Solo arenoso com superfície orgânica. Relevo plano. Habito: Volúvel. Frequente.","CGMS1074634",NA,"-56,5666667","-18,0666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:41:29-03","UFMS","CGMS","21413","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","S.V. Boff","S.V. Boff","173","2007","07","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667",NA,NA,NA,"Flor branca. Habitat: Borda de capão. Solo calcimórfico. Habito: Liana.","CGMS1050822",NA,"-57,0188889","-19,5766667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:41:29-03","UFMS","CGMS","10256","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Joelma; Lauriane; Lígia; Rita de Cássia","Joelma; Lauriane; Lígia; Rita de Cássia",NA,"2000","06","17",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Cerrado do campus da UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1039544",NA,NA,NA,"2000","10","24","161190","auto",NA,NA,NA,NA,NA
"23","2021-04-07 11:41:29-03","UFMS","CGMS","18069","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Fabiano; Hélder; Luís Henrique","Fabiano; Hélder; Luis Henrique",NA,"2000","08","13",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Cerrado - UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,"Flor branca. Habitat: Cerrado. Habito: Trepadeira.","CGMS1047362",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"24","2021-04-07 11:41:29-03","UFMS","CGMS","10270","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","R.S. de Arruda","R.S. de Arruda",NA,"1999","09","05",NA,"Brasil","Mato Grosso do Sul","Corumbá","B.E.P.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"CGMS1039558",NA,NA,NA,"2000","04","05","295160","auto",NA,NA,NA,NA,NA
"25","2021-04-07 11:41:29-03","UFMS","CGMS","10065","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","L.C.P. Lopes; et.al.","L.C.P. Lopes; et al.",NA,"1999","07","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Flor creme.","CGMS1039346",NA,NA,NA,"1999","07","03","295160","auto",NA,NA,NA,NA,NA
"26","2021-03-01 16:24:42-03","UNICAMP","UEC","164076","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Oliveira, CT","Meireles, LD; Nunes, JA; Neto, JOC","3045","2007","03","15",NA,"Brazil","Minas Gerais","Passa Quatro","Capim Amarelo","-44.888611","-22.435056","2254","2254",NA,"Liana no chão com flores alvas; Mata Nebular","UEC068187",NA,"-44.888611","-22.435056","2015","05",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:42-03","UNICAMP","UEC","76213","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"Wongtschowski, M; Souza, JP; Ferraro, L; Monteiro, CA","24","1994","09","06",NA,"Brazil","São Paulo","Cananéia","Estrada Pariquera-açú - Cananéia.","-47.84175","-24.900806",NA,NA,NA,"Flores creme.; Mata de restinga. Beira de estrada.","UEC125828","UEC125828","-47.84175","-24.900806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-05 16:45:09-03","UFOP","OUPR","14984","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Lisboa, M.A.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira de Santa Rita","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"1973","05","31","44599","auto",NA,NA,NA,NA,NA
"29","2019-11-05 16:45:09-03","UFOP","OUPR","1332","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Roschel, M.B.","Roschel, M.B.; Dias, S.","s.n.","1994","01","15",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Capoeira. Arbusto escandente. Inflorescencias amareladas",NA,NA,NA,NA,"1994","04","13","44599","auto",NA,NA,NA,NA,NA
"30","2019-11-05 16:45:09-03","UFOP","OUPR","14985","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Lisboa, M.A.","Badini, J.","s.n.","1973","05","20",NA,"Brasil","Minas Gerais","Ouro Preto","Ribeirão da Cachoeira","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Mata. Trepadeira. Flores pálidas",NA,NA,NA,NA,"1973","06","04","44599","auto",NA,NA,NA,NA,NA
"31","2019-11-05 16:45:09-03","UFOP","OUPR","14986","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Badini, J.","Badini, J.","s.n.","1973","05","20",NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Mata. Trepadeira. Flores pálidas",NA,NA,NA,NA,"1975","08","05","44599","auto",NA,NA,NA,NA,NA
"32","2020-10-14 09:59:14-03","FURB","FURB","62908","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","Ritter, M. R.","Ritter, M. R.","630","1991","04","13",NA,"Brasil","Rio Grande do Sul","Bagé","Casa da Pédra. Beira de estrada apoianteem arbusto.","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"FURB62908","FURB62908",NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"33","2021-03-16 17:50:58-03","UCS","HUCS","48126","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.","Ritter, M.R.","Ritter, M.R.","630","1991","04","13",NA,"Brasil","Rio Grande do Sul","Bagé","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,NA,"ICN 92473; Beira de estrada, apoiante em arbusto",NA,NA,NA,NA,NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"34","2021-03-16 17:50:58-03","UCS","HUCS","11644","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.","Ritter, M.R.","Butzke, A.","s.n.","1995","01","26",NA,"Brasil","Rio Grande do Sul","Erechim","Distrito Industrial","-52.2738990783691","-27.6341991424561",NA,NA,NA,"Beira da estrada",NA,NA,NA,NA,"2002","06","24","46790","auto",NA,NA,NA,NA,NA
"35","2019-08-16 08:38:36-03","UTFPR","HCF","5555","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Robinson","M.G. Caxambu","A.R. Silva","384","2007","07","29",NA,"Brasil","MS","Corumbá","Passo do Lontra - Estrada Parque","-57.004361","-19.563889","94","94",NA,"trepadeira volúvel, heliófita, com flores alvas. Solo: arenoso.",NA,NA,"57°00'15,7 W","19°33'50 S","2007","09","05",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-16 08:38:36-03","UTFPR","HCF","786","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Robinson","G. Hatschbach","A.E. Bianek","181","2004","01","29",NA,"Brasil","PR","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"planta herbácea, trepadeira, com folhas simples, cordiformes. Flores brancas.",NA,NA,NA,NA,"2004","04","16","28572","auto",NA,NA,NA,NA,NA
"37","2019-08-16 08:38:36-03","UTFPR","HCF","28377","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Robinson","G. Hatschbach","E. Buttura","36","1979","04","14",NA,"Brasil","PR","Foz do Iguaçu","Vila C de Itaipu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"porte volúvel, 3 m. Capoeira baixa.",NA,NA,NA,NA,"1979","05","14","39570","auto",NA,NA,NA,NA,NA
"38","2020-06-29 09:29:32-03","UFRRJ","RBR","14185","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"M.M.S. Conde","333","1989","07","12",NA,"Brasil","Rio de Janeiro","Piraí","Estação Ecológica, indo em direção ao bananal, picada 2 área da floresta, depois do riacho.","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,"RBR00014185","RBR00014185",NA,NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA
"39","2020-06-29 09:29:32-03","UFRRJ","RBR","14184","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","M. Silva","S.M. Carvalho; V. Pereira","079","1983","08","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Estação Ecológica de Piraí.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00014184","RBR00014184",NA,NA,"1988","10","01","57442","auto",NA,NA,NA,NA,NA
"40","2020-12-21 16:16:34-03","MBM","MBM","38261","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","H. Rob.","Barroso, G.M.","Hatschbach, G.","4062","1957","08","21","Southern America","Brazil","Paraná","Bocaiúva do Sul","Furnas","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"MBM038261","MBM038261",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:16:34-03","MBM","MBM","292686","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricornii","Mikania capricornii","H. Rob.","Cordeiro, J.; Barboza, E.","Bianek, A.E.","178","2004","01","29","Southern America","Brazil","Paraná","Campo Mourão","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM292686","MBM292686",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"42","2020-12-21 16:16:34-03","MBM","MBM","33752","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","H. Rob.","Hatschbach, G.","Kummrow, R.; Golte, W.; Golte, W.","614","1974","08","21","Southern America","Brazil","Paraná","Foz do Iguaçu","Cataratas do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"MBM033752","MBM033752",NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"43","2020-12-21 16:16:34-03","MBM","MBM","9438","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","H. Rob.","Holmes, W.C.","?","21182","1969","02","13","Southern America","Brazil","Paraná","Guarapuava","Cachoeira dos Turcos","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"MBM009438","MBM009438",NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:16:34-03","MBM","MBM","65512","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","H. Rob.","Holmes, W.C.","Hatschbach, G.","36614","1975","04","09","Southern America","Brazil","Paraná","Laranjeiras do Sul","Aeroporto","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"MBM065512","MBM065512",NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"45","2020-12-21 16:16:34-03","MBM","MBM","6883","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","H. Rob.","Holmes, W.C.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","19180","1968","04","26","Southern America","Brazil","Paraná","Laranjeiras do Sul","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"MBM006883","MBM006883",NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA
"46","2015-09-04 05:39:20-03","MNHN","RECOLNAT_MNHN_P","P02693596","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"Sello",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,"hb",". s.d. Brasilia 729 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693596' target='other'> <mi>dwc_moreinfo</mi></a>","P02693596","P02693596_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:33:14-03","UFMG","BHCB","34140","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"Hatschbach, G","21162","1969","02","13","Southern America","Brasil","Paraná","Guarapuava","Cachoeira dos Turcos.","-51.4580993652344","-25.395299911499",NA,NA,NA,"Orla da matinha de galeria. Volúvel. Capítulos alvescentes.","BHCB002791",NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA
"48","2009-08-21 06:32:00-03","MO","MOBOT","2457166","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.","Barroso, G. M.","Balduino Rambo","Rambo 37539","1948","9","8","South America","Brazil","Rio Grande do Sul",NA,"Galópolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2018-09-12 14:48:02-03","UNIOESTE","UNOP","5140","S","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L. Rob.","Caxambu, M.G.","Silva, A.R.; Caxambu, M.G.; Caxambu, M.G.","384","2007","07","29",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra, estrada parque","-57.005992","-19.563889","94","94",NA,"Trepadeira volúvel, heliófita, com flores alvas. Solo: arenoso. Relevo: plano.",NA,NA,"-57.005992","-19.563889","2007","09","05",NA,NA,NA,NA,NA,NA,NA
"50","2021-01-26 14:12:24-03","CPACT","ECT","5292","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.","G.Hatschbach","E.Buttura","36","1979","04","14",NA,"Brasil","Paraná","Foz do Iguaçu","Vila #?##?#C#?##?# de Itaipu. Coleção Ecomuseu / Itaipú. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-54.585","-25.514722","175","175",NA,NA,"ECT0005292","ECT0005292","54º35'6''W","25º30'53''S","1979","05","14",NA,NA,NA,NA,NA,NA,NA
"51","2020-11-18 11:49:21-03","UERJ","HRJ","11070","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","capricorni","Mikania capricorni","B.L.Rob.",NA,"?","s.n.","2004","09","01",NA,"Brasil","Mato Grosso","Anastácio","Fazenda Portuaria Sucuriú.",NA,NA,NA,NA,NA,NA,"HRJ00011070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
