"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","typeStatus","eventTime","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude"
"11","2014-10-14 15:56:26-03","BS","M","M-0185080","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","brachytricha","Cordia brachytricha","Fresen.",NA,"Martius, C.F.P. von",NA,"1818","03","31",NA,"Brasil",NA,NA,"Inter frutices ad fluvium S. Francisco prope Joazeiro. Prov. Pernambucanae",NA,NA,NA,NA,"M0185080",NA,NA,NA,"Magnoliopsida",NA,NA,"ISOTYPE","21:00",NA,NA,NA,NA,NA,NA,NA
"12","2014-10-14 15:56:26-03","BS","M","M-0185081","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","brachytricha","Cordia brachytricha","Fresen.",NA,"Martius, C.F.P. von",NA,"1819","03","31",NA,"Brasil",NA,NA,"Habitat inter frutices ad fl. S. Francisco prope Joazeiro; Provinciae Pernambucanae",NA,NA,NA,NA,"M0185081",NA,NA,NA,"Magnoliopsida",NA,NA,"HOLOTYPE","21:00",NA,NA,NA,NA,NA,NA,NA
"13","2020-04-27 16:09:01-03","UFES","VIES","27687","S","Plantae",NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.","Barros, P.H.D.","Barros, P.H.D.; Silva, L.A.","59","2012","04","07",NA,"Brasil","Espírito Santo","Vila Velha","Ilha das Garças.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES027687","VIES027687",NA,NA,NA,"27156","auto",NA,NA,"2012","04","07",NA,NA,NA,NA
"14","2020-06-29 09:29:52-03","UFRRJ","RBR","32936","S","Plantae",NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"A.T. Silva","s.n.","1991","12",NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Parque Estadual da Ilha Grande, Unidade amostral 108 OMS.","-44.3180999755859","-23.0067005157471",NA,NA,"RBR00032936","RBR00032936",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:18:50-03","MBM","MBM","425655","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.","Moraes, L.P.M.","Sucre, D.; Silva, J.F.; Silva, J.F.","9681","1972","10","04","Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Antigo Estado da Guanabara, Morro do Leme, Quartel Duque de Caxias - Exposição SW","-43.2075004577637","-22.9027996063232",NA,"Arbusto de 2,5m de altura, rupícola.","MBM425655",NA,"120","120",NA,"57442","auto",NA,NA,"2016","01","17",NA,NA,NA,NA
"16","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0675","PreservedSpecimen","Plantae",NA,"Angiospermae","Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.","Luciana Mautony; Elsie","P. Capell S.J.","s.n.","1951","05","14",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"000675",NA,NA,NA,NA,"33190","auto",NA,NA,"1980","05","24",NA,NA,NA,NA
"17","2015-09-04 12:42:19-03","MNHN","RECOLNAT_MNHN_P","P03862588","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Nadeaud",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862588' target='other'> <mi>dwc_moreinfo</mi></a>","P03862588","P03862588_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-04 12:42:19-03","MNHN","RECOLNAT_MNHN_P","P03862586","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro da Babylonia.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862586' target='other'> <mi>dwc_moreinfo</mi></a>","P03862586","P03862586_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"4149",NA,NA,NA
"19","2015-09-04 12:42:19-03","MNHN","RECOLNAT_MNHN_P","P03862584","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Glaziou",NA,"1891","3","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro de Abbylonia à Botafogo.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862584' target='other'> <mi>dwc_moreinfo</mi></a>","P03862584","P03862584_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"18383",NA,NA,NA
"20","2015-09-04 12:42:19-03","MNHN","RECOLNAT_MNHN_P","P03862587","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Glaziou, A.",NA,"1891","3","29",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro de Babilônia à Botafogo.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862587' target='other'> <mi>dwc_moreinfo</mi></a>","P03862587","P03862587_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"18383",NA,NA,NA
"21","2015-09-04 12:42:19-03","MNHN","RECOLNAT_MNHN_P","P03862585","PreservedSpecimen",NA,NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Glaziou",NA,"1870","1","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Versant de Copacabana.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03862585' target='other'> <mi>dwc_moreinfo</mi></a>","P03862585","P03862585_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"4149",NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","2851620","PreservedSpecimen","Plantae",NA,NA,"Cordiaceae","Cordia","ochnacea","Cordia ochnacea","DC.","James S. Miller","Douglas C. Daly","Daly 3894","1984","12","15","South America","Brazil",NA,NA,"Municipio Macapá, Rio Falsino, approx. 10 km upstream of confluence with Rio Araguari. Wesr bank. Approx. Terra firme moist forest on undulating terrain.","-51.75","0.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","52367",NA,"Plantae",NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.","L.P.M. Moraes/17-04-2016","D. Sucre; J.F. da Silva","9681","1972","10","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Antigo estado de Guanabara, Morro do Leme, Quartel Duque de Caxias - Exposição SW","-43.2075004577637","-22.9027996063232",NA,"Arbusto de 2,5 metros de altura, rupícola","MBML052367","MBML052367","120","120",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","1573617","PreservedSpecimen","Plantae",NA,"Lamiales","Cordiaceae","Cordia","ochnacea","Cordia ochnacea","A. DC.",NA,"L. Riedel","568","1832","5",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Pr. R. J.",NA,NA,NA,NA,"US02891417","US02891417_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2020-09-12 05:00:02-03","US","US","2456872","PreservedSpecimen","Plantae",NA,"Lamiales","Cordiaceae","Cordia","ochnacea","Cordia ochnacea","A. DC.",NA,"G. T. Prance & N. Silva","58916","1964","8","28","South America - Neotropics","Brazil","Pará",NA,"New Brazilian Highways. Vicinity of Paragominas, Belém-Brasília, Highway, Km. 161.",NA,NA,NA,NA,"US02891416","US02891416_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2019-10-07 09:12:21-03","UEFS","HUEFS","91003","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Sucre, D.","4351","1969","01","11",NA,"Brasil","Rio de Janeiro",NA,"Itaipuaçu: Morro da Agulinha de Inhangá, Copacabana",NA,NA,NA,NA,"HUEFS0091003","HUEFS0091003",NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:12:21-03","UEFS","HUEFS","91005","PreservedSpecimen","Plantae","Angiospermae","Boraginales","Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.","M.N.S.Stapf","Andreata, R.","667","1985","04","17",NA,"Brasil","Rio de Janeiro",NA,"Itaipuaçu: Pico Alto Morrão",NA,NA,NA,NA,"HUEFS0091005","HUEFS0091005",NA,NA,"Asteranae",NA,NA,NA,NA,"2005","03",NA,NA,NA,NA,NA
"28","2019-09-04 19:52:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","brachytricha","Cordia brachytricha",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-09-04 19:23:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea",NA,NA,"J. Lhotsky",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-09-04 18:08:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea",NA,NA,"J. Steinbach","6792","1924","12","26","South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-03-17 13:47:56-03","F","FMNH-SEEDPLANTS","V0282285F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0282285F","V0282285F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-03-17 13:47:56-03","F","FMNH-SEEDPLANTS","V0282286F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea",NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0282286F","V0282286F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-04-29 16:29:40-03","UFVJM","HDJF","830","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Oliveira, ACC; Machado, ELM","s.n.","2012","09",NA,"Southern America","Brasil","Minas Gerais","Presidente Juscelino","Presidente Juscelino, Minas Gerais, Zona rural","-44.0825","-18.644444",NA,NA,"HDJF000830","HDJF000830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.0825","-18.644444"
"34","2017-09-11 17:08:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Boraginaceae","Cordia","brachytricha","Cordia brachytricha","Fresen.",NA,"Martins, AB","s.n.",NA,NA,NA,"Southern America","Brazil","Pernambuco",NA,"Habitat inter frutices ad fl. S. Francisci prope Juazeiro prov. Pernambucanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:09:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia. Non vidi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2014-09-23 11:01:19-03","G","G-DC","G00146917","S","Plantae",NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.","CAT.HERB.PRODR.","Lhotsky, J.",NA,"1832",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=112200&base=img&lang=en","G00146917","G00146917",NA,NA,NA,NA,NA,"HOLOTYPUS of Cordia ochnacea DC.",NA,"2007","01","01",NA,NA,"-53.08972222","-10.77305556"
"37","2020-05-07 17:13:59-03","IBt","SP","266190","S","Plantae",NA,NA,"Boraginaceae","Cordia","ochnacea","Cordia ochnacea","DC.",NA,"Pessoa, SVA","402","1988","11","24",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
