"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","identifiedBy","county","imagecode","yearIdentified","monthIdentified","infraspecificEpithet","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"18","2021-03-15 16:37:00-03","NY","NYBG","4188819","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","T. J. Killeen","2231","1986","11","24","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4513108' target='other'> <mi>dwc_moreinfo</mi></a>","NY04188819","Santa Cruz","Est. La Pachanga, 5 km S of Concepcion","-62.08","-16.13",NA,NA,"500",NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson",NA,"Ñuflo de Chávez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00748965","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","J. Jangoux","1768","1981","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748965","Maranhão","Road between Estreito de Goiás and Carolina, 23 km south of Estreito.","-47.33","-6.75",NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. J. M. Leeuwenberg","Estreito","NY00748965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01066589","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","H. S. Irwin","16844a","1966","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203630' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066589","Mato Grosso","Ca. 20 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.82",NA,NA,"400","400","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01066623","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","G. Schaller","65","1978","03","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203674' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066623","Mato Grosso","Pantanal, Rio Paraguay, Fazenda Acurizal","-57.53","-17.87",NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01066596","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","H. S. Irwin","25914","1970","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203619' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066596","Minas Gerais","Serra da Anta, summit of chapada, ca. 2 km N. of Paracatú","-46.8727","-17.22555",NA,NA,"700","700","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina","Paracatú","NY01066596_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1018367","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","D. Sasaki","650","2003","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258852' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018367","São Paulo","Estreito. Usina de Estreito (Acampmento de Estreito)","-47.2772","-20.1578",NA,NA,"720","720","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","L. Monguillnett","Pedregulho","NY01018367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01066614","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","J. F. Ramos","R. & S.105","1967","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203660' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066614","Mato Grosso","Collected near the base camp of the expedition. (c. 270 km N of Xavantina.)","-51.87","-12.9",NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00748989","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","J. Jangoux","1702","1981","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748989","Tocantins","Transamazon Highway between Araguaia River and Tocantins River, 7 km from Araguaia River","-48.08","-5.83",NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. J. M. Leeuwenberg","Araguatins","NY00748989_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01066571","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","H. S. Irwin","12172","1966","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203611' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066571","Distrito Federal","Chapada da Contagem, ca. 25 km N. E. of Brasília","-47.75172","-15.62355",NA,NA,"1100","1100","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina","Brasília","NY01066571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1738042","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","C. O. do Vale","7","2011","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1965059' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738042","Sergipe","Capela. RVS Mata do Junco. Estrada velha.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","L.A. Gomes",NA,"NY01738042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4188818","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","E. Ramos","158","1998","11","15","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4513107' target='other'> <mi>dwc_moreinfo</mi></a>","NY04188818","Santa Cruz","Provincia German Busch. Area natural de manejo integrado y Parque Nacional Otuquis, bosque deciduo, orilla del camino Robore-Taperas","-59.1225","-18.6281",NA,NA,"180",NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson",NA,"Angel Sandoval",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01066595","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","H. S. Irwin","34638","1972","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066595","Goiás","ca. 15 km S. of Niquelândia","-48.45","-14.58557",NA,NA,"1000","1000","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina","Niquelândia","NY01066595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01066639","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","E. P. Heringer","968","1979","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203682' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066639","Mato Grosso do Sul","Estrada de Três Lagoas",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1184015","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","V. L. Gomes-Klein","3479",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1459733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184015","Tocantins","Estrada Transamazônica, próximo a Estreito-São Bento, km. 35 depois da junção para Tocantinópolis.","-47.4164","-6.3294",NA,NA,"134","134","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","V. L. Gomes-Klein","Tocantinópolis","NY01184015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01066629","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","C. A. Cid Ferreira","4454","1984","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203653' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066629","Mato Grosso","BR 364, rodovia Cuiabá-Porto Velho, km 80, Distrito de Patronal, Vila Bela da Santissima Trindade.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina","Vila Bela de Santíssima Trindade","NY01066629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01068025","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","A. M. Amorim","1749","1995","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626602' target='other'> <mi>dwc_moreinfo</mi></a>","NY01068025","Bahia","Estrada que liga Jacabina a morro do Chapéu, ca. de 9 km de Jacobina. Ramal que leva a Caohoeira do Alves, ca. 10 km da estrada principal","-40.5181","-11.1808",NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","J. A. Kallunki","Jacobina","NY01068025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02702069","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","M. F. Simon","2096","2014","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994340' target='other'> <mi>dwc_moreinfo</mi></a>","NY02702069","Mato Grosso","Serra de São Vicente, 38 Km N do entroncammento com a BR- 174, em estrada vicinal, em direção à mina São Francisco.","-59.6069","-14.8706",NA,NA,"720",NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson",NA,"Vila Bela da Santíssima Trindade","NY02702069_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01066592","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","H. S. Irwin","16665","1966","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203616' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066592","Mato Grosso","Ca. 60 km. N. of Xavantina. Serra do Roncador.","-52.15","-14.13",NA,NA,"550","550","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01066650","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","J. A. Ratter","R340","1967","08","13","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203667' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066650","Mato Grosso","7 km SW of Xavantina.","-52.33","-14.73",NA,NA,"600","600","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4188824","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","R. B. Foster","13782","1991","11","08","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4513113' target='other'> <mi>dwc_moreinfo</mi></a>","NY04188824","Santa Cruz","Serraia de Huanchaca. Farallon SurOeste:Estacion Los Fierros. Parque Nacional Noel Kempf M. Camino a 6 km SurOeste de la estacion","-60.9","-14.55",NA,NA,"200","300","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson",NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01066608","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","A. P. Duarte","7777","1963","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203655' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066608","Minas Gerais","Varzea da Palma, Faz. Mãe d'Agua","-44.749531","-17.411382",NA,NA,NA,NA,"Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066608_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01066612","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","P. R. J. Bamps","5494","1976","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203672' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066612","Mato Grosso","Cuiaba-Vilhena, km 307","-57.33","-14.2",NA,NA,"670","670","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina",NA,"NY01066612_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01066722","PreservedSpecimen","Plantae","Apocynaceae","Himatanthus","obovatus","Himatanthus obovatus","W. R. Anderson","36644","1972","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203786' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066722","Bahia","Espigão Mestre, ca. 100 km WSW of Barreiras","-44.9731","-12.3633",NA,NA,"760","760","Magnoliophyta","Gentianales","(Müll.Arg.) Woodson","A. P. Spina","Sao Desidério","NY01066722_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
