"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordNumber","locality","phylum","order","scientificNameAuthorship","infraspecificEpithet","identifiedBy","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"453","2021-03-01 16:28:02-03","UNICAMP","UEC","91979","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Ivanauskas, NM; Gomes, APS","1996","07","17",NA,"Brazil",NA,NA,"Árvore cortada, rebrotando, de 4m. Flores.; Floresta Atlântica.","UEC006460",NA,"868","Estação Experimental do Instituto Agronômico.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, GT","São Paulo","-47.876944","-24.608333","UEC006460","Pariquera-Açu",NA,NA,NA,NA,"-47.876944","-24.608333","1996","08",NA,NA,NA,NA,NA,NA
"454","2021-03-01 16:28:02-03","UNICAMP","UEC","91982","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Ivanauskas, NM","1996","08","02",NA,"Brazil",NA,NA,"Árvore cortada, rebrotando, com 4m. Frutos imaturos, verdes.; Floresta Atlântica.","UEC006453",NA,"860","Estação Experimental do Instituto Agronômico.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, GT","São Paulo","-47.876944","-24.608333","UEC006453","Pariquera-Açu",NA,NA,NA,NA,"-47.876944","-24.608333","1996","08",NA,NA,NA,NA,NA,NA
"455","2021-03-01 16:28:02-03","UNICAMP","UEC","148883","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra pallida","Aranha, BA","2006","10","21",NA,"Brazil",NA,NA,"Indivíduo regenerante no subosque.","UEC006462",NA,"475","Fazenda Capricórnio, Parcela J.","Magnoliopsida",NA,"(Hook.f.) Prance","pallida","Aranha, BA","São Paulo","-45.084167","-23.366389","UEC006462","Ubatuba","380","380",NA,NA,"-45.084167","-23.366389","2008","10",NA,NA,NA,NA,NA,NA
"456","2021-03-01 16:28:02-03","UNICAMP","UEC","169880","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Pereira, BAS","1984","08","22",NA,"Brazil",NA,NA,"Árvore ca. 6m de altura. Folhas duras, quase glabras. Râmulos pubercentes. Flores creme, caindo facilmente. Latossolo vermelho.","UEC006458",NA,"1132","Mata ou Capão existente junto da Escola de Administração Fazendária.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Pereira, BAS","Distrito Federal","-47.9296989440918","-15.7797002792358","UEC006458","Brasília","1100","1100","70570","auto",NA,NA,"1984","08",NA,NA,NA,NA,NA,NA
"457","2021-03-01 16:28:02-03","UNICAMP","UEC","133927","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Urbanetz, C; Lindenberg, MF; Lelo; Domingos","2003","07","03",NA,"Brazil",NA,NA,"Árvore de 15m, frutos imaturos verdes.","UEC006459",NA,"58","Fazenda Folha Larga, Trilha do Jacaré.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Urbanetz, C","São Paulo","-47.9199981689453","-25.0100002288818","UEC006459","Cananéia",NA,NA,"37574","auto",NA,NA,"2004","05",NA,NA,NA,NA,NA,NA
"458","2021-03-01 16:28:02-03","UNICAMP","UEC","132845","S","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Urbanetz, C; Lindenberg, MF; Lelo; Domingos","2003","07","03",NA,"Brazil",NA,NA,"Árvore de 15m, frutos imaturos verdes.","UEC006457",NA,"58","Fazenda Folha Larga, Trilha do Jacaré.","Magnoliopsida",NA,"(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Urbanetz, C","São Paulo","-47.9199981689453","-25.0100002288818","UEC006457","Cananéia",NA,NA,"37574","auto",NA,NA,"2004","05",NA,NA,NA,NA,NA,NA
"459","2020-03-02 09:10:48-03","UFRPE","PEUFR","20825","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","D.R. Siqueira; M.M. Buarque","1995","09","06",NA,"Brasil",NA,NA,"Arbusto com 3,5m; flores amarela-esverdeadas.","PEUFR020825",NA,"105","Eng. Tiriri",NA,NA,"(Hoffmans. Ex Roem. & Schult.) Kuntze",NA,"F.G. Silva","Pernambuco","-35.0349998474121","-8.28666973114014",NA,"Cabo de Santo Agostinho","55","55","25282","auto",NA,NA,"2016","09","02",NA,NA,NA,NA,NA
"460","2020-12-10 15:21:17-03","UFPB","JPB","66104","PreservedSpecimen","Plantae","Chrysobalanaceae","Leptobalanus","octandrus","Leptobalanus octandrus","Gomes-Silva, F; Guedes, FM; Cavalcanti, D; Lucena, DS; Valetim, R","2016","09","15","Southern America","Brasil",NA,NA,"; HABITAT: Interior do fragmento; DESC: Árvore ca. 5m alt., folhas coriáceas, face abaxial levemente esbranquiçada, flores com estames alvos","JPB0066104",NA,"361","RPPN Fazenda Tabatinga","Angiosperma","Dicotyledon","(Hoffmamms. ex Roem)",NA,"Gomes-Silva, F","Pernambuco","-35.002498626709","-7.56056022644043",NA,"Goiana",NA,NA,"22853","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-12-10 15:21:17-03","UFPB","JPB","66078","PreservedSpecimen","Plantae","Chrysobalanaceae","Leptobalanus","octandrus","Leptobalanus octandrus","Cavalcanti, D; Guedes, EM; Garcia, GS","2017","10","04","Southern America","Brasil",NA,NA,"; DESC: Arvore ca. 3m alt., flores amarelas com aroma adocicado","JPB0066078",NA,"816","Lago Azul","Angiosperma","Dicotyledon","(Hoffmamms. ex Roem)",NA,"Gomes-Silva, F","Rio Grande do Norte","-35.2085990905762","-6.09111022949219",NA,"Nisia Floresta",NA,NA,"17449","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2020-04-22 16:18:33-03","UFPB","JPB","1294","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Xavier, LP","1946","09","11","Southern America","Brasil",NA,NA,NA,NA,NA,"JPB1294",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"463","2020-06-18 20:36:52-03","UFPB","JPB","15565-1","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Felix, LP; Santana, ES","1990","04","26","Southern America","Brasil",NA,NA,NA,NA,NA,"2883",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-35.125833","-6.838889",NA,"Mamanguape","35","35",NA,NA,"-35.125833","-6.838889",NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-06-23 19:49:48-03","UFPB","JPB","17712","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1991","07","16","Southern America","Brasil",NA,NA,NA,NA,NA,"650",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-06-25 21:38:11-03","UFPB","JPB","18433","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Agra, MF; et al.","1988","11","12","Southern America","Brasil",NA,NA,NA,NA,NA,"718",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-35.080278","-6.803333",NA,"Rio Tinto","11","11",NA,NA,"-35.080278","-6.803333",NA,NA,NA,NA,NA,NA,NA,NA
"466","2020-05-09 17:17:21-03","UFPB","JPB","1866","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Coutinho, AB","1958","09","20","Southern America","Brasil",NA,NA,NA,NA,NA,"JPB1866",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-06-26 20:32:21-03","UFPB","JPB","19032","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1992","10","08","Southern America","Brasil",NA,NA,NA,NA,NA,"855",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-07-01 20:15:31-03","UFPB","JPB","22206","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1993",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"674",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-07-02 18:00:22-03","UFPB","JPB","22517","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1993","11","14","Southern America","Brasil",NA,NA,NA,NA,NA,"1138",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-07-02 18:00:31-03","UFPB","JPB","22533","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1993","09","04","Southern America","Brasil",NA,NA,NA,NA,NA,"1092",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-07-02 18:00:31-03","UFPB","JPB","22662","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1994","10","17","Southern America","Brasil",NA,NA,NA,NA,NA,"JPB22662",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-07-02 18:00:31-03","UFPB","JPB","23254","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Barbosa, MR; Moura, ACA","1995","03","10","Southern America","Brasil",NA,NA,NA,NA,NA,"1454",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-07-02 18:00:31-03","UFPB","JPB","23255","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Barbosa, MR","1992","10","11","Southern America","Brasil",NA,NA,NA,NA,NA,"1305",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-04-22 16:18:33-03","UFPB","JPB","23317","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Gadelha Neto, PC","1992","01","01","Southern America","Brasil",NA,NA,NA,NA,NA,"26",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-07-06 21:42:33-03","UFPB","JPB","24086","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1994","07","17","Southern America","Brasil",NA,NA,NA,NA,NA,"1361",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"476","2020-07-12 17:21:10-03","UFPB","JPB","27470","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Pessoa, R","2001","09","24","Southern America","Brasil",NA,NA,NA,NA,NA,"JPB27470",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-05-22 17:18:05-03","UFPB","JPB","3541","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Xavier, LP; Correia, IL","1973","08","09","Southern America","Brasil",NA,NA,"; DESC: Flores abundantes",NA,NA,"JPB3541","Horto do Campus Universitário","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-04-22 16:18:33-03","UFPB","JPB","38436","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Gadelha Neto, PC; Barbosa, MR; Lima, IB; Silva, CS","2007","09","26","Southern America","Brasil",NA,NA,"; DESC: Árvore com cerca de 6m. Folhas coriáceas. Inflorescência em panícula terminal.",NA,NA,"1779","Millennium Inorganic Chemicals Mineração Ltda, Arenoso","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.978633","-6.493619",NA,"Mataraca",NA,NA,NA,NA,"-34.978633","-6.493619",NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-04-22 16:18:33-03","UFPB","JPB","39174","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Gadelha Neto, PC; Silva, CS","2007","12","17","Southern America","Brasil",NA,NA,"; HABITAT: Mata de Restinga; DESC: Árvore com cerca de 8m de folhas simples, alternas. Inflorescência em panícula terminal racemosa. Fruto drupa.",NA,NA,"1986","Millennium Inorganic Chemicals Mineração Ltda, Arenoso","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.978633","-6.493619",NA,"Mataraca",NA,NA,NA,NA,"-34.978633","-6.493619",NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-04-22 16:18:33-03","UFPB","JPB","40619","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Satyro, S; Pereira, MS","2008","07","06","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica. Restinga.; DESC: Árvore.",NA,NA,"86","Estação Ecológica do Pau Brasil, Pitanga da Estrada.","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Figueira, M","Paraíba","-35.129167","-6.604444",NA,"Mamanguape",NA,NA,NA,NA,"-35.129167","-6.604444","2017","07","18",NA,NA,NA,NA,NA
"481","2020-04-22 16:18:33-03","UFPB","JPB","40921","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Almeida, ACC; Freitas, GB","2009","01","12","Southern America","Brasil",NA,NA,"; DESC: Árvore com ca de 9m. Sem ramos férteis.",NA,NA,"173","Gramame, Parque Ecológica Augusto dos Anjos","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Almeida, ACC","Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115","2009","01","12",NA,NA,NA,NA,NA
"482","2020-04-22 16:18:33-03","UFPB","JPB","41607","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Araújo, AAM; Freitas, GB","2008","03","28","Southern America","Brasil",NA,NA,"; HABITAT: Mata de Tabuleiro; DESC: Arbusto; 2m de altura; Corola esverdeada; Estames alvos com tecas amarelas; Fruto imaturo verde.","JPB0041607",NA,"131","Cabo Branco, Falésia do Cabo Branco","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Gomes-Silva, F","Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115","2016","12","05",NA,NA,NA,NA,NA
"483","2020-05-24 16:41:44-03","UFPB","JPB","4192","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Agra, MF","1979","08","29","Southern America","Brasil",NA,NA,NA,NA,NA,"162",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-04-22 16:18:33-03","UFPB","JPB","45948","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Pontes, RA; Pereira, LA; Duré, RC","2011","01","12","Southern America","Brasil",NA,NA,"; DESC: Arbusto com cerca de 1,5m de alt. Folhas coriáceas, verdes acizentadas. Frutos elípticos, verdes, com indumento velutino.",NA,NA,"665","Millennium Inorganic Chemicals Mineração Ltda, Àrea de regeneração de dunas.","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Pontes, RA","Paraíba","-34.973333","-6.516389",NA,"Mataraca",NA,NA,NA,NA,"-34.973333","-6.516389","2011","01","18",NA,NA,NA,NA,NA
"485","2020-05-28 21:07:37-03","UFPB","JPB","4614","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1981","05","25","Southern America","Brasil",NA,NA,NA,NA,NA,"99","Campus I da UFPB","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-05-28 21:07:37-03","UFPB","JPB","4615","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Moura, OT","1980","10","25","Southern America","Brasil",NA,NA,"; DESC: Fruto na Carpoteca",NA,NA,"100","Campus I da UFPB","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.848611","-7.1425",NA,"João Pessoa","47","47",NA,NA,"-34.848611","-7.1425",NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-04-22 16:18:33-03","UFPB","JPB","47563","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Jardim, JG; Jardim, AB; Jardim, L","2010","12","19","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Árvores com ca. de 10m alt. Folhas coriáceas verdes com a face inferior parda. Frutos imaturos verdes.","JPB0047563",NA,"5856","Rod. BR 101, CA. 1,5 km N da cidade. Tabuleiro","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Prance, GT","Rio Grande do Norte","-35.167778","-6.343611",NA,"Canguaretama","82","82",NA,NA,"-35.167778","-6.343611","2013",NA,NA,NA,NA,NA,NA,NA
"488","2020-04-22 16:18:33-03","UFPB","JPB","56772","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Pereira, R","1984","12","17","Southern America","Brasil",NA,NA,NA,"JPB0056772",NA,"JPB56772","Campus I da UFPB","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-34.848611","-7.1375",NA,"João Pessoa","47","47",NA,NA,"-34.848611","-7.1375",NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-04-22 16:18:33-03","UFPB","JPB","62563","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Mello, PPAC; Lima, JR","2015","05","25","Southern America","Brasil",NA,NA,"; HABITAT: Tabuleiro; DESC: Árvore ca. 1,5 m de altura; Fruto de cor verde","JPB0062563",NA,"JPB-62563","Mata Jiqui - Fazenda EMPARN (Pesquisa Agropecuária do Rio Grande do Norte).","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Mello, PPAC","Rio Grande do Norte","-35.194717","-5.931033",NA,"Parnamirim","50","50",NA,NA,"-35.194717","-5.931033","2015",NA,NA,NA,NA,NA,NA,NA
"490","2020-04-22 16:18:33-03","UFPB","JPB","7361","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Miranda, CAB de; Felix, LP","1977","09","21","Southern America","Brasil",NA,NA,NA,NA,NA,"JPB7361",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-35.125833","-6.838889",NA,"Mamanguape","35","35",NA,NA,"-35.125833","-6.838889",NA,NA,NA,NA,NA,NA,NA,NA
"491","2020-06-09 11:44:44-03","UFPB","JPB","7831","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Agra, MF; et al.","1989","02","12","Southern America","Brasil",NA,NA,NA,NA,NA,"718",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,NA,"Paraíba","-35.080278","-6.803333",NA,"Rio Tinto","11","11",NA,NA,"-35.080278","-6.803333",NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-04-22 16:18:33-03","UFPB","JPB","IFNPBLAFV24","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Vieira, LAF","2017","06","16","Southern America","Brasil",NA,NA,"; DESC: Árvore. Conglomerado IFN-PB-91-P12. Subunidade 1. Subparcela 10. Indivíduo 24.","IFNPBLAFV000024",NA,"24",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Figueira, M; Schindler, B","Paraíba","-34.942482","-7.222502",NA,"Santa Rita",NA,NA,NA,NA,"-34.942482","-7.222502","2017","06","30",NA,NA,NA,NA,NA
"493","2020-04-22 16:18:33-03","UFPB","JPB","IFNPBLAFV29","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Vieira, LAF","2017","06","16","Southern America","Brasil",NA,NA,"; DESC: Árvore. Conglomerado IFN-PB-91-P12. Subunidade 2. Subparcela 2. Indivíduo 11.","IFNPBLAFV000029",NA,"29",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Figueira, M; Schindler, B","Paraíba","-34.942482","-7.222502",NA,"Santa Rita",NA,NA,NA,NA,"-34.942482","-7.222502","2017","06","30",NA,NA,NA,NA,NA
"494","2020-04-22 16:18:33-03","UFPB","JPB","IFNPBRAPA323","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra","Almeida, RAP","2017","06","14","Southern America","Brasil",NA,NA,"; DESC: Árvore. Conglomerado IFN-PB-48-P37. Subunidade 2. Subparcela 10. Indivíduo 3RN.","IFNPBRAPA000323",NA,"323",NA,"Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze",NA,"Figueira, M; Schindler, B","Paraíba","-35.077506","-6.974985",NA,"Santa Rita",NA,NA,NA,NA,"-35.077506","-6.974985","2017","06","30",NA,NA,NA,NA,NA
"495","2020-04-22 16:18:33-03","UFPB","JPB","44958","PreservedSpecimen","Plantae","Chrysobalanaceae","Licania","octandra","Licania octandra octandra","Cavalcanti, D; Alves, M; Chagas, MA","2010","11","12","Southern America","Brasil",NA,NA,"; DESC: Árvore aprox. 6 m de altura, frutos verdes.",NA,NA,"309","RPPN Fazenda Tabatinga, Solo arenoso, próximo a praia.","Angiosperma","Dicotyledon","(Hoffmanns. ex Roem. & Schult.) Kuntze","octandra","Prance, GT","Pernambuco","-34.820556","-7.606111",NA,"Goiana",NA,NA,NA,NA,"-34.820556","-7.606111",NA,NA,NA,NA,NA,NA,NA,NA
