"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"1214","2020-09-12 05:00:02-03","US","US","2454415","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"A. L. Woolston","1216",NA,NA,NA,"Paraguay","Alto Paraguay",NA,"Primavera.",NA,NA,NA,NA,NA,NA,NA,"US03317421",NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1215","2020-09-12 05:00:02-03","US","US","2340912","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"R. Reitz & R. M. Klein","9294","1959","10","31","Brazil","Sombrio",NA,"Pirão Frio",NA,NA,NA,NA,"10",NA,NA,"US01866382","US01866382_01 US01866382_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1216","2020-09-12 05:00:02-03","US","US","1549842","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"S. Venturi","5584","1927","11","12","Argentina","Salta",NA,"Departamento Oran. Abra grande.",NA,NA,NA,NA,"750",NA,NA,"US03317402","US03317402_01",NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1217","2020-09-12 05:00:02-03","US","US","2271466","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"R. M. Klein","2287","1957","11","27","Brazil","Vidal Ramos",NA,"Sabiá",NA,NA,NA,NA,"750",NA,NA,"US01866380","US01866380_01 US01866380_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1218","2020-09-12 05:00:02-03","US","US","3398424","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"A. Kegler","321","1999","10","27","Brazil","Caxias do Sul",NA,"Agudo",NA,NA,NA,NA,"780",NA,NA,"US01866392","US01866392_01 US01866392_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1219","2020-09-12 05:00:02-03","US","US","2169689","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"G. Hatschbach","3481","1956","10","28","Brazil","Pato Branco",NA,"Encruzo para Alexandre Beltrão",NA,NA,NA,NA,NA,NA,NA,"US01866390","US01866390_01 US01866390_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1220","2020-09-12 05:00:02-03","US","US","2120108","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Eq. Ecologia","s.n.","1949","12","2","Brazil","Pedras Grandes",NA,"Mata da Azambuja",NA,NA,NA,NA,NA,NA,NA,"US01866372","US01866372_01",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1221","2020-09-12 05:00:02-03","US","US","1618759","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"A. Ducke","s.n.","1933","1","18","Brazil",NA,NA,"Serra de Santarém",NA,NA,NA,NA,NA,NA,NA,"US01866367","US01866367_01 US01866367_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1222","2020-09-12 05:00:02-03","US","US","USw10329","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Ll. Williams","5825",NA,NA,NA,"Peru","San Martín","Mariscal Cáceres","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1223","2020-09-12 05:00:02-03","US","US","USw31615","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"C. T. Rizzini","RB 66162",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1224","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"G. Klug","3696","1934","6",NA,"Peru","San Martin",NA,"Department of San Martín: Zepelacio, near Moyobamba.",NA,NA,NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1225","2020-09-12 05:00:02-03","US","US","USw23448","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"P. Capucho","472",NA,NA,NA,"Brazil",NA,NA,"Boa Vista, Tapajoz River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1226","2020-09-12 05:00:02-03","US","US","USw19465","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"N. Higgins","630",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1227","2020-09-12 05:00:02-03","US","US","USw23228","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"P. Capucho","472",NA,NA,NA,"Brazil",NA,NA,"Boa Vista, Tapajoz River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1228","2020-09-12 05:00:02-03","US","US","USw5516","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Collector unknown","s.n.",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1229","2020-09-12 05:00:02-03","US","US","USw10650","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"E. L. Little Jr.","6257",NA,NA,NA,"Ecuador","Esmeraldas",NA,"Quininde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1230","2020-09-12 05:00:02-03","US","US","USw37002","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Vasquez, --","86",NA,NA,NA,"Peru","San Martín","Mariscal Cáceres","Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1231","2020-09-12 05:00:02-03","US","US","2248354","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"M. Guedes","257","1950","4","14","Brazil","Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01866368","US01866368_01 US01866368_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1232","2020-09-12 05:00:02-03","US","US","2222080","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"R. Reitz & R. M. Klein","2647","1956","2","6","Brazil","Ibirama",NA,"Horto Florestal",NA,NA,NA,NA,NA,NA,NA,"US01866384","US01866384_01 US01866384_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1233","2020-09-12 05:00:02-03","US","US","2122850","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"A. E. Burkart","18381","1950","4","15","Paraguay","Asuncion",NA,"Jardín del Gian Hotel.",NA,NA,NA,NA,NA,NA,NA,"US03317423",NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1234","2020-09-12 05:00:02-03","US","US","3244697","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"C. Diaz Santibanez & S. Baldeon","2288","1987","1","20","Peru","Huanuco",NA,"Dpto. Huanuco: Prov. Pachitea, carretera marginal entrando por Von Humboldt, localidad Dantas, Trocha de estudio.",NA,NA,NA,NA,"250",NA,NA,"US03317408",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1235","2020-09-12 05:00:02-03","US","US","2250581","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"G. A. Black","F-26","1947","7","25","Brazil","Belém",NA,"From Inst. Agron. do Norte",NA,NA,NA,NA,NA,NA,NA,"US01866371","US01866371_01 US01866371_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1236","2020-09-12 05:00:02-03","US","US","2567877","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"R. L. Magin","39","1962","12","18","Peru","Huánuco",NA,"Leoncio Prado, distrito Honoria, prov. Pachitea, depto. Huánuco.",NA,NA,NA,NA,NA,NA,NA,"US03317413",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1237","2020-09-12 05:00:02-03","US","US","2964322","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"E. P. Heringer & G. Eiten","14991","1975","9","15","Brazil","Paraopeba",NA,"Estação Florestal","-44.4","-19.28",NA,NA,"650",NA,NA,"US01866410","US01866410_01 US01866410_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1238","2020-09-12 05:00:02-03","US","US","2141093","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"E. L. Little Jr. & R. R. Little","9665","1945","3","8","Colombia","Caquetá",NA,"Trip on foot 2 km. N. of Solano. Wet tropical forest of Amazon basin. Solano, 8 km. SE. of Tres Esquinas, on Río Caquetá below mouth of Río Orteguaza. Comisaría de Caquetá.",NA,NA,NA,NA,"200",NA,NA,"US03317393",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1239","2020-09-12 05:00:02-03","US","US","920171","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"H. M. Curran","145","1916","4",NA,"Colombia","Bolívar",NA,"Norosi-Tiquisio trail, Lands of Loba, Department of Bolivar.",NA,NA,NA,NA,"150","600",NA,"US03317397","US03317397_01",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1240","2020-09-12 05:00:02-03","US","US","2142663","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"A. Gevieski","38","1953","11","20","Brazil","Ibirama",NA,"Horto Florestal",NA,NA,NA,NA,"200",NA,NA,"US01866373","US01866373_01 US01866373_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1241","2020-09-12 05:00:02-03","US","US","2992988","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"T. C. Plowman, G. Davidse, N. A. Rosa, C. S. Rosário & M. R. Santos","8356","1980","2","3","Brazil","Presidente Kennedy",NA,"Municipio Presidente Kennedy: road from highway BR 153 to Itaporã, 12 Km west if village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feinho","-48.62","-3.42",NA,NA,"400","500",NA,"US01866411","US01866411_01 US01866411_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1242","2020-09-12 05:00:02-03","US","US","2844423","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"H. S. Irwin, R. Souza & R. R. Santos","14046","1966","3","17","Brazil",NA,NA,"Côrrego Landim, ca. 20 Km NE of Brasília, DF",NA,NA,NA,NA,"950",NA,NA,"US01866408","US01866408_01 US01866408_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1243","2020-09-12 05:00:02-03","US","US","2961773","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"E. P. Heringer & C. T. Rizzini","17477","1979","9","1","Brazil","Paraopeba",NA,"Estação de #Experimentação Florestal de Paraopeba",NA,NA,NA,NA,NA,NA,NA,"US01866412","US01866412_01 US01866412_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1244","2020-09-12 05:00:02-03","US","US","1458062","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"G. Klug","3677","1934","6",NA,"Peru","San Martin",NA,"Department of San Martín: Zepelacio, near Moyobamba.",NA,NA,NA,NA,"1100",NA,NA,"US03317415",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1245","2020-09-12 05:00:02-03","US","US","1194181","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"E. Hassler","12277","1913","9",NA,"Paraguay","Central",NA,"Paraguaria Centralis: Cordillera de Altos.",NA,NA,NA,NA,NA,NA,NA,"US03317425",NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1246","2020-09-12 05:00:02-03","US","US","1744635","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"J. Duque","1841",NA,NA,NA,"Colombia","Antioquia",NA,"Ciudad de Medellín. Depto. de Antioquia.",NA,NA,NA,NA,"1500",NA,NA,"US03317396",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1247","2020-09-12 05:00:02-03","US","US","2844424","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"B. Maguire, J. M. Pires, C. K. Maguire & N. Silva","57040","1963","10","11","Brazil","Brasília",NA,"On limestone rocks, between Fercal and Brasília, Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"US01866407","US01866407_01 US01866407_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1248","2020-09-12 05:00:02-03","US","US","2328182","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"H. M. Curran","760","1905","4","1","Brazil","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01866389","US01866389_01 US01866389_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1249","2020-09-12 05:00:02-03","US","US","920738","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"H. M. Curran","671","1914","7","8","Argentina","Misiones",NA,"Vicinity of Puerto Aguirre, Gobernacion de Misiones.",NA,NA,NA,NA,"100",NA,NA,"US03317405",NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1250","2020-09-12 05:00:02-03","US","US","2889709","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"A. Girardi & B. Irgang","s.n.","1973","11","18","Brazil","Cachoeira do Sul",NA,"Durasnal, Km 211,9",NA,NA,NA,NA,NA,NA,NA,"US01866401","US01866401_01 US01866401_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1251","2020-09-12 05:00:02-03","US","US","2322883","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"J. G. Kuhlmann","2290","1935","1","19","Brazil","Viçosa",NA,"Barbado",NA,NA,NA,NA,NA,NA,NA,"US01866405","US01866405_01 US01866405_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1252","2020-09-12 05:00:02-03","US","US","3195120","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"M. Nee","34563","1987","3","29","Brazil","Costa Marques",NA,"Ca. 5 Km NW of Costa Marques","-61.23","-12.42",NA,NA,"150",NA,NA,"US01866413","US01866413_01 US01866413_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1253","2020-09-12 05:00:02-03","US","US","1549843","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"S. Venturi","5089","1926","10","30","Argentina","Jujuy",NA,"Departamento San Pedro. El Quemado.",NA,NA,NA,NA,"700",NA,NA,"US03317404",NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1254","2020-09-12 05:00:02-03","US","US","2573287","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"R. Reitz & R. M. Klein","17372","1965","12","10","Brazil","Itaiópolis",NA,NA,NA,NA,NA,NA,"1000",NA,NA,"US01866376","US01866376_01 US01866376_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1255","2020-09-12 05:00:02-03","US","US","1442135","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"A. Ducke","20523","1926","3","20","Brazil",NA,NA,"Serra de Santarem",NA,NA,NA,NA,NA,NA,NA,"US01866366","US01866366_01 US01866366_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1256","2020-09-12 05:00:02-03","US","US","2815051","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"J. Cuatrecasas","14222","1943","2","26","Colombia","Cauca",NA,"Departamento del Cauca. Costa del Pacífico, río Micay, Noanamito.",NA,NA,NA,NA,"5",NA,NA,"US03317395","US03317395_01",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1257","2020-09-12 05:00:02-03","US","US","3492500","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"E. M. Zardini & I. Franco","55142","2000","8","30","Peru",NA,NA,"Canendiyú. Lagunita-Aguara ñu.","-55.3333","-24.1303",NA,NA,NA,NA,NA,"US03317418","US03317418_01",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1258","2020-09-12 05:00:02-03","US","US","2579960","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"M. Kuhlmann","s.n.","1964","12","8","Brazil","Atibaia",NA,"Rodovia próximo à divisa com o município de Jundiaí",NA,NA,NA,NA,NA,NA,NA,"US01866386","US01866386_01 US01866386_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1259","2020-09-12 05:00:02-03","US","US","2573290","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"L. Smith & R. Reitz","12697","1964","10","18","Brazil","Itapiranga",NA,"Rio Uruguai, Barra Macaco Branco","-53.77","-27.17",NA,NA,"150","250",NA,"US01866374","US01866374_01 US01866374_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1260","2020-09-12 05:00:02-03","US","US","2934493","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"H. S. Irwin & T. R. Soderstrom","5512","1964","8","23","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01866406","US01866406_01 US01866406_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1261","2020-09-12 05:00:02-03","US","US","1380182","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"F. Sellow","1420",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01866394","US01866394_01 US01866394_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1262","2020-09-12 05:00:02-03","US","US","1570857","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Ll. Williams","5825","1929","12",NA,"Peru","San Martin",NA,"Alto Rio Huallaga. Dept. San Martin.",NA,NA,NA,NA,"360","900",NA,"US03317416",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1263","2020-09-12 05:00:02-03","US","US","3042497","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"J. E. Simonis, L. Perez, W. J. Hahn & R. Duré","133","1983","3","19","Paraguay","Amambay",NA,"Dept. Amambay; 7 km SW of administration of PN Cerro Cora; Paso Nande-jara.",NA,NA,NA,NA,"250","300",NA,"US03317310",NA,NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1264","2020-09-12 05:00:02-03","US","US","1570759","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"Ll. Williams","4211","1929","10",NA,"Peru","Loreto",NA,"Lower Rio Huallaga. Dept. Loreto.",NA,NA,NA,NA,"155","210",NA,"US03317417",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1265","2020-09-12 05:00:02-03","US","US","1442860","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"S. Venturi","5767","1927","11","18","Argentina","Tucuman",NA,"Departamento Cafi. Sierra de San Javier.",NA,NA,NA,NA,"700",NA,NA,"US03317403","US03317403_01",NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1266","2020-09-12 05:00:02-03","US","US","3244698","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"C. Diaz Santibanez & S. Baldeon","2281","1987","1","20","Peru","Huanuco",NA,"Dpto. Huanuco: Prov. Pachitea, carretera marginal entrando por Von Humboldt, localidad Dantas, Trocha de estudio.",NA,NA,NA,NA,"250",NA,NA,"US03317409","US03317409_01",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1267","2020-09-12 05:00:02-03","US","US","15620","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,NA,"629","1888",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03317434","US03317434_01",NA,NA,NA,"South America",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1268","2020-09-12 05:00:02-03","US","US","2323504","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"R. Reitz & R. M. Klein","7503","1958","10","24","Brazil","Lauro Muller",NA,NA,NA,NA,NA,NA,"400",NA,NA,"US01866378","US01866378_01 US01866378_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1269","2020-09-12 05:00:02-03","US","US","1800824","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"J. Santoro","1011","1937","10","22","Brazil","Campinas",NA,"Fazenda Santa Elisa",NA,NA,NA,NA,NA,NA,NA,"US01866387","US01866387_01 US01866387_02",NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"1270","2020-09-12 05:00:02-03","US","US","2103510","PreservedSpecimen","Plantae","Meliaceae","Cedrela","fissilis","Cedrela fissilis","Vell.",NA,"J. A. Molina & F. A. Barkley","19Bol75","1949","1","10","Colombia","Bolívar",NA,"Departamento de Bolivar. Poco secos, cerca a Montería.",NA,NA,NA,NA,"20",NA,NA,"US03317392",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Sapindales",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
