"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","yearIdentified","monthIdentified","dayIdentified"
"46","2020-08-31 09:22:43-03","INPA","INPA","49680","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","133","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049680","Polypodiopsida","Hymenophyllales","Hook.","1975","04","27","Amazonas","-60.27","-2.47",NA,NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1984",NA,NA
"47","2020-08-31 09:22:43-03","INPA","INPA","49681","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","134","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049681","Polypodiopsida","Hymenophyllales","Hook.","1975","04","27","Amazonas","-60.27","-2.47",NA,NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1984",NA,NA
"48","2020-08-31 09:22:43-03","INPA","INPA","49682","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","135","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049682","Polypodiopsida","Hymenophyllales","Hook.","1975","04","27","Amazonas","-60.27","-2.47",NA,NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1984",NA,NA
"49","2020-08-31 09:22:43-03","INPA","INPA","49685","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Araújo, I de J.","138","Southern America","Brasil","Rio Cuieiras, boca do Rio Branquinho, Rio Cuieiras, 1 Km abaixo da boca do rio Branquinho. Campinarana, solo arenoso, úmido.",NA,NA,NA,"INPA0049685","Polypodiopsida","Hymenophyllales","Hook.","1975","04","28","Amazonas","-60.27","-2.47",NA,NA,NA,"Windisch, PG",NA,NA,NA,NA,"-60.27","-2.47",NA,NA,NA,"1984",NA,NA
"50","2020-08-31 09:22:43-03","INPA","INPA","50225","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Connant, DS","1119","Southern America","Brasil","BR 174, km 130, Manaus-Caracaraí Road, Km 130, sandstone outcrop on east side of road.",NA,NA,NA,"INPA0050225","Polypodiopsida","Hymenophyllales","Hook.","1974","09","27","Amazonas","-60.166667","-2.383333","INPA0050225 INPA0050225_e",NA,NA,"Tryon, RM",NA,NA,NA,NA,"-60.166667","-2.383333",NA,NA,NA,NA,NA,NA
"51","2020-08-31 09:22:43-03","INPA","INPA","7200","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Rodrigues, WA","964","Southern America","Brasil","Taracuá., Caatinga do Taracuá. Catinga baixa, arenosa, com grande infiltração solar.",NA,NA,NA,"INPA0007200","Polypodiopsida","Hymenophyllales","Hook.","1959","02","27","Amazonas","-69.666667","1.083333","INPA0007200 INPA0007200_e","São Gabriel da Cachoeira",NA,"Morton, CV; Lellinger, DB",NA,NA,NA,NA,"-69.666667","1.083333",NA,NA,NA,"1963",NA,NA
"52","2020-08-31 09:22:43-03","INPA","INPA","89898","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Poole, JM","2067","Southern America","Brasil","Mosqueiro, Morro dos Seis Lagos, ca. 80 Km N of São Gabriel, terra firme.",NA,NA,NA,"INPA0089898","Polypodiopsida","Hymenophyllales","Hook.","1979","07","18","Pará","-66.75","0.333333","INPA0089898 INPA0089898_e INPA0089898_e1","Belém","100","Windisch, PG","100",NA,NA,NA,"-66.75","0.333333",NA,NA,NA,"1985",NA,NA
"53","2020-06-15 15:30:47-03","UNESP-RC","HRCB","46730","PreservedSpecimen","Plantae","Hymenophilaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Pivetta","220",NA,"Brasil",NA,NA,NA,"RASTEIRA, LIMBO POLIMORFO, FREQUENTE, EM AGLOMERADOS, MULTIPINADA",NA,NA,NA,NA,"1981","12","07","Amazonas","-60.0250015258789","-3.10193991661072",NA,"Manaus",NA,"Windish",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-12-09 08:33:24-02","F","FMNH-PTERIDOPHYTES","C0651173F","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,NA,NA,"South America","Guyana",NA,NA,NA,NA,"C0651173F","Pteridophyta","Hymenophyllales","Hook.",NA,NA,NA,"Cuyuni-Mazaruni","-60","6.0833","C0651173F_01",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-12-09 08:33:24-02","F","FMNH-PTERIDOPHYTES","C0651174F","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,NA,NA,"South America","Guyana",NA,NA,NA,NA,"C0651174F","Pteridophyta","Hymenophyllales","Hook.",NA,NA,NA,NA,"-58.7017","4.7364","C0651174F_01",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA
"56","2015-12-09 08:33:25-02","F","FMNH-PTERIDOPHYTES","C0651175F","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,"C0651175F","Pteridophyta","Hymenophyllales","Hook.",NA,NA,NA,"Loreto","-75","-4","C0651175F_01",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-12-09 08:33:25-02","F","FMNH-PTERIDOPHYTES","C0651176F","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,"C0651176F","Pteridophyta","Hymenophyllales","Hook.",NA,NA,NA,"Amazonas","-66","3.5","C0651176F_01",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-12-09 08:33:26-02","F","FMNH-PTERIDOPHYTES","C0651177F","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,"C0651177F","Pteridophyta","Hymenophyllales","Hook.",NA,NA,NA,"Amazonas","-66","3.5","C0651177F_01",NA,NA,NA,NA,NA,NA,"Pteridopsida",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","1834743","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Ll. Williams","16174","South America - Neotropics","Venezuela","Esmeralda, Alto Orinoco",NA,NA,NA,"US00785316",NA,"Hymenophyllales","Hook.","1942","6",NA,"Amazonas","-66.31","2.63",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","2081313","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"P. H. Allen","3040","South America - Neotropics","Colombia","Rio Macu Macu-Parana",NA,NA,NA,"US01409408",NA,"Hymenophyllales","Hook.","1943","8","11","Vaupés",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","3278874","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"B. Hoffman, C. L. Kelloff, G. Gharbarran & S. Sprague","1707","South America - Neotropics","Guyana","Pakaraima Mts; basecamp 8.6 km NE Imbaimadai on Partang River tributary, 1 km S",NA,NA,NA,"US00708757",NA,"Hymenophyllales","Hook.","1992","5","19","Cuyuni-Mazaruni","-60.2636","5.77667",NA,NA,"650","Windisch, Paulo Guenter",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","3270038","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"M. J. Jansen-Jacobs, E. Nic Lughadha, B. Welle & D. Gopaul","1637","South America - Neotropics","Guyana","Toucan Mountain, Kamoa River, betw. camp and Toucan Mt.",NA,NA,NA,"US00705463",NA,"Hymenophyllales","Hook.","1989","9","17","U. Takutu-U. Essequibo","-58.83","1.53",NA,NA,"260","Kramer, K. U.",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"63","2020-09-12 05:00:02-03","US","US","3425247","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"H. D. Clarke","3092","South America - Neotropics","Guyana","Kamoa Mts., 0-2 km N of camp on Kamoa River",NA,NA,NA,"US00688167",NA,"Hymenophyllales","Hook.","1996","11","11","U. Takutu-U. Essequibo","-58.8278","1.53056",NA,NA,"240","McKee, G. S., (US), NMNH",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"64","2020-09-12 05:00:02-03","US","US","1915010","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"J. A. Steyermark","57823","South America - Neotropics","Venezuela","Cerro Duida, between Esmeralda Savanna and SE Cerro Duida",NA,NA,NA,"US00785315",NA,"Hymenophyllales","Hook.","1944","8","22","Amazonas","-65.58","3.25",NA,NA,"200","Stolze, R. G.",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","1801512","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"Ll. Williams","13233","South America - Neotropics","Venezuela","Isla de El Ratón, Alto Orinoco",NA,NA,NA,"US00785314",NA,"Hymenophyllales","Hook.","1940","6","1","Amazonas","-65.72","3.14",NA,NA,"100","Stolze, R. G.",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","2136532","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"R. E. Schultes & I. Cabrera","12391","South America - Neotropics","Colombia","Amazonas-Vaupes Rio Apaporis Cachivera de Jirijirimo y alrededores",NA,NA,NA,"US01409474",NA,"Hymenophyllales","Hook.","1951","6","11",NA,NA,NA,NA,NA,"250",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","3276365","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"H. van der Werff, R. Vásquez & N. Jaramillo","9845","South America - Neotropics","Peru","Dept. Loreto prov. Maynas distr. Iquitos Puerto Almendras",NA,NA,NA,"US01409472",NA,"Hymenophyllales","Hook.","1988","7","28","Loreto",NA,NA,NA,NA,"130",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"68","2020-09-12 05:00:02-03","US","US","3558100","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"H. van der Werff, B. Gray & W. Quizhpe","21948","South America - Neotropics","Ecuador","Nangaritza cordillera del Condor region. ALong upper Rio Nangaritza between Las Orquideas and Shaime",NA,NA,NA,"US01409473",NA,"Hymenophyllales","Hook.","2006","11","5","Zamora-Chinchipe","-78.6558","-4.2581",NA,NA,"900",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"69","2020-09-12 05:00:02-03","US","US","2291680","PreservedSpecimen","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum",NA,"B. Maguire & B. Maguire Jr.","29090","South America - Neotropics","Venezuela","Cerro Duida",NA,NA,NA,"US00785317",NA,"Hymenophyllales","Hook.","1949","4","22","Amazonas","-65.66","3.41","US00785317_01",NA,"1600",NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1",NA,NA,NA
"70","2016-08-23 10:59:31-03","NHMLondon","NHM-LONDON-BOT","BM000936857","S","Plantae","Hymenophyllaceae","Trichomanes","spruceanum","Trichomanes spruceanum","Isotype","Richard Spruce; b.1817; d.1893; Spruce","2334",NA,"Brasil",NA,NA,"NHMUK:ecatalogue:460102","<a href=http://www.nhm.ac.uk/services/media-store/asset/2986941e020ebc0ece3bc0dcdc7a226d92338ae2/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Hook.","1852","05",NA,NA,"-53.08982","-10.773109",NA,NA,NA,"Robert G. Stolze; b.1927; Stolze",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"1987",NA,NA
