"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","class","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude"
"11","2021-03-15 16:37:00-03","NY","NYBG","3983375","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","J. A. Steyermark","128718","1983","02","02","South America","Venezuela","Bolívar","Distrito Piar: Macizo del Chimantá. Pequeñas altiplanicies en la base septentrional de los farallones superiores de Amurí-tepui (Sector W del Acopán-tepui).","1850",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280506' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983375","NY03983375_01",NA,NA,"-62.12","5.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3983362","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","J. A. Steyermark","109287","1974","02","22","South America","Venezuela","Bolívar","ESTADO BOLIVAR: MESETA DEL JAUA: CERRO JAUA: Cumbre, porción Sur-oeste; selva de galería al borde del tributario del Río Marajano.","1750","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280493' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983362","NY03983362_01",NA,NA,"-64.5694","4.8139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","921479","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","E. H. G. Ule","341","1892","02",NA,"South America","Brazil","Minas Gerais",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921479","NY00921479_01","L. E. Bishop","Ouro Preto","-43.5081","-20.2878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3983365","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Collector unknown","153","1894",NA,NA,"South America",NA,NA,"Guiana",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280496' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3983369","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","H. H. van der Werff","21047","2006","04","28","South America","Peru","Cusco","Above Quillouno","2300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280500' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983369",NA,NA,"La Convención","-72.5014","-12.4472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3983371","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","B. Maguire","42408","1957","12","15","South America","Venezuela","Amazonas","Cerro de la Neblina, Rio Yatua. East escarpment of Cañon Grande basin.","1900",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280502' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983371","NY03983371_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3983370","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","H. H. van der Werff","19726","2005","05","06","South America","Peru","Pasco","Distr. Oxapampa. La Suiza Nueva.","2210",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280501' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983370",NA,NA,"Oxapampa","-75.4561","-10.5622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3983377","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","B. Maguire","30195","1950","12","13","South America","Venezuela","Amazonas","Cerro Huachamacari, Rio Cunucunuma. Summit Camp. Along right fork of Cano de Dios.","1900",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280508' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983377","NY03983377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3983363","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","J. A. Steyermark","558-A","1955",NA,NA,"South America","Venezuela","Bolívar","Chimantá Massif. Rocky slopes of zanjon bordering Upper Falls of Rio Tirica above Summit Camp. Central Section.","1950",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280494' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983363","NY03983363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","806803","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","R. S. Williams","1133","1902","07","30","South America","Bolivia",NA,"Santa Anna.","1676","1676","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=809923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806803","NY00806803_01","L. E. Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","806806","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","J. M. Beitel","85281","1985","02","26","South America","Venezuela","Amazonas","CAMP XI: Cerro de la Neblina, 6.2 km NNE Pico Phelps (=Neblina) (20.5 km ENE Neblina Base Camp); along stream (Caño Beitel) s. of camp.","1350","1450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=809926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806806","NY00806806_01","L. E. Bishop","Mun. Río Negro","-65.9811111","0.8625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","806802","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","R. S. Williams","1133","1902","07","30","South America","Bolivia",NA,"Santa Anna.","1676","1676","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=809922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806802","NY00806802_01","L. E. Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3983366","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","B. Maguire","42396","1957","12","14","South America","Venezuela","Amazonas","Cerro de la Neblina, Rio Yatua. East escarpment of upper Cañon Grande basin","1900",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4280497' target='other'> <mi>dwc_moreinfo</mi></a>","NY03983366","NY03983366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3107240","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","J. L. Clark","14262","2014","05","16","South America","Ecuador","Tungurahua","Parroquia: Rio Negra, Río Zuñac Reserve (EcoMinga Foundation), Llanganates-Sangay Ecological Corridor. End of trail above two permanent plots and along ridgline towards Sacha-Llanganates (Cordillera Abitagua).","2697",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2904670' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107240","NY03107240_01","R. C. Moran","Baños","-78.125","-1.3636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:35:29-03","IAP","PACA-AGP","75426","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Grammitidaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop",NA,NA,NA,NA,NA,NA,"Equ",NA,"Surocucho, Prov. De Azuay","3000","3000",NA,"Flora Ecuatoriana, Filiciniae No. 22; ASSL 15716 Habitat: rocas","PACA075426",NA,"A. Sehnem SJ",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-06 09:57:13-03","UFOP","OUPR","7101","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Assumpção, G.","s.n.","1936",NA,NA,NA,"Brasil","Minas Gerais","Campo Grande",NA,NA,NA,"Erva. Terreno pedregoso.",NA,NA,"Labiak, P.H.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"1999","11","44599","auto",NA,NA,NA,NA,NA
"27","2019-11-06 09:57:13-03","UFOP","OUPR","8528","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Morro de São Sebastião",NA,NA,NA,"Rochedos",NA,NA,"Salino, A.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"2013","04","44599","auto","17",NA,NA,NA,NA
"28","2019-11-06 09:57:13-03","UFOP","OUPR","7118","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Badini, J.","s.n.","1973",NA,NA,NA,"Brasil","Minas Gerais","Serra de Frazão",NA,NA,NA,"Erva. Sobre árvores.",NA,NA,"Labiak, P.H.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"1999","11","44599","auto",NA,NA,NA,NA,NA
"29","2019-11-06 09:57:13-03","UFOP","OUPR","8399","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais","Serra do Itacolomy",NA,NA,NA,"Erva. Sobre árvores.",NA,NA,"Rolim, L.B.; s.col.","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"2006","12","44599","auto","11",NA,NA,NA,NA
"30","1999-02-11 12:28:58-02","MNHN","RECOLNAT_MNHN_P","P00696532","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Riedel, L.",NA,"1833",NA,NA,NA,"Brasilia",NA,"Rio Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696532' target='other'> <mi>dwc_moreinfo</mi></a>","P00696532","P00696532_01","Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-01-23 14:39:05-02","MNHN","RECOLNAT_MNHN_P","P00696699","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Damazio, L.B.",NA,"1899",NA,NA,NA,"Brésil",NA,"Ouro Preto",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696699' target='other'> <mi>dwc_moreinfo</mi></a>","P00696699","P00696699_01","Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"492",NA,NA,NA
"32","2015-09-03 18:26:53-03","MNHN","RECOLNAT_MNHN_P","P01579403","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","[Schwacke]",NA,"1899","10","12",NA,"[Brésil]",NA,"Minas Geraes. Serra de Ouro Preto, «…»","1500",NA,"hb","Reçu le 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579403' target='other'> <mi>dwc_moreinfo</mi></a>","P01579403","P01579403_01","Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13903",NA,NA,NA
"33","2015-09-03 18:26:53-03","MNHN","RECOLNAT_MNHN_P","P01579407","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","[Schwacke]",NA,"1896","12","8",NA,"[Brésil]",NA,"Min. Geraes. Serra de O. Preto «…» bai","1450",NA,"hb","Reçu le 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579407' target='other'> <mi>dwc_moreinfo</mi></a>","P01579407","P01579407_01","Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12759",NA,NA,NA
"34","2016-11-14 10:32:29-02","MNHN","RECOLNAT_MNHN_P","P01579409","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Ule",NA,"1892","2","1",NA,"[Brésil]",NA,"Auf Sand Steinfelsen in der Serra do Ouro-Preto",NA,NA,"hb","Reçu le 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579409' target='other'> <mi>dwc_moreinfo</mi></a>","P01579409","P01579409_01","Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-03 18:26:53-03","MNHN","RECOLNAT_MNHN_P","P01579410","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Saint-Hilaire",NA,"1816","1","1",NA,"Brésil",NA,"In monte dicto Serra Negra ad «…» provic.circum Rio de Janeiro et Minas Geraes",NA,NA,"hb","Il existe une étiquette manuscrite avec la description <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579410' target='other'> <mi>dwc_moreinfo</mi></a>","P01579410","P01579410_01","Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821/C1 480",NA,NA,NA
"36","2015-09-03 18:26:53-03","MNHN","RECOLNAT_MNHN_P","P01579412","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Schwacke",NA,"1895","8","1",NA,"Brésil",NA,"Min. Ger. Serra das Camarinhas",NA,NA,"hb","Reçu le 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579412' target='other'> <mi>dwc_moreinfo</mi></a>","P01579412","P01579412_01","Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11571",NA,NA,NA
"37","2015-09-03 18:26:53-03","MNHN","RECOLNAT_MNHN_P","P01579415","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Magalhaes Gomes|Schwacke",NA,"1895","8","5",NA,"[Brésil]",NA,"In humbrosis ad «…» de Sebastiao (Ouro Preto - M. Geraes)",NA,NA,"hb","Reçu le 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579415' target='other'> <mi>dwc_moreinfo</mi></a>","P01579415","P01579415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2636",NA,NA,NA
"38","2015-09-03 18:26:53-03","MNHN","RECOLNAT_MNHN_P","P01579416","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Schwacke",NA,"1895","8","1",NA,"Brésil",NA,"Min. Ger. Serra das Camarinhas",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579416' target='other'> <mi>dwc_moreinfo</mi></a>","P01579416","P01579416_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11571",NA,NA,NA
"39","2015-09-03 18:29:45-03","MNHN","RECOLNAT_MNHN_P","P01579417","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"R.J.",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579417' target='other'> <mi>dwc_moreinfo</mi></a>","P01579417","P01579417_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9061",NA,NA,NA
"40","2019-01-10 14:18:55-02","MNHN","RECOLNAT_MNHN_P","P01579423","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Glaziou, A.",NA,"1869","8","7",NA,"Brésil",NA,"Rio-Janeiro. «…» des Orgues",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01579423' target='other'> <mi>dwc_moreinfo</mi></a>","P01579423","P01579423_01","Bishop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3580",NA,NA,NA
"41","2015-09-03 18:13:04-03","MNHN","RECOLNAT_MNHN_P","P01608276","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E.Bishop","Glaziou, A.",NA,"1869","8","7",NA,"Brésil",NA,"Rio-Janeiro. «…» des Orgues",NA,NA,"hb","Reçu le 6 novembre 1974. Sur l’étiquette manuscrite (ce n’est pas l’écriture de Glaziou) il y a une erreur sur l’année de récolte « 1870 »; voir double (P01579423) <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01608276' target='other'> <mi>dwc_moreinfo</mi></a>","P01608276","P01608276_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3580",NA,NA,NA
"42","2012-01-12 14:39:00-02","MO","MOBOT","100424843","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Edith Briceño|R. Rivera","Briceño Huayta 376","2010","10","29","South America","Peru","Pasco","Dist. Oxapampa. Parque Nacional Yanachaga Chemillén. Abra Esperanza.","2790.00000000",NA,NA,NA,NA,NA,NA,"Oxapampa","-75.3494444","-10.5338889",NA,NA,NA,NA,NA,NA,"4","4",NA,NA
"43","2014-02-27 14:07:00-03","MO","MOBOT","100424930","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Edith Briceño|R. Rivera","Briceño Huayta 430","2010","11","12","South America","Peru","Pasco","Dist. Oxapampa. Parque Nacional Yanachaga Chemillén. Abra Esperanza.","2916.00000000",NA,NA,NA,NA,NA,NA,"Oxapampa","-75.3544444","-10.5286111",NA,NA,NA,NA,NA,NA,"9","4",NA,NA
"44","2014-02-27 13:42:00-03","MO","MOBOT","100426240","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Ceradenia","capillaris","Ceradenia capillaris","(Desv.) L.E. Bishop","Edith Briceño|R. Rivera|J.L. Mateo|Daniel Mateo","Briceño Huayta 1235","2011","4","20","South America","Peru","Pasco","Dist. Huancabamba. Parque Nacional Yanachaga Chemillén. Sector Abra Yanachaga.","2992.00000000",NA,NA,NA,NA,NA,NA,"Oxapampa","-75.4611111","-10.3816667",NA,NA,NA,NA,NA,NA,"23","3",NA,NA
