"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","561351","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","M. Islam","A. F. M. Glaziou","13668","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561351","NY00561351_01",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:32:12-03","UFRJ","RFA","7077","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"A. Mattos F.","260",NA,"Brasil",NA,NA,"Na mata, árvore de 20m X 0,60, madeira vermelha.","RFA26747",NA,"1962","07","18","Paraná","Lobato","-51.9505996704102","-23.00830078125",NA,NA,"18699","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:47:27-03","EAO","IAN","110226","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Kuhlmann, JG","Pessoal do Horto Florestal","s.n.","Southern America","Brasil","Matas do Horto Florestal, Gávea.",NA,"Árvore de 10-15m de altura; flor esverdeada, mata.","IAN110226",NA,"1927","12","13","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:47:27-03","EAO","IAN","110226","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Kuhlmann, JG","Pessoal do Horto Florestal","s.n.","Southern America","Brasil","Matas do Horto Florestal, Gávea.",NA,"Árvore de 10-14m de altura; flor esverdeada, mata.","IAN110226",NA,"1927","10","28","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:26:00-03","NBC","NL-BOTANY","L.2324895","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Riedel L",NA,"Southern America","Brazil","Brasilia",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2324895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2324895","NL-L2324895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0553895",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:33:23-03","MN","R","8137","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R.","Glaziou, A.F.M.","11170 a",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008137","R000008137_001","1873","10","30","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:33:23-03","MN","R","8138","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R.","Glaziou, A.F.M.","13668",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008138","R000008138_001","1878","12","20","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-19 08:15:29-03","FPS","FPS","3654","MachineObservation","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Schwirkowski, P.","Schwirkowski, P.","3081",NA,"Brasil","Sertãozinho. Rio dos Bugres",NA,"<ll>dwc_commonname:</ll> Sobraji, catinga-de-cavalo","FPS03654,FURB61148","FPS03654_v01 FPS03654_v02 FPS03654_v03 FPS03654_v04 FPS03654_v05 FURB61148","2018","09","29","Santa Catarina","São Bento do Sul","-49.371555","-26.319716",NA,NA,NA,NA,NA,"FURB 61148, HUCS 49559","2018","09","29","-49.371555","-26.319716","voucher",NA,NA,NA
"19","2019-12-19 08:15:29-03","FPS","FPS","1092","MachineObservation","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Schwirkowski, P.","Schwirkowski, P.","1349",NA,"Brasil","Sertãozinho. Estrada dos Bugres. Beira de estrada.",NA,"<ll>dwc_commonname:</ll> Sobraji, catinga-de-cavalo","FPS01092,FURB49417","FPS01092_v01 FPS01092_v02 FPS01092_v03 FPS01092_v04 FPS01092_v05 FURB49417","2015","11","22","Santa Catarina","São Bento do Sul","-49.367382","-26.317517",NA,NA,NA,NA,NA,"FURB 49417","2015","11","22","-49.367382","-26.317517","voucher",NA,NA,NA
"20","2019-12-19 08:15:29-03","FPS","FPS","131","MachineObservation","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Larocca, P.","Schwirkowski, P.","314",NA,"Brasil","Sertãozinho - Propr. de Leonardo Pilz",NA,"<ll>dwc_commonname:</ll> Sobraji, catinga-de-cavalo","FPS00131,MBM392125,FURB41372","FPS00131_v01 FPS00131_v02 FPS00131_v03 FPS00131_v04 FURB41372 MBM392125","2014","04","27","Santa Catarina","São Bento do Sul","-49.380737","-26.320252",NA,NA,NA,NA,NA,"MBM 392125, FURB 46953","2014","08","20","-49.380737","-26.320252","voucher",NA,NA,NA
"21","2019-12-19 08:15:29-03","FPS","FPS","1285","MachineObservation","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Larocca, P.","Schwirkowski, P. & Bianconcini, J.","49A",NA,"Brasil","Rio Natal - Restaurante Ruda",NA,"<ll>dwc_commonname:</ll> Sobraji, catinga-de-cavalo","FPS01285,MBM391838","FPS01285_v01 FPS01285_v02 FPS01285_v03 MBM391838","2014","01","19","Santa Catarina","São Bento do Sul","-49.287886","-26.34238",NA,NA,NA,NA,NA,"MBM 391838","2014","08","20","-49.287886","-26.34238","voucher",NA,NA,NA
"22","2019-07-26 11:41:07-03","IPA","IPA","42251","S","Plantae","Plantae",NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reisseck","Kuhlman, J.G.","Antenor","42251","Southern America","Brasil","Mata do Horto Florestal, Gávea. Mata.",NA,"Hábito: árvore de 10-14 m alt. Flor: esverdeada.","IPA0042251",NA,"1927","10","28","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:32:04-03","IAP","PACA-AGP","73626","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Figueira, M.","Fábio de Barros","1822",NA,"Brasil","Ilha do Cardoso - Morro da Captação",NA,"Árvore ca, 25 m alt. Frutos imaturos de cor verde.","PACA073626",NA,"1990","05","08","SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"37574","auto","Magnoliatae",NA,"2016","06","06",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:32:04-03","IAP","PACA-AGP","9386","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","K. Suessenguth","Rambo, B.",NA,NA,"Brasil","Jari",NA,"Sem Material Habitat: In campestribus dumetosis Fenofase: fruto semievoluto","PACA009386",NA,"1942","01","26","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,"59498","auto","Magnoliatae",NA,"1954","09","11",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:32:04-03","IAP","PACA-AGP","73627","PreservedSpecimen","Plantae","Magnoliophyta","Rhamnales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Figueira, M.","Fábio de Barros","1553",NA,"Brasil","Ilha do Cardoso - Morro de captação",NA,"Árvore ca. 30m alt. Frutos negros Habitat: Mata de encosta","PACA073627",NA,"1988","09","07","SP","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"37574","auto","Magnoliatae",NA,"2016","06","06",NA,NA,NA,NA,NA,NA
"26","2021-03-24 17:09:51-03","UFES","SAMES","9192","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Ribeiro, M.","Ribeiro, M.; Rozario, E.M.","1537",NA,"Brasil","Transição entre Floresta Ciliar e Alta, ao lado de uma lagoa (ca. 0,93 ha, sem cobertura de vegetação no seu interior) no perímetro da reserva. Reserva Biológica de Córrego Grande",NA,"6 m alt., tronco e ramos muito duros ao corte. Frutos velhos, pretos, ainda presentes no ramos e no chão (SAMEScarpo 90069). Habito: Árvore","SAMES09192",NA,"2019","07","26","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","65","65","41644","auto",NA,NA,"2019","11","12","-397822223.0","-182694445.0",NA,NA,NA,NA
"27","2021-03-01 16:38:46-03","UNICAMP","UEC","26464","S","Plantae","Magnoliopsida",NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, R","Hatschbach, G","44383",NA,"Brazil","Morro Grande",NA,"Arvoreta 5m, flor verde pálido.; mata pluvial degradada.","UEC171972","UEC171972","1981","11","17","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,"2003","04",NA,NA,NA,NA,NA,NA,NA
"28","2020-04-22 16:23:23-03","UFPB","JPB","55294","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Siqueira, GS","Siqueira, GS","702","Southern America","Brasil","Reserva Natural Vale, Estrada Cinco folhas.",NA,"; HABITAT: Mata de Tabuleiro; DESC: Árvore; fruto imaturo verde.","JPB0055294","JPB0055294","2012","01","13","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","200","200","48094","auto",NA,NA,"2012","01","13",NA,NA,NA,NA,NA,NA
"29","2020-04-22 16:23:23-03","UFPB","JPB","55273","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Lima, RB","Folli, DA","1264","Southern America","Brasil","Reserva Natural Vale, Estrada da Gávea. Próxima a matriz de Aderne número 06 e frente a uma Fruta de arara.",NA,"; HABITAT: Mata de Tabuleiro; DESC: Árvore 12 m alt.; fruto maduro roxo.","JPB0055273","JPB0055273","1991","01","14","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","6500","6500","48094","auto",NA,NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"30","2020-04-22 16:23:23-03","UFPB","JPB","55269","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Folli, DA","Folli, DA","344","Southern America","Brasil","Reserva Natural Vale, Estrada Louro.",NA,"; HABITAT: Mata de Tabuleiro; DESC: Árvore 15 m alt.; botão verde claro; flor verde claro; descamação em ripas.","JPB0055269","JPB0055269","1981","11","13","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","4330","4330","48094","auto",NA,NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"31","2020-04-22 16:23:23-03","UFPB","JPB","55282","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Folli, DA","4449","Southern America","Brasil","Reserva Natural Vale, Frutos na Carpoteca.",NA,"; HABITAT: Mata de Tabuleiro; DESC: Árvore 8 m alt.","JPB0055282","JPB0055282","2003","01","07","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-04-22 16:23:23-03","UFPB","JPB","55278","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Folli, DA","Folli, DA","2890","Southern America","Brasil","Reserva Natural Vale, Próximo ao viverio de espera. Estrada de Viveiro.",NA,"; HABITAT: Mata de Tabuleiro; DESC: Árvore 10 m alt.; fruto maduro roxo; fruto imaturo verde.","JPB0055278","JPB0055278","1997","01","07","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","100","100","48094","auto",NA,NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"33","2020-04-22 16:23:23-03","UFPB","JPB","55286","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,"Folli, DA","5396","Southern America","Brasil","Reserva Natural Vale, RFL-001/80 Bloco B",NA,"; HABITAT: Mata de Tabuleiro; DESC: Árvore 21 m alt.; botão verde; flor verde.","JPB0055286","JPB0055286","2006","11","03","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:05:51-03","FURB","FURB","46953","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Larocca, P","Schwirkowski, P.","314",NA,"Brasil","Sertãozinho.",NA,"Planta 69A","FURB41372","FURB41372","2014","04","27","Santa Catarina","São Bento do Sul","-49.3808334","-26.3202778",NA,NA,NA,NA,NA,NA,"2014","08","20","-49.3808334","-26.3202778",NA,NA,NA,NA
"35","2020-10-14 10:05:51-03","FURB","FURB","49417","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Schwirkowski, P","Schwirkowski, P.","1349",NA,"Brasil","Sertãozinho. Estrada dos Bugres, beira de estrada.",NA,NA,"FURB49417","FURB49417","2015","11","22","Santa Catarina","São Bento do Sul","-49.3675","-26.3175","700","700",NA,NA,NA,NA,"2015","11","22","-49.3675000","-26.3175000",NA,NA,NA,NA
"36","2020-10-14 10:05:51-03","FURB","FURB","61148","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Schwirkowski, P.","Schwirkowski, P.","3081",NA,"Brasil","Sertãozinho. Rio dos Bugres. APA Rio Vermelho / Humboldt",NA,"FOD. Estágio inicial. Heliófita. Frutos imaturos, cor verde Habitat: Borda do fragmento Habito: Árvore","FURB61148","FURB61148","2018","09","29","Santa Catarina","São Bento do Sul","-49.3716667","-26.3197223","700","700",NA,NA,NA,NA,"2018","09","29","-49.3716667","-26.3197223",NA,NA,NA,NA
"37","2021-03-16 17:54:48-03","UCS","HUCS","49559","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Schwirkowski, P.","Schwirkowski, P.","3081",NA,"Brasil","Sertãozinho. Rio dos Bugres. APA Rio Vermelho / Humboldt",NA,"FOD. Estágio inicial. Heliófita. Frutos imaturos, cor verde",NA,NA,"2018","09","29","Santa Catarina","São Bento do Sul","-49.371667","-26.319722","700","700",NA,NA,NA,NA,"2018","09","29","-49.371667","-26.319722",NA,NA,NA,NA
"38","2019-09-27 18:06:08-03","UFES","VIES","22535","S","Plantae",NA,NA,"Rhamnaceae","Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Gomes, J.M.L.","Gomes, J.M.L.","3823",NA,"Brasil","Flona de Goytacazes.",NA,NA,"VIES022535","VIES022535","2010","12","20","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,"2010","12","20",NA,NA,NA,NA,NA,NA
"39","2013-04-01 09:19:37-03","IPT","BCTW","301","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2013-04-01 09:19:37-03","IPT","BCTW","7196","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2013-04-01 09:19:37-03","IPT","BCTW","303","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2013-04-01 09:19:37-03","IPT","BCTW","300","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-04-01 09:19:37-03","IPT","BCTW","7146","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil","Reserva Florestal da Cia Vale do Rio Doce (CVRD)",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo","Linhares","-40.0722","-19.3911",NA,NA,"48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2013-04-01 09:19:37-03","IPT","BCTW","8522","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Moyses Kulhmann",NA,NA,NA,"Brasil","Horto Florestal",NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2013-04-01 09:19:37-03","IPT","BCTW","3367","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil","Estação Experimental de Ibiti",NA,NA,NA,NA,NA,NA,NA,"São Paulo","Monte Alegre do Sul","-46.68","-22.68",NA,NA,"11114","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2013-04-01 09:19:37-03","IPT","BCTW","141","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Brotas","-48.12","-22.28",NA,NA,"26585","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-04-01 09:19:37-03","IPT","BCTW","8518","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek","Moyses Kulhmann","Celeste Fae",NA,NA,"Brasil","Rio Castelo",NA,NA,NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2013-04-01 09:19:37-03","IPT","BCTW","302","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2013-04-01 09:19:37-03","IPT","BCTW","296","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2013-04-01 09:19:37-03","IPT","BCTW","142","S","Plantae","Magnoliophyta",NA,NA,"Rhamnidium","glabrum","Rhamnidium glabrum","Reissek",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
