"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","identifiedBy","county","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","minimumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"217","2008-05-27 22:02:00-03","MO","MOBOT","3417499","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Aurelio Schinini","South America","Argentina","Corrientes","Depto. San Cosme. Ruta 12, 23 km E de Corrientes.",NA,NA,NA,NA,"Schinini Cacace 13669","1976","10","10",NA,NA,"Pedersen",NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2009-04-13 08:45:00-03","MO","MOBOT","100180347","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","T. Herzog","South America","Bolivia",NA,"Charagua",NA,NA,NA,NA,"Herzog 1203","1910","12",NA,NA,NA,"Foster's 1958 catalog notes file",NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"219","2011-06-17 17:02:00-03","MO","MOBOT","100181124","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","José Steinbach","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"Steinbach G. 2647","1916","8","24",NA,NA,"Foster's 1958 Catalog notes file",NA,"A. St.-Hil.",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"220","2015-07-15 11:45:00-03","MO","MOBOT","100831221","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ángel Fernández|L. Montes|G. Cordero|J.A. Martínez","South America","Venezuela","Falcón","Cardonal y espinar, carretera Falcón-Zulia, entre ríos Capatárida y Zazárida, 15 km al NE de Dabajuro.",NA,NA,NA,NA,"Fernández 20442","2004","8","31",NA,NA,"A. Fernández","Buchivacoa","A. St.-Hil.","-70.5166667","11.1166667",NA,NA,"80.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"221","2020-10-29 14:04:00-03","MO","MOBOT","101231139","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","7.4 km (by air) NNW of Colpa Planta de Gas, 12 km (by air) NW of bridge over Río Piraí at La Bélgica.",NA,NA,NA,NA,"Nee 58559","2011","12","14",NA,NA,NA,"Sara","A. St.-Hil.","-63.2925","-17.4622222",NA,NA,"317.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"222","2020-10-29 14:08:00-03","MO","MOBOT","101231140","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","8.3 km SW of plaza principal of Santa Cruz de la Sierra, future 8th Anillo.",NA,NA,NA,NA,"Nee 58969","2012","1","16",NA,NA,NA,"Andrés Ibáñez","A. St.-Hil.","-63.2252778","-17.8472222",NA,NA,"435.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"223","2020-11-16 15:10:00-03","MO","MOBOT","101234308","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","19 km (by air) NW of center of Ascención de Guarayos, along dirst road to La Corazón, 18.6 km (by road) N of junction with the Ascención de Guarayos-Trinidad highway.",NA,NA,NA,NA,"Nee 58786","2011","12","28",NA,NA,NA,"Guarayos","A. St.-Hil.","-63.2988889","-15.7552778",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","1155946","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","J. Richard Abbott","South America","Bolivia","Santa Cruz","San Ramón; west end of town; weedy, grassy open areas.",NA,NA,NA,NA,"Abbott 16661","1995","4","23",NA,NA,NA,"Nuflo de Chavez","A. St.-Hil.","-62.5","-16.63333",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2008-05-27 22:02:00-03","MO","MOBOT","1156234","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","J. Richard Abbott","South America","Bolivia","Santa Cruz","Pascana Ministro; 70 road km E of Cuatro Cañadas, then 10-30 Km SE of San Miguelito Roadside through dry, spiny, chaco forest.",NA,NA,NA,NA,"Abbott 16927","1995","6","12",NA,NA,"R. Guillén & A. Rodriguez (USZ)","Nuflo de Chavez","A. St.-Hil.","-61.78333","-17.75",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2015-08-27 15:37:00-03","MO","MOBOT","1306865","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","José F. Pensiero|D. Marino","South America","Bolivia","Chuquisaca","El Salvador, zona central.",NA,NA,NA,NA,"Pensiero 4346","1992","12","7",NA,NA,"M, Nee","Luis Calvo","A. St.-Hil.","-63.16666","-20.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2008-09-23 03:32:00-03","MO","MOBOT","1520765","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","2 km NW of Puerto Pailas, on road to Montero Hoyos, flat, fine sandy and clay soil. Dry forest, mainly of Chaco elements",NA,NA,NA,NA,"Nee 42115","1991","12","17",NA,NA,"T. M. Pedersen","Andrés Ibáñez","A. St.-Hil.","-62.8","-17.65",NA,NA,"290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2008-05-27 22:02:00-03","MO","MOBOT","1523256","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east",NA,NA,NA,NA,"Nee 37657",NA,NA,NA,NA,NA,"M. Nee",NA,"A. St.-Hil.","-63.2","-17.74166",NA,NA,"365.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2008-05-27 22:02:00-03","MO","MOBOT","1524511","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east",NA,NA,NA,NA,"Nee 33862",NA,NA,NA,NA,NA,"M. Nee",NA,"A. St.-Hil.","-63.2","-17.74166",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2008-05-27 22:02:00-03","MO","MOBOT","1528177","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","at quebrada, 10.5 km SSE of center of Cotoca, 9.5 km. SSE of turnoff from highway bypass at Cotoca on dirt road to Paurito. Flat Chaco scrub forest, mostly 5-10 m. tall, with much in vicinity cleared for fields and pastures. Ruprechtia triflora, Diplokeleba floribunda, Tabebuia nodosa, Anadenanthera macrocarpa, Ceiba samauma.",NA,NA,NA,NA,"Nee 46713","1996","1","5",NA,NA,"M. Nee (NY)","Andrés Ibáñez","A. St.-Hil.","-62.95","-17.83333",NA,NA,"345.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2008-05-27 22:02:00-03","MO","MOBOT","1528193","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","E of La Porfía. Grassy and brushy roadside, edge of pastures and fields, very flat, originally forested, with scheelea princeps.",NA,NA,NA,NA,"Nee 45113","1994","2","20",NA,NA,"T. M. Pedersen","Obispo Santiesteban","A. St.-Hil.","-63.125","-17.05555",NA,NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2013-05-24 05:54:00-03","MO","MOBOT","1530011","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee|G. Coimbra S.","South America","Bolivia","Santa Cruz","along road from Colonia Okinawa 1 to San Ramon, 2 km. Sw of Los Troncos. Low scrub forest and adjacent pasture, flat, seasonally inundated, on alluvial plain of E side of Rio Grande. Crataeva tapia, Rauvolfia, Neea.",NA,NA,NA,NA,"Nee 40161","1990","12","2",NA,NA,"M. Nee","Nuflo de Chavez","A. St.-Hil.","-62.66666","-17.08333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2008-05-27 22:02:00-03","MO","MOBOT","1530041","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east",NA,NA,NA,NA,"Nee 35923",NA,NA,NA,NA,NA,"M. Nee",NA,"A. St.-Hil.","-63.2","-17.74166",NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2008-05-27 22:02:00-03","MO","MOBOT","1531392","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","23 km from RR crossing on SE side of Warnes, on road NE to Okinawa, 2 km N of Monte Cristo, 7.5 km S of La Esperanza. Brushy areas along road, flat, clay soil. Surrounded by sugarcane field and forest remnants.",NA,NA,NA,NA,"Nee 47414","1997","12","21",NA,NA,"M. Nee","Warnes","A. St.-Hil.","-63.03333","-17.35",NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2009-11-30 17:06:00-02","MO","MOBOT","1531491","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Beni",NA,NA,NA,NA,NA,"Nee 37161",NA,NA,NA,NA,NA,"Th. Borsch & T. Ortuño",NA,"A. St.-Hil.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"236","2008-09-20 03:32:00-03","MO","MOBOT","1532386","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Cochabamba","On or near campus of Universidad de San Simon, Cochabamba",NA,NA,NA,NA,"Nee 30380","1984","11","16",NA,NA,"M. Nee",NA,"A. St.-Hil.","-66.15","-17.38333",NA,NA,"2575.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2008-05-27 22:02:00-03","MO","MOBOT","1532895","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"Nee 33379",NA,NA,NA,NA,NA,"M. Nee",NA,"A. St.-Hil.",NA,NA,NA,NA,"480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2008-05-27 22:02:00-03","MO","MOBOT","1533385","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east",NA,NA,NA,NA,"Nee 35118",NA,NA,NA,NA,NA,"M. Nee",NA,"A. St.-Hil.","-63.2","-17.74166",NA,NA,"390.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","1534199","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Michael H. Nee","South America","Bolivia","Santa Cruz","The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east",NA,NA,NA,NA,"Nee 30489",NA,NA,NA,NA,NA,"M. Nee",NA,"A. St.-Hil.","-63.2","-17.74166",NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","1722345","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Robin B. Foster","South America","Bolivia","Beni",NA,NA,NA,NA,NA,"Foster 12437","1992","11","23",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2011-11-23 16:32:00-02","MO","MOBOT","1799930","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ramiro Fonnegra G.|et al.","South America","Colombia","Antioquia","Corregimiento Paraiso",NA,NA,NA,NA,"Fonnegra G. 2758","1989","5","12",NA,NA,"A. Idárraga","Támesis","A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2013-10-05 06:32:00-03","MO","MOBOT","1817542","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Gerrit Davidse|Ángel C. González","South America","Venezuela","Apure","Distrito San Fernando; area of La Chorrerosa along the banks of the Río Payara. Small forested patches among Paspalum fasiculatum savanna.",NA,NA,NA,NA,"Davidse 13485","1977","5","20",NA,NA,"R. Liesner (MO)",NA,"A. St.-Hil.","-67.1","7.53333",NA,NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1275",NA,NA
"243","2008-05-27 22:02:00-03","MO","MOBOT","1899781","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ross A. McCauley","South America","Bolivia","Santa Cruz","Common prostrate herb in weedy moist sandy soil adjacent to railroad. East of Cotoca and the Rio Grande o Guapay.",NA,NA,NA,NA,"McCauley 9926","1999","12","13",NA,NA,NA,"Chiquitos","A. St.-Hil.","-62.72277","-17.665",NA,NA,"279.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2010-11-28 09:14:00-02","MO","MOBOT","2193619","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Bruno G. Piccinini|A. L. García","South America","Argentina","Formosa","Sabana cerca de la ruta 11 vieja en el camino privado entre Puesto Salvación y Riacho Negro yendo hacia Bouvie",NA,NA,NA,NA,"Piccinini 1067","1967","12","11",NA,NA,"Digilio, A. P. L.","Pilcomayo","A. St.-Hil.","-57.83333","-25.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2011-04-03 14:36:00-03","MO","MOBOT","2296608","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Aurelio Schinini|G. Cuadrado","South America","Argentina","Formosa","Sol de Mayo, 14 Km SW de Laguna Blanca",NA,NA,NA,NA,"Schinini Cacace 30345","1995","10","25",NA,NA,"Pedersen, T. M.","Pilcomayo","A. St.-Hil.","-58.41666","-25.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2009-12-09 16:15:00-02","MO","MOBOT","2902449","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","L.H. Bailey|Ethel Z. Bailey","South America","Venezuela","Bolívar","Ciudad Bolivar and vicinity, on the Orinoco. In the dry season.",NA,NA,NA,NA,"Bailey 1946","1921","2",NA,NA,NA,"Thomas Borsch, Frankfurt a.M.",NA,"A. St.-Hil.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2010-10-08 09:32:00-03","MO","MOBOT","3393303","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Manuel Rimachi Y.","South America","Peru","Loreto","Dtto. Iquitos. Carretera de Iquitos - Nauta, km 3, en monte abierto o pasto.",NA,NA,NA,NA,"Rimachi Y. 11626","1996","6","3",NA,NA,NA,"Maynas","A. St.-Hil.",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"248","2009-07-17 07:39:00-03","MO","MOBOT","3417609","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Émile Hassler","South America","Paraguay","Paraguarí","Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,"Hassler 12631",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2009-11-17 17:35:00-02","MO","MOBOT","3417673","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Julian A. Steyermark|Ronald L. Liesner|Charles Brewer-Carías","South America","Venezuela","Apure","Airport at San Fernando de Apure.",NA,NA,NA,NA,"Steyermark 124586","1981","2","17",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"250","2010-01-25 20:07:00-02","MO","MOBOT","3417740","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Troels M. Pedersen","South America","Argentina","Corrientes","Las Tres Marias.",NA,NA,NA,NA,"Pedersen 10834","1974","11","17",NA,NA,NA,"Empedrado","A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-09-04 04:40:00-03","MO","MOBOT","3417758","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Herbert H. Smith","South America","Colombia",NA,NA,NA,NA,NA,NA,"Smith 1199","1898",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2008-05-27 22:02:00-03","MO","MOBOT","3417803","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","August G. Schulz","South America","Argentina","Chaco","dep. 1 de Mayo. Colonia Benitez",NA,NA,NA,NA,"Schulz 14710","1965","10","28",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2009-07-10 17:58:00-03","MO","MOBOT","3417850","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Troels M. Pedersen","South America","Paraguay","San Pedro","Estancia C arumba. Distr. Lima. Disturbed ground.",NA,NA,NA,NA,"Pedersen 9458","1969","11","3",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2008-05-27 22:02:00-03","MO","MOBOT","3417904","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ezechias P. Heringer","South America","Brazil","Distrito Federal","Reserva Ecologica do IBGE.",NA,NA,NA,NA,"Heringer 7070","1981","6","16",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2015-08-13 05:50:00-03","MO","MOBOT","3417981","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","R.M. Harley","South America","Brazil",NA,"Basin of the Upper Sao Francisco River Bom Jesus da Lapa. Distrubed vegetation with deciduous woodland on limestone hill.",NA,NA,NA,NA,"Harley 21378","1980","4","15",NA,NA,"Ronald Liesner",NA,"A. St.-Hil.","-43.43333","-13.25",NA,"600.00000000","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2008-05-27 22:02:00-03","MO","MOBOT","3418014","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","O. Ahumada","South America","Argentina","Corrientes","30 km de Bonpland, Ea. de E. Bonpland, costa rio Uruguas.",NA,NA,NA,NA,"Ahumada 2774","1979","2","19",NA,NA,NA,"Paso de los Libres","A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2012-05-04 05:16:00-03","MO","MOBOT","3418943","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Cyril Allen","South America","Colombia",NA,"Dry ground, Calamar, Magdelena Valley. Creeper, exposed to sun, forming dense mat, fl. small, white.",NA,NA,NA,NA,"Allen 3","1924","7",NA,NA,NA,"Ronald Liesner",NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2011-04-11 12:14:00-03","MO","MOBOT","3418965","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ismael Morel","South America","Argentina",NA,"gobernacion formosa. Pilcomayo. Pueblo Laguna Blanca.",NA,NA,NA,NA,"Morel 4380","1948","1","7",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2010-05-16 08:12:00-03","MO","MOBOT","3418988","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Aurelio Schinini","South America","Paraguay","Chaco","Agua dulce.",NA,NA,NA,NA,"Schinini Cacace 18101","1979","10","4",NA,NA,NA,NA,"A. St.-Hil.","-60.11666","-20.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2009-07-10 17:58:00-03","MO","MOBOT","3419095","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Troels M. Pedersen","South America","Paraguay","Presidente Hayes","Estancia La Perla",NA,NA,NA,NA,"Pedersen 14598","1986","10","13",NA,NA,NA,NA,"A. St.-Hil.","-59.56666","-23.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2010-06-18 17:06:00-03","MO","MOBOT","3419144","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Arturo E. Burkart","South America","Argentina","Córdoba","La Cumbre.",NA,NA,NA,NA,"Burkart 10259","1940","1","20",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2012-05-15 15:41:00-03","MO","MOBOT","3419238","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Jim Conrad","South America","Paraguay","Central","Environs of Remanto Castillo, along the Paraguay River, about 20 km south of auncion.",NA,NA,NA,NA,"Conrad 2267","1974","1","16",NA,NA,"Ronald Lieser",NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2008-05-27 22:02:00-03","MO","MOBOT","3419675","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Armando T. Hunziker","South America","Argentina","Santiago del Estero","Ruta. Nac. 34: Selva. Dpto. Rivadavia.",NA,NA,NA,NA,"Hunziker 17769","1964",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2008-05-27 22:02:00-03","MO","MOBOT","3419840","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Aurelio Schinini","South America","Argentina","Corrientes","Ruta 40 y Rio Aguapey.",NA,NA,NA,NA,"Schinini Cacace 16778","1979","2","7",NA,NA,"Ronald Liesner","Alvear","A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2010-04-14 18:02:00-03","MO","MOBOT","3419875","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Thomas Morong","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Morong 40",NA,NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2015-03-19 09:29:00-03","MO","MOBOT","3419956","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Luciano Bernardi","South America","Paraguay","Ñeembucú","Paraguay, Curupayty, Humaita, Neembucu.",NA,NA,NA,NA,"Bernardi 18459","1978","11","9",NA,NA,"Hahn",NA,"A. St.-Hil.","-58.6166667","-27.15",NA,NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"267","2009-11-17 17:25:00-02","MO","MOBOT","3420027","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Julian A. Steyermark|Ronald L. Liesner|Charles Brewer-Carías","South America","Venezuela","Apure","Opposite airport of San Fernando de Apure along base of restaurant building.",NA,NA,NA,NA,"Steyermark 124587","1981","2","17",NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
