"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","identifiedBy","county","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","maximumElevationInMeters","minimumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","00838013","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","K. Mizoguchi","South America","Brazil","Mato Grosso do Sul","Cidade Corumba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838013","2425","1980","11","07","Magnoliophyta","Caryophyllales","M. H. Nee","Corumbá","A.St.-Hil.","-57.6531","-19.0094","NY00838013_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","487294","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","C. Angeli","South America","Brazil","Rio de Janeiro","Tijuca, Estr. da Vista Chinesa, Est. Biologica","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487294","133","1960","08","11","Magnoliophyta","Caryophyllales",NA,"Rio de Janeiro","A.St.-Hil.","-43.273873","-22.971901","NY00487294_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","487293","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","A. F. M. Glaziou","South America","Brazil","Rio de Janeiro",NA,"sheet",NA,"donné par Mme SIMARD, sa fille, en 1907 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487293","8088","1876","04","08","Magnoliophyta","Caryophyllales","J. A. Mears",NA,"A.St.-Hil.",NA,NA,"NY00487293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00838014","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","H. H. Rusby","South America","Brazil","Rondônia","Falls of Madeira [near to Quajará-Mirim)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931268' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838014","1514","1886","10",NA,"Magnoliophyta","Caryophyllales","J. A. Mears",NA,"A.St.-Hil.","-65.3465375","-10.7798649","NY00838014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01212730","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","G. T. Prance","South America","Brazil","Amazonas","Rio Purus between Aiapuá and Moibanda","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465676' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212730","16282","1971","11","22","Magnoliophyta","Caryophyllales","J. A. Mears",NA,"Huber",NA,NA,"NY01212730_01",NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01212727","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","G. T. Prance","South America","Brazil","Amazonas","Manaus and vicinity. South bank of Rio Negro, Igarapé Januari, opposite Manaus","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465664' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212727","3031","1966","11","09","Magnoliophyta","Caryophyllales","J. A. Mears",NA,"Huber","-60.077694","-3.168845","NY01212727_01",NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01212731","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","G. T. Prance","South America","Brazil","Rondônia","Basin of Rio Madeira. Vicinity of Cachoeira Madeira, Rio Madeira.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465681' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212731","6584","1968","07","30","Magnoliophyta","Caryophyllales","J. A. Mears",NA,"Huber",NA,NA,"NY01212731_01",NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01212728","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","R. Spruce","South America","Brazil","Pará",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212728","s.n.","1849","11",NA,"Magnoliophyta","Caryophyllales","J. A. Mears",NA,"Huber",NA,NA,"NY01212728_01",NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01212729","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","G. T. Prance","South America","Brazil","Rondônia","Island in Rio Madeira opposite Jaciparaná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465674' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212729","5274","1968","06","27","Magnoliophyta","Caryophyllales","J. A. Mears",NA,"Huber","-64.397038","-9.194036","NY01212729_01",NA,NA,"amazonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:28:43-03","UFRJ","RFA","13911","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","E. Pereira; W. Egler; Graziella",NA,"Brasil","Mato Grosso do Sul","Leque, Posto Agropecuário",NA,NA,"Flor branca, rasteira, terreno roçado .","RFA12449","357","1953","10","16",NA,NA,NA,"Corumbá","A.St.-Hil.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:33:11-03","EAO","IAN","60873","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Aguilar, PC","Southern America","Peru","Chaco","Margarita Belám.",NA,NA,"Flor branca.","IAN060873","481","1945","11","23","Dicotiledônea",NA,NA,"Resistencia","A.St.-Hil.",NA,NA,"IAN060873 IAN060873_e IAN060873_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:33:11-03","EAO","IAN","115673","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Oliveira, E","Southern America","Brasil","Amazonas","KM 21 da rodovia Itacoatiara-Manaus, beira do rio Urubu.",NA,NA,"Arbustinho; flores brancas.","IAN115673","2890","1963","11","08","Dicotiledônea",NA,"Mears, JA",NA,"Huber",NA,NA,NA,NA,NA,"amazonica",NA,NA,"1980","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:33:11-03","EAO","IAN","17929","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Pires, FM; Black, GA","Southern America","Brasil","Amazonas","Trapiche (Porto do rio Solimões), beira do rio Solimões.",NA,NA,"Erva rasteira.","IAN017929","920","1945","10","07","Dicotiledônea",NA,"Mears, JA",NA,"Huber",NA,NA,"IAN017929",NA,NA,"amazonica",NA,NA,"1980","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:33:11-03","EAO","IAN","62091","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Black, GA; Black, GA","Southern America","Brasil","Amazonas","Rio Jamundá; Santa Rosa.",NA,NA,"Anual; flor com brácteas; suculenta, decumbente.","IAN062091","10804","1950","11","16","Dicotiledônea",NA,"Mears, JA",NA,"Huber",NA,NA,"IAN062091 IAN062091_e",NA,NA,"amazonica",NA,NA,"1980","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:33:11-03","EAO","IAN","73650","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Pires, FM","Southern America","Brasil","Pará","Cacaual Grande.",NA,NA,NA,"IAN073650","s.n.","1950",NA,NA,"Dicotiledônea",NA,"Mears, JA",NA,"Huber",NA,NA,NA,NA,NA,"amazonica",NA,NA,"1980","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:33:11-03","EAO","IAN","91943","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Pires, JM; Black, GA; Wurdack, JJ; Silva, NT da","Southern America","Brasil","Pará","Campo de várzea.",NA,NA,NA,"IAN091943","6526","1956","12","20","Dicotiledônea",NA,"Mears, JA","Maicurú","Huber",NA,NA,NA,NA,NA,"amazonica",NA,NA,"1980","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:33:11-03","EAO","IAN","62115","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Black, GA; Ledoux, PVD","Southern America","Brasil","Amazonas","Campo Cocodinho.",NA,NA,"Anual; suculenta; brácteas brancas.","IAN062115","10826","1950","11","18","Dicotiledônea",NA,"Mears, JA","Parintins","Huber","-56.7358016967773","-2.62832999229431","IAN062115 IAN062115_e",NA,NA,"amazonica","80460","auto","1980","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:33:11-03","EAO","IAN","160599","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Rodrigues, IA; Cordeiro, MR; Marinho, L","Southern America","Brasil","Pará","Igarapé Chuacazinho, campo do chuaca, próximo ao lago.",NA,NA,"Erva perene; flor branca; invasora","IAN160599","1132","1984","10","03","Dicotiledônea",NA,"Marinho, LR","Faro","Huber","-56.7449989318848","-2.17139005661011",NA,NA,NA,"amazonica","342029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:33:11-03","EAO","IAN","196516","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Boelter, CR","Southern America","Brasil","Pará","Ilha de Algodoal - trilha para a praia da Princesa.",NA,NA,NA,"IAN196516","716","2017","08","29","Dicotiledônea",NA,NA,"Maracanã","A.St.-Hil.","-47.581901550293","-0.595000028610229",NA,NA,NA,NA,"48335","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:33:11-03","EAO","IAN","167718","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides amazonica","Nitta, A","Southern America","Brasil","Pará","Jardim do Sr. Uwamari.",NA,NA,NA,"IAN167718","17179","1996","09","05","Dicotiledônea",NA,"Ribeiro, BGS","Tomé-Açu","Huber","-48.1521987915039","-2.41888999938965",NA,NA,NA,"amazonica","97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-07-03 10:23:57-03","EBDA","BAH","2660","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ferreira, M. do S.G.",NA,"Brasil","Bahia","UEP Paraguaçu - Pasto Pangola I.",NA,NA,"Erva decumbente; com flor branca; muito frequente.IMPORT. PLANTA: Forageira",NA,"173","1981","06","16",NA,NA,"Souza, H.F.","Itaberaba","A.St.-Hil.","-40.3069","-12.5275",NA,NA,NA,NA,"39857","auto","1981","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-07-03 10:23:57-03","EBDA","BAH","3941","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ferreira, M. do S.G.",NA,"Brasil","Bahia","Faz. Morro de pedra - Pasto veadinho.",NA,NA,"Erva de flor branca, vimos uma.",NA,"240","1982","03","11",NA,NA,"Oliveira, E.L.P.G. de","Itaberaba","A.St.-Hil.","-40.3069","-12.5275",NA,NA,NA,NA,"39857","auto","1982","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2013-07-03 10:23:57-03","EBDA","BAH","7025","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Bastos, B.C.",NA,"Brasil","Bahia","Faz. Barriguda, Pasto da Lagoa.",NA,NA,"Erva decumbente, com flores esbranquiçadas ou palha, inflorescências axilares em forma de capítulos sésseis, caule avermelhado. Muito frequente.IMPORT. PLANTA: Forrageira e medicinal.",NA,"447","1984","10","03",NA,NA,"Oliveira, E.L.P.G. de","Ipirá","A.St.-Hil.","-39.7372","-12.1583",NA,NA,NA,NA,"44834","auto","1985","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2013-07-03 10:23:57-03","EBDA","BAH","247","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Inácio de Menezes",NA,"Brasil","Bahia","Rio de Janeiro",NA,NA,NA,NA,NA,"1951","07",NA,NA,NA,"Inácio de Menezes","Rio de Janeiro","A.St.-Hil.",NA,NA,NA,NA,NA,NA,NA,NA,"1951","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2013-07-03 10:23:57-03","EBDA","BAH","7099","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Oliveira, E.L.P.G. de",NA,"Brasil","Bahia","Lagoa dos Coatís.",NA,NA,"Planta herbácea, prostrada, inflorescências axilares, em forma de capítulos sésseis contendo um número variável de flores esbranquiçadas. IMPORT. PLANTA: Medicinal, invasora. Muito frequente.",NA,"726","1984","07","19",NA,NA,"Oliveira, E.L.P.G. de","Ipirá","A.St.-Hil.","-39.7372","-12.1583",NA,NA,NA,NA,"44834","auto","1985","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2013-07-03 10:23:57-03","EBDA","BAH","3887","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Ferreira, M. do S.G.",NA,"Brasil","Bahia","Faz. Morro de Pedra - Próximo à sede.",NA,NA,"Erva com flores brancas muito frequente.",NA,"227","1981","09","23",NA,NA,"Oliveira, E.L.P.G. de","Itaberaba","A.St.-Hil.","-40.3069","-12.5275",NA,NA,NA,NA,"39857","auto","1981","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-07-03 10:23:57-03","EBDA","BAH","4066","S","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Oliveira, E.L.P.G. de",NA,"Brasil","Bahia","Faz. Serra da Monta, Posto calderão.",NA,NA,"Erva com flores brancas muito frequente.",NA,"453","1982","07","13",NA,NA,"Oliveira, E.L.P.G. de","Itaberaba","A.St.-Hil.","-40.3069","-12.5275",NA,NA,NA,NA,"39857","auto","1982","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:54:06-03","NBC","NL-BOTANY","L.1683876","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Tulleken JE","Southern America","Surinam",NA,"! weg Paramaribo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1683876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1683876",NA,"1900","02","28",NA,"Caryophyllales",NA,NA,"A.St.-Hil.",NA,NA,"NL-L1683876",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 08:54:06-03","NBC","NL-BOTANY","L.1683877","PreservedSpecimen","Plantae","Amaranthaceae","Alternanthera","paronychioides","Alternanthera paronychioides","Burchell WJ","Southern America","Brazil",NA,"Plantarum Brasiliae Tropicae. Brazilia at Para.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1683877 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1683877",NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,"A.St.-Hil.",NA,NA,"NL-L1683877",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
