"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","relatedCatalogItem","dayIdentified","individualCount","typeStatus","fieldNumber"
"150","2019-08-08 10:00:34-03","UFU","HUFU","30768","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva-Neto, S.J.","Kuhlmann, M.","2793","1996","03","25",NA,"Brasil","São Paulo","Carioba","Fazenda Salto Grande, Mata a estrada da Fazenda, margem direita do rio Piracicaba.",NA,NA,NA,NA,NA,"Mata.","HUFU00024135","HUFU00024135","1996",NA,NA,NA,NA,NA,"03",NA,"25",NA,NA,NA
"151","2019-08-08 10:00:34-03","UFU","HUFU","75374","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Dias, A.G.","Dias, A.G.; Justino, G.S. & Nakajima, J.N.","94","2017","10","25",NA,"Brasil","Minas Gerais","Uberlândia","Parque Estadual Pau Furado, Trilha da Cachoeira do Marimbondo.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Árvore 5 m. Fruto marrom.; Mata semi decídua.","HUFU00073114","HUFU00073114","2017","58223","auto",NA,NA,NA,"12",NA,NA,NA,NA,NA
"152","2020-08-20 20:39:11-03","UFSC","FLOR","18164","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Delprete, P.","Bresolin, A.","99","1971","01","19",NA,"Brasil","Santa Catarina","Florianópolis","Naufragados, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","320","320",NA,"árvore, 25m altura","FLOR0018164",NA,"1998","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-08-20 20:39:11-03","UFSC","FLOR","1093","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Delprete, P.","Reitz, R.; Klein, R.M.","11410","1962","01","03",NA,"Brasil","Santa Catarina","Papanduva","Serra do Espigão.","-50.144401550293","-26.3703002929688","1000","1000",NA,"árvore, flor branca, 20m altura","FLOR0001093",NA,"1998","49621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-08-20 20:39:11-03","UFSC","FLOR","1059","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Delprete, P.","Reitz, R.","6134","1958","12","30",NA,"Brasil","Santa Catarina","Rio do Sul","Matador.","-49.6431007385254","-27.2141990661621","300","300",NA,"árvore, flor branca, 20m altura. Recebida de HBR 22478.","FLOR0001059",NA,"1998","15163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-08-20 20:39:11-03","UFSC","FLOR","1064","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Delprete, P.","Reitz, R.; Klein, R.M.","8610","1959","03","13",NA,"Brasil","Santa Catarina","Rio do Sul","Matador.","-49.6431007385254","-27.2141990661621","350","350",NA,"árvore, flor marrom, 10m altura. Recebida de HBR 22257.","FLOR0001064",NA,"1998","15163","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-04 15:46:13-03","IF","SPSF","29338","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"M.Kuhlmann","2793","1951","12","28","América do Sul","Brasil","SP","Carioba","Fazenda Salto Grande",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: margens do rio Piracicaba&nf;;",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-04 15:46:13-03","IF","SPSF","33204","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"M.Kuhlmann","2793A","1952","05","08","América do Sul","Brasil","SP","Carioba","margens rio Piracicaba",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-04 15:46:13-03","IF","SPSF","49043","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) ((Standl.) Steyerm.)","M.A.Assis","M.A.Assis",NA,"2006","02","08","América do Sul","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-44.835556","-23.336944","33","57",NA,"COLETA: Árvore nº 237.; GEOGRAFIA: Localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.&nf;Floresta Ombrófila Densa de Terras Baixas.;",NA,NA,"2006",NA,NA,"Magnoliopsida",NA,NA,"02",NA,"08",NA,NA,NA
"159","2021-03-04 15:46:13-03","IF","SPSF","20199","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"V.Stranghetti","289","1994","03","22","América do Sul","Brasil","SP","Paulo de Faria","E.Ecol.Instituto Florestal","-49.3800010681152","-20.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"29574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-04 15:46:13-03","IF","SPSF","15247","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"J.E.A.Bertoni","62","1992","01","17","América do Sul","Brasil","SP","Paulo de Faria","E.Ecol.Instituto Florestal","-49.3800010681152","-20.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"29574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-04 15:46:13-03","IF","SPSF","20840","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"J.E.A.Bertoni","335","1995","07","10","América do Sul","Brasil","SP","Porto Ferreira","P.E.Instituto Florestal","-47.4700012207031","-21.8500003814697",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ciliar&nf;;",NA,NA,NA,"13859","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-04 15:46:13-03","IF","SPSF","20198","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"V.Stranghetti","224","1993","10","21","América do Sul","Brasil","SP","Paulo de Faria","E.Ecol.Instituto Florestal","-49.3800010681152","-20.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"29574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-04 15:46:13-03","IF","SPSF","20197","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"V.Stranghetti","509","1995","04","25","América do Sul","Brasil","SP","Paulo de Faria","E.Ecol.Instituto Florestal","-49.3800010681152","-20.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"29574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-04 15:46:13-03","IF","SPSF","18547","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"J.Y.Tamashiro","T.268","1994","06","28","América do Sul","Brasil","SP","Paulo de Faria","E.Ecol.Instituto Florestal","-49.3800010681152","-20.0300006866455",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"29574","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-04 15:46:13-03","IF","SPSF","37278","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,"G.A.D.C. Franco","NM. Ivanauskas & M.T.Z.Toniato & R.T. Polisel & D.Souza & K. Pisciota & C.O.da Silva & N.O.da Silva","6227","2006","09","05","América do Sul","Brasil","SP","Sete Barras","PECB, trilha da figueira","-47.9199981689453","-24.3799991607666","86","86",NA,"COLETA: XLS: SPSFNovo; árvore, 10m alt., frutos marrons; GEOGRAFIA: Trilha da Figueira 5&nf;UTM: X=199732 Y=7319730 ZONA=23J;",NA,NA,"2006","34059","auto","Magnoliopsida",NA,NA,"10",NA,"31",NA,NA,NA
"166","2019-11-21 10:18:39-03","IBt","SP","346046","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Margalho, LF","Aragaki, S","544",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Municipal Alfredo Volpi","-46.7","-23.583333",NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,"-46.7","-23.583333","09",NA,NA,NA,NA,NA
"167","2020-11-19 09:30:07-03","IBt","SP","216083","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Zappi, DC","Folli, DA","196","1980","02","14",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD, Estrada Paraju, ant. 211, km 0,010 lado esquerdo","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2008","48094","auto",NA,NA,NA,"11",NA,NA,NA,NA,NA
"168","2019-11-21 10:18:39-03","IBt","SP","81081","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, SJ","Kuhlmann, M","2793","1951","12","28",NA,"Brasil","São Paulo","Piracicaba","Carioba. Fazenda Salto Grande, mata á entrada da Fazenda, margem do Rio Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,"1996","44778","auto",NA,NA,NA,"03",NA,"25",NA,NA,NA
"169","2019-11-21 10:18:39-03","IBt","SP","122809","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Silva Neto, SJ","Kuhlmann, M","2793A","1952","05","08",NA,"Brasil","São Paulo","Piracicaba","Carioba. Margem do rio Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,NA,"1996","44778","auto",NA,NA,NA,"03",NA,"25",NA,NA,NA
"170","2014-09-23 10:59:35-03","G","G","G00436764","S","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","?","Sampaio, G.","28","1931",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00436764",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,"ISOTYPUS of Sickingia sampaioana Standl.",NA
