"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","relatedCatalogItem","dayIdentified","individualCount","typeStatus","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","502844","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","P. G. Delprete","D. A. Folli","196","1980","02","14","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Estrada Parajú, ant. 211, Km. 0,010, lado esquerdo","-40.0719","-19.3911",NA,NA,"sheet","Coleta de fruto D. A. Folli 514 Reg. 1110 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502844","NY00502844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","799433","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","P. G. Delprete","A. Bresolin","99","1971","01","19","South America","Brazil","Santa Catarina","Florianópolis","Naufragados, Ilha de S.C.","-48.563093","-27.83288","320","320","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799433","NY00799433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","502849","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","J. A. Steyermark","R. Reitz","6134","1958","12","30","South America","Brazil","Santa Catarina","Rio do Sul",NA,"-49.6431","-27.2144","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=136256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502849","NY00502849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:26-03","UFRJ","RFA","6982","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Sickingia","sampaioana","Sickingia sampaioana","Standl.","L.B. Smith","Reitz; Klein","6659","1958","04","08",NA,"Brasil","Santa Catarina","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,"Árvore, flor em botão, fruto marrom.","RFA26691",NA,"1958","21797","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:32:26-03","UFRJ","RFA","31796","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Sebastião Neto","V.A. Garcia",NA,"1998","12",NA,NA,"Brasil","Rio de Janeiro","Comendador Levy Gasparian","Fazenda Amazonas, Mata Boa Vista","-43.2050018310547","-22.028600692749",NA,NA,NA,NA,"RFA48166",NA,"2000","14140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-19 15:45:02-03","UNEB","HUNEB","3408","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyer",NA,"Guedes, M.L.","43685","1997","07","30",NA,"Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Projeto Cedro da Veracel Celulose.","-39.016667","-16.266667",NA,NA,NA,NA,"HUNEB0003408",NA,NA,NA,NA,"Dicotyledoneae","39W1'","16S16'",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:24:04-03","UFBA","ALCB","043685","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Guedes, ML","Guedes, ML; Cabral, L; Oliveira, H","6669","1997","07","30","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Projeto Cedro da Veracel Celulose","-39.016667","-16.266667",NA,NA,NA,"de ca. 6 m. de altura. Folhas coriáceas. Fruto cápsula globosa, sementes semilunares, dispostas horizontalmente, com asa unilateral.; Mata ombrófila densa em estádio médio de regeneração.",NA,NA,"1998",NA,NA,NA,"-39.016667","-16.266667","11",NA,NA,NA,NA,NA
"18","2019-10-09 11:24:04-03","UFBA","ALCB","56522","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Guedes, ML","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","9317","2001","12","15","Southern America","Brasil","Bahia","Ituberá","Litoral Sul, Pancada Grande","-39.133333","-13.716667",NA,NA,NA,"12,0 m.. Folhas concentradas nas pontas dos ramos, cartáceas, discolores. Frutos maduros, deiscentes; sementes aladas. Ocasional.",NA,NA,"2001",NA,NA,NA,"-39.133333","-13.716667","12",NA,NA,NA,NA,NA
"19","2020-02-08 09:28:17-03","NBC","NL-BOTANY","L.1079477","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Sickingia","sampaioana","Sickingia sampaioana","Standl.",NA,"Reitz R",NA,"1961","01","01","Southern America","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079477 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079477","NL-L1079477",NA,NA,NA,"Magnoliopsidae","-53.733333","-26.533333",NA,"Uw6921",NA,NA,NA,NA
"20","2020-02-08 09:28:17-03","NBC","NL-BOTANY","L.1079478","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Sickingia","sampaioana","Sickingia sampaioana","Standl.",NA,"Reitz R",NA,"1961","01","01","Southern America","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079478 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079478","NL-L1079478",NA,NA,NA,"Magnoliopsidae","-53.733333","-26.533333",NA,"Uw6921",NA,NA,NA,NA
"21","2020-02-08 09:28:17-03","NBC","NL-BOTANY","U 0292103","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Sickingia","sampaioana","Sickingia sampaioana","Standl.",NA,"Reitz R",NA,"1961","01","01","Southern America","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200292103 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0292103",NA,NA,NA,NA,"Magnoliopsidae","-53.733333","-26.533333",NA,"Uw6921",NA,NA,NA,NA
"22","2020-02-08 09:28:18-03","NBC","NL-BOTANY","L.2961915","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Reitz R; Klein RM",NA,"1962","01","03","Southern America","Brazil",NA,NA,"Santa Catarina, Serra do Espigão, Papanduva.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2961915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2961915","NL-L2961915",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:28:18-03","NBC","NL-BOTANY","L.2961916","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Reitz R",NA,"1958","12","30","Southern America","Brazil",NA,NA,"Santa Catarina, Matador, Rio do Sul.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2961916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2961916","NL-L2961916",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:28:18-03","NBC","NL-BOTANY","L.2961917","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Reitz R; Klein RM",NA,"1958","01","13","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina, Corrêa, corupa, Jaraguá do Sul.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2961917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2961917","NL-L2961917",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:28:18-03","NBC","NL-BOTANY","U 0293030","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Lindeman JC; Haas JH de",NA,"1967","05","16","Southern America","Brazil","Paraná",NA,"civ. of Mamboré",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200293030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0293030",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"Uw14269",NA,NA,NA,NA
"26","2020-02-08 09:28:18-03","NBC","NL-BOTANY","U.1574026","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","Delprete PG","Reitz R; Klein RM",NA,"1958","04","08","Southern America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574026","NL-U1574026",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0130095",NA,NA,NA,NA
"27","2020-02-08 09:28:18-03","NBC","NL-BOTANY","U.1574027","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Reitz R; Klein RM",NA,"1958","01","13","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina, Corrêa, corupa, Jaraguá do Sul.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574027","NL-U1574027",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0130096",NA,NA,NA,NA
"28","2020-02-08 09:28:18-03","NBC","NL-BOTANY","U.1574028","PreservedSpecimen","Plantae",NA,"Gentianales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Lindeman JC; Haas JH de",NA,"1967","05","16","Southern America","Brazil","Paraná",NA,"civ. of Mamboré",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1574028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1574028","NL-U1574028",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0106576",NA,NA,NA,NA
"29","2020-11-04 11:19:03-03","ESALQ","ESA","6652","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,"Jung-Mendaçolli, S.L.","Rodrigues, R.R.","1747.0",NA,NA,NA,NA,"Brasil","São Paulo","Ipeúna",NA,"-47.7099990844727","-22.4300003051758",NA,NA,NA,NA,"ESA006652",NA,"2007","12906","auto",NA,NA,NA,"07",NA,"19",NA,NA,NA
"30","2020-11-04 11:19:03-03","ESALQ","ESA","10540","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,"Mendaçolli, S.L.J.","Barreto, K.D.",NA,"1993","05","18",NA,"Brasil","São Paulo","Charqueada","Mata Mesofila Semidecidua","-47.7700004577637","-22.5100002288818",NA,NA,NA,NA,"ESA010540",NA,"2011","12465","auto",NA,NA,NA,"06",NA,"20",NA,NA,NA
"31","2020-11-04 11:19:03-03","ESALQ","ESA","10787","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,"Mendaçolli, S.L.J.","Barreto, K.D.",NA,"1993","06","02",NA,"Brasil","São Paulo","Piracicaba","Mata Mesofila Semidecidua","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA010787",NA,"2011","44778","auto",NA,NA,NA,"07",NA,"19",NA,NA,NA
"32","2020-11-04 11:19:03-03","ESALQ","ESA","88164","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyer","Viani, R.A.G.","Viani, R.A.G. et al.","259.0","2002","11","06",NA,"Brasil","Minas Gerais","Delta",NA,"-47.7710990905762","-19.9766998291016",NA,NA,NA,NA,"ESA088164","ESA088164",NA,"15111","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:19:03-03","ESALQ","ESA","114824","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"Campos, M.C.R.","520.0","2006","05","08",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA114824","ESA114824",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:19:03-03","ESALQ","ESA","14996","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana",NA,NA,"Ivanauskas, N.M.","295.0","1992","08","07",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESA014996","ESA014996",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:32:34-03","IAP","PACA-AGP","70204","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Sickingia","sampaioana","Sickingia sampaioana","Standl.","L. B. Smith","Bresolin, A.","99","1971","01","19",NA,"Brasil","SC","Florianópolis","Naufrageados","-48.5491981506348","-27.596700668335",NA,NA,NA,"árvore, altit. 320 m; altura 25 m. Habitat: mata Hábito: árvore Ecossistema: MATA","PACA070204",NA,"1971","27000","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:32:34-03","IAP","PACA-AGP","65311","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","M. R. Barbosa et A. L. Peixoto","P. R. Reitz","6134","1958","12","30",NA,"Brasil","SC","Rio do Sul","Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,"HBR 22478; árvore; flor branca; altit. 300 m; altura 20 m. Habitat: mata Fenofase: flor branca Hábito: árvore","PACA065311",NA,"1987","15163","auto","Magnoliatae",NA,NA,"10",NA,"09",NA,NA,NA
"37","2019-08-27 13:32:34-03","IAP","PACA-AGP","65853","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","M. R. Barbosa et A. L. Peixoto","Reitz & Klein","2586","1956","02","04",NA,"Brasil","SC","Ibirama","Estação Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,NA,"HBR 16471; árvore, altit. 400 msms; altura 10 m. Habitat: mata Hábito: árvore Ecossistema: MATA","PACA065853",NA,"1987","18533","auto","Magnoliatae",NA,NA,"10",NA,"09",NA,NA,NA
"38","2019-08-27 13:32:34-03","IAP","PACA-AGP","65828","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","M. R. Barbosa et A. L. Peixoto","Reitz & Klein","6659","1958","04","08",NA,"Brasil","SC","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,NA,"HBR 16422; árvore; flor em botão; altit. 600 m; altura 20 m. Habitat: mata Fenofase: flor em botão Hábito: árvore","PACA065828",NA,"1987","21797","auto","Magnoliatae",NA,NA,"10",NA,"09",NA,NA,NA
"39","2020-12-20 21:19:22-03","UFV","VIC","013595","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standley) Steyermark",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,"VIC013595","VIC013595",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:19:22-03","UFV","VIC","014762","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standley) Steyermark",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,"Mata de furnas","VIC014762","VIC014762",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:19:22-03","UFV","VIC","13963","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standley) Steyermark",NA,NA,"s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari, Mata edson mendes",NA,NA,NA,NA,NA,NA,"VIC013963","VIC013963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:19:22-03","UFV","VIC","013821","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standley) Steyermark",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,"Base tronco sulcada, casca gretada em placas arredondadas em relevo, casca interna bege, alburno branco folhas com manchas.","VIC013821","VIC013821",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:19:22-03","UFV","VIC","014113","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standley) Steyermark",NA,"Mota, A.L.P.; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,"Base de trono acanalada, ligeiramente gretada cinza escura, folhas agrupadas no final do ramo. casca bege arenosa,alburno bege, transição branca","VIC014113","VIC014113",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:19:22-03","UFV","VIC","014763","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standley) Steyermark",NA,"Mota, A.L.P.; et al.","192",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,"Mata de furnas","VIC014763","VIC014763",NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:19:22-03","UFV","VIC","017129","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standley) Steyermark",NA,"Lopes, W.P.; et al.","s.n.","1994","08","14",NA,"Brasil","Minas Gerais","Viçosa","Jardim Botânico","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore de ca de 7,5 m, casca e alburno brancos ind n°1636","VIC017129","VIC017129",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:44:40-03","UFJF","CESJ","51074","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.","R.M. Castro","R.M. Castro","1502","2008","05",NA,"América do Sul","Brasil","Mato Grosso","Nossa Sra do Livramento","Mineração Morrinho e adjacências",NA,NA,NA,NA,NA,"Árvore ca. 10m. Frutos pardos. Interior de mata","CESJ051074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:40:20-03","UNICAMP","UEC","83282","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Simira","sampaioana","Simira sampaioana","(Standl.) Steyerm.",NA,"Stranghetti, V","509","1995","04","25",NA,"Brazil","São Paulo","Paulo de Faria","estação ecológica de paulo de faria","-49.533333","-19.966667",NA,NA,NA,"árvore 13 m, fruto, beira de mata, lado direito","UEC118174","UEC118174",NA,NA,NA,NA,"-49.533333","-19.966667",NA,NA,NA,NA,NA,NA
