"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"23","2020-01-28 13:11:03-03","MCN-PUC-MINAS","HPUC-MG","ANG4009","S","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia",NA,"E.Hattori","M.Valentina W.","168",NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.966944","-20.208611",NA,"Altura 1 m. UTM: 7754807 x; 59913 y.",NA,NA,"1.3","1.3","43º58'01''W","20°12'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","888","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Gottsberger, I.S.","119","1971","07","24",NA,"Brasil","Bahia","Serra Geral de Goiás","Chapada divisa entre os Estadfos de Goiás e Bahia",NA,NA,NA,"Pétalas cor creme esverdeada, anteras amarelas","BOTU000888","BOTU000888",NA,NA,"9999","9999","2000","08",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","7099","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Campos, C.J.","Moraes, M.A.","19","1977","11","16",NA,"Brasil","São Paulo","Botucatu","Bairro Tanquinho",NA,NA,NA,"Arbusto","BOTU007099","BOTU007099",NA,NA,"9999","9999","1977","11","21",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4080","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Ribeiro, L.A.","32","1974","10","27",NA,"Brasil","São Paulo","Botucatu","Fazenda Santa Maria a 5 km de Botucatu-Est. Botucatu-Conchas",NA,NA,NA,"Arbusto pequeno c/ folhas opostas, inteiras, flores pequenas reunidas em inflorescência c/ capítulos de cor amarela","BOTU004080","BOTU004080",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4077","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.",NA,"Sobreiro, N.A.","8","1974","11","03",NA,"Brasil","São Paulo","Botucatu","A oeste do Distrito de Rubião Jr. A 3 km",NA,NA,NA,"Inflorescência branca","BOTU004077","BOTU004077",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","898","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Pinto, A.M.F.","27","1973","11","16",NA,"Brasil","São Paulo","Botucatu","Distrito de Rubião Jr., à 3 km da F.C.M.B.B, direção sudoeste",NA,NA,NA,"Arbusto","BOTU000898","BOTU000898",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Sozza, J.C.","35","1974","10","26",NA,"Brasil","São Paulo","Botucatu","Distrito de Rubião Jr.,perto da F.C.M.B.B",NA,NA,NA,"Inflorescência e se encontra nas pontas dos galhos e possui cor amarela branca","BOTU004079","BOTU004079",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4073","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Calsolari, B.T.","40","1974","11","01",NA,"Brasil","São Paulo","Itatinga","Estrada da Fazenda Rio Novo a 2 km a Oeste de Itatinga",NA,NA,NA,"Planta lenhosa com 1 m de altura inflorescência amarela clara","BOTU004073","BOTU004073",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","6531","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Leitão Filho, H.","9590","1978","12","12",NA,"Brasil","Minas Gerais","Santa Barbara","Serra do Caraça",NA,NA,NA,"Subarbusto até 70 cm; flores branco-creme","BOTU006531","BOTU006531",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","927","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Gardner","Amaral Jr., A.","1297","1972","12","08",NA,"Brasil","São Paulo","Botucatu","Refúgio dos Padres, a mais ou menos 1 km da F.C.M.B.B",NA,NA,NA,"Planta de até 1 mde altura, flores amareladas","BOTU000927","BOTU000927",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4075","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.",NA,"Zachi, G.",NA,"1974","11","01",NA,"Brasil","São Paulo","Itatinga","Próximo a cidade",NA,NA,NA,"Arbusto de 1 m de altura com frutos","BOTU004075","BOTU004075",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","6188","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Amaral Jr., A.","1051","1972","08","25",NA,"Brasil","São Paulo","Botucatu","A mais ou menos 500 m do aeroporto municipal",NA,NA,NA,"Erva ereta, (sub arbusto) de até 1,5 m de altura, flores creme com estígma amarelo","BOTU006188","BOTU006188",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4074","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Pompei, D.G.","29","1974","10","26",NA,"Brasil","São Paulo","Botucatu","18 k a SW",NA,NA,NA,"Arbusto de aprox. 1 m de alutura, abundante no local, flores brancas","BOTU004074","BOTU004074",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4076","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Oliveira, L.C.","6","1974","11","03",NA,"Brasil","São Paulo","Botucatu","Estrada secundária da Rodovia Marechal Rondon a 3 km ao Oeste do Distrto de Rubião Júnior",NA,NA,NA,"Inflorescência branca","BOTU004076","BOTU004076",NA,NA,"9999","9999","2000","08",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-25 08:29:26-03","UNESP-IBB","BOTU","10451","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G.","Hatschbach, G.",NA,"1983","03","23",NA,"Brasil","Paraná","Bocaiúva do Sul","Serra Sant'Ana",NA,NA,NA,"Ereta, capítulos creme, encostas graminosas de morros","BOTU010451","BOTU010451",NA,NA,"9999","9999","1983","04",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4071","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Martinho, A.","103","1974","02","02",NA,"Brasil","São Paulo","Botucatu","Fazenda Babeta a 1 km de Botucatu",NA,NA,NA,"Arbusto com 1 m de altura e com insetos","BOTU004071","BOTU004071",NA,NA,"9999","9999","2000","08",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4078","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Ferreira, J.M.","Ferreira, J.M.","5","1974","10","13",NA,"Brasil","São Paulo","Botucatu","A 18 km SW, campo da fazenda Paula Souza",NA,NA,NA,"Arbusto de 1 m de altura cominflorescência verde esbranquiçadas","BOTU004078","BOTU004078",NA,NA,"9999","9999","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","4072","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Penachini, C.A.","49","1974","10","19",NA,"Brasil","São Paulo","Botucatu","Fazenda Santa Maria a 5 km de Botucatu-Est. Botucatu-Conchas",NA,NA,NA,"Erva de cerrado com flores em inflorescência de cor branca-amarelada","BOTU004072","BOTU004072",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:28:53-03","UNESP-IBB","BOTU","7310","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Amaral Jr., A.","Rocha, L.",NA,"1979","11","22",NA,"Brasil","São Paulo","Botucatu","A mais ou menos 1 km à Sudoeste do Campus da Universidade",NA,NA,NA,"Arbusto, caule marrom, inflorescência branca","BOTU007310","BOTU007310",NA,NA,"9999","9999","2000","09",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:19:03-03","UFRJ","RFA","10880","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","G.G. Hatschbach","G.G. Hatschbach","26453","1971","02","21",NA,"Brasil","Paraná","Marmeleiro","Estrada Marmeleiro - Campo Ere","-53.0261001586914","-26.1494007110596",NA,"Ereta, cpítulos creme","RFA10836",NA,NA,NA,NA,NA,NA,NA,NA,"27396","auto",NA,NA,NA,NA,NA
"43","2020-11-13 09:19:03-03","UFRJ","RFA","9034","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","G.G. Hatschbach","G.G. Hatschbach","18873","1968","03","22",NA,"Brasil","Paraná","Arapoti","Fazenda do Lobo","-49.8266983032227","-24.1578006744385",NA,"Arbusto com capítulos creme","RFA27858",NA,NA,NA,NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA
"44","2020-11-24 17:10:29-03","UTFPR","DVPR","4715","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G","Silva, JM; et al.","4257","2005","03","03",NA,"Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina.","-49.1150016784668","-25.2061004638672",NA,"ereta, capítulo alvacento. Campo do alto morro.","DVPR004715",NA,NA,NA,NA,NA,"2005",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"45","2021-03-30 12:34:53-03","EAO","IAN","102546","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Kanimia","oblongifolia","Kanimia oblongifolia","(DC.) Baker","Barreto, M","Magalhães, MG","2859","1943","06","22","Southern America","Brasil","Minas Gerais","Aiuruoca","Campo cerrado na base da serra Cangalha.","-44.603099822998","-21.9755992889404",NA,"Subarbusto, flor alva.","IAN102546",NA,NA,NA,NA,NA,NA,NA,NA,"27460","auto",NA,NA,NA,NA,NA
"46","2021-03-30 12:34:53-03","EAO","IAN","14619","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Kanimia","oblongifolia","Kanimia oblongifolia","(DC.) Baker","Barreto, M","Magalhães, MG","3197","1942","08","02","Southern America","Brasil","Minas Gerais","Sabará","Cerrado, Tapera.","-43.8067016601562","-19.8864002227783",NA,"Arbusto, flores alvas, muito frequente.","IAN014619","IAN014619 IAN014619_e",NA,NA,NA,NA,NA,NA,NA,"18805","auto",NA,NA,NA,NA,NA
"47","2019-12-04 15:24:51-03","PUCPR","HUCP","22597","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","Dc.","Hatschbach, GG","Hatschbach, GG; Barboza, E; Costa, EF","78922","2005","03","08",NA,"Brasil","Santa Catarina","Urubici","Águas Brancas","-49.5917015075684","-28.0149993896484",NA,NA,"HUCP00007924","HUCP00007924",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"48","2019-10-09 11:10:52-03","UFBA","ALCB","106065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.",NA,"Roque, N; Quaresma, AS","3715","2012","09","22","Southern America","Brasil","Minas Gerais","Gouveia","Estrada para Barão do Guaicuí","-43.702778","-18.376944",NA,"até 1m alt., folhas concolores. Brácteas involucrias verde-amareladas, corola alva, estigma creme. Odor adocicado pela manhã.; próximo a leitos d'água.",NA,NA,"1434","1434","-43.702778","-18.376944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-10-09 11:10:52-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","oblongifolia","Mikania oblongifolia","DC.","Hatschbach, G","Hatschbach, G; Barbosa, E; Costa, EF","78922","2005","03","08","Southern America","Brasil","Santa Catarina","Uribici","Águas Brancas",NA,NA,NA,"ereta, capítulo creme.",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
