"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","class","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","3929454","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","J. T. Mickel","9536","1984","07","09","South America","Trinidad and Tobago","Trinidad. Aripo Cave trail.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214406' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929454","NY03929454_01",NA,NA,NA,"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3929451","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","B. Maguire","23532","1944","05","17","South America","Guyana","British Guiana. Potaro River Gorge.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214403' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929451","NY03929451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3929447","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","G. S. Jenman","s.n.","1895",NA,NA,"South America","Guyana","Demerara, British Guiana. Macouria River, Essequibo.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214399' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929447","NY03929447_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3929456","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","J. T. Mickel","9492","1984","07","04","South America","Trinidad and Tobago","Trinidad. Morne Bleu ridge from Textel station to Morne Bleu peak.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214408' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929456","NY03929456_01",NA,NA,NA,"732","823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3929466","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","G. W. Prescott","1339","1958","04","18","South America","Ecuador","K. 20 out of Puyo on Napo-Pastaza road.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214418' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3929475","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","M. J. M. Christenhusz","2501","2003","02","23","South America","French Guiana","Commune Roura (Cacao). Sentier Molokoï, along Crique Cacao, near village of Cacao.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214427' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929475",NA,"Cayenne","-52.47","4.57","300",NA,"Roura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3929458","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","J. T. Mickel","9508","1984","07","04","South America","Trinidad and Tobago","Trinidad. Morne Bleu ridge from Textel station to Morne Bleu peak.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214410' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929458","NY03929458_01",NA,NA,NA,"732","823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3929465","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","S. T. McDaniel","26592","1982","12","31","South America","Peru","Dtto. Indiana. Quebrada de Yanayacu, Monte Carmelo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214417' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929465","NY03929465_01","Loreto",NA,NA,"110",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3929455","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","J. T. Mickel","9537","1984","07","09","South America","Trinidad and Tobago","Trinidad. Aripo Cave trail.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214407' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929455","NY03929455_01",NA,NA,NA,"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3929474","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","T. Hawkins","2208","2001","07","08","South America","Suriname","Arrowhead Basin (Tafelberg). Arrowhead Basin on the south side following the rough trail to Grace Creek and the falls.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214426' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929474","NY03929474_01",NA,"-56.1764","3.9083","650","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3929445","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","R. C. Ek","506","1986","09",NA,"South America","French Guiana","2 km SW of Saul, track Limonade.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214397' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929445","NY03929445_01",NA,"-53.2","3.53","180","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3929446","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","G. S. Jenman","s.n.","1897",NA,NA,"South America","Guyana","Demerara, British Guiana. Upper Demerara River.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214398' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929446","NY03929446_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3929449","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","B. Maguire","24168","1944","07","24","South America","Suriname","Coppenam River Headwaters, between kms. 16 and 19.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214401' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929449","NY03929449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","5982","S","Plantae","Tracheophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(Sturm) Ebihara & Dubuisson","Ollgaard, B. & Bergmann, B. & Ruíz, M.","99357","1993","10","21","América Central","Equador","Miazi, at junction of Río Chumbiriatza with Río Nangaritza",NA,"GEOGRAFIA: Tall montane forest, riverside forest, riverbanks, dwarfed mossy ridgetop forest and calcareous rocks.;",NA,NA,"Zamora Chinchipe",NA,NA,NA,NA,NA,"Polypodiopsida","Windisch, P.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02086","S","Plantae","Tracheophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(Sturm) Ebihara & Dubuisson","B. Ollgaard et Windisch","5254","1988","01","21","América do Sul","Guiana Francesa","Guyane Française",NA,"GEOGRAFIA: epífita, sobre tronco na mata;",NA,NA,NA,NA,NA,NA,NA,NA,"Polypodiopsida","B. Ollgaard et Windisch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10354","S","Plantae","Tracheophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(Sturm) Ebihara & Dubuisson","Cremers, G.","10294","1989","01","18","América do Sul","Guiana Francesa","Région de l'Inini",NA,"GEOGRAFIA: rhizome noir rampant sur un tronc d'arbre;",NA,NA,NA,NA,NA,NA,NA,"Mont Atachi Bacca","Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 20:48:34-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10324","S","Plantae","Tracheophyta","Polypodiales","Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(Sturm) Ebihara & Dubuisson","Granville J.J. de","12466","1993","08","27","América do Sul","Brasil","Rivière Haut Jari",NA,"GEOGRAFIA: petit crique dans une foret de basse altitude;",NA,NA,"Amapa","-50.793098449707","2.0533299446106",NA,NA,"Amapa","Polypodiopsida","DBLellinger","134143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:50:55-03","EAO","IAN","192641","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Texeira, G; Pietrobom, MR","197","2012","08","14","Southern America","Brasil","Vila Ponta de Terra. Mata de terra firme.",NA,"Epífita sobre tronco vivo.","IAN192641",NA,"Pará","-48.074167","-1.614639",NA,NA,"Bujaru",NA,"Texeira, G",NA,NA,"2012","10","11","-48.074167","-1.614639",NA,NA,NA,NA
"29","2021-04-08 17:44:32-03","EAO","IAN","198525","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Pietrobom, MR","9272","2012","11","02","Southern America","Brasil","Sítio São Domingos, Interior do alagado do igarapé, interior da mata.",NA,"Epífita na base de tronco vivo.","IAN198525",NA,"Pará","-47.705389","-1.823028","42","42","São Domingos do Capim",NA,"Pietrobom, MR",NA,NA,"2012","11","09","-47.705389","-1.823028",NA,NA,NA,NA
"30","2021-03-30 12:50:55-03","EAO","IAN","82971","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Huber, O","17303",NA,NA,NA,"Southern America","Brasil","Japateua.",NA,NA,"IAN082971",NA,NA,NA,NA,NA,NA,NA,NA,"Pietrobom, MR",NA,NA,"2011","09","06",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:50:55-03","EAO","IAN","192638","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Texeira, G; Pietrobom, MR","190","2012","08","27","Southern America","Brasil","Parque Estadual do Utinga. Mata de terra firme.",NA,"Epífita sobre tronco vivo.","IAN192638",NA,"Pará","-48.5043983459473","-1.4558299779892",NA,NA,"Belém",NA,"Texeira, G","48462","auto","2012","06","27",NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:50:55-03","EAO","IAN","192636","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Texeira, G; Pietrobom, MR","188","2012","05","17","Southern America","Brasil","Reserva do Mocambo. Mata de Igapó.",NA,"Epífita na base de troco vivo.","IAN192636",NA,"Pará","-48.5043983459473","-1.4558299779892",NA,NA,"Belém",NA,"Texeira, G","48462","auto","2012","05","22",NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:50:55-03","EAO","IAN","95259","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Pires, JM; Silva, NT da","6668","1957","10",NA,"Southern America","Brasil","Local onde foi feito um inventário florestal.",NA,NA,"IAN095259",NA,"Pará","-50.4803009033203","-1.68221998214722",NA,NA,"Breves",NA,"Pietrobom, MR","134266","auto","2011","09","09",NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:50:55-03","EAO","IAN","186867","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Souza, MGC","653","2010","12","08","Southern America","Brasil","Fazenda Marupiara, trilha 5.",NA,"Floresta de terra firme ,epífita sobre tronco de Licania sp.","IAN186867",NA,"Pará","-48.9530982971191","-2.94722008705139",NA,NA,"Tailândia",NA,"Pietrobom, MR","67462","auto","2011","09","06",NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:50:55-03","EAO","IAN","186827","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Didymoglossum","kapplerianum","Didymoglossum kapplerianum","(J.W.Sturm) Ebihara & Dubuisson","Souza, MGC","602","2010","12","04","Southern America","Brasil","Fazenda Marupiara ,trilha 5 ,parcela 15.",NA,"Floresta de terra firme , epífita na base de tronco vivo na margem da mata.","IAN186827",NA,"Pará","-48.9530982971191","-2.94722008705139",NA,NA,"Tailândia",NA,"Pietrobom, MR","67462","auto","2011","09","06",NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L 0052384","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Kappler A",NA,"1844","10","01","Southern America","Surinam","Surinam, Pr. Victoriam",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200052384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0052384","NL-L0052384",NA,NA,NA,NA,NA,NA,"Pteropsida","Sanchez C",NA,NA,"1994","01","01",NA,NA,"isotype","95739151",NA,NA
"37","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.1145970","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Tutin TG",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1145970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1145970","NL-L1145970",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.1146452","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Lanjouw J; Lindeman JC",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146452","NL-L1146452",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.3648152","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Christenhusz MJM; Bollendorff SM",NA,"2003","02","20","Southern America","French Guiana","Commune Roura. Réserve Naturelle Volontaire Trésor (km 17 km along Route Départementale 6), gorge on the side of botanical trail undesterbed rainforest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3648152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3648152","NL-L3648152",NA,"-52.266667","4.6",NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,"-52.266667","4.6",NA,NA,NA,NA
"40","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.3648155","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Leprieur FMR",NA,NA,NA,NA,"Southern America","French Guiana","!",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3648155 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3648155","NL-L3648155",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.3648156","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Leprieur FMR",NA,"1846","01","01","Southern America","French Guiana","!",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3648156 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3648156","NL-L3648156",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 10:41:59-03","NBC","NL-BOTANY","L.3648158","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Leprieur FMR",NA,"1840","01","01","Southern America","French Guiana","Caye!",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3648158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3648158","NL-L3648158",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:41:59-03","NBC","NL-BOTANY","U.1025562","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Feuillet CPGA; Görts-van Rijn ARA; Hahn WJ; Hiepko PH; Jansen-Jacobs MJ; Le",NA,"1988","06","17","Southern America","French Guiana","Regina Region. Montagne Tortue, 11 km WNW of the Approuague river.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025562","NL-U1025562","Cayenne",NA,NA,NA,NA,NA,"Pteropsida","Kelloff CL",NA,NA,NA,NA,NA,NA,NA,NA,"U 0144166",NA,NA
"44","2020-02-08 10:41:59-03","NBC","NL-BOTANY","U.1025577","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Santos Lima J",NA,"1930","09","22","Southern America","Brazil","Est. do Rio. Municipio de Magdalena.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025577","NL-U1025577",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 10:41:59-03","NBC","NL-BOTANY","U.1025578","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Trichomanes","kapplerianum","Trichomanes kapplerianum","Sturm","Santos Lima J",NA,"1935","04","01","Southern America","Brazil","Est. do Rio. Santo Antonio do Imbe, Macuco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025578","NL-U1025578",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
