"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified"
"11","2015-10-18 19:31:21-02","MNHN","RECOLNAT_MNHN_P","P00835772","PreservedSpecimen",NA,NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F.Gomes da Silva & H.C.Lima","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835772' target='other'> <mi>dwc_moreinfo</mi></a>","P00835772","P00835772_01","Lima","1892","12","4",NA,"Rio de Janeiro, Alto Macané",NA,NA,NA,NA,NA,"20286",NA,NA,NA,NA,NA,NA,NA
"12","2015-10-16 19:14:20-03","MNHN","RECOLNAT_MNHN_P","P00835773","PreservedSpecimen",NA,NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F.Gomes da Silva & H.C.Lima","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835773' target='other'> <mi>dwc_moreinfo</mi></a>","P00835773","P00835773_01","Lima",NA,NA,NA,NA,"(Rio Janeiro",NA,NA,NA,NA,NA,"19879",NA,NA,NA,NA,NA,NA,NA
"13","2015-10-18 19:31:39-02","MNHN","RECOLNAT_MNHN_P","P00835774","PreservedSpecimen",NA,NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F.Gomes da Silva & H.C.Lima","syntype","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835774' target='other'> <mi>dwc_moreinfo</mi></a>","P00835774","P00835774_01","Lima",NA,NA,NA,NA,"(Rio Janeiro",NA,NA,NA,NA,NA,"19879",NA,NA,NA,NA,NA,NA,NA
"14","2015-10-18 19:32:00-02","MNHN","RECOLNAT_MNHN_P","P00835775","PreservedSpecimen",NA,NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F.Gomes da Silva & H.C.Lima","syntype","Glaziou, A.",NA,NA,"Brazil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835775' target='other'> <mi>dwc_moreinfo</mi></a>","P00835775","P00835775_01","Lima","1890","11","2",NA,"[Rio de Janeiro]. Alto Macahe",NA,NA,NA,NA,NA,"18206",NA,NA,NA,NA,NA,NA,NA
"15","2015-10-18 19:32:38-02","MNHN","RECOLNAT_MNHN_P","P00835776","PreservedSpecimen",NA,NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F.Gomes da Silva & H.C.Lima","syntype","Glaziou, A.",NA,NA,"Brazil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835776' target='other'> <mi>dwc_moreinfo</mi></a>","P00835776","P00835776_01","Lima","1890","11","2",NA,"[Rio de Janeiro]. Alto Macahe",NA,NA,NA,NA,NA,"18206",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:36:25-03","UFMG","BHCB","24530","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Sclerolobium","beaurepairei","Sclerolobium beaurepairei","Harms",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2010-02-03 14:23:00-02","MO","MOBOT","100247340","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Sclerolobium","beaurepairei","Sclerolobium beaurepairei","Harms",NA,"Auguste F.M. Glaziou","Glaziou 20286","South America","Brazil",NA,NA,NA,NA,NA,"R.L. Liesner (MO)","1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"18","2020-11-10 04:40:00-03","MO","MOBOT","100937438","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F. Gomes da Silva & H.C. Lima",NA,"H. C. de Lima|F. Filardi|José E. Meireles|N.L. Nunes","Lima 6569","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"L.F.G. da Silva","2007","3","14","Petrópolis","Estrada do Imperador, km 7.5 Parada da Cruz.","-43.2833333","-22.4908333",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","2801096","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F. Gomes da Silva & H.C. Lima",NA,"J. G. Kuhlmann","s.n.","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US00961328","US00961328_01",NA,NA,NA,NA,NA,"R. J. Represa Camorim Jacarepagua",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","1441706","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.F. Gomes da Silva & H.C. Lima",NA,"A. Ducke","19240","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US00961433","US00961433_01",NA,"1926","1","1",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA,NA,NA
"21","2019-09-04 17:24:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Sclerolobium","beaurepairei","Sclerolobium beaurepairei",NA,"Syntype","A. Glaziou","20286","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"1892","12","4",NA,"Alto Maché de Nova Friburgo",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-09-04 18:20:20-03","F","FMNH-SEEDPLANTS","V0057920F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Sclerolobium","beaurepairei","Sclerolobium beaurepairei",NA,"Isosyntype","A. Glaziou","18206","South America","Brazil",NA,NA,NA,"V0057920F","V0057920F_01",NA,"1892",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-01-23 10:07:57-02","F","FMNH-SEEDPLANTS","V0092498F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Sclerolobium","beaurepairei","Sclerolobium beaurepairei",NA,"Isosyntype","A. Glaziou","20286","South America","Brazil","Rio de Janeiro",NA,NA,"V0092498F","V0092498F_01",NA,"1892","12","4",NA,"Alto Maché de Nova Friburgo",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-07-23 12:02:25-03","CEPLAC","CEPEC","61429","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Tachigali","beaurepairei","Tachigali beaurepairei",NA,NA,"S. V. A. Pessoa","503",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,"H. C. Lima","1990","06","01","nova friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sitio Faz. Velha.","-42.05","-22",NA,NA,NA,NA,NA,"42W3'0","22S0'0","30/06/2009",NA,NA,NA
"25","2019-11-01 15:00:46-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Sclerolobium","beaurepairei","Sclerolobium beaurepairei","Harms",NA,"Irwin, HS; Souza, R; Santos, RR","11230","Southern America","Brasil","Distrito Federal",NA,"Pound-headed tree 6 m x 12 cm. Corolla and anthers golden yellow. Occasional; Cerrado slopes",NA,NA,"Arroyo","1965","12","12",NA,"Imediately E of Lagoa Paranoá",NA,NA,"975","975",NA,NA,NA,NA,NA,NA,"1972",NA,NA
"26","2019-11-21 10:06:47-03","IBt","SP","266050","S","Plantae",NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L.G.Silva & H.C.Lima",NA,"Pessoa, SVA; et al.","503",NA,"Brasil","Rio de Janeiro",NA,NA,"SP025036","SP025036","Lima, HC","1990","06","01","Nova Friburgo","Reserva Ecol. Munic.de Macaé de Cima. Sítio Fazenda Velha, caminho para a Pedra de são Caetano, inicio da trilha a esquerda","-42.05","-22","1100","1100",NA,NA,NA,"-42.05","-22",NA,"2006","10","20"
"27","2015-11-02 23:57:46-02","UM","RECOLNAT_UM_MPU","MPU023339","PreservedSpecimen",NA,NA,NA,"Fabaceae","Sclerolobium","beaurepairei","Sclerolobium beaurepairei","Harms","isosyntype","Glaziou, A.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu023339' target='other'> <mi>dwc_moreinfo</mi></a>","MPU023339",NA,NA,NA,NA,NA,NA,"s.l.",NA,NA,NA,NA,NA,"18206",NA,NA,NA,NA,NA,NA,NA
"28","2014-09-23 10:57:51-03","G","G","G00367882","S","Plantae",NA,NA,"Fabaceae","Tachigali","beaurepairei","Tachigali beaurepairei","(Harms) L. F. Gomes da Silva & H. C. Lima","ISOSYNTYPUS of Sclerolobium beaurepairei Harms","Glaziou, A. F. M.","18206","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00367882",NA,"Lima, H. C.","1891",NA,"00","Nova Friburgo",NA,"-42.5","-22.38333333",NA,NA,NA,NA,NA,"-42.5","-22.38333333",NA,"2010","01","01"
