"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"14","2021-03-15 16:37:00-03","NY","NYBG","114856","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla latifolia","Cogn.",NA,NA,NA,NA,"P. Clausen",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00114856",NA,"376","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=389147' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","latifolia","isosyntype",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","522555","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","E. Martins",NA,NA,NA,"M. Sakane","1976","02","09","Brazil","São Paulo","Campos do Jordao","Campos do Jordao, Vila Matilde, áreas do Sanatorio Sao Francisco Xavier","-45.604903","-22.750525",NA,NA,NA,NA,"NY00522555","NY00522555_01","469","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268500' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02060126","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"A. F. M. Glaziou","1886","10","13","Brazil","Minas Gerais",NA,"Serra do Lenheiro.","-44.302262","-21.145111",NA,NA,NA,NA,"NY02060126","NY02060126_01","15966","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505740' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","522553","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","J. J. Wurdack",NA,NA,NA,"F. Segadas-Vianna","1951","04","21","Brazil","São Paulo","Sao José do Barreiro","Barreiro Co. Serra da Bocaina; Lageado Farm","-44.622423","-22.796043",NA,NA,"1600","1600","NY00522553","NY00522553_01","3199","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268501' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00926107","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"A. C. Brade","1936","06",NA,"Brazil","Minas Gerais",NA,"Cons. Matta - Lama Preta.",NA,NA,NA,NA,NA,NA,"NY00926107","NY00926107_01","13717","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999978' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00926084","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","E. M. Woodgyer",NA,NA,NA,"R. de Mello-Silva","1999","02","21","Brazil","Minas Gerais","São Thomé das Letras","Pico do Gavião, contrafortes Oeste.","-44.920046","-21.635006",NA,NA,"1350","1350","NY00926084","NY00926084_01","1610","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999824' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4218386","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"F. Almeda","1998","05","24","Brazil","Minas Gerais","Carrancas","Estrada para Pedreira do Guilherme, próximo à Pedreira","-44.65","-21.5",NA,NA,NA,NA,"NY04218386",NA,"7712","South America","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451131' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00926089","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla latifolia","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","1886","01","21","Brazil","Minas Gerais","Aiuruoca",NA,"-44.6031","-21.9758",NA,NA,NA,NA,"NY00926089","NY00926089_01","16043","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999840' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","latifolia",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00926088","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla latifolia","Cogn.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","1921","01","27","Brazil","Minas Gerais","Ouro Preto","Miguel Burnier.","-43.5081","-20.2878",NA,NA,NA,NA,"NY00926088","NY00926088_01","5163","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999838' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","latifolia",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00926090","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla latifolia","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","1886","10","13","Brazil","Minas Gerais",NA,"Serra do Lenheiro.","-44.302262","-21.145111",NA,NA,NA,NA,"NY00926090","NY00926090_01","15966","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999846' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","latifolia",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4218370","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"F. Almeda","2001","10","04","Brazil","Minas Gerais","Conceicao do Ibitipoca","Along the road from Conceição do Ibitipoca to Santana do Garam- béu.","-43.95388794","-21.69916344",NA,NA,"1215","1215","NY04218370",NA,"8358","South America","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451303' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 16:06:00-03","NY","NYBG","00926086","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla",NA,NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"NY00926086","NY00926086_01","16775","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999832' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 16:05:00-03","NY","NYBG","1281693","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla",NA,"T. Rolim",NA,NA,NA,"T. Rolim","2010","01","26","Brazil","Minas Gerais",NA,"Parque Estadual do Itacolomi-PEI, descida morro do cachorro sentido ao calais (ESQ1).",NA,NA,NA,NA,NA,NA,"NY01281693","NY01281693_01","262","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1741373' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00926095","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","E. Pereira",NA,NA,NA,"A. P. Duarte","1964","11","21","Brazil","Minas Gerais","Diamantina",NA,"-43.6003","-18.2494",NA,NA,NA,NA,"NY00926095","NY00926095_01","8518","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999864' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","522550","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","A. C. Brade",NA,NA,NA,"A. C. Brade","1937","03",NA,"Brazil","Rio de Janeiro","Itatiaia","Itatiaia; Planalto","-44.61526","-22.368371",NA,NA,"2100","2100","NY00522550","NY00522550_01","15615","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268497' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","522552","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","A. C. Brade",NA,NA,NA,"A. C. Brade","1951","04","21","Brazil","São Paulo","Sao José do Barreiro","Serra da Bocaina","-44.5697","-22.64",NA,NA,"1700","1700","NY00522552","NY00522552_01","20666","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268498' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","522547","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"J. W. C. Harshberger","1927","07","23","Brazil","São Paulo","Campos do Jordao","Campos do Jordao","-45.540301","-22.687374",NA,NA,"1646","1646","NY00522547","NY00522547_01","951","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268507' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00926106","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","J. Badini",NA,NA,NA,"A. Macedo","1950","12","23","Brazil","Minas Gerais","Ouro Preto","Saramenha.","-43.5081","-20.2878",NA,NA,NA,NA,"NY00926106","NY00926106_01","2732","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999919' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","522548","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"NY00522548","NY00522548_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268506' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00926103","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","R. Romero",NA,NA,NA,"R. Romero","1995","03","16","Brazil","Minas Gerais","Sacramento","Próximo a guarita de Sacramento, PARNA Serra da Canastra.","-47.4397","-19.8656",NA,NA,NA,NA,"NY00926103","NY00926103_01","1878","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999906' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","522558","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","E. Martins",NA,NA,NA,"F. Segadas-Vianna","1951","03",NA,"Brazil","São Paulo","Sao José do Barreiro","Barreiras Co. Serra da Bocaina, Lageado Farm","-44.622423","-22.796043",NA,NA,"1600","1600","NY00522558","NY00522558_01","2793","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268505' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","522560","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla latifolia","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Minas Gerais",NA,"Sao Joao",NA,NA,NA,NA,NA,NA,"NY00522560","NY00522560_01","15965","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=389150' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","latifolia",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4218419","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"F. Almeda","2009","03","16","Brazil","São Paulo","Sao Jose do Barreiro","Road from São Jose do Barreiro (SP-221) to the entrance of Parque Nacional Serra da Bocaina between Km 24 and Km 27.","-44.61657","-22.73318",NA,NA,"1493","1509","NY04218419",NA,"9827","South America","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451527' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00926098","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","J. J. Wurdack",NA,NA,NA,"H. S. Irwin","1971","01","30","Brazil","Minas Gerais","Ouro Preto","Serra do Espinhaço, on summit of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874",NA,NA,"1850","1850","NY00926098","NY00926098_01","29438","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999874' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00926101","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","J. J. Wurdack",NA,NA,NA,"H. S. Irwin","1971","01","22","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.","-43.4927778","-20.1263",NA,NA,"1400","1400","NY00926101","NY00926101_01","28862","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999895' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","114857","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla latifolia","Cogn.",NA,NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil","Minas Gerais",NA,"In montosis siccis ad Villa ricca et Alto do Morro Ouro branco, Cap. Min. Ger.",NA,NA,NA,NA,NA,NA,"NY00114857",NA,"3693et 4168 (D. No. 1222)","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=389148' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","latifolia","isosyntype",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","880252","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"R. Romero","2007","11","08","Brazil","Minas Gerais","Capitólio","Estrada p/ Pedreira Gabi Explorações II, ca. 4 km, Região de Furnas","-46.0499992370605","-20.6152992248535",NA,NA,NA,NA,"NY00880252","NY00880252_01","8003","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2537715' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,"29474","auto",NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4218319","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"F. Almeda","1998","05","24","Brazil","Minas Gerais","Tiradentes","Estrada de terra Tiradentes-São João D'El Rey. Serra de São José","-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"NY04218319",NA,"7721","South America","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451138' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,"10355","auto",NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","522556","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","J. J. Wurdack",NA,NA,NA,"G. F. J. Pabst","1975","03","07","Brazil","São Paulo","Campos do Jordao","Campos do Jordao, caminho para o Pico do Itambé, km 7","-45.5900001525879","-22.7299995422363",NA,NA,"1900","1900","NY00522556","NY00522556_01","9602","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268502' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,"21048","auto",NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00926102","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.",NA,NA,NA,NA,"L. Emygdio de Mello Filho","1972","07","15","Brazil","Minas Gerais",NA,"Gandarela.",NA,NA,NA,NA,"1250","1250","NY00926102","NY00926102_01","3371","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999902' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00926099","PreservedSpecimen","Plantae","Melastomataceae","Microlicia","isophylla","Microlicia isophylla","DC.","J. J. Wurdack",NA,NA,NA,"H. S. Irwin","1971","01","30","Brazil","Minas Gerais","Ouro Preto","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto","-43.5057","-20.3874",NA,NA,"1600","1600","NY00926099","NY00926099_01","29352","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=999883' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
