"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"20","2020-11-13 09:20:47-03","UFRJ","RFA","4878","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","P. Occhioni","1311","1952","05","26",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Itatiaia. Caminho para Agulhas Negras. Estrada Nova.",NA,"Habito: Rupestre","RFA41059",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"L.S. Sylvestre",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"21","2020-11-13 09:20:47-03","UFRJ","RFA","23504","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","F. Segadas-Vianna","s.n.","1945","03","07",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Itatiaia. Riacho das Flores. Planalto.",NA,NA,"RFA41058",NA,"-43.2075004577637","-22.9027996063232","2000","2000","D.B. Lellinger","1964",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"22","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17912","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ.","M.R. Pietrobom-Silva","4170","1997","07","13","América do Sul","Brasil","Rio de Janeiro","Itatiaia","parque nacional",NA,"Campos de altitude com afloramento rochoso;",NA,NA,"-44.5633010864258","-22.4960994720459",NA,NA,"A.P. Della","2018","08","23",NA,NA,"19648","auto","Polypodiopsida",NA,NA,NA,NA
"23","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03506","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ.","P.G. Windisch","049","1970","02","05","América do Sul","Brasil","Rio de Janeiro","Itatiaia","parque nacional",NA,"Planalto, margem do ribeirão das flores;",NA,NA,"-44.5633010864258","-22.4960994720459",NA,NA,"A.P. Della","2018","08","23",NA,NA,"19648","auto","Polypodiopsida",NA,NA,NA,NA
"24","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05334","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ.","Máximo F. Morel","113","1990","02","10","América do Sul","Brasil","Rio de Janeiro","Itatiaia","parque nacional",NA,"Margens do rib. das flores;",NA,NA,"-44.5633010864258","-22.4960994720459",NA,NA,"A.P. Della","2018","08","23",NA,NA,"19648","auto","Polypodiopsida",NA,NA,NA,NA
"25","2020-02-08 10:42:40-03","NBC","NL-BOTANY","U.1041371","PreservedSpecimen","Plantae",NA,"Polypodiales","Adiantaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Camerik AM",NA,"1975","05","27","Southern America","Brazil",NA,NA,"Est. R.J.: Itatiaia, Prateleiras, ±2300m.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041371","NL-U1041371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"26","2020-02-08 10:42:40-03","NBC","NL-BOTANY","U.1041372","PreservedSpecimen","Plantae",NA,"Polypodiales","Adiantaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Lindeman JC; Haas JH de",NA,"1967","07","03","Southern America","Brazil",NA,NA,"Est. Rio de Janeiro. Vicinity of Abriga Reboucas, Parque Nacional do Itatiaia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041372","NL-U1041372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"27","2020-02-08 10:42:40-03","NBC","NL-BOTANY","U.1041373","PreservedSpecimen","Plantae",NA,"Polypodiales","Adiantaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Düsen P",NA,"1902","05","30","Southern America","Brazil",NA,NA,"Serra do Itatiaia, Retiro, Serra da Pedro. Apentada.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1041373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1041373","NL-U1041373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA
"28","2019-08-27 13:36:22-03","IAP","PACA-AGP","78632","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","H. E. Strang","628","1964","12","13",NA,"Brasil","RJ",NA,"Itatiaia - Maromba",NA,"Herb. GUA 4355&nf;Confirmado por Della, A.P. em 17.01.2018","PACA078632",NA,NA,NA,NA,NA,"A. Sehnem SJ","1972",NA,NA,NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"29","2019-08-27 13:36:22-03","IAP","PACA-AGP","78633","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","N. Imaguire","461","1970","09","06",NA,"Brasil","RJ",NA,"Resende - Itatiaia p. Pouso",NA,"Confirmado por Della, A.P. em 17.01.2018 Habitat: a sombra de pedra","PACA078633",NA,NA,NA,NA,NA,"A. Sehnem SJ","1978","09","18",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA
"30","2019-08-27 13:36:22-03","IAP","PACA-AGP","97120","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Maria Célia Vianna","186","1964","12","03",NA,"Brasil","RJ","Itatiaia",NA,NA,"Confirmado por Della, A.P. em 17.01.2018","PACA097120",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"A. Sehenm","1976",NA,NA,NA,NA,"19648","auto","Filicopsida",NA,NA,NA,NA
"31","2019-11-21 14:54:21-03","UFJF","CESJ","54185","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","D. Monteiro; et al.","405","2008","12","02","América do Sul","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Planalto, base das Agulhas Negras. Coletado durante a disciplina Taxonomia de Campo.",NA,NA,"CESJ054185",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"D. Monteiro","2009","08",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"32","2021-03-01 16:43:57-03","UNICAMP","UEC","17924","S","Plantae","Pteridophyta",NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","H.Christ","Shepherd, GJ; Kirszenzaft, SL","9971","1979","04","13",NA,"Brazil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, Perto do abrigo Rebonças.",NA,"Erva até 50cm.; Entre gramíneas em campo e entre pedras.","UEC052333","UEC052333",NA,NA,"2700","2700","Salino, A","1984","02","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-06 09:57:19-03","UFOP","OUPR","11940","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Glaziou, A.F.M.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itatiaia",NA,NA,"Erva",NA,NA,NA,NA,"2400","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:56:55-03","UCS","HUCS","48860","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ.","Gonzatti, F.","4030","2017","11","19",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia",NA,"Erva ereta em fendas de rochas, à sombra em sol. Junto ao Rio Campo Belo, perto do acampamento Rebouças","HUCS004744","HUCS004744","-44.732778","-22.361111","2200","2200","Gonzatti, F.","2018","11",NA,"-44.732778","-22.361111",NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 09:31:52-03","UFRRJ","RBR","26618","S","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ",NA,"s.n.","2006","03","08",NA,"Brasil","Rio de Janeiro","Itatiaia","parque Nacional de Itatiaia, Planalto.",NA,NA,"RBR00026618",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"L.S. Sylvestre","2006",NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"36","2020-06-18 10:58:24-03","UFRRJ","RBR","30563","S","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","H. Monteiro",NA,"1956","07",NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia",NA,NA,"RBR00030563",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"37","2020-12-21 16:42:23-03","MBM","MBM","7633","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","C. Chr.","Lindeman, J.; Haas, H.; Haas, H.","5608","1967","07","03","Southern America","Brazil","Rio de Janeiro","Itatiaia","Abrigo Rebouças",NA,NA,"MBM007633","MBM007633","-44.5633010864258","-22.4960994720459","2200","2200",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"38","2020-12-21 16:42:23-03","MBM","MBM","58460","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","C. Chr.","Imaguire, N.","461","1970","09","06","Southern America","Brazil","Rio de Janeiro","Itatiaia","Próximo do Pouso Rezende",NA,NA,"MBM058460","MBM058460","-44.5633010864258","-22.4960994720459",NA,NA,"Sehnem, A.",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"39","2020-12-21 16:42:23-03","MBM","MBM","339517","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","C. Chr.","Labiak, P.; et al.; et al.","4463","2008","01","11","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Subida para o Pico das Agulhas Negras.",NA,"Rupícula, nas anfractuosidades das rochas. Campos de altitude","MBM339517","MBM339517","-44.5633010864258","-22.4960994720459","2350","2350","et al.; Labiak, P.","2008","01",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"40","2020-12-21 16:42:23-03","MBM","MBM","393706","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Jamesonia","brasiliensis","Jamesonia brasiliensis","C. Chr.","Canestraro, B.K.; Pereira, J.; Matos, F.B.; Pereira, J.; Matos, F.B.","508","2013","02","11","Southern America","Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia, Parte Alta. Trilha para Agulhas Negras",NA,"Humícola, heliófita, frondes eretas com báculos.; Campos de Altitude, na trilha.","MBM393706","MBM393706","-44.8699989318848","-22.283899307251",NA,NA,"Canestraro, B.K.","2013","02","23",NA,NA,"26914","auto",NA,NA,NA,NA,NA
"41","2015-09-03 16:54:21-03","MNHN","RECOLNAT_MNHN_P","P00602710","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Ule, E.",NA,"1894","3",NA,NA,"Brésil",NA,NA,"Serra de Itatiaia","hb","Musêu Nacional. Herbier Christ 9 février 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00602710' target='other'> <mi>dwc_moreinfo</mi></a>","P00602710","P00602710_01",NA,NA,"2200",NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"42","2016-09-14 15:20:49-03","MNHN","RECOLNAT_MNHN_P","P00882206","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Glaziou, A.",NA,"1871","6","6",NA,"Brésil",NA,NA,"Itatiaia, R.J.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00882206' target='other'> <mi>dwc_moreinfo</mi></a>","P00882206","P00882206_01",NA,NA,"2400",NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7016",NA,NA
"43","2016-09-23 14:57:36-03","MNHN","RECOLNAT_MNHN_P","P00882207","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Glaziou, A.",NA,"1873","1","21",NA,"Brésil",NA,NA,"En montant sur les Agulhas Negras à l'Itatiaia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00882207' target='other'> <mi>dwc_moreinfo</mi></a>","P00882207","P00882207_01",NA,NA,NA,NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-13 10:40:16-03","MNHN","RECOLNAT_MNHN_P","P01277162","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Glaziou, A.",NA,"1871","6","6",NA,"Brésil",NA,NA,"Pic d'Itatiaia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01277162' target='other'> <mi>dwc_moreinfo</mi></a>","P01277162","P01277162_01",NA,NA,"2400",NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5327",NA,NA
"45","2016-09-13 10:14:17-03","MNHN","RECOLNAT_MNHN_P","P01277163","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Glaziou, A.",NA,"1871","6","6",NA,"Brésil",NA,NA,"Pic d'Itatiaia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01277163' target='other'> <mi>dwc_moreinfo</mi></a>","P01277163","P01277163_01",NA,NA,"2400",NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5327",NA,NA
"46","2015-09-03 16:38:04-03","MNHN","RECOLNAT_MNHN_P","P01277164","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Ule, E.",NA,"1894","2",NA,NA,"Brésil",NA,NA,"Itatiaia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01277164' target='other'> <mi>dwc_moreinfo</mi></a>","P01277164","P01277164_01",NA,NA,NA,NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-09-14 15:20:55-03","MNHN","RECOLNAT_MNHN_P","P01277165","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Jamesonia","brasiliensis","Jamesonia brasiliensis","Christ","Glaziou, A.",NA,"1871","6","6",NA,"Brésil",NA,NA,"Pic d'Itatiaia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01277165' target='other'> <mi>dwc_moreinfo</mi></a>","P01277165","P01277165_01",NA,NA,"2400",NA,"Tryon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5327",NA,NA
