"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","class","order","minimumElevationInMeters","maximumElevationInMeters","typeStatus","relatedCatalogItem","infraspecificEpithet"
"11","2019-01-23 11:32:59-02","F","FMNH-SEEDPLANTS","V0093442F","PreservedSpecimen","Plantae","Spermatophyta","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,NA,NA,NA,NA,"R. P. Belém & R. S. Pinheiro","3212","1967","1","30","South America","Brazil","Bahia",NA,"Belmonte",NA,NA,NA,NA,"V0093442F","V0093442F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Isotype",NA,NA
"12","2015-03-07 08:58:23-03","F","FMNH-SEEDPLANTS","V0107789F","PreservedSpecimen","Plantae","Spermatophyta","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0107789F","V0107789F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"13","2015-03-07 08:58:23-03","F","FMNH-SEEDPLANTS","V0107790F","PreservedSpecimen","Plantae","Spermatophyta","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0107790F","V0107790F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"14","2015-03-07 08:58:23-03","F","FMNH-SEEDPLANTS","V0107791F","PreservedSpecimen","Plantae","Spermatophyta","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0107791F","V0107791F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"15","2020-07-23 12:15:32-03","CEPLAC","CEPEC","124162","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"A. R. Lourenço",NA,NA,NA,"E. J. Lucas","1087","1982","02","09",NA,"Brasil","Bahia","UNA","Entrada para a estrada de Rio das Pedras.","-39.051389","-15.272222",NA,NA,NA,NA,NA,"39W3'5","15S16'20",NA,NA,NA,NA,NA,"30/08/2011",NA
"16","2020-07-23 12:15:32-03","CEPLAC","CEPEC","3773","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"M. Sobral",NA,NA,NA,"R. P. Belém","3210","1967","01","30",NA,"Brasil","Bahia","BELMONTE",NA,"-38.8828010559082","-15.8631000518799","71281",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1991",NA
"17","2020-07-23 12:15:32-03","CEPLAC","CEPEC","4052","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"M. Sobral",NA,NA,NA,"R. P. Belém","3214","1967","01","30",NA,"Brasil","Bahia","BELMONTE","Sem informação.","-38.8828010559082","-15.8631000518799","71281",NA,NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,"Paratipo","30/12/1988",NA
"18","2020-07-23 12:15:32-03","CEPLAC","CEPEC","4053","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"M. Sobral",NA,NA,NA,"R. P. Belém","3212","1967","01","30",NA,"Brasil","Bahia","BELMONTE","Sem informação.","-38.8828010559082","-15.8631000518799","71281",NA,NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,"Holótipo","30/12/1988",NA
"19","2020-07-23 12:15:32-03","CEPLAC","CEPEC","3951","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"M. Sobral",NA,NA,NA,"R. P. Belém","3200","1967","01","30",NA,"Brasil","Bahia","BELMONTE","Sem informação.","-38.8828010559082","-15.8631000518799","71281",NA,NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,"Paratipo","30/12/1988",NA
"20","2020-07-23 12:15:32-03","CEPLAC","CEPEC","83243","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"M. Sobral",NA,NA,NA,"L. A. Mattos-Silva","3894","1999","03","17",NA,"Brasil","Bahia","ILHÉUS","Distrito de Olivença. Estrada que liga Olivença/Maruim/Sapucaeira e Búzios, KM 6.","-39.0494003295898","-14.7889003753662","61245",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/12/2004",NA
"21","2020-07-23 12:15:32-03","CEPLAC","CEPEC","31305","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"M. Sobral",NA,NA,NA,"A. M. de Carvalho","1610","1983","02","11",NA,"Brasil","Bahia","ILHÉUS","Km 19 da Ilheus/Una. Cana Brava.","-39.0494003295898","-14.7889003753662","61245",NA,NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,"Paratipo","30/12/1988",NA
"22","2020-07-23 12:15:32-03","CEPLAC","CEPEC","3938","PreservedSpecimen","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae",NA,"M. Sobral",NA,NA,NA,"R. P. Belém","3104","1967","01","13",NA,"Brasil","Bahia","MARAÚ","Sem informação.","-39.0147018432617","-14.103099822998","47076",NA,NA,NA,"auto","0W0'0","0S0'0",NA,NA,NA,NA,"Paratipo","30/12/1988",NA
"23","2019-12-09 10:46:01-03","UFSJ","HUFSJ","3786","S","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Proença, C",NA,NA,NA,"Matos, E; Espírito Santo, F; Fernandes, M","127","2011","05","30",NA,"Brasil","Bahia","Una","Fazenda Bolandeira.","-39.0752983093262","-15.2932996749878","36070","Árvore, ca. de 3m de altura.","HUFSJ003786",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-02-27 14:02:36-03","UFSJ","HUFSJ","3781","S","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","2012",NA,NA,"De Matos, EN; Fernandes, M","3377","2012","04","21",NA,"Brasil","Bahia","Una","Fazenda Bolandeira.","-39.0752983093262","-15.2932996749878","36070","Árvore, ca. 7m de altura. Tronco descamante esbranquiçado. Frutos marrons.","HUFSJ003781",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-20 18:46:38-03","UFSJ","HUFSJ","4711","S","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","2013",NA,NA,"Ribeiro, A","s.n.","2007","12","22",NA,"Brasil","Sergipe","Santo Amaro das Brotas","Rio Porongas","-37.0544013977051","-10.7889003753662","21551","Restinga.","HUFSJ004711",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-01 15:05:09-03","UnB","UB","142852","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Santos, MF","2012","03",NA,"Lucas, EJ; et al.","990","2006","12","04","Southern America","Brasil","Bahia","Olivença","A direita da estrada principal, ca. 2km ao sul de Olivença","-39.014722","-14.975278",NA,"Inflorescência e botões ferrugíneos.; Árvore 8m. Inflorescência e botões ferrugíneos.; Restinga",NA,NA,NA,"-39.014722","-14.975278",NA,NA,"21","21",NA,NA,NA
"27","2019-11-01 15:05:09-03","UnB","UB","129935","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","1988",NA,NA,"Belém, RP","3210","1967","01","30","Southern America","Brasil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799","71281","Flores brancas.; Arbusto 4m.; Mata costeira",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-01 15:05:09-03","UnB","UB","179231","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Proença, CEB","2012","05",NA,"Farney, C; Silva, RS; Santos, SB","2913","1992","01","19","Southern America","Brasil","Sergipe","Santo Amaro das Brotas","Após o rio Pmonga. Margem da rodovia SE-226","-37.0544013977051","-10.7889003753662","21551","Arbusto; folhas discolores verdes, sub-coriáceas; frutos imaturos castanhos/ esverdeadas; Restinga. Solo arenoso",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-01 15:05:09-03","UnB","UB","11673","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae napaea","Sobral","Sobral, M",NA,NA,NA,"Belém, RP; Pinheiro, RS","3212","1967","01","30","Southern America","Brasil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799","71281","Arbusto 3-4m. Flor branca; Mata costeira.","UB0037559","UB0037559","auto",NA,NA,NA,NA,NA,NA,"isotype",NA,"napaea"
"30","2019-11-01 15:05:09-03","UnB","UB","11674","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae napaea","Sobral","Sobral, M",NA,NA,NA,"Belém, RP; Pinheiro, RS","3214","1967","01","30","Southern America","Brasil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799","71281","Arbusto 2-5m. Flor branca; Mata costeira.","UB0037562","UB0037562","auto",NA,NA,NA,NA,NA,NA,"paratype",NA,"napaea"
"31","2019-11-01 15:05:09-03","UnB","UB","11676","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae napaea","Sobral","Sobral, M",NA,NA,NA,"Belém, RP; Pinheiro, RS","3200","1967","01","30","Southern America","Brasil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799","71281","Cálice marrom.; Árvore 6m x 10cm. Flor branca. Fruto marrom.; Mata costeira.","UB0037560","UB0037560","auto",NA,NA,NA,NA,NA,NA,"paratype",NA,"napaea"
"32","2019-11-01 15:05:09-03","UnB","UB","11675","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae napaea","Sobral","Sobral, M",NA,NA,NA,"Belém, RP; Pinheiro, RS","3104","1967","01","13","Southern America","Brasil","Bahia","Maraú",NA,"-39.0147018432617","-14.103099822998","47076","Pedunculo marrom.; Árvore 15m x 8cm. Flor branca; Mata costeira.","UB0037561","UB0037561","auto",NA,NA,NA,NA,NA,NA,"paratype",NA,"napaea"
"33","2021-02-08 12:43:46-03","UFRGS","ICN","061197","S","Plantae","Dicotyledon","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","1988",NA,NA,"Carvalho, AM; Plowman, T","1610","1983","02","11","América do Sul","Brasil","BA","Ilhéus","km 19 da estrada Ilhéus - Una. Cana Brava","-39.0494003295898","-14.7889003753662","61245","Doação Herbário Centro de Pesquisas do Cacau; Arbusto com ca. 3 m de altura. Frutos imaturos, ferrugíneos. Folhas leve discolores; Restinga","ICN00000379","ICN00000379","auto",NA,NA,NA,NA,NA,NA,"Paratypus",NA,NA
"34","2021-02-08 12:43:46-03","UFRGS","ICN","061196","S","Plantae","Dicotyledon","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","1988",NA,NA,"Belém, RP; Pinheiro, RS","3104","1967","01","13","América do Sul","Brasil","BA","Maraú",NA,"-39.0147018432617","-14.103099822998","47076","Doação Herbário Universidade de Brasília; Arvore de 15 m x 8 cm de diâmetro; flores brancas, pedunculo marron; Mata costeira","ICN00000378","ICN00000378","auto",NA,NA,NA,NA,NA,NA,"Paratypus",NA,NA
"35","2021-02-08 12:43:46-03","UFRGS","ICN","061195","S","Plantae","Dicotyledon","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Santos, MF",NA,NA,NA,"Belém, RP; Pinheiro, RS","3212","1967","01","30","América do Sul","Brasil","BA","Belmonte",NA,"-38.8828010559082","-15.8631000518799","71281","arbusto de 3-4m, flores brancas; mata costeira","ICN00000382","ICN00000382 ICN00000382_1","auto",NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA
"36","2021-02-08 12:43:46-03","UFRGS","ICN","061200","S","Plantae","Dicotyledon","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","1988",NA,NA,"Belém, RP; Pinheiro, RS","3214","1967","01","30","América do Sul","Brasil","BA","Belmonte",NA,"-38.8828010559082","-15.8631000518799","71281","Doação Herbário Universidade de Brasília; Arbusto de 2-5m; flores brancas; Mata costeira","ICN00000381","ICN00000381","auto",NA,NA,NA,NA,NA,NA,"Paratypus",NA,NA
"37","2021-02-08 12:43:46-03","UFRGS","ICN","061201","S","Plantae","Dicotyledon","Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","1988",NA,NA,"Belém, RP; Pinheiro, RS","3200","1967","01","30","América do Sul","Brasil","BA","Belmonte",NA,"-38.8828010559082","-15.8631000518799","71281","Doação Herbário Universidade de Brasília; Arvore de 6 m x 10 cm de diâmetro; flores brancas, cálice marron, frutos marrons; Mata costeira","ICN00000380","ICN00000380","auto",NA,NA,NA,NA,NA,NA,"Paratypus",NA,NA
"38","2019-11-21 10:11:05-03","IBt","SP","488222","S","Plantae",NA,"Myrtaceae","Calyptranthes","restingae","Calyptranthes restingae","Sobral","Sobral, M","2013",NA,NA,"Ribeiro, A","s.n.",NA,NA,NA,NA,"Brasil","Sergipe","Santo Amaro das Brotas","Rio Porongas","-37.0544013977051","-10.7889003753662","21551",NA,"SP039066","SP039066","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
