"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"21","2020-11-19 10:25:05-03","CPAP","CPAP","14750","PreserverdSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Pott, V. J.","2815","1995","09",NA,"Brasil","Fazenda Santa Rita, Noroeste de São Lourenço de Fátima",NA,"Erva aquática flutuante fixa. Plântulas. FLOR: estéril.. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Pequena lagoa de meandro. SUBSTRATO: solo arenoso. RELEVO: vale.",NA,NA,"V. J. Pott","15","MT","Juscimeira","-54.988611","-16.2625",NA,NA,NA,NA,"1995","09",NA,"54°59'19'' W","16°15'45'' S",NA,NA,NA
"22","2020-11-19 10:25:05-03","CPAP","CPAP","18179","PreserverdSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Pott, V. J.","3816","1998","12",NA,"Brasil","Rio Formoso, estrada Bonito a fazenda São Geraldo; mais ou menos 17km de Bonito",NA,"Erva aquática submersa, 30cm profundidade. FLOR: lilás. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Rio c/ correnteza forte, 20-30cm profundidade, próximo a ponte. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,"03","MS","Bonito","-56.55","-21.25","350","350",NA,NA,NA,NA,NA,"56°33' W","21°15' S",NA,NA,NA
"23","2020-11-19 10:25:05-03","CPAP","CPAP","18190","PreserverdSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Pott, V. J.","3827","1998","12",NA,"Brasil","Fazenda Cabeceira do Formoso; próximo 200m da nasscente do rio Formoso, + ou - 50km de Bonito",NA,"Erva aquática submersa ou flutuante fixa. FLOR: lilás. FRUTO: . INTERESSE: Ornamental de aquário. FREQUÊNCIA: Muito frequente. AMBIENTE: Rio muito transparente c/ correnteza forte, 1-2m. SUBSTRATO: solo orgânico sobre sedimento; calcário xaraés e conchas",NA,NA,"V. J. Pott","03","MS","Bonito","-56.55","-21.25","350","350",NA,NA,"1998","12",NA,"56°33' W","21°15' S",NA,NA,NA
"24","2020-11-19 10:25:05-03","CPAP","CPAP","18293","PreserverdSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Pott, V. J.","3912","1999","04",NA,"Brasil","Rio Sucuri, fazenda São Geraldo, próximo ao rio Formoso",NA,"Erva aquática submersa fixa, ouemergente. FLOR: lilás. FRUTO: ainda verde. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Rio de correnteza forte, 1,5-3m profundidade. SUBSTRATO: solo calcário e muitas conchas. RELEVO: plano.",NA,NA,"V. J. Pott","03","MS","Bonito","-56.55","-21.25","350","350",NA,NA,"1999","04",NA,"56°33' W","21°15' S",NA,NA,NA
"25","2020-11-19 10:25:05-03","CPAP","CPAP","18727","PreserverdSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Pott, V. J.","4133","1999","12",NA,"Brasil","Rio Sucuri",NA,"Erva aquática, submersa e flores emersas. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Rio translúcido de águas frias, calcárias. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,"V. J. Pott","12","MS","Bonito","-56.55","-21.266667","120","120",NA,NA,"1999","12",NA,"56°33' W","21°16' S",NA,NA,NA
"26","2020-11-19 10:25:05-03","CPAP","CPAP","21901","PreserverdSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Pott, V. J.","4470","2001","04",NA,"Brasil","Nascente do rio Formoso, Fazenda Formoso",NA,"Erva aquática, submersa fixa com flores de cor lilás, plantanornamental. Ocasional.. Nascente de rio de Caverna,. Solo: argiloso.,. Relevo: plano.",NA,NA,"V. J. Pott","03","MS","Bonito","-56.637222","-21.256944","269","269",NA,NA,"2001","04",NA,"56°38'14'' W","21°15'25'' S",NA,NA,NA
"27","2019-10-18 16:49:47-03","IAP","PACA-AGP","10846","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","P. Buck SJ",NA,"1943","01",NA,"Brasil","Serro Largo",NA,"Habitat: In paludosis Fenofase: flor","PACA010846",NA,"Emrich-Rambo",NA,"RS","São Luiz",NA,NA,NA,NA,NA,NA,"1994","09","10",NA,NA,"Liliopsida",NA,NA
"28","2019-10-18 16:49:47-03","IAP","PACA-AGP","34346","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Irm. Augusto",NA,"1946","10",NA,"Brasil","Cerro Largo",NA,"Habitat: In paludosis Fenofase: flor","PACA034346",NA,"Emrich-Rambo","30","RS","São Luiz",NA,NA,NA,NA,NA,NA,"1989","08","10",NA,NA,"Liliopsida",NA,NA
"29","2019-08-27 13:26:43-03","IAP","PACA-AGP","53121","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1952","11",NA,"Brasil","Cerro Largo",NA,"SEM MATERIAL Habitat: In paludosis Fenofase: flor","PACA053121",NA,"Emrich-Rambo","20","RS","São Luiz",NA,NA,NA,NA,NA,NA,"1954","09","10",NA,NA,"Liliopsida",NA,NA
"30","2019-08-27 13:26:43-03","IAP","PACA-AGP","8555","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1942","01",NA,"Brasil","Rio dos Touros",NA,"Habitat: In paludosis Fenofase: flor","PACA008555",NA,"Emrich-Rambo","13","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"31","2019-08-27 13:26:43-03","IAP","PACA-AGP","56717","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1955","02",NA,"Brasil","Vila Oliva",NA,"Habitat: In paludosis Fenofase: flor","PACA056717",NA,"Emrich-Rambo","08","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto","1955","04","09",NA,NA,"Liliopsida",NA,NA
"32","2019-08-27 13:26:43-03","IAP","PACA-AGP","26207","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1945","01",NA,"Brasil","Faz. do Jarau",NA,"Habitat: In paludosis Fenofase: flor","PACA026207",NA,"Emrich-Ramvbo",NA,"RS","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,"74636","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"33","2019-08-27 13:26:43-03","IAP","PACA-AGP","36524","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1948","02",NA,"Brasil","Cambará",NA,"Habitat: In paludosis Fenofase: estéril","PACA036524",NA,"Emrich-Rambo",NA,"RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"34","2019-08-27 13:26:43-03","IAP","PACA-AGP","34846","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1946","04",NA,"Brasil","Faz. da Ronda",NA,"Habitat: In paludosis Fenofase: flor","PACA034846",NA,"Emrich-Rambo","05","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"35","2019-08-27 13:26:43-03","IAP","PACA-AGP","51829","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1952","01",NA,"Brasil","Passo da Guarda",NA,"SEM MATERIAL Habitat: In paludosis Fenofase: flor","PACA051829",NA,"Emrich-Rambo","14","RS","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"36","2019-08-27 13:26:43-03","IAP","PACA-AGP","27984","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Emrich, K.",NA,"1936","01",NA,"Brasil","Carcacol",NA,"Habitat: In paludosis","PACA027984",NA,"Bici -","27","RS","Canela","-50.815601348877","-29.3656005859375",NA,NA,"16452","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"37","2019-08-27 13:26:43-03","IAP","PACA-AGP","30826","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1946","01",NA,"Brasil","Vila Oliva",NA,"Revisado por Gastal Jr. C.F..S. em 30061997 Habitat: In palude Fenofase: estéril","PACA030826",NA,"Emrich-Ramvo","31","RS","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"49662","auto",NA,NA,NA,NA,NA,"Liliopsida",NA,NA
"38","2019-08-27 13:26:43-03","IAP","PACA-AGP","45736","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1950","02",NA,"Brasil","Santa Rita",NA,"SEM MATERIAL Habitat: In palude Fenofase: flor","PACA045736",NA,"Emrich-Rambo","07","RS","Farroupilha","-51.3478012084961","-29.2250003814697",NA,NA,"19545","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"39","2019-08-27 13:26:43-03","IAP","PACA-AGP","57643","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Pivetta","594","1954","01",NA,"Brasil","Dr. Pestana",NA,"Habitat: In paludosis Fenofase: flor","PACA057643",NA,"Emrich-Rambo","25","RS","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,"36807","auto","1957","05","13",NA,NA,"Liliopsida",NA,NA
"40","2019-08-27 13:26:43-03","IAP","PACA-AGP","34847","PreservedSpecimen","Plantae","Magnoliophyta","Liliales","Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","Rambo, B.",NA,"1947","01",NA,"Brasil","Faz. da Ronda",NA,"Habitat: In paludosis Fenofase: flor","PACA034847",NA,"Emrich-Rambo","05","RS","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"63451","auto","1954","09","10",NA,NA,"Liliopsida",NA,NA
"41","2021-04-07 11:47:56-03","UFMS","CGMS","69528","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","V.J. Pott; E. Scremin-Dias; A. Pott","8141","2005","09",NA,"Brasil","Fazenda Remanso, cerca de 5Km da sede, direção Rio Salobra, Parque Nacional Serra da Bodoquena.",NA,"Flor ausente. Fruto ausente. Habitat: Pequeno, poço em córrego quase seco. Solo calcário, com afloramento rochoso e tufa calcária. Relevo plano. Mancha ocasional. Habito: Rasteiro terrestre.","CGMS1102486",NA,"V.J. Pott","05","Mato Grosso do Sul","Bodoquena","-56.7344444","-20.7755556","275","275",NA,NA,NA,NA,NA,"-56,7344444","-20,7755556",NA,NA,NA
"42","2021-04-07 11:47:56-03","UFMS","CGMS","7042","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","V.J. Pott; P. Robson; C. Rosso; H. Araújo","3827","1998","12",NA,"Brasil","Fazenda Cabeceira do Formoso, próximo a 200m a nascente do rio Formoso, aproximadamente 50km de Bonito.",NA,"Flor lilás. Habitat: Rio muito transparente com correnteza forte, 1,00-2,00m de profundidade. Solo orgânico sobre sedimento calcário Xaraes e Conchas. Relevo levemente inclinado. Muito frequente. Habito: Erva aquática submersa ou flu","CGMS1015906",NA,"V.J. Pott","03","Mato Grosso do Sul","Bonito","-56.55","-21.25","350","350",NA,NA,NA,NA,NA,"-56,55","-21,25",NA,NA,NA
"43","2021-04-07 11:47:56-03","UFMS","CGMS","75083","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","V.J. Pott; P. R. de Souza & E. Scremin","4133","1999","12",NA,"Brasil","Rio Sucuri.",NA,"Flor lilás. CPAP - 18727. Habitat: Rio Translúcido de Águas Frias, calcárias. Solo calcário. Relevo plano. Habito: Erva aquatica, submersa e flores emersas. Freqüente.","CGMS1107951",NA,"V.J. Pott","12","Mato Grosso do Sul","Bonito","-56.55","-21.2666667","120","120",NA,NA,NA,NA,NA,"-56,55","-21,2666667",NA,NA,NA
"44","2021-04-07 11:47:56-03","UFMS","CGMS","7005","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","V.J. Pott; P. Robson; C. Rosso; H. Araújo","3816","1998","12",NA,"Brasil","Rio Formoso, estrada Bonito à Fazenda São Geraldo, mais ou menos 17km de Bonito.",NA,"Flor lilás. Habitat: Rio com correnteza forte, 0,20-0,30m de aprofundidade, próximo à ponte. Solo calcário. Relevo plano. Frequente. Habito: Erva aquática submersa.","CGMS1015907",NA,NA,"03","Mato Grosso do Sul","Bonito","-56.55","-21.25","350","350",NA,NA,NA,NA,NA,"-56,55","-21,25",NA,NA,NA
"45","2021-04-07 11:47:56-03","UFMS","CGMS","70117","PreservedSpecimen","Plantae",NA,NA,"Pontederiaceae","Heteranthera","zosterifolia","Heteranthera zosterifolia","Mart.","V.J. Pott; E. Scremin-Dias; M.R. Sigrist; P.R. Souza","5708","2002","08",NA,"Brasil","Fazenda São Geraldo, 300m da nascente.",NA,NA,"CGMS1069502",NA,"V.J. Pott","27","Mato Grosso do Sul","Bonito","-56.5569444","-21.2663889",NA,NA,NA,NA,NA,NA,NA,"-56,5569444","-21,2663889",NA,NA,NA
