"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","recordNumber","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","685189","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","P. Fiaschi","P. Fiaschi","2001","03","31","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia.","-45.88","-23.65",NA,NA,"900","900","NY00685189","NY00685189_01","(Marchal) Frodin",NA,NA,NA,"725","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887127' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","617208","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"P. K. H. Dusén","1911","09","30","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,NA,NA,"NY00617208","NY00617208_01","(Marchal) Frodin",NA,NA,NA,"13070","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331118' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1184195","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","P. Fiaschi","L. C. de S. Assis","2005","07","14","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca. Gruta do Pico do Peão.","-43.7931","-21.8425",NA,NA,NA,NA,"NY01184195","NY01184195_01","(Marchal) Frodin",NA,NA,NA,"1111","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1465483' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","617207","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Brasilia, Mandiocca","-43.0406","-22.6531",NA,NA,NA,NA,"NY00617207","NY00617207_01","(Marchal) Frodin",NA,NA,NA,"s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331117' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1019531","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"A. Q. Lobão","2005","04","22","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, trilha para o túmulo Augusto Ruschi.","-40.6003","-19.9358",NA,NA,NA,NA,"NY01019531","NY01019531_01","(Marchal) Frodin",NA,NA,NA,"699","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285986' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","685188","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","P. Fiaschi","P. Fiaschi","2001","04","12","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos. Trilha Mozart Catão, acesso para o mirante Alexandre Oliveira.","-42.9656","-22.4122",NA,NA,NA,NA,"NY00685188","NY00685188_01","(Marchal) Frodin",NA,NA,NA,"745","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887125' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","617206","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"NY00617206","NY00617206_01","(Marchal) Frodin",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331116' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00955401","PreservedSpecimen","Plantae","Araliaceae","Schefflera","navarroi",NA,"Schefflera navarroi",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","Therezopolis, au sommet da la Serra das Araras","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"NY00955401","NY00955401_01","(A.Samp.) Frodin & Fiaschi",NA,NA,NA,"17019","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026887' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Apiales","38539","auto",NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:29:02-03","UFRJ","RFA","22179","PreservedSpecimen","Plantae","Araliaceae","Didymopanax","angustissimus",NA,"Didymopanax angustissimus","Angela Vaz","A.A.M de Barros; K.Tanizaki","1988","05","21","Brasil","Rio de Janeiro","Magé","Campo Escola dos Escoteiros","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"RFA18311",NA,"Marchal","1989",NA,NA,"302","Suba",NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:18:55-03","UFRJ","RFA","25544","PreservedSpecimen","Plantae","Araliaceae","Didymopanax","angustissimus",NA,"Didymopanax angustissimus","C.M. Vieira","F. M. de B. Pereira","2000","11","20","Brasil","Minas Gerais","Itamonte","1º distrito, Bocaina Funda.","-44.705833","-22.302222","44º42'21''W","22º18'8''S","1695","1695","RFA32460",NA,"Marchal","2000","12","15","62 /53","Árvore, folha cinza, raiz laranja, flor, comum no local.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:18:55-03","UFRJ","RFA","8309","PreservedSpecimen","Plantae","Araliaceae","Didymopanax","angustissimus",NA,"Didymopanax angustissimus","G.G. Hatschbach","G.G. Hatschbach","1966","03","25","Brasil","Paraná","Antonina","Cacatu.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"RFA27213",NA,"Marchal",NA,NA,NA,"14162","Verso da folha griseo.",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:10:26-03","UTFPR","DVPR","2902","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Estevan, DA","Estevan, DA; et al.","2004","07","02","Brasil","Paraná","Ventania","Fazenda Califórnia de Henrique Sato","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"DVPR002902",NA,"(Marchal) Frodin","2005",NA,NA,"680","Árvore 9m, pétalas esverdeadas, frutos imaturos verdes.",NA,NA,NA,"Magnoliophyta",NA,"32424","auto",NA,NA,NA,NA,NA,NA
"23","2020-11-24 17:10:26-03","UTFPR","DVPR","2903","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Estevan, DA","Estevan, DA; et al.","2004","08","24","Brasil","Paraná","Ventania","Sítio Santo Expedito","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"DVPR002903",NA,"(Marchal) Frodin","2005",NA,NA,"679","Árvore 10m, frutos imaturos verde-amarelados.",NA,NA,NA,"Magnoliophyta",NA,"32424","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:34:18-03","EAO","IAN","131785","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi","Rodrigues, A","1968","07","01","Brasil",NA,NA,"Serra da Cantareira.",NA,NA,NA,NA,NA,NA,"IAN131785",NA,"(Marchal) Frodin","2008","08","12","2",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:24:43-03","PUCPR","HUCP","10636","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Silva, SM","Britez, RM; Souza, WS","1988","03","25","Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"(Marchal.) Frodin",NA,NA,NA,"1844/1236",NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:24:43-03","PUCPR","HUCP","3749","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Jaszczerski, JC","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"(Marchal.) Frodin","1986","12","31","1282",NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:24:43-03","PUCPR","HUCP","3268","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Souza, WS","Melo, E; Souza, WS",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro do meio.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"(Marchal.) Frodin","1987","03","21","697",NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:24:43-03","PUCPR","HUCP","3646","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"Souza, WS; Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"(Marchal.) Frodin","1988","05","27","1289/1931",NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:24:43-03","PUCPR","HUCP","3750","S","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Souza, WS","Souza, WS; Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica 1.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"(Marchal.) Frodin","1987","08","28","1027/1762",NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:09:22-03","UFBA","ALCB","73043","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Hatschbach, G","Ribas, OS; Silva, JM","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo.","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,NA,"(Marchal) Frodin","2006",NA,NA,"7103","15m, fruto imaturo, esverdeado.","Southern America",NA,NA,"Dicotyledon",NA,"49901","auto",NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:43:32-03","NBC","NL-BOTANY","L.2567755","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima","conspicua","Schefflera angustissima conspicua",NA,"Düsen P","1910","07","08","Brazil",NA,NA,"Paraná: Vatta Gsanale in silva primarva.",NA,NA,NA,NA,NA,NA,"NL-L2567755","NL-L2567755",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2567755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 08:43:37-03","NBC","NL-BOTANY","L.2562684","PreservedSpecimen","Plantae","Araliaceae","Schefflera","conspicua",NA,"Schefflera conspicua",NA,"Jönsson G","1914","07","29","Brazil",NA,NA,"Plantae Brasilienses. Paraná: Valta Grande, in silva primaeva.",NA,NA,NA,NA,NA,NA,"NL-L2562684","NL-L2562684","(Marchal) Frodin",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2562684 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-11-04 11:00:29-03","ESALQ","ESA","78679","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"Godoy, J.R.L. et al.","1999","01","13","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA078679","ESA078679","(Marchal) Frodin",NA,NA,NA,"127.0",NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:00:29-03","ESALQ","ESA","21495","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1993","12","01","Brasil","São Paulo","Ubatuba","Puruba. Restinga.","-445.605","-232.105","-445,605","-232,105",NA,NA,"ESA021495","ESA021495","(Marchal) Frodin",NA,NA,NA,"1699.0","Arbusto, 2 m alt. Vegetativo. Borda.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:54:42-03","ESALQ","ESA","134419","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Pansonato, M.P.",NA,"2013","03","07",NA,NA,NA,NA,NA,NA,"23.38.25",NA,NA,NA,"ESA134419",NA,"(Marchal) Frodin","2013",NA,NA,"940.0","Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 18878. Altura: 12m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:00:29-03","ESALQ","ESA","83189","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Fiaschi, P. et al.","2001","03","31","Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"ESA083189","ESA083189","(Cham.) Frodin","2002",NA,NA,"725.0",NA,NA,NA,NA,"Magnoliophyta",NA,"18032","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:00:29-03","ESALQ","ESA","75324","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2001","04","16","Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"ESA075324","ESA075324","(Marchal) Frodin","2002",NA,NA,"162.0","Árvore, ca. 8m alt. Frutos imaturos verdes.",NA,NA,NA,"Magnoliophyta",NA,"26998","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:00:29-03","ESALQ","ESA","109311","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima",NA,"Sampaio, D.",NA,NA,NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA109311","ESA109311",NA,NA,NA,NA,"122.0",NA,NA,NA,NA,"Magnoliophyta",NA,"37574","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:00:29-03","ESALQ","ESA","34304","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Ferretti, A.R. et al.",NA,NA,NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA034304","ESA034304","(Marchal) Frodin","2002",NA,NA,"147.0",NA,NA,NA,NA,"Magnoliophyta",NA,"38855","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:00:29-03","ESALQ","ESA","78681","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Hayashi, A.H.","Kozera, C. et al.","1999","01","10","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA078681","ESA078681","(Marchal) Frodin",NA,NA,NA,"805.0",NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:00:29-03","ESALQ","ESA","78682","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Sampaio, D. et al.","1999","01","06","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA078682","ESA078682",NA,"2010",NA,NA,"61.0",NA,NA,NA,NA,"Magnoliophyta",NA,"55628","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:00:29-03","ESALQ","ESA","66223","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Moraes, P.L.R.","2000","04","06","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA066223","ESA066223","(Marchal) Frodin",NA,NA,NA,"2131.0",NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:00:29-03","ESALQ","ESA","29539","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Ivanauskas, N.M.","1995","01","01","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029539","ESA029539",NA,"2010",NA,NA,"20.0",NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:00:29-03","ESALQ","ESA","28690","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Ivanauskas, N.M.","1995","11","12","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028690","ESA028690","(Marchal) Frodin","2002",NA,NA,"559.0",NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:00:29-03","ESALQ","ESA","28689","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Ivanauskas, N.M.","1995","10","01","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028689","ESA028689","(Marchal) Frodin","2002",NA,NA,"470.0",NA,NA,NA,NA,"Magnoliophyta",NA,"17990","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:00:29-03","ESALQ","ESA","104320","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Aguiar, O.T.","Aguiar, O.T.","2002","03","14","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104320","ESA104320",NA,"2002","03","17","1001.0",NA,NA,NA,NA,"Magnoliophyta",NA,"27904","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:00:29-03","ESALQ","ESA","26370","PreservedSpecimen","Plantae","Araliaceae","Schefflera","angustissima",NA,"Schefflera angustissima","Fiaschi, P.","Rodrigues, R.R. et al.","1995","02","13","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA026370","ESA026370","(Marchal) Frodin","2002",NA,NA,"33425.0",NA,NA,NA,NA,"Magnoliophyta",NA,"34059","auto",NA,NA,NA,NA,NA,NA
