"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","order","continentOcean","preparationType","recordNumber","class","individualCount","relatedCatalogItem"
"11","2020-11-04 12:15:40-03","ESALQ","ESA","134840","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","medinense","Alatiglossum medinense","Campacci","Campacci, M.A.",NA,NA,NA,"Leitão, R.V.","2015","02","01","Brasil","Minas Gerais","Medina",NA,"-41.4768981933594","-16.2224998474121","44236",NA,"ESA134840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"790.0",NA,NA,NA
"12","2019-06-28 12:17:08-03","IPA","IPA","87677","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Moreira, L.H.L.","2019","06","05","Hatschbach, G.; Hatschbach, M.; Barbosa, E.; Hatschbach, M.; Barbosa, E.","2001","05","20","Brasil","Minas Gerais","Várzea da Palma","rodovia Várzea da Palma à Joaquim Felicio, via Serra do Cabral, entre Km 20-20.","-44.7308006286621","-17.5981006622314","60948","Epífita; flor amarela.; Cerrado.","IPA0087677","auto",NA,NA,NA,NA,NA,"Plantae",NA,"Southern America",NA,"72261",NA,NA,NA
"13","2019-08-27 13:26:38-03","IAP","PACA-AGP","84971","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Reichb. f.","Castro, J.B.","2016","06","16","Sehnem, A.","1965","12","11","Brasil","RS","São Lourenço do Sul","Faz. Crisanto Soares","-51.9782981872559","-31.3652992248535","48842","Habitat: Epiphytum in silva campestri","PACA084971","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,"8556","Liliatae",NA,NA
"14","2020-12-20 21:18:45-03","UFV","VIC","37991","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl) M.W.Chase & N.H.Williams","Valduga, E.","2012","04",NA,"Valduga, E.","2012","01","10","Brasil","Rio Grande do Sul","Mun. de Cidreira","Fazenda Azaléia, Lagoa Manuel Nunes",NA,NA,NA,"Mata próximo a lagoa. Alt. 10 m.","VIC037991",NA,NA,NA,NA,NA,"VIC037991",NA,NA,NA,NA,"257",NA,NA,NA
"15","2021-03-24 17:09:42-03","UFES","SAMES","4443","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.",NA,NA,NA,NA,"Martins,R.F.A.; Faria,M.B.;Monteiro,M.M.;Moreira,M.A.","2008","03","20","Brasil","Espírito Santo","São Mateus","Guriri. Vegetação de restinga próximo ao loteamento #?#Mar Aberto#?# Qd.30.","-39.8588981628418","-18.716100692749","56510","Bulbo verde e flores amarelas. Habito: Epífita","SAMES04443","auto","-397597222.0","-187438889.0",NA,NA,NA,NA,NA,NA,NA,"200",NA,NA,NA
"16","2019-08-20 10:00:46-03","UNICAMP","UEC","137711","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2015",NA,NA,"s/ coletor","2005","03","30","Brazil","São Paulo","Jundiaí","Orquidário do Vico","-46.8800010681152","-23.1800003051758","17840","Data de floração: 30/03/2005. Material coletado para extração de DNA total.","UEC027371","auto",NA,NA,NA,NA,"UEC027371","Liliopsida",NA,NA,NA,"s.n.",NA,NA,NA
"17","2020-10-14 10:04:09-03","FURB","FURB","64173","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Kassner-Filho, A.","2019","04","08","Kassner-Filho, A.","2019","04","08","Brasil","Santa Catarina","Balneário Camboriú",NA,"-48.5822223","-27.0380555",NA,"flora pétalas castanho-claro, labelo amarelo. Coletada em 09/01/2019, cultivada em casa de vegetação com floração em 08/04/2019 Habitat: interior do fragmento Habito: epífita","FURB64173",NA,"-48.5822223","-27.0380555","6","6","FURB64173",NA,NA,NA,NA,"5152",NA,NA,NA
"18","2021-03-16 17:50:18-03","UCS","HUCS","38627","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","micropogon","Alatiglossum micropogon","(Rchb.f.) Baptista","Valduga, E.","2012","04",NA,"Valduga, E.","2012","01","10","Brasil","Rio Grande do Sul","Cidreira","Fazenda da Azaléia -Lagoa Manuel Nunes","-50.233611","-30.085833",NA,"epífita - entrada da mata",NA,NA,"-50.233611","-30.085833","10","10",NA,"Angiospermae","Asparagales",NA,NA,"255",NA,NA,NA
"19","2021-03-16 17:50:18-03","UCS","HUCS","38662","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W. Chase & N.H. Wiliams","Gonzatti, F.","2018","06",NA,"Valduga, E.","2011","11","27","Brasil","Rio Grande do Sul","Palmares do Sul",NA,"-50.345833","-30.368625",NA,"interior da mata de restinga",NA,NA,"-50.345833","-30.368625","10","10",NA,"Angiospermae","Asparagales",NA,NA,"184",NA,NA,NA
"20","2021-03-16 17:50:18-03","UCS","HUCS","38542","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W. Chase & N.H. Wiliams","Gonzatti, F.","2018","06",NA,"Valduga, E.","2012","01","10","Brasil","Rio Grande do Sul","Cidreira","Fazenda Azaléia - Lagoa Manuel Nunes","-50.2056007385254","-30.1811008453369","19547","mata próximo à lagoa",NA,"auto",NA,NA,"10","10",NA,"Angiospermae","Asparagales",NA,NA,"257",NA,NA,NA
"21","2020-04-27 16:10:58-03","UFES","VIES","16223","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Guarnier, J.C.","2018","02","15","Assis, A.M.; Zambom, O.","1998","03","24","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,"VIES016223","auto",NA,NA,NA,NA,"VIES016223",NA,NA,NA,NA,"457",NA,NA,NA
"22","2019-09-27 18:05:47-03","UFES","VIES","5794","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Fraga, C.N.","1994","12","28","Gomes, J.M.L.","1991","10","31","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449","28401",NA,"VIES005794","auto",NA,NA,NA,NA,"VIES005794",NA,NA,NA,NA,"1498",NA,NA,NA
"23","2019-06-27 10:26:06-03","UFES","VIES","10132","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Fraga, C.N.","1997",NA,NA,"Pereira, O.J.; Assis, A.M.","1997","03","11","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096","48094",NA,"VIES010132","auto",NA,NA,NA,NA,"VIES010132",NA,NA,NA,NA,"5946",NA,NA,NA
"24","2020-04-27 16:10:58-03","UFES","VIES","2472","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Pereira, O.J.","1988","03","23","Pereira, O.J.; Gomes, J.M.L. & Fabris, L.C.","1988","03","23","Brasil","Espírito Santo","Serra","Jacaraípe.","-40.3078002929688","-20.1285991668701","16451",NA,"VIES002472","auto",NA,NA,NA,NA,"VIES002472",NA,NA,NA,NA,"1453",NA,NA,NA
"25","2020-04-27 16:10:58-03","UFES","VIES","16207","S","Plantae","Orchidaceae","Oncidium","ciliolatum","Oncidium ciliolatum","Hoffmanns.","Assis, A.M.","1998","03","24","Assis, A.M.; Zambom, O.","1998","03","24","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449","28401",NA,"VIES016207","auto",NA,NA,NA,NA,"VIES016207",NA,NA,NA,NA,"459",NA,NA,NA
"26","2021-03-05 18:57:25-03","UTFPR","HCF","22621","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo","2020","09","21","E. Valduga","2015","11","17","Brasil","RS","Osório","Lagoa das Traíras","-50.186944","-29.868889",NA,"epífita.",NA,NA,"50°11'13 W","29°52'08 S","4","4",NA,NA,NA,NA,NA,"576",NA,NA,NA
"27","2021-03-05 18:57:25-03","UTFPR","HCF","26195","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo","2020","09","21","M.T. Shirata","1991","12","05","Brasil","PR","Guaraqueçaba","Ilha do Rabelo","-48.3288993835449","-25.3066997528076","37295","Flores amarelo-pardo, desenvolvendo-se epifiticamente.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"28","2020-06-29 09:31:44-03","UFRRJ","RBR","10621","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.",NA,NA,NA,NA,"L.F.T. Menezes","1996","05","09","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Vegetação de duna, próximo ao pau-preto.","-44.040599822998","-22.9596996307373","17272",NA,"RBR00010621","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"545",NA,NA,NA
"29","2020-03-02 11:30:11-03","UESC","UESC","11748","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) Chase & Williams",NA,NA,NA,NA,"Paixão, J.L.,","2006","08","18","Brasil","Bahia","Potiraguá",NA,"-39.575","-15.203333",NA,"Mata Higrófila Sul Baiana.; Epífita, à ca. 9,0m alt.; UNICATA","UESC0011748",NA,"39W34'30''","15S12'12''","315","315",NA,"Angiospermae","Florideophycidae",NA,NA,"1065","Monocotyledoneae",NA,NA
"30","2019-08-15 09:04:37-03","UESC","UESC","21974","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","C.O. de Azevedo","2012","04",NA,"Carlos André Espolador Leitão","2012","04","07","Brasil","Bahia","Vitória da Conquista",NA,"-40.838056","-14.839444",NA,"Orquídea epífita, crescendo sobre as partes baixas de árvores e arbustos. Chapas SAM_1975, 1976, 1877 e IMG_4967.","UESC0021974",NA,"40W50'17''","14S50'22''","944","944",NA,"Angiospermae","Florideophycidae",NA,NA,"13","Monocotyledoneae",NA,NA
"31","2015-09-16 02:15:48-03","MNHN","RECOLNAT_MNHN_P","P00437477","PreservedSpecimen",NA,"Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb.f.",NA,NA,NA,NA,"Mercier, M.","1925",NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437477' target='other'> <mi>dwc_moreinfo</mi></a>","P00437477",NA,NA,NA,NA,NA,"P00437477_01",NA,NA,NA,"hb",NA,NA,NA,NA
"32","2020-10-01 14:26:00-03","JBB","HEPH","4104","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Bianchetti, LB","1980","01","15","Brasil","Distrito Federal","Brasília","Fercal","-47.9296989440918","-15.7797002792358","70570",NA,NA,"auto",NA,NA,NA,NA,NA,"Monocotyledon","Asparagales","Southern America",NA,"436",NA,NA,NA
"33","2020-10-01 14:26:00-03","JBB","HEPH","22665","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH; et al.","2006","04","18","Brasil","Minas Gerais","Manhuaçu","Mata do Sossego","-42.0335998535156","-20.2581005096436","32626","Muito frequente sobre pés de café",NA,"auto",NA,NA,NA,NA,NA,"Monocotyledon","Asparagales","Southern America",NA,"4186",NA,NA,NA
"34","2020-10-01 14:26:00-03","JBB","HEPH","22654","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2014",NA,NA,"Salles, AEH","2006","04","18","Brasil","Minas Gerais","Manhuaçu","Zona da mata","-42.0335998535156","-20.2581005096436","32626","Muito frequente sobre pés de café",NA,"auto",NA,NA,NA,NA,NA,"Monocotyledon","Asparagales","Southern America",NA,"4176",NA,NA,NA
"35","2020-12-11 11:44:19-03","UFMG","BHCB","92437","PreservedSpecimen","Plantae","Orchidaceae","Alatiglossum","ciliatum","Alatiglossum ciliatum","(Lindl.) Baptista",NA,NA,NA,NA,"Mota, RC da; et al.","2003","04","23","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344","60318","planta coletada em borda de mata de galeria; erva epífita; labelo amarelo, calosidade do mesmo amarela com pontuações acastanhadas, pétalas e sépalas amarelas com manchas largas acastanhadas.",NA,"auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"Southern America",NA,"2558",NA,NA,NA
"36","2020-12-11 11:44:33-03","UFMG","BHCB","184362","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) Chase",NA,"2016","03","30","Mota, RC da","2016","03","16","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.395","-20.165",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva epífita; flores amarelas com manchas acastanhadas.; Coletada em Mata de Galeria","BHCB041420",NA,"-43.395","-20.165","875","875",NA,"Monocotyledon",NA,"Southern America",NA,"3719",NA,NA,NA
"37","2020-12-11 11:44:33-03","UFMG","BHCB","86561","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) Chase",NA,NA,NA,NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","2004","03","05","Brasil","Minas Gerais","Salto da Divisa","Fazenda Santana","-40.058722","-16.037167",NA,"Mata semidecidua, alterada, e pasto adjacente. Erva epífita, sépalas amarelas com centro ocre, pétalas amarelas, externamente amarelo-claro, labelo amarelo, calosidades ocres.",NA,NA,"-40.058722","-16.037167","157","157",NA,"Monocotyledon",NA,"Southern America",NA,"5837",NA,NA,NA
"38","2020-12-11 11:44:47-03","UFMG","BHCB","86561","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.",NA,NA,NA,NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","2004","03","05","Brasil","Minas Gerais","Salto da Divisa","Fazenda Santana","-40.058722","-16.037167",NA,"Mata semidecídua, alterada, e pasto adjacente. Erva epífita, sépalas amarelas com centro ocre, pétalas amarelas, esternamente amarelo-claro, labelo amarelo, calosidades ocres. Coordenadas originais: 16°02'13,8S; 40°03'31,4W",NA,NA,"-40.058722","-16.037167","157","157",NA,"Monocotyledon",NA,"Southern America",NA,"5837",NA,NA,NA
"39","2021-02-11 17:20:56-03","UFPR","UPCB","43140","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Kersten, R.","2000","01","05","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","24916","Epífita a 10m, labelo amarelo, sépalas amarleo escuras com manchas marrons..","UPCB0032986","auto",NA,NA,NA,NA,"UPCB0032986",NA,NA,NA,NA,"357",NA,NA,NA
"40","2021-02-11 17:20:56-03","UFPR","UPCB","49415","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Giongo, C.","1998","11","21","Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica, Trilha dos Postes","-48.5092010498047","-25.5200004577637","24916","Epífita de flores amarelas levemente marrons, labelo trilobado amarelo com manchas marrons..","UPCB0032980","auto",NA,NA,NA,NA,"UPCB0032980",NA,NA,NA,NA,"82",NA,NA,NA
"41","2021-02-11 17:20:56-03","UFPR","UPCB","47305","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W. Chase & N.H. Williams","Meneguzzo, T.E.C.","2017",NA,NA,"Cervi, A.C.","1999","02","23","Brasil","Santa Catarina","Itapema","Praia do Cabeço","-48.611400604248","-27.0902996063232","9090","Epífita, pétalas amareladas e labelo marrom, terreno arenoso, restinga..","UPCB0032982","auto",NA,NA,NA,NA,"UPCB0032982",NA,NA,NA,NA,"6637",NA,NA,NA
"42","2021-02-11 17:20:56-03","UFPR","UPCB","85489","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","micropogon","Gomesa micropogon","(Rchb.f.) M.W.Chase & N.H.Williams","Smidt, E.C.",NA,NA,NA,"Klein, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041","15808","Possui duplicata conservada em solução de glicerina com álcool..",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA,NA
"43","2013-08-23 04:12:00-03","MO","MOBOT","1303855","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","trichodes","Oncidium trichodes","Lindl.",NA,NA,NA,NA,"Roberto Vásquez|L.R. Moreno","1982","2",NA,"Bolivia","Santa Cruz","Andrés Ibáñez","Collected by Dr. Luis René Moreno",NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,"South America",NA,"Vásquez C. 658",NA,"1",NA
"44","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","38407",NA,"Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"D.R. Couto","2004","05","03","Brasil","Espírito Santo","Mimoso do Sul","Santa Luzia- Conceição de Muqui","-41.3664016723633","-21.0641994476318","29430","Holoepífita característica, vegetando sobre Coffea arabica L. Flores típicas do gênero. Fazenda Santa Luzia em cafezal velho (30 anos). Espécie comum em cafezais da região.","MBML038407","auto",NA,NA,"750","750","MBML038407",NA,NA,NA,NA,"118",NA,NA,NA
"45","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","18697",NA,"Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"C. N. de Fraga","1995","05","01","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha","-40.422222","-20.605278",NA,"Epífita com sépalas e pétalas amarelo maculado de castanho, labelo amarelo ciliada entre os lobos.","MBML018697",NA,"40W25'20","20S36'19",NA,NA,"MBML018697",NA,NA,NA,NA,"161",NA,NA,NA
"46","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","19626",NA,"Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"C. N. de Fraga; et al","1996","02","09","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves","-40.972778","-21.241111",NA,"Sépalas e pétalas com fundo amarelo maculado e castanho labelo amarelo.","MBML019626",NA,"40W58'22","21S14'28",NA,NA,"MBML019626",NA,NA,NA,NA,"287",NA,NA,NA
"47","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","19627",NA,"Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"C. N. de Fraga; et al","1996","01","26","Brasil","Espírito Santo","Vila Velha","Barra do Jucu","-40.327778","-20.426944",NA,"Flores com sépalas amarelo no fundo com castanho sobreposto, labelo amarelo.","MBML019627",NA,"40W19'40","20S25'37",NA,NA,"MBML019627",NA,NA,NA,NA,"283",NA,NA,NA
"48","2020-07-10 09:48:19-03","MBML","MBML-HERBARIO","20541",NA,"Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","T.E.C. Meneguzzo/2017",NA,NA,NA,"C. N. de Fraga","1999","03","09","Brasil","Espírito Santo","Serra","Jacaraípe","-40.184444","-20.133889",NA,"Folhas verdes, bulbos verdes amarelados, pendão com 40-60cm, flores amarelas.","MBML020541",NA,"40W11'4","20S8'2",NA,NA,"MBML020541",NA,NA,NA,NA,"417",NA,NA,NA
