"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","phylum","order","continentOcean","preparationType","recordNumber","class","individualCount","relatedCatalogItem"
"101","2021-02-08 12:52:19-03","UFRGS","ICN","015115","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Waechter, JL","1980","02","26","Dutra, J",NA,NA,NA,"Brasil","RS","Porto Alegre","Belém Novo","-51.2299995422363","-30.0331001281738","29946",NA,"ICN00040630","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"1115",NA,NA,NA
"102","2021-02-08 12:52:19-03","UFRGS","ICN","019444","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Waechter, JL","1980","02","26","Bento, I","1954","02",NA,"Brasil","RS","Porto Alegre","Itapõa","-51.2299995422363","-30.0331001281738","29946",NA,"ICN00040636","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"419",NA,NA,NA
"103","2021-02-08 12:52:19-03","UFRGS","ICN","043408","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Waechter, JL","1980",NA,NA,"Waechter, JL","1978","12","05","Brasil","RS","Rio Grande","E. E. Taim","-52.0985984802246","-32.0349998474121","82892",NA,"ICN00040639","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"1073",NA,NA,NA
"104","2021-02-08 12:52:19-03","UFRGS","ICN","015100","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Dutra, J",NA,NA,NA,"Dutra, J",NA,NA,NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566","20837",NA,"ICN00040634","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"1100",NA,NA,NA
"105","2021-02-08 12:52:19-03","UFRGS","ICN","032719","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Waechter, JL","1979",NA,NA,"Waechter, JL","1976","12","03","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566","20837","Sépalas pardas com estrias transversais amarelas, labelo e coluna amarelos, calosidade com manchas pardas. Epífita.; Sobre Timbaúva","ICN00040638","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"398",NA,NA,NA
"106","2021-02-08 12:52:19-03","UFRGS","ICN","032718","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Waechter, JL","1979",NA,NA,"Waechter, JL","1976","12","03","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566","20837","Epífita com sépalas pardas, labelo e coluna amarelos.; Sobre Timbaúva","ICN00040640","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"399",NA,NA,NA
"107","2021-02-08 12:52:19-03","UFRGS","ICN","051189","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Waechter, JL",NA,NA,NA,"Brack, P;; Sobral, M","1981","12","08","Brasil","RS",NA,"Cidreira-Tramandaí (Lagoa da Fortaleza)",NA,NA,NA,"Interior de mata","ICN00040637",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"801",NA,NA,NA
"108","2021-02-08 12:52:19-03","UFRGS","ICN","019440","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Pabst, G",NA,NA,NA,"Bento, I","1955","04","01","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566","20837","Epifpitica.","ICN00040635","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"370",NA,NA,NA
"109","2021-02-08 12:52:19-03","UFRGS","ICN","035885","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Waechter, JL","1980","02","26","Waechter, JL","1977","12","21","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566","20837","Epífita com sépalas e pétalas pardas, labelo e coluna amarelos.","ICN00040641","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"689",NA,NA,NA
"110","2021-02-08 12:52:19-03","UFRGS","ICN","115425","S","Plantae","Orchidaceae","Oncidium","ciliatum","Oncidium ciliatum","Lindl.","Breier, TB",NA,NA,NA,"Breier, TB","1997","11","19","Brasil","RS","Viamão","Fazenda Santa Fé APA do Banhado Grande","-51.0233001708984","-30.0811004638672","41667","Epífito","ICN00040627","auto",NA,NA,"35","35",NA,"Monocotyledon",NA,"América do Sul",NA,"122",NA,NA,NA
"111","2021-02-08 12:52:19-03","UFRGS","ICN","098834","S","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb. f.","Waechter, JL",NA,NA,NA,"Rossoni, MG","1990","03","17","Brasil","RS","Arroio do Sal","Balneário Rondinha Velha","-49.8889007568359","-29.551399230957","15157","Sépalas amarelas.","ICN00040692","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"s.n.",NA,NA,NA
"112","2021-02-08 12:52:19-03","UFRGS","ICN","014929","S","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb. f.","Waechter, JL","1980","02","26","Dutra, J","1927","02",NA,"Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041","15808","Sépala branca e pétala áurea.","ICN00040693","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"929",NA,NA,NA
"113","2021-02-08 12:52:19-03","UFRGS","ICN","083023","S","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb. f.","Waechter, JL",NA,NA,NA,"Longhi;; Bins; Born.","1977","04","30","Brasil","RS","Porto Alegre","Ilha da Casa de Pólvora","-51.2299995422363","-30.0331001281738","29946",NA,"ICN00040695","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"s.n.",NA,NA,NA
"114","2021-02-08 12:52:19-03","UFRGS","ICN","014958","S","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb. f.","Waechter, JL","1980","02","26","Dutra, J","1925","12",NA,"Brasil","RS","São Leopoldo","Quinta São Manoel","-51.1472015380859","-29.7602996826172","10287",NA,"ICN00040696","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"958",NA,NA,NA
"115","2021-02-08 12:52:19-03","UFRGS","ICN","035886","S","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb. f.","Waechter, JL",NA,NA,NA,"Waechter, JL","1977","12","21","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566","20837","Sépalas pardo-amareladas, pétalas, labelo e coluna amarelos.","ICN00040697","auto",NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"690",NA,NA,NA
"116","2021-02-08 12:52:19-03","UFRGS","ICN","051186","S","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb. f.","Waechter, JL",NA,NA,NA,"Brack, P;; Sobral, M","1981","12","09","Brasil","RS",NA,"Lagoa da Fortaleza, Cidreira/Tramandaí",NA,NA,NA,NA,"ICN00040694",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"América do Sul",NA,"s.n.",NA,NA,NA
"117","2021-02-08 12:52:19-03","UFRGS","ICN","115426","S","Plantae","Orchidaceae","Oncidium","micropogon","Oncidium micropogon","Rchb. f.","Breier, TB",NA,NA,NA,"Breier, TB","1998","12","16","Brasil","RS","Viamão","Fazenda Santa Fé APA do Banhado Grande","-51.0233001708984","-30.0811004638672","41667","Epífito","ICN00040698","auto",NA,NA,"35","35",NA,"Monocotyledon",NA,"América do Sul",NA,"154",NA,NA,NA
"118","2019-11-21 10:12:49-03","IBt","SP","27311","S","Plantae","Orchidaceae","Alatiglossum","micropogon","Alatiglossum micropogon","(Rchb.f.) Baptista","Laitano, TL","2011",NA,NA,"Loefgren, A","1895","07",NA,"Brasil","São Paulo","São Paulo","Em cultivo da Comissão","-46.6300010681152","-23.5400009155273","53584",NA,"SP029895","auto",NA,NA,NA,NA,"SP029895",NA,NA,NA,NA,"CGG3103",NA,NA,NA
"119","2019-11-21 10:13:17-03","IBt","SP","199911","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Waechter, JL","1978","12","05","Brasil","Rio Grande do Sul",NA,"Taim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1073",NA,NA,NA
"120","2019-11-21 10:13:17-03","IBt","SP","36296","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"s.col.",NA,NA,NA,"Brasil","Santa Catarina",NA,"Cultivada em São Paulo, fl. IV/1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"121","2019-11-21 10:13:17-03","IBt","SP","74931","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Handro, O","1951","01","10","Brasil",NA,NA,"Cultivada no Jardim Botânico de São Paulo. Procedência ignorada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217",NA,NA,NA
"122","2019-11-21 10:13:17-03","IBt","SP","118039","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Bicalho, HD",NA,NA,NA,"Brasil","Espírito Santo","Conceição da Barra","Entre Santa Ana e São Mateus","-39.7322006225586","-18.5932998657227","41644",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"63",NA,NA,NA
"123","2019-11-21 10:13:17-03","IBt","SP","105079","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Bicalho, HD","1962","12","13","Brasil","Espírito Santo","Conceição da Barra","Entre Santa Ana e São Mateus","-39.7322006225586","-18.5932998657227","41644",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA
"124","2019-11-21 10:13:17-03","IBt","SP","105077","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Bicalho, HD",NA,NA,NA,"Brasil","Espírito Santo","Conceição da Barra","Entre Santa Ana e São Mateus","-39.7322006225586","-18.5932998657227","41644",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34",NA,NA,NA
"125","2019-11-21 10:13:17-03","IBt","SP","329717","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Bicalho, HD",NA,NA,NA,"Brasil","Espírito Santo","Conceição da Barra","Santa Ana na direção de São Mateus","-39.7322006225586","-18.5932998657227","41644",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2937",NA,NA,NA
"126","2019-11-21 10:13:17-03","IBt","SP","47092","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Krieger, L","1942","03","13","Brasil","Minas Gerais","Barbacena",NA,"-43.7736015319824","-21.2257995605469","27982",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"122",NA,NA,NA
"127","2019-11-21 10:13:17-03","IBt","SP","46497","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Heringer, EP","1942","03","28","Brasil","Minas Gerais","Manhuaçu",NA,"-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"947",NA,NA,NA
"128","2019-11-21 10:13:17-03","IBt","SP","45886","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Heringer, EP","1940","05","20","Brasil","Minas Gerais","Manhuaçu","Divisa com Espírito Santo","-42.0335998535156","-20.2581005096436","32626",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"610",NA,NA,NA
"129","2019-11-21 10:13:17-03","IBt","SP","5436","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC","1920","04",NA,"Brasil","Minas Gerais","Santa Bárbara","Areião","-43.4152984619141","-19.959400177002","33136",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"130","2019-11-21 10:13:17-03","IBt","SP","120009","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Hoehne, W","1964","03","26","Brasil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5645",NA,NA,NA
"131","2019-11-21 10:13:17-03","IBt","SP","24936","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC","1914","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro da Babilônia","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"46",NA,NA,NA
"132","2019-11-21 10:13:17-03","IBt","SP","168450","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Mattos, JR","1961","11","09","Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672","41667",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"133","2019-11-21 10:13:17-03","IBt","SP","109792","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Mattos, JR","1961","11","09","Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672","41667",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"134","2019-11-21 10:13:17-03","IBt","SP","330892","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Mattos, JR","1961","11","09","Brasil","Rio Grande do Sul","Viamão","Vila Gaúcha","-51.0233001708984","-30.0811004638672","41667",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"135","2019-11-21 10:13:17-03","IBt","SP","39286","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Hoehne, FC",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Praia Brava","-48.5491981506348","-27.596700668335","27000",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
"136","2019-11-21 10:13:17-03","IBt","SP","118422","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Bicalho, HD",NA,NA,NA,"Brasil","Santa Catarina","Laguna","Próximo à Praia","-48.7807998657227","-28.4825000762939","21199",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"78",NA,NA,NA
"137","2019-11-21 10:13:17-03","IBt","SP","27111","S","Plantae","Orchidaceae","Gomesa","ciliata","Gomesa ciliata","(Lindl.) M.W.Chase & N.H.Williams","Meneguzzo, TEC","2017",NA,NA,"Gehrt, A",NA,NA,NA,"Brasil","São Paulo","Santos","Cultivada em São Paulo, fl. 16/II/1931","-46.3300018310547","-23.9599990844727","26836",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA
