"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount","previousCatalogNumber"
"18","2020-09-12 05:00:02-03","US","US","3036338","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"J. P. P. Carauta, K. Rocha, H. Fernandes & A. Mainiere","4932/1458","1984","South America - Neotropics","Brazil","Rio de Janeiro","Valta Redonda, Santa Cecília, Reserva Florestal da Conpanhia Siderurgica Nacional.",NA,NA,NA,NA,"US02873932","US02873932_01",NA,"11","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"19","2020-09-12 05:00:02-03","US","US","1593803","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"B. Lutz","646",NA,"South America - Neotropics","Brazil","Rio de Janeiro","Recreio do Bandeirantes - Rio.",NA,NA,NA,NA,"US02873927","US02873927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"20","2020-09-12 05:00:02-03","US","US","3117016","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"E. Pereira, -- Liene, -- Sucre & -- Duarte","6465",NA,"South America - Neotropics","Brazil","Distrito Federal","Restinga de Jacarepaguá.",NA,NA,NA,NA,"US02873931","US02873931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"21","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"-- Gardner","5136",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"22","2020-09-12 05:00:02-03","US","US","3259376","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"C. M. Rizzini","166","1982","South America - Neotropics","Brazil","Rio de Janeiro","Bom Jesus de Itabapoana; Fda. Sáo Jorge, M. Barabuçu [interpreted].",NA,NA,NA,NA,"US02873930","US02873930_01",NA,"8","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"23","2020-09-12 05:00:02-03","US","US","2577076","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"A. Sampaio","8529","1939","South America - Neotropics","Brazil","Rio de Janeiro","Campos, F. de Canaan. Mata de Baroneza.",NA,NA,NA,NA,"US02873929","US02873929_01",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"24","2020-09-12 05:00:02-03","US","US","3259424","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"M. C. Vianna & et al.","1666","1985","South America - Neotropics","Brazil","Rio de Janeiro","RJ, Mun. Volta Redonda, Reserva Florestal da Cicuta.",NA,NA,NA,NA,"US02874035","US02874035_01",NA,"2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"25","2020-09-12 05:00:02-03","US","US","3618473","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees","Syntype","F. Sellow","s.n.",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Photograph and fragmentary material of type specimen ex herb. Berlin.","US01050499","US01050499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"26","2020-09-12 05:00:02-03","US","US","3259425","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"A. Santos & et al.","81","1982","South America - Neotropics","Brazil","Rio de Janeiro","RJ, Mun. Bom Jesus de Itabapoana, Fazenda Sao Jorge, pr. à cidade de Carabuçu.",NA,NA,NA,NA,"US02874038","US02874038_01",NA,"8","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"27","2020-09-12 05:00:02-03","US","US","3259384","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"D. Flores & et al.","97","1988","South America - Neotropics","Brazil","Rio de Janeiro","RJ, Baixada de Jacarepaguá, Camping Club.",NA,NA,NA,NA,"US02874034","US02874034_01",NA,"8","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"28","2020-09-12 05:00:02-03","US","US","3259393","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"R. Ribeiro","293","1982","South America - Neotropics","Brazil","Rio de Janeiro","RJ, Mun. Bom Jesus de Itabapoana, Fazenda S. Jorge (pr. Carabuçu).",NA,NA,NA,NA,"US02874037","US02874037_01",NA,"8","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"29","2020-09-12 05:00:02-03","US","US","3259391","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"E. F. Costa & et al.","195","1982","South America - Neotropics","Brazil","Rio de Janeiro","RJ, Mun. Bom Jesus de Itabapoana, Fda. Sáo Jorge, pr. Carabuçu.",NA,NA,NA,NA,"US02874036","US02874036_01",NA,"8","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"30","2019-11-13 11:14:04-03","USP","SPF","198257","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"Lopes, JC","9","2008",NA,"Brasil","Rio de Janeiro","Morro das Emerências","-41.941972","-22.794472",NA,NA,"SPF00198257","SPF00198257","Côrtes, ALA","10","22","2010","07",NA,"Armação dos Búzios","-41.941972","-22.794472",NA,NA,"40","120",NA,NA,NA,NA
"31","2019-11-13 11:14:04-03","USP","SPF","200520","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"Farney, C","3598","1997",NA,"Brasil","Rio de Janeiro","Morro do Telégrafo","-42.0186004638672","-22.8794002532959",NA,NA,"SPF00200520","SPF00200520","Profice, SR","09","30","2004",NA,NA,"Cabo Frio",NA,NA,"40069","auto","50","50",NA,NA,NA,NA
"32","2019-10-07 09:15:17-03","UEFS","HUEFS","153639","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees & Mart.",NA,"Côrtes, A.L.","193","2009",NA,"Brasil","Rio de Janeiro","Rodovia entre distrito de Carabuçú a vila mutum, fazenda Jorge Assis, Mata do Macaco",NA,"-21.190278",NA,NA,"HUEFS0153639","HUEFS0153639",NA,"10","04",NA,NA,NA,"Bom Jesus do Itabapoana","41W33'87''","21S11'25''",NA,NA,"89","89",NA,"Asteranae",NA,NA
"33","2019-10-07 09:15:17-03","UEFS","HUEFS","150704","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees & Mart.",NA,"Sucre, D.","3297","1968",NA,"Brasil","Rio de Janeiro","Antiga Guanabara. Estrada da Guaratiba-Grumari.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0150704","HUEFS0150704","A.L.A.Côrtes","07","23","2009","05",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,"Asteranae",NA,NA
"34","2019-10-07 09:15:17-03","UEFS","HUEFS","150706","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees & Mart.",NA,"Sucre, D.","7058","1970",NA,"Brasil","Rio de Janeiro","Antiga Guanabara. Vertente NW da serra da Piaba.","-43.2075004577637","-22.9027996063232",NA,NA,"HUEFS0150706","HUEFS0150706",NA,"07","17",NA,NA,NA,"Rio de Janeiro",NA,NA,"57442","auto","40","80",NA,"Asteranae",NA,NA
"35","2019-10-07 09:15:17-03","UEFS","HUEFS","165117","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees & Mart.",NA,"Pirani, J.R.","1133","1985",NA,"Brasil","Espírito Santo","BR 482 a ca. 6 Km da cidade, indo para Carangola.","-41.1128005981445","-20.8488998413086",NA,"Mata pluvial tropical","HUEFS0165117","HUEFS0165117","A.L.A.Côrtes","01","14","2010","11",NA,"Cachoeiro de Itapemirim",NA,NA,"35694","auto",NA,NA,NA,"Asteranae",NA,NA
"36","2019-10-07 09:15:17-03","UEFS","HUEFS","15272","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"Lima, J.C.A.","219","1983",NA,"Brasil","Bahia","Reserva Florestal do Instituto baiano do Fumo (IBF).","-39.1018981933594","-12.6700000762939",NA,NA,"HUEFS0015272","HUEFS0015272","A.L.Côrtes","11","12","2008","07",NA,"Cruz das Almas",NA,NA,"14660","auto",NA,NA,NA,"Asteranae",NA,NA
"37","2019-09-04 18:47:02-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Schaueria","virginea","Schaueria virginea",NA,"Type [status unknown]","F. Sellow","304","1814","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"38","2020-07-23 11:56:32-03","CEPLAC","CEPEC","152959","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Schaueria","lophura","Schaueria lophura",NA,NA,"A. L. A. Côrtes","193","2009",NA,"Brasil","Rio de Janeiro","Rodovia entre distrito de Carabuçú vila mutum, Faz. Jorge Assis, Mata do Macaco.","-41.55","-21.190278",NA,"87W <ll>dwc_commonname:</ll>",NA,NA,"A. L. A. Côrtes","10","04",NA,NA,NA,"Bom Jesus do Itabapoana","41W33'0","21S11'25",NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-08-23 11:00:39-03","NHMLondon","NHM-LONDON-BOT","BM000949836","S","Plantae","Angiosperms","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees","Isosyntype","Sellow","s.n.",NA,NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/744868dea38ef23f93922fc9ec1bbeaf8b98520f/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Ana Luisa Andrade Côrtes; Universidade Estadual de Feira de Santana",NA,NA,"2012","06","21",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2429020"
"40","2016-08-23 11:00:39-03","NHMLondon","NHM-LONDON-BOT","BM000949845","S","Plantae","Angiosperms","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees","Isosyntype","Friedrich Sellow; b.1789; d.1831; Sellow","s.n.","1815",NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/fad30c3becb669fb263779331121eeacceec58e9/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Ana Luisa Andrade Côrtes; Universidade Estadual de Feira de Santana",NA,NA,"2012","06","21",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2428798"
"41","2016-08-23 11:00:39-03","NHMLondon","NHM-LONDON-BOT","BM000949847","S","Plantae","Angiosperms","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"Lund?","s.n.",NA,NA,"Brasil","Rio de Janeiro",NA,"-42.64735","-22.531489",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/6e03f2c3aa508a7bd780c1673dbd4c0c81bd60fa/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.64735","-22.531489",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2428944"
"42","2016-08-23 11:00:39-03","NHMLondon","NHM-LONDON-BOT","BM000949848","S","Plantae","Angiosperms","Lamiales","Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees","Isosyntype","George Gardner; b.1812; d.1849; Gardner","5136","1840",NA,"Brasil","Minas Gerais",NA,"-44.096503","-19.690239",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/adb43df7a50483562fdb2e2012e95af17381a879/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Ana Luisa Andrade Côrtes; Universidade Estadual de Feira de Santana","10",NA,"2012","06","21",NA,"-44.096503","-19.690239",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2429039"
"43","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees & Mart.",NA,"Gardner, G","5136",NA,"Southern America","Brazil","Minas Gerais","in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees & Mart.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,"Southern America","Brazil",NA,"In sylvis ad Porto Seguro et Cabo Frio",NA,NA,NA,"Augusto et Septembri in anthesi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"Sellow, F","s.n.",NA,"Southern America","Brazil",NA,"ad Araçatiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:06:37-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,"Southern America","Brazil",NA,"In sylvis prov. Sebastianopolitanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-21 15:28:44-03","IBt","SP","491051","S","Plantae",NA,NA,"Acanthaceae","Schaueria","litoralis","Schaueria litoralis","(Vell.) A.L.A.Côrtes",NA,"Braga, JMA","7638","2004",NA,"Brasil","Rio de Janeiro",NA,"-41.3244018554688","-21.7541999816895",NA,NA,NA,NA,NA,"11","10",NA,NA,NA,"Campos dos Goytacazes",NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA
"48","2021-01-21 15:28:44-03","IBt","SP","488570","S","Plantae",NA,NA,"Acanthaceae","Schaueria","litoralis","Schaueria litoralis","(Vell.) A.L.A.Côrtes",NA,"Braga, JMA","7737","2004",NA,"Brasil","Rio de Janeiro",NA,"-40.9613990783691","-21.3019008636475",NA,NA,NA,NA,NA,"12","14",NA,NA,NA,"São Francisco de Itabapoana",NA,NA,"48091","auto",NA,NA,NA,NA,NA,NA
"49","2019-11-21 09:57:49-03","IBt","SP","14699","S","Plantae",NA,NA,"Acanthaceae","Schaueria","lophura","Schaueria lophura","Nees",NA,"Luederwaldt, H; Fonseca","s.n.","1920",NA,"Brasil","São Paulo","Ilha de Alcatrazes","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"Cortês, AL","10",NA,"2012","01",NA,"São Sebastião",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"50","2020-06-04 11:02:53-03","IBt","SP","270522","S","Plantae",NA,NA,"Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"Rossi, L","1120","1990",NA,"Brasil","São Paulo","Ilha de Alcatrazes","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"12","13",NA,NA,NA,"São Sebastião",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"51","2019-11-21 09:57:49-03","IBt","SP","14700","S","Plantae",NA,NA,"Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"Loefgren, A","CGG3093","1895",NA,"Brasil","São Paulo","Ilha de Alcatrazes","-45.4099998474121","-23.7600002288818",NA,NA,"SP016502","SP016502",NA,"08","20",NA,NA,NA,"São Sebastião",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"52","2019-11-21 09:57:50-03","IBt","SP","279989","S","Plantae",NA,NA,"Acanthaceae","Schaueria","virginea","Schaueria virginea","Nees",NA,"Catharino, ELM; Rossi, L; Pompéia, SL; Martins, SE","2011","1994",NA,"Brasil","São Paulo","Ilha de Alcatrazes, Porto dos Faroleiros","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"09","20",NA,NA,NA,"São Sebastião",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
