"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","2225456","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","D. da Silva Costa","I. L. do Amaral","742","1982","12","14","South America","Brazil","Amazonas","Tefé","Rio Solimões, margem direita, cabeceira do lago Tefé","-64.6664071","-3.3656727","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2375015' target='other'> <mi>dwc_moreinfo</mi></a>","NY02225456","NY02225456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02225266","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","D. da Silva Costa","N. T. da Silva","1250","1968","10","17","South America","Brazil","Pará",NA,"Rio Jarí, Monte Dourado, Planalto B.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2374207' target='other'> <mi>dwc_moreinfo</mi></a>","NY02225266","NY02225266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2225522","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","D. da Silva Costa","M. G. Vieira","1033","1979","11","08","South America","Brazil","Rondônia",NA,"Estrada do rio Pimenta Bueno, km 11.","-60.166667","-12.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2376079' target='other'> <mi>dwc_moreinfo</mi></a>","NY02225522","NY02225522_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02880062","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","D. da Silva Costa","D. da Silva Costa","63","2012","12","03","South America","Brazil","Acre","Mâncio Lima","Linha do Ppbio, próximo ao ponto 150.","-72.900625","-7.479822","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2710343' target='other'> <mi>dwc_moreinfo</mi></a>","NY02880062","NY02880062_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","868581","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","D. C. Daly; A. Roberts","D. G. Campbell","9388","1985","09","27","South America","Brazil","Acre","Sena Madureira","Fazenda Bom Sossêgo, entre Igarapé do Cujubim e Igarapé Jacamin","-73.15","-7.67","photo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=741612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868581","NY00868581_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2225524","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","D. da Silva Costa","G. T. Prance","13703","1971","06","25","South America","Brazil","Amazonas",NA,"Rio Purus, Lago Preto 2 km. north of Lábrea","-64.7982109","-7.2470122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2376082' target='other'> <mi>dwc_moreinfo</mi></a>","NY02225524","NY02225524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:46:12-03","EAO","IAN","113538","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Costa, DS","Pires, JM; Rodrigues, WA","50869","1961","09","11","Southern America","Brasil","Amapá",NA,"Wayside plant on trail to tin mine between.","-51.966667","1.433333",NA,"1m high, fruit green immature.","IAN113538",NA,"2019","04","08","-51.966667","1.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:55:48-03","NBC","NL-BOTANY","L.1692177","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Croat TB",NA,"1972","09","27","Southern America","Peru",NA,NA,"Department of Loreto. Varadera de Mazan.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1692177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1692177","NL-L1692177",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1446728","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Vásquez Chávez R",NA,"1983","09","08","Southern America","Peru",NA,NA,"Dpto. Loreto: Alto Amazonas, Andoas.","-76.416667","-2.916667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1446728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1446728","NL-U1446728",NA,NA,NA,"-76.416667","-2.916667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1446729","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Vásquez Chávez R; Ruiz J; Jaramillo N",NA,"1985","06","06","Southern America","Peru",NA,NA,"Dpto. Loreto, Prov. Maynas: Alpahuayo (Estacion IIAP).","-73.5","-4.166667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1446729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1446729","NL-U1446729",NA,NA,NA,"-73.5","-4.166667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1446730","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Vásquez Chávez R; Moran RC; Jaramillo N",NA,"1984","06","26","Southern America","Peru",NA,NA,"Dpto. Loreto: Prov. Maynas, Yanamono (Río Amazonas).","-72.833333","-3.5",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1446730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1446730","NL-U1446730",NA,NA,NA,"-72.833333","-3.5","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1446731","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Huashikat V",NA,"1979","10","06","Southern America","Peru",NA,NA,"Amazonas, Río Santiago; monte virgen, 1 km átras de Caterpiza; banda oeste de Caterpiza.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1446731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1446731","NL-U1446731",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:55:48-03","NBC","NL-BOTANY","U.1446734","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Gentry AH; Díaz C; Jaramillo N",NA,"1985","07","28","Southern America","Peru",NA,NA,"Madre de Dios: Tambopata, Explorer's Inn Tourist Camp at junction of Rios La Torre and Tambopata.","-69.716667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1446734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1446734","NL-U1446734",NA,NA,NA,"-69.716667","-12.816667","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:55:48-03","NBC","NL-BOTANY","WAG.1118769","PreservedSpecimen","Plantae",NA,"Caryophyllales","Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Croat TB",NA,"1972","09","27","Southern America","Peru",NA,NA,"Department of Loreto. Varadera de Mazan.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1118769 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1118769","NL-WAG1118769",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:32:20-03","MN","R","58587","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","A. Furlan","Brade, A.C.","s.n.","1931",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:46:38-02","IPA","IPA","25969","S","Plantae","Plantae",NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Furlan, A.","Andrade-Lima; Rita Pereira; Bocage, A.; Rita Pereira; Bocage, A.","6","1981","06","08","Southern America","Brasil","Alagoas","Flexeiras","Fazenda São Lourenço.","-35.7807998657227","-9.19750022888184",NA,"Árvore ca. 5m de altura. Frutos roxos.; Mata. Solo areno-argiloso. Frequente.","IPA0025969",NA,"1996",NA,NA,NA,NA,NA,"21617","auto",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:37:09-03","UNICAMP","UEC","135581","S","Plantae","Magnoliopsida",NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Furlan, A","Kuhlmann, M; Jimbo, S","396","1959","09","02",NA,"Brazil","Pará","Belém","Área do Instituto Agronômico do Norte","-48.5043983459473","-1.4558299779892",NA,"Arbusto de terra firme","UEC115442","UEC115442","1996","09",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:37:50-03","MBM","MBM","425389","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Furlan, A.","Brade, A.C.","14618","1935","05","21","Southern America","Brazil","Rio de Janeiro","Itatiaia","Lote 21","-44.5633010864258","-22.4960994720459",NA,"Arbusto semi ramificado. 1-2 metros de altura, flor branco-rosa.","MBM425389",NA,NA,NA,NA,NA,NA,NA,"19648","auto","900","900",NA,NA,NA,NA
"29","2020-12-21 16:37:50-03","MBM","MBM","90512","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Furlan, A.","Santos, T.S. dos; et al.; et al.","3692",NA,NA,NA,"Southern America","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,"MBM090512","MBM090512",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"30","2015-09-27 19:14:25-03","MNHN","RECOLNAT_MNHN_P","P00712647","PreservedSpecimen",NA,NA,NA,"Nyctaginaceae","Neea","glaziovii","Neea glaziovii","Heimerl",NA,"Glaziou, A.",NA,"1878","10","12",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Façenda do Limeira, près de Tingua",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712647' target='other'> <mi>dwc_moreinfo</mi></a>","P00712647","P00712647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","9559",NA,NA
"31","2015-09-03 20:52:45-03","MNHN","RECOLNAT_MNHN_P","P00712648","PreservedSpecimen",NA,NA,NA,"Nyctaginaceae","Neea","glaziovii","Neea glaziovii","Heimerl",NA,"Glaziou, A.",NA,"1878","10","12",NA,"Brésil",NA,NA,"Province de Rio de Janeiro : Façenda do Limeira, près de Tingua",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712648' target='other'> <mi>dwc_moreinfo</mi></a>","P00712648","P00712648_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","9559",NA,NA
"32","2015-09-27 22:13:51-03","MNHN","RECOLNAT_MNHN_P","P00712680","PreservedSpecimen",NA,NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Furlan","Pavon",NA,NA,NA,NA,NA,"[Pérou]",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00712680' target='other'> <mi>dwc_moreinfo</mi></a>","P00712680","P00712680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA
"33","2020-12-11 11:39:44-03","UFMG","BHCB","10246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Andrade, IR; Costa, LVC","51","1987","07","06","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,"Cheio de formiga na base da folha.; Subarbusto, 0,9 metros.; Mata Atlântica.","BHCB042793",NA,"2011",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:39:44-03","UFMG","BHCB","9285","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Andrade, PM de; Lopes, MA","385","1984","04","27","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga., Fazenda Montes Claros.","-42.1391983032227","-19.7896995544434",NA,"Herbáceo.; Mata atlântica","BHCB042791",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:39:44-03","UFMG","BHCB","9315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Lopes, MA; Andrade, PM de","459","1984","08","17","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Herbáceo; frutos verdes;; Mata Atlântica.","BHCB042800",NA,"2011","11",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"36","2011-03-25 09:13:00-03","MO","MOBOT","3422839","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","glaziovii","Neea glaziovii","Heimerl",NA,"Auguste F.M. Glaziou","Glaziou 9559","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2011-07-05 14:42:00-03","MO","MOBOT","1791070","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","G. Harling","Alwyn H. Gentry","Gentry 9767","1974","2","9","South America","Ecuador","Napo",NA,"Río Pucino, first major tributary of Río Aguarico above bridge at Aguarico (near Lago Agrio).","-76.918","0.037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,"3362","1",NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","766711","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Victor Huashikat","Huashikat 1299","1979","11","16","South America","Peru","Amazonas","Condorcanqui","Monte virgin, 1 km. atra|s de la comunidad de Caterpiza, trocha de metayar, banda este de la Quebrada Caterpiza, Río Santiago.","-77.7183334","-3.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180.00000000",NA,NA,"57","3",NA
"39","2019-01-25 04:36:00-02","MO","MOBOT","100627586","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.",NA,"Luis Valenzuela G.|J.L. Mateo|C. Mateo|J. Chiguanco|P. Francisco|J. Valerio","Valenzuela Gamarra 14989","2010","11","21","South America","Peru","Pasco","Oxapampa","Dist. Palcazu. Sector Raya. Reserva Comunal Yanesha.","-75.1519444","-10.3802778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"462.00000000",NA,NA,"46","1",NA
"40","2014-04-04 05:49:00-03","MO","MOBOT","1061512","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","R. Vasquez (MO)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 20305","1996","10","17","South America","Peru","Amazonas","Bagua","Yamayakat, trocha a PutuimBosque primario.","-78.31666","-4.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,"7",NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1061554","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","R. Vasquez (MO)","Nestor Jaramillo|et al.","Jaramillo 977","1996","1","25","South America","Peru","Amazonas","Bagua","Yamayakat. Bosque primario.","-78.31666","-4.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"320.00000000",NA,NA,NA,"4",NA
"42","2011-06-17 17:01:00-03","MO","MOBOT","1075457","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Stern (MO)","Cesár A. Grández","Grández Rios 2985","1992","1","21","South America","Peru","Loreto","Maynas","Sucusari. Bosque Primario.","-72.9","-3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120.00000000","140.00000000",NA,NA,"4",NA
"43","2011-06-17 17:01:00-03","MO","MOBOT","1075539","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Stern (MO)","Cesár A. Grández","Grández Rios 3021","1992","1","21","South America","Peru","Loreto","Maynas","Sucusari. Bosque Primario.","-72.9","-3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120.00000000","140.00000000",NA,NA,"4",NA
"44","2011-06-17 17:01:00-03","MO","MOBOT","1075686","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Stern (MO)","Cesár A. Grández","Grández Rios 3514","1992","1","23","South America","Peru","Loreto","Maynas","Sucusari. Bosque Primario.","-72.9","-3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120.00000000","140.00000000",NA,NA,"4",NA
"45","2011-06-17 17:01:00-03","MO","MOBOT","1075703","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","Stern (MO)","Cesár A. Grández","Grández Rios 3529","1992","1","23","South America","Peru","Loreto","Maynas","Sucusari. Bosque Primario.","-72.9","-3.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120.00000000","140.00000000",NA,NA,"4",NA
"46","2014-04-04 05:49:00-03","MO","MOBOT","1159299","PreservedSpecimen","Plantae",NA,NA,"Nyctaginaceae","Neea","verticillata","Neea verticillata","Ruiz & Pav.","R. Vasquez (MO)","Rodolfo Vásquez|et al.","Vásquez Martínez 21249","1996","6","19","South America","Peru","Amazonas","Bagua","Distrito Imaza, camino Putuim-Shimutaz Bosque primario.","-78.33972","-5.05555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"480.00000000",NA,NA,NA,"5",NA
