"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","579815","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand","C. M. D. E. Legrand",NA,"R. Reitz","1958","01","28","Brazil","Santa Catarina","Vidal Ramos","-49.3556","-27.3919",NA,NA,"NY00579815","NY00579815_01",NA,NA,"Sabía, Vidal Ramos","750","750","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754193' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","6323","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","579816","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand","C. M. D. E. Legrand",NA,"R. Reitz","1958","01","28","Brazil","Santa Catarina","Vidal Ramos","-49.3556","-27.3919",NA,NA,"NY00579816","NY00579816_01",NA,NA,"Sabía, Vidal Ramos","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754194' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","6332","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","533245","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"O. Handro","1934","10","12","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"NY00533245","NY00533245_01",NA,NA,"Sao Paulo. Nativa do Jardim Botânico.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754199' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","32550","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","579814","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand","C. M. D. E. Legrand",NA,"R. Reitz","1958","05","01","Brazil","Santa Catarina","Vidal Ramos","-49.3556","-27.3919",NA,NA,"NY00579814","NY00579814_01",NA,NA,"Sabía, Vidal Ramos","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754192' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","6701","South America","sheet","paratype",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","557771","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxilaris","Eugenia supraaxilaris","Spring","Graziela",NA,"L. Nunes","1931","12","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00557771","NY00557771_01",NA,NA,"Mata Teixeira Borges, perto do Horto Florestal",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=111584' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","579864","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","J. E. Q. de Faria",NA,"M. V. Peron","1989","09","25","Brazil","Rio de Janeiro","Nova Friburgo","-42.05","-22",NA,NA,"NY00579864","NY00579864_01",NA,NA,"Nova Friburgo, Reserva Ecológica Municipial de Macaé de Cima, Sítio Sophronites.","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=742365' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","884","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1281768","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","J. E. Q. de Faria",NA,"J. F. A. Baumgratz","1988","09","20","Brazil","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"NY01281768","NY01281768_01",NA,NA,"Reserva Ecológica Municipal de Macaé de Cima. Sitio Sophronites.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742221' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","s.n.","South America","sheet",NA,"33190","auto",NA,NA,NA,NA,NA
"18","2021-03-30 12:45:47-03","EAO","IAN","83485","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","axillaris","Eugenia axillaris","(Sw.) Willd.",NA,NA,"Tucker, JM","1942","04","16","El Salvador",NA,NA,"-89.733333","13.9","-89.733333","13.9","IAN083485",NA,NA,NA,"Laguna de Las Ranas, on hill west of Cerro del Aguila. Depert. of Santa Ana.","1680","1680","Spreadind tree ca. 4.5m. tall. Petals white, fruit black, with sweet reddish pulp around single seed. Woods bordering lake.","Dicotiledônea",NA,"1242","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:45:47-03","EAO","IAN","87841","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","axillaris","Eugenia axillaris","(Sw.) Willd.",NA,NA,"Killip, EP","1954","01","13","Estados Unidos","Florida",NA,NA,NA,NA,NA,"IAN087841",NA,NA,NA,"New development northeast of Inn; hammock.&nf;Monroe Co.: Big Pine Key.",NA,NA,"Shrub 1,3m. high; fruit red to deep purple, 8-9mm. im diameter.","Dicotiledônea",NA,"43432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:45:53-03","EAO","IAN","137209","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Mazine, FF","2006","Belém, RP; Pinheiro, RS","1967","01","31","Brasil","Bahia","Belmonte","-38.8828010559082","-15.8631000518799",NA,NA,"IAN137209",NA,NA,NA,"Mata costeira.",NA,NA,"Arbusto de 4m; flores brancas; frutos verdes.","Dicotiledônea",NA,"3242","Southern America",NA,NA,"71281","auto",NA,NA,NA,NA,NA
"21","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503579","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","axillaris","Eugenia axillaris","(Sw.) Willd.",NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2503579","NL-L2503579",NA,NA,"Brasilia: Rio Janeiro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503580","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","axillaris","Eugenia axillaris","(Sw.) Willd.",NA,NA,"Riedel A",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NL-L2503580","NL-L2503580",NA,NA,"Brasilia: Rio Janeiro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507732","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1958","01","28","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-L2507732","NL-L2507732",NA,NA,"Plantas de Santa Catarina. Sabiá, Vidal Ramos. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507733","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1959","02","20","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2507733","NL-L2507733",NA,NA,"Plantas de Santa Catarina. Novo Horizonte, Lauro Müller. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507734","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1960","05","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2507734","NL-L2507734",NA,NA,"Plantas de Santa Catarina. Garapuvu, Vista Alegre, Sombrio. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507735","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Hatschbach GG","1961","10","05","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2507735","NL-L2507735",NA,NA,"Est. Parana. Mun. Cerro Azul. Serra do Canha.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507736","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1956","03","22","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2507736","NL-L2507736",NA,NA,"Plantas de Santa Catarina. Brço Joequim, Luis Alves, Itajaí. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507738","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1958","01","28","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2507738","NL-L2507738",NA,NA,"Plantas de Santa Catarina. Sabiá, Vidal Ramos. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507739","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1960","01","29","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2507739","NL-L2507739",NA,NA,"Plantas de Santa Catarina. Garapuvu, Vista Alegre, Sombrio. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507739 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2507740","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1958","05","01","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2507740","NL-L2507740",NA,NA,"Plantas de Santa Catarina. Sabiá, Vidal Ramos. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2507740 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0294823","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1958","01","28","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-U0294823",NA,NA,NA,"Plantas de Santa Catarina. Sabiá, Vidal Ramos. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw7007",NA,NA,NA
"32","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442730","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Hatschbach GG; Cervi AC; Acra","1987","04","24","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1442730","NL-U1442730",NA,NA,"Cab. Rib. do Tigre (mun. Cerro Azul) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442731","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Reitz R; Klein RM","1958","01","28","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1442731","NL-U1442731",NA,NA,"Plantas da Santa Catarina, Sabia, Vidal Ramos. Hab. Mata.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:06:08-03","NBC","NL-BOTANY","WAG.1115161","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Hatschbach GG","1968","11","12","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1115161","NL-WAG1115161",NA,NA,"Paraná, Campina Grande Sul; Serra Virgem Maria.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:06:08-03","NBC","NL-BOTANY","WAG.1115162","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Hatschbach GG; Cervi AC; Acra","1987","04","24","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1115162","NL-WAG1115162",NA,NA,"Cab. Rib. do Tigre (mun. Cerro Azul) Paraná.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115162 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:06:08-03","NBC","NL-BOTANY","WAG.1115163","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Hatschbach GG","1968","11","12","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1115163","NL-WAG1115163",NA,NA,"Paraná, Campina Grande Sul; Serra Virgem Maria.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115163 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:06:08-03","NBC","NL-BOTANY","WAG.1115164","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D.Legrand",NA,NA,"Hatschbach GG","1968","11","12","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1115164","NL-WAG1115164",NA,NA,"Paraná, Campina Grande Sul; Serra Virgem Maria.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:06:31-03","NBC","NL-BOTANY","U.1442595","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spreng.",NA,NA,"Riedel JGF","1832","09","01","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1442595","NL-U1442595",NA,NA,"Brasilia: Rio Janeiro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-11-04 11:14:28-03","ESALQ","ESA","86332","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia","D. Legrand","Mazine, F.F.","2006","Silva, J.M.","2003","11","07","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"ESA086332","ESA086332",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"3890.0",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:14:28-03","ESALQ","ESA","29573","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","convexinervia","Eugenia convexinervia",NA,"Aguiar, O.T.",NA,"Ivanauskas, N.M.","1995","01","01","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,"ESA029573","ESA029573",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"926.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:14:41-03","ESALQ","ESA","104517","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA104517","ESA104517",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"1021.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:14:41-03","ESALQ","ESA","68744","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Faria, J.E.Q.","2013","Leitão Filho, H. F.","1968","01","30","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA068744","ESA068744","02","01",NA,NA,NA,NA,"Magnoliophyta",NA,"355.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:14:41-03","ESALQ","ESA","67778","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Moraes, P.L.R.","2000","08","28","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA067778","ESA067778",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"2213.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:14:41-03","ESALQ","ESA","67779","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","supraaxillaris","Eugenia supraaxillaris","Spring","Kuntz, J.","2011","Moraes, P.L.R.","2000","08","28","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,"ESA067779","ESA067779","02","15",NA,NA,NA,NA,"Magnoliophyta",NA,"2210.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
