"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem"
"14","2021-03-15 16:37:00-03","NY","NYBG","3942140","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"Á. L. Cabrera","1932","12","27","Argentina","Buenos Aires",NA,"Facultad de A?",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4231480' target='other'> <mi>dwc_moreinfo</mi></a>","NY03942140",NA,"Pteridophyta","Polypodiales","2668","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","812735","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado",NA,NA,NA,"P. K. H. Dusén","1902","02","03","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812735",NA,"Pteridophyta","Polypodiales","229","South America","sheet","NY00812735_01",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","821587","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado",NA,NA,NA,"K. Mizoguchi","1981","03","10","Brazil","São Paulo","Sao Roque","In São Roque","-47.13","-23.5203",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=898838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821587",NA,"Pteridophyta","Polypodiales","1535","South America","sheet","NY00821587_01","600","600",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","812730","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","W. R. Maxon",NA,NA,NA,"B. J. Pickel","1935","08","04","Brazil","Pernambuco",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812730",NA,"Pteridophyta","Polypodiales","4003","South America","sheet","NY00812730_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","812734","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"K. Lems","1964","03","09","Brazil","Rio de Janeiro",NA,"Forests near Alto da Boa Vista. Banks along the Estrada do Redentor. Floresta da Tijuca.","-43.245505","-22.956326",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=596343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812734",NA,"Pteridophyta","Polypodiales","s.n.","South America","sheet","NY00812734_01",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","812736","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado",NA,NA,NA,"G. G. Hatschbach","1976","04","05","Brazil","Paraná","Adrianópolis","Barra rio Pardo.","-48.9908","-24.6572",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812736",NA,"Pteridophyta","Polypodiales","38563","South America","sheet","NY00812736_01",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","812731","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"W. A. Murrill","1924","02",NA,"Brazil","Rio de Janeiro",NA,"On Corcovado mountain.","-43.212623","-22.953099",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812731",NA,"Pteridophyta","Polypodiales","s.n.","South America","sheet","NY00812731_01","244","457",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3942143","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.",NA,NA,NA,NA,"W. D. Rodríguez-Duque","2005","02","05","Colombia","Antioquia",NA,"Mpio. Angelópolis. Vereda La Clara, sector Quebrada La Clara.","-75.692822","6.106361",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4231483' target='other'> <mi>dwc_moreinfo</mi></a>","NY03942143",NA,"Pteridophyta","Polypodiales","5072","South America","sheet",NA,"1750",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","812732","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","J. Prado",NA,NA,NA,"J. N. Rose","1915","07","08","Brazil","Rio de Janeiro",NA,"On Corcovado.","-43.212076","-22.951842",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=51334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812732",NA,"Pteridophyta","Polypodiales","20170","South America","sheet","NY00812732_01",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-03-20 11:47:34-03","MCN-PUC-MINAS","HPUC-MG","PTF154","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata",NA,"A. Salino",NA,NA,NA,"C.A. Pontes, A. Salino","2000","04","15","Brasil","Minas Gerais",NA,"MG 262, Km 47",NA,NA,NA,NA,NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-18 12:22:16-03","MCN-PUC-MINAS","HPUC-MG","PTF156","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata",NA,NA,NA,NA,NA,"Anete, Bruno, Ceres et al","2001","10","20","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.913889","-19.960556",NA,"Indúsio laranja, esporo preto.",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,"1.2","1.2","43º 54' 50'' W","19º 57' 38'' S",NA,NA,NA,NA
"25","2019-12-04 13:41:27-03","MCN-PUC-MINAS","HPUC-MG","PTF157","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata",NA,"Pinheiro, G.G.",NA,NA,NA,"Reane","1999","10","23","Brasil","Minas Gerais","Belo Horizonte","Parque das Mangabeiras","-43.906389","-19.953611",NA,NA,NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,"1.2","1.2","43º 54' 23'' W","19º 57' 13'' S",NA,NA,NA,NA
"26","2021-02-08 11:09:58-03","UNESP-IBB","BOTU","32949","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Lindsey, R.H.","2017","05","02","Lindsey, R.H.","2017","01","19","Brasil","São Paulo","Botucatu","Jardim Botânico, Departamento de Botânica , IBB - Unesp","-48.483333","-22.883333",NA,NA,"BOTU032949",NA,NA,NA,"78",NA,NA,NA,NA,NA,"48°29'w","22°53's",NA,NA,NA,NA
"27","2021-02-08 11:09:58-03","UNESP-IBB","BOTU","26813","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J.","2009","08",NA,"Santos, L.B.","2009","04","22","Brasil","São Paulo","Botucatu","Parque Ecológico da Pavuna, da sede até o lago pela trilha principal","-48.513056","-22.841667",NA,"Samambaias e licófitas","BOTU026813",NA,NA,NA,"123",NA,NA,NA,NA,NA,"48°30'47w","22°50'30s",NA,NA,NA,NA
"28","2021-04-05 09:59:26-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","21773","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","M.R. Pietrobom-Silva",NA,NA,NA,"Aidar","1998","10","01","Brasil","Minas Gerais","Fronteira","rio grande","-49.1994018554688","-20.2677993774414","18603","GEOGRAFIA: cachoeira do omar;",NA,"auto","Tracheophyta","Polypodiales","006","América do Sul",NA,NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA
"29","2021-04-08 20:48:46-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","04771","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Cavalheiro, L.",NA,NA,NA,"G. Hatschbach","1968","06","26","Brasil","Paraná","Guaratuba","rio saí","-48.5746994018555","-25.8827991485596","41937","GEOGRAFIA: nos barrancos de um sambaqui;",NA,"auto","Tracheophyta","Polypodiales","19446","América do Sul",NA,NA,NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA
"30","2021-03-30 12:51:02-03","EAO","IAN","45070","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Pietrobom, MR","2001","10",NA,"Black, GA","1949","04","09","Estados Unidos","Flórida","Miami","Beira da Estrada de Ferro.",NA,NA,NA,"Indusia marginal acastanhada.","IAN045070",NA,"Fern",NA,"4403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:51:02-03","EAO","IAN","180496","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Pietrobom, MR","2002","07",NA,"Souza, MGC; Pietrobom, MR","2002","07","12","Brasil","Pernambuco","Recife","Horto Florestal de Dois Irmãos. Fragmento de Floresta Atlântica em área urbana. Rupícola sobre mureta na borda do açude.","-34.8810997009277","-8.05389022827148","18865",NA,"IAN180496","auto","Fern",NA,"28","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-27 21:09:29-03","PUCPR","HUCP","17821","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","Bittencourt","Kersten, RA","2007","03",NA,"Jonatan, F; Bruno, H","2006","12","05","Brasil","Paraná","Curitiba","Bao Vista","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00002412","auto","Monilofita",NA,"s.n.",NA,NA,"HUCP00002412",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-27 21:09:29-03","PUCPR","HUCP","17774","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","Bittencourt","Plombom, L","2007","07","04","Pertile, J",NA,NA,NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","27346",NA,NA,"auto","Monilofita",NA,"003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-27 21:09:29-03","PUCPR","HUCP","23637","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","Bittencourt","Matozo, TS",NA,NA,NA,"Dunaiski, A","2005","03","19","Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","27346",NA,"HUCP00002305","auto","Monilofita",NA,"2693",NA,NA,"HUCP00002305",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-27 21:09:29-03","PUCPR","HUCP","17772","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","Bittencourt","Plombom, L","2007","07","04","Bellinaso, L","2005","11","10","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535","25180",NA,"HUCP00002310","auto","Monilofita",NA,"003",NA,NA,"HUCP00002310",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-27 21:09:29-03","PUCPR","HUCP","17773","S","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","Bittencourt","Plombom, L","2007","07","04",NA,"2005","05","24","Brasil","Paraná","Piraquara","Jardim Bela Vista","-49.0633010864258","-25.4416999816895","12577",NA,"HUCP00002285","auto","Monilofita",NA,"001",NA,NA,"HUCP00002285",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-26 18:09:29-03","CPAN-UFMS","COR","12926","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","E.L.M. Assis",NA,NA,NA,"E.L.M. Assis","2002","09","28","Brasil","Mato Grosso do Sul","Corumbá","Porto Geral de Corumbá. borda de estrada; ; plano.","-57.6533012390137","-19.0091991424561","295160","Habito: terrícola",NA,"auto",NA,NA,"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:09:29-03","CPAN-UFMS","COR","13012","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","E.L.M. Assis",NA,NA,NA,"E.L.M. Assis & P. Swartsburd","2005","08","04","Brasil","Mato Grosso do Sul","Corumbá","Porto Geral de Corumbá. Mata Decídua; ; Barranco.","-57.6533012390137","-19.0091991424561","295160","Habito: terrícola",NA,"auto",NA,NA,"523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-26 18:09:29-03","CPAN-UFMS","COR","9707","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","E.L.M. Assis 20-VII-2003",NA,NA,NA,"E.L.M. Assis","2003","07","20","Brasil","Mato Grosso do Sul","Corumbá","Porto Geral. mata de encosta; ; paredão rochoso.","-57.6533012390137","-19.0091991424561","295160","Habito: rupícola em paredão de calcáreo",NA,"auto",NA,NA,"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-26 18:09:29-03","CPAN-UFMS","COR","10502","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","V.A. de O. Ditrich",NA,NA,NA,"Silva, J.M.; Barbosa, E.","2002","01","18","Brasil","Santa Catarina","Itapoá","Rodovia Guaratuba-Itapoá. Floresta atlântica da planície litorânea.; ;.","-48.6161003112793","-26.1168994903564","18121",NA,NA,"auto",NA,NA,"3513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:26:12-03","UFBA","ALCB","00162","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","1998","07",NA,"Noblick, LR","1979","10","10","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Graça","-38.5","-12.966667",NA,"crescendo no muro.","ALCB001323",NA,"Fern",NA,"1603","Southern America",NA,"ALCB001323",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA
"42","2019-10-09 11:26:12-03","UFBA","ALCB","76448","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Guedes, ML","2007","03",NA,"Martin, AM; Carvalho, MLAM","2006","09","18","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Ala nobre da Faculdade de Medicina da UFBA, parte antiga, telhados, paredes, ao redor do pátio","-38.5","-12.966667",NA,"rizoma com escamas. Fronde pinada, pinas cartáceas. Aparelho esporífero nas margens das pinas.","ALCB001311",NA,"Fern",NA,"14","Southern America",NA,"ALCB001311",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA
"43","2019-10-09 11:26:12-03","UFBA","ALCB","023740","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","1998","07",NA,"Guedes, ML; Alunos de Botânica III","1992","12","19","Brasil","Bahia","Vera Cruz","Região Metropolitana Salvador, próximo à Coroa","-38.6","-12.95",NA,"frondes ca. 60 cm, com escamas na base. Aparelho esporífero na face abaxial das pinas, cobertas pelos indúsios.","ALCB001322",NA,"Fern",NA,"s/n","Southern America",NA,"ALCB001322",NA,NA,"-38.6","-12.95",NA,NA,NA,NA
"44","2019-10-09 11:26:12-03","UFBA","ALCB","025766","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Prado, J","1998","07",NA,"Guedes, ML","1992","12","19","Brasil","Bahia","Vera Cruz","Região Metropolitana Salvador","-38.6","-12.95",NA,"terrestre. Caule pequeno, decumbente. Frondes com escamas no pecíolo. Margem dos segmentos férteis, modificadas em indúsios.","ALCB001321",NA,"Fern",NA,"s/n","Southern America",NA,"ALCB001321",NA,NA,"-38.6","-12.95",NA,NA,NA,NA
"45","2019-10-09 11:26:12-03","UFBA","ALCB","029807","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Guedes, ML","1997","07",NA,"Guedes, ML","1996","04","26","Brasil","Bahia","Vera Cruz","Região Metropolitana Salvador, Barra Grande","-38.6","-12.95",NA,"rupícola, caule curto, horizontal, com escamas. Frondes eretas, monomorficas, eretas. Lâmina cartácea, oval-elíptica, imparipenada, venação aberta. Soros ausentes na base e ápice das pinas Esporos triletes. Frequente.","ALCB001320",NA,"Fern",NA,"4908","Southern America",NA,"ALCB001320 ALCB001320_1",NA,NA,"-38.6","-12.95",NA,NA,NA,NA
"46","2019-10-09 11:26:12-03","UFBA","ALCB","036657","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Barros, L","1996","12",NA,"Guedes, ML; Paraguassu, A; Argôlo, AS; Santos, ES; Hudson, A; Silva, MP da; Andrade, F","1995","06","28","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.474167","-12.452778",NA,"0,30 m, caule rizomatoso com escamas. Frondes com aparelho esporífero do tipo cenossoros na margem da pina. Raro.; Área antropizada próxima a mata ciliar. Afloramentos rochosos de arenito.","ALCB001317",NA,"Fern",NA,"PCD1984","Southern America",NA,"ALCB001317","900","900","-41.474167","-12.452778",NA,NA,NA,NA
"47","2019-10-09 11:26:12-03","UFBA","ALCB","29570","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Guedes, ML","1997","07",NA,"Guedes, ML; Accioly, M","1996","10","27","Brasil","Bahia","Cairu","Baixo Sul, Morro de São Paulo","-39.033333","-13.483333",NA,"rupícola, rizoma revestido por escamas. Frondes com 7,0-8,0 cm de comp., monomorfos, às vezes pendentes. Soros nos bordos, ausentes na base e ápice das pinas, sem paráfises. Ocasional.; solo areno-argiloso.","ALCB001318",NA,"Fern",NA,"4824","Southern America",NA,"ALCB001318",NA,NA,"-39.033333","-13.483333",NA,NA,NA,NA
"48","2019-10-09 11:26:12-03","UFBA","ALCB","29614","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Guedes, ML","1997","07",NA,"Guedes, ML; Alunos de Botânica III","1997","06","01","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Campus de Ondina, UFBA, em frente a EBDA","-38.5","-12.966667",NA,"saxícola, caule rastejante, com escamas, verde amarronzado. Cenossoros verdes quando imaturos, maduros marrons. Frequente.","ALCB001316",NA,"Fern",NA,"4836","Southern America",NA,"ALCB001316",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA
"49","2019-10-09 11:26:12-03","UFBA","ALCB","64542","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Guedes, ML","2003","12",NA,"Rigueira, D","2003","08","24","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.035833","-13.4925",NA,"com rizoma ereto, com escamas. Fronde pinada. Pinas cartáceas, discolores, com aparelho esporífero do tipo cenossoro na margem.; Restinga","ALCB001315",NA,"Fern",NA,"s/n","Southern America",NA,"ALCB001315",NA,NA,"-39.035833","-13.4925",NA,NA,NA,NA
"50","2019-10-09 11:26:12-03","UFBA","ALCB","68850","PreservedSpecimen","Plantae","Pteridaceae","Pteris","vittata","Pteris vittata","L.","Ditrich, VA de O","2002",NA,NA,"Silva, JM; Barbosa, E","2002","01","18","Brasil","Santa Catarina","Itapoá","Rodovia Guaratuba-Itapoá","-48.6","-26.116667",NA,"terrícola. Material fértil.; de planície litorânea.","ALCB001314",NA,"Fern",NA,"3513","Southern America",NA,"ALCB001314",NA,NA,"-48.6","-26.116667",NA,NA,NA,NA
