"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","continentOcean","coordinatePrecision","imagecode","geoFlag","phylum","class","order","individualCount","fieldNumber","relatedCatalogItem"
"11","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","22224",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. Kollmann; et al","6567","2004","03","27","Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944","40W46'31","19S47'49",NA,NA,"Erva 30cm na sombra. Flores lilás.","MBML022224",NA,NA,"MBML022224",NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","23623",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. Kollmann; et al","7362","2005","02",NA,"Brasil","Espírito Santo","Santa Teresa","Lombardia","-40.553056","-19.820556","40W33'11","19S49'14",NA,NA,"Erva 40cm. Na sombra, flores brancas com listras lilás no labelo.","MBML023623",NA,NA,"MBML023623",NA,NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","26409",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"V. Demuner; T. Cruz, M. Belizário, Elias Bausen, Jaqueline","2103","2006","03","30","Brasil","Espírito Santo","Santa Leopoldina","Bragança, Rancho Chapadão, Prop.: João Emilio","-40.546389","-20.123056","40W32'47","20S7'23","280","280","Herbácea 60cm, flores lilás. Interior de mata em regeneração.","MBML026409",NA,NA,"MBML026409",NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","26487",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2346","2006","05","25","Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Reinaldo Bautz","-40.534722","-19.3325","40W32'5","19S19'57","400","400","Herbácea/rupícola, flores brancas, labelo roxo, brácteas verdes. Fundo de vale, mata alterada.","MBML026487",NA,NA,"MBML026487",NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","28805",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1253","2006","08","09","Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, propr.:Virloni, Mata, trilha da divisa.","-40.470556","-20.059167","40W28'14","20S3'33","250","250","Herbácea com 1,5m. Flores lilás. Mata.","MBML028805",NA,NA,"MBML028805",NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","29540",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3344","2007","03","21","Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549389","-19.345972","40W32'57,8","19S20'45,5","200","200","Erva botões florais, flores brancas. Interior de mata.","MBML029540",NA,NA,"MBML029540",NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","34487",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"A. M. Amorim; et al","7376","2008","05","06","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.540556","-20.278333","40W32'26","20S16'42",NA,NA,NA,"MBML034487",NA,NA,"MBML034487",NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","36689",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","J. Gurtler/2018",NA,NA,NA,"R. C. Forzza; et al","5104","2008","02","19","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944","40W26'38","18S46'37",NA,NA,NA,"MBML036689",NA,NA,"MBML036689",NA,NA,NA,NA,NA,NA,NA
"19","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","38699",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","J. Gurtler/2018",NA,NA,NA,"C. N. de Fraga; R.C.Forzza, A.M.Amorim & L.Daneu","2528","2009","04","15","Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante. Serra de Baixo. Mata da Fazenda Santa Rita. Floresta Estacional Semidecidual.","-40.444444","-18.777778","40W26'40","18S46'40",NA,NA,"Arbusto ca. 30cm. Folhas com indumento seríceo. Flores com sépalas verdes, pétealas brancas. Frutos verdes.","MBML038699",NA,NA,"MBML038699",NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","39071",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","J. Gurtler/2018",NA,NA,NA,"L. Kollmann; B.Schwartsburd, A.P.Fontana & P.Labiak Evangelista.","11406","2009","01","15","Brasil","Espírito Santo","Nova Venécia","APA da Pedra do Elefante. Serra de Baixo, Fazenda Neblina. Floresta Estacional Semidecidual.","-40.445556","-18.786944","40W26'44","18S47'13",NA,NA,"Erva na sombra, flores brancas.","MBML039071",NA,NA,"MBML039071",NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","8895",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","834","1998","10","28","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria","-40.683611","-19.931111","40W41'1","19S55'52",NA,NA,"Mata de encosta. Planta 30cm na sombra. Flores roxas.","MBML008895",NA,NA,"MBML008895",NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","9278",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. Kollmann; E. Bausen & W. Pizziolo","1293","1998","12","15","Brasil","Espírito Santo","Santa Teresa","São Lourenço, Country Club","-40.635556","-19.925556","40W38'8","19S55'32",NA,NA,"Planta 50cm. Flores roxas.","MBML009278",NA,NA,"MBML009278",NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","9374",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. Kollmann; A. Chautems & et al","1274","1998","12","10","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556","40W40'53","19S48'20",NA,NA,"Planta 20cm na mata. Brácteas e flores verdes.","MBML009374",NA,NA,"MBML009374",NA,NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","9548",NA,"Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","A.L.A. Côrtes/01-10-2009",NA,NA,NA,"L. Kollmann; E. Bausen","1633","1999","01","20","Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944","40W38'45","19S58'55",NA,NA,"Planta de 40cm. Na sombra. Flores rosas.","MBML009548",NA,NA,"MBML009548",NA,NA,NA,NA,NA,NA,NA
"25","2021-02-25 10:12:24-03","CVRD","CVRD","15268","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","Elisa M. Aoyama & G.S. Siqueira","2015","03","26","G.S.Siqueira & E.M. Aoyama","1066","2015","03","26","BRASIL","ES","Linhares",NA,"-39.958306","-19.178694","39°57'29,9W","19°10'43,3S","30","30","<ll>dwc_commonname:</ll> Gervão de sapo","CVRD015268","América do Sul",NA,"CVRD015268",NA,"Magnoliophyta","Magnoliopsida","Lamiales",NA,NA,NA
"26","2021-02-25 10:12:24-03","CVRD","CVRD","15267","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","Elisa M. Aoyama & G.S. Siqueira","2015","03","26","G.S.Siqueira & E.M. Aoyama","1065","2015","03","26","BRASIL","ES","Linhares",NA,"-39.949333","-19.186167","39°56'57,6W","19°11'10,2S","17","17","<ll>dwc_commonname:</ll> Gervão de sapo","CVRD015267","América do Sul",NA,"CVRD015267",NA,"Magnoliophyta","Magnoliopsida","Lamiales",NA,NA,NA
"27","2021-02-25 10:12:24-03","CVRD","CVRD","7277","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","D. C. Wasshausen","2002","03","08","Lorenzi, H.","3215","2002","03","08","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Gervão de sapo","CVRD007277","América do Sul","48094","CVRD007277","auto","Magnoliophyta","Magnoliopsida","Lamiales",NA,NA,NA
"28","2021-02-25 10:12:24-03","CVRD","CVRD","7192","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","D. C. Wasshausen","2002","03","08","Folli, D.A.","4163","2002","01","09","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Gervão de sapo","CVRD007192","América do Sul","48094",NA,"auto","Magnoliophyta","Magnoliopsida","Lamiales",NA,NA,NA
"29","2021-02-25 10:12:24-03","CVRD","CVRD","7290","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","D. C. Wasshausen","2002","03","08","Folli, D.A.","4204","2002","03","08","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Gervão de sapo","CVRD007290","América do Sul","48094",NA,"auto","Magnoliophyta","Magnoliopsida","Lamiales",NA,NA,NA
"30","2021-02-25 10:12:24-03","CVRD","CVRD","6866","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","D. C. Wasshausen","2002","03","08","Folli, D.A.","3921","2001","05","09","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Gervão de sapo","CVRD006866","América do Sul","48094",NA,"auto","Magnoliophyta","Magnoliopsida","Lamiales",NA,NA,NA
"31","2021-02-25 10:12:24-03","CVRD","CVRD","6397","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","D. C. Wasshausen","2002","03","08","Folli, D.A.","3534","1999","12","20","BRASIL","ES","Linhares","RFL 01/80 B-C 7","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Gervão de sapo","CVRD006397","América do Sul","48094",NA,"auto","Magnoliophyta","Magnoliopsida","Lamiales",NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.",NA,NA,NA,NA,"M. Wied-Neuwied","s.n.","1824",NA,NA,"Brazil",NA,NA,"Alcobaca.",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","1",NA,NA
"33","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.",NA,NA,NA,NA,"L. Riedel","571","1821","11",NA,"Brazil","Mato Grosso",NA,"Castelnovo.",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","1",NA,NA
"34","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.",NA,NA,NA,NA,"L. Riedel","571","1821","11",NA,"Brazil","Bahia",NA,"Castelnovo.",NA,NA,NA,NA,NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2649926","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.",NA,NA,NA,NA,"-. Martius","s.n.","1841",NA,NA,"Brazil",NA,NA,"Ilhéos.",NA,NA,NA,NA,NA,NA,NA,"US02878995","South America",NA,"US02878995_01",NA,NA,"Dicotyledonae","Scrophulariales","1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2795092","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.",NA,NA,NA,NA,"M. Wied-Neuwied","s.n.",NA,NA,NA,"Brazil",NA,NA,"Villa do Prado.",NA,NA,NA,NA,NA,NA,NA,"US02878994","South America",NA,"US02878994_01",NA,NA,"Dicotyledonae","Scrophulariales","1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","2778022","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.",NA,NA,NA,NA,"G. Hatschbach","38683","1976","5","16","Brazil","Mato Grosso",NA,"Rio Dourados (mun. Dourados).",NA,NA,NA,NA,NA,NA,NA,"US02878996","South America - Neotropics",NA,"US02878996_01",NA,NA,"Dicotyledonae","Scrophulariales","1",NA,NA
"38","2018-04-04 16:36:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,"RRC ID Flag",NA,NA,NA,"M. Sobral","5527",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Spermatophyta","Dicotyledoneae",NA,NA,"5527",NA
"39","2019-12-16 13:37:29-03","F","FMNH-SEEDPLANTS","V0249541F","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0249541F","South America",NA,"V0249541F_01",NA,"Spermatophyta","Dicotyledoneae",NA,NA,NA,NA
"40","2020-08-03 12:08:37-03","CEPLAC","CEPEC","108588","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,"S.R.Profice",NA,NA,NA,"Mattos-Silva, L.A.","4926","2005","09","27","Brasil","Bahia","ALMADINA","Serra do Corcovado, 9,8 km ao sul de Coaraci, na Rodovia Coaraci/Almadina. Fazenda São José","-39.603333","-14.705833","39W36'12","14S42'21","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-08-03 12:08:37-03","CEPLAC","CEPEC","117692","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,"M. M. Coelho",NA,NA,NA,"Cardoso, D.","2151","2007","08","12","Brasil","Bahia","ALMADINA","Serra do Corcovado.13,8km ao SW de Coaraci na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","39W36'12","14S42'21","650","650","DNA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-08-03 12:08:37-03","CEPLAC","CEPEC","129285","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,"A. L. A. Côrtes",NA,NA,NA,"L. Kollmann","10634","2008","02","15","Brasil","Espírito Santo","cariacica","Reserva Biológica Duas Bocas. Localidade de Alegre, trilha do Pau Oco.","-40.519444","-20.291389","40W31'10","20S17'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/04/2010"
"43","2020-08-03 12:08:37-03","CEPLAC","CEPEC","42437","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,"M. Sobral",NA,NA,NA,"M. Sobral","5527","1987","03","01","Brasil","Bahia","ILHÉUS","Ramal a Vila Brasil, Km 28 da Rod. Una/Ilheus, prox. a ponte sobre o rio Jacuipe.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"61245",NA,"auto",NA,NA,NA,NA,NA,"30/12/1987"
"44","2020-08-03 12:08:37-03","CEPLAC","CEPEC","28928","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,"D. C. Wasshaussen",NA,NA,NA,"L. A. Mattos-Silva","1426","1982","02","05","Brasil","Bahia","ILHÉUS","Faz. Barra do Manguinho. Ramal entr. Km 10 Rod. Pontal/Olivenca a dir., 3Km W Rod.","-39.0494003295898","-14.7889003753662","0W0'0","0S0'0",NA,NA,NA,NA,NA,"61245",NA,"auto",NA,NA,NA,NA,NA,"30/07/1983"
"45","2020-08-03 12:08:37-03","CEPLAC","CEPEC","129621","PreservedSpecimen","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa",NA,"A. L. A Côrtes",NA,NA,NA,"A. M. Amorim","7376",NA,NA,NA,"Brasil","Espírito Santo","cariacica",NA,"-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"18507",NA,"auto",NA,NA,NA,NA,NA,"1/4/2010"
"46","2020-01-06 15:40:56-03","UFSJ","HUFSJ","3747","S","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","Wasshausen, D","2002","03","08","Folli, DA","3921","2001","05","09","Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Porte herbáceo, botão e flor roxa.","HUFSJ003747",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA
"47","2020-01-06 15:40:56-03","UFSJ","HUFSJ","3830","S","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","Wasshausen, D","2002","03","08","Lorenzi, H","3215","2002","03","08","Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Porte herbáceo, botão e flor rosa.","HUFSJ003830",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA
"48","2020-01-06 15:40:56-03","UFSJ","HUFSJ","3833","S","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Nees & Mart.","Wasshausen, D","2002","03","08","Folli, DA","4163","2002","01","09","Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Porte herbáceo, botão verde, flor rosa.","HUFSJ003833",NA,"48094",NA,"auto",NA,NA,NA,NA,NA,NA
"49","2021-04-08 17:12:08-03","UESB","HUESB","1548","S","Plantae","Acanthaceae","Justicia","genuflexa","Justicia genuflexa","Ness & Mart.","S.Profice","2006","02",NA,"Souza, A.F.; M.F. Souza, NB Souza; M.F. Souza, NB Souza","2","2003","10","04","Brasil","Bahia","Jequié","Fazenda Brejo Novo, Fazenda Brejo Novo, a 10,5 Km da Av. Otávio Mangabeira entrando pela Av. Exupério Miranda no Bairro do Mandacaru.","-41.058333","-13.944722","-41.058333","-13.944722","648","648","Localizada em Solo areno argiloso-pedregoso; Apresentando Habitat Terrestre no Interior da Mata; Herbácea Folhas opostas cruzadas. Flores gamopétalas, dialissépalas roxa.; Floresta Estacional (Mata de Cipó) em zona de transição.",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"50","2017-09-11 17:06:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Rhytiglossa","cordifolia","Rhytiglossa cordifolia","Nees",NA,NA,NA,NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Brazil",NA,NA,"In sylvis prov. Porto Seguro circum Villa do Prado ad Alcobaça fluvium",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
