"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","order","minimumElevationInMeters","maximumElevationInMeters","continentOcean","individualCount","class","typeStatus","fieldNumber","sex","preparationType"
"11","2020-12-21 16:43:32-03","MBM","MBM","334263","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2009","01","12","Barboza, E.; Cordeiro, J.; Ribas, O.S.; Cordeiro, J.; Ribas, O.S.","2201","2007","06","28","Brazil","Paraná","Foz do Iguaçu","Caminho do Poço Preto, Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869","39570","Volúvel, flor vermelha. Beira do caminho","MBM334263",NA,"auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:43:32-03","MBM","MBM","5904","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2008","08","20","Hatschbach, G.; Haas, H.; Haas, H.","16601",NA,NA,NA,"Brazil","Paraná","Marechal Cândido Rondon","Londoeste","-54.0567016601562","-24.5561008453369","27823","Trepadeira, flor vermelha, orla da mata","MBM005904","MBM005904","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:43:32-03","MBM","MBM","255436","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2008","08","13","Wasum, R.","478",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Carapina","-50.5835990905762","-29.4480991363525","76715","Interior da mata","MBM255436","MBM255436","auto",NA,NA,NA,"800","800","Southern America",NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:43:32-03","MBM","MBM","386290","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2013","10","09","Seger, G.D.S.","759","2012","05","28","Brazil","Rio Grande do Sul","São Francisco de Paula","FLONA São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","Trepadeira volúvel, ca. 5m. Uma flor vermelha aberta e um botão. Muitos frutos verdes e poucos maduros abertos.; Borda da silvicultura de Araucária.","MBM386290","MBM386290","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:43:32-03","MBM","MBM","386291","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2013","10","09","Seger, G.D.S.","454","2007","02","25","Brazil","Rio Grande do Sul","São Francisco de Paula","FLONA São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715","Trepadeira. Flores vermelhas.; Borda da silvicultura de Araucária.","MBM386291","MBM386291","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:43:32-03","MBM","MBM","406392","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2016","05","19","Rigon, L.G.C.","1938","2016","04","29","Brazil","Paraná","Chopinzinho","Conglomerado: 460-P22; subunidade: 3; subparcela: 10; indivíduo: 8RN","-52.2675","-25.8075",NA,"Liana; flores laranjas.","MBM406392","MBM406392",NA,"-52.2675","-25.8075",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:43:32-03","MBM","MBM","263152","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2008","08","13","Wasum, R.","989",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525","76715","Em orla da mata","MBM263152","MBM263152","auto",NA,NA,NA,"750","750","Southern America",NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:43:32-03","MBM","MBM","198597","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2008","12","17","Hatschbach, G.","398","1996","05","02","Brazil","Paraná","Candói","Rio Jordão","-52.0558013916016","-25.5722007751465","42664","Floresta Estacional Semidecídua Montana. Trepadeira, flores vermelhas","MBM198597","MBM198597","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:43:32-03","MBM","MBM","411772","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Toderke, M.L.","2013","09","06","Toderke, M.L.; Zini, A.S.; Cardozo, A.P.; Escher, A.R.; Zini, A.S.; Cardozo, A.P.; Escher, A.R.","94","2013","09","06","Brazil","Paraná","Foz do Iguaçu","Paque Nacional do Iguaçu, Final da Trilha do Poço Preto.","-54.5881004333496","-25.5478000640869","39570","Trepadeira, volúvel a cerca de 2,5 m do chão, sobre amoreira. Folha membranácea, verde discolor. Frutos imaturos verdes.","MBM411772","MBM411772","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:43:32-03","MBM","MBM","57639","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2008","08","20","Hatschbach, G.","40535",NA,NA,NA,"Brazil","Paraná","Santa Helena","Porto Verde","-54.3328018188477","-24.8603000640869","23937","Volúvel, flor vermelha. Orla mata pluvial","MBM057639","MBM057639","auto",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:43:32-03","MBM","MBM","283005","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum","Marinero, F.","2008","08","13","Wasum, R.","1652","2002","12","15","Brazil","Rio Grande do Sul","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525","76715","Em orla sa mata, sobre árvores","MBM283005","MBM283005","auto",NA,NA,NA,"750","750","Southern America",NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:21:34-03","UFPR","UPCB","18381","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Macias,L.","1999","06","03","Rosalinski, C.R.",NA,"1986","06","06",NA,NA,NA,"Aranda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:21:34-03","UFPR","UPCB","47171","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","461, Fl. Il. Catarinense - Rubiáceas vol. 2 pag.",NA,NA,NA,"Goldenberg, R.","588","2003","04","10","Brasil","Paraná","Prudentópolis","Alto da Serra da Esperança, perto de Morungava, 25°18'11S 51°12'06W","-51.201667","-25.303056",NA,"Liana, corola vermelha. Floresta secundária, beira de rio. Alt.: 930m s.n.m..",NA,NA,NA,"-51.201667","-25.303056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:21:34-03","UFPR","UPCB","30773","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","461, Fl. Il. Catarinense - Rubiáceas vol. 2 pag.",NA,NA,NA,"Cervi, A.C.","2741","1989","07","14","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu - Cataratas","-54.5881004333496","-25.5478000640869","39570","Volúvel, flores avermelhadas. Orla mata pluvial..",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:21:34-03","UFPR","UPCB","15812","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Macias,L.","1999","06","03","Hatschbach, G.","40535","1977","12","09","Brasil","Paraná","Santa Helena","Porto Verde","-54.3328018188477","-24.8603000640869","23937","Volúvel, flor vermelha. Orla da mata pluvial..",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-11-06 14:35:00-02","MO","MOBOT","100874672","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","angustifolia","Manettia angustifolia","Wernham",NA,NA,NA,NA,"Karl Fiebrig","Fiebrig 5734","1909",NA,NA,"Paraguay",NA,NA,"In regione fluminis Alto Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA
"27","2015-11-05 15:08:00-02","MO","MOBOT","100874401","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum.","L. Macias (PEL)",NA,NA,NA,"Per Dusén","Dusén 11894","1911","6","8","Brazil","Santa Catarina",NA,"Herval in fruticetis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"630.00000000",NA,"South America","1",NA,NA,NA,NA,NA
"28","2015-11-18 09:24:00-02","MO","MOBOT","100876820","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum.",NA,NA,NA,NA,"J. Tweedie","Tweedie s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA,NA
"29","2018-07-16 16:51:32-03","UNIOESTE","UNOP","1619","S","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Toderke, M.L.","2014","04","29","Toderke, M.L.; Buturi, C.V.; Boff, L.; Antunes, J.; Ferreira, G.; Buturi, C.V.; Boff, L.; Antunes, J.; Ferreira, G.","197","2014","04","29","Brasil","Paraná","Capanema","Parque Nacional do Iguaçu. Ilha do Sol","-53.8088989257812","-25.6718997955322","23753","Trepadeira volúvel. Folha membranácea, verde discolor. Flor com cálice verde e corola vermelha.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-07-16 16:51:32-03","UNIOESTE","UNOP","6596","S","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Ferneda Rocha, L.C.","2011","04","29","Temponi, L.G.; Marcon, T.R.; Cardozo, A.P.; Marcon, T.R.; Cardozo, A.P.","869","2010","08","03","Brasil","Paraná","Foz do Iguaçu","Trilha para a Fazenda Salinet. Área das parcelas nas margens do rio Iguaçu.","-54.5881004333496","-25.5478000640869","39570","Trepadeira de flores vermelhas.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-12-03 15:35:29-02","UNIOESTE","UNOP","845","S","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Toderke, M.L.","2013","09","06","Toderke, M.L.; Zini, A.S.; Cardozo, A.P.; Escher, A.R.; Zini, A.S.; Cardozo, A.P.; Escher, A.R.","94","2013","09","06","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha Poço Preto.","-54.446083","-25.62175",NA,"Trepadeira volúvel a cerca de 2,5 m do chão, sobre amoreira. Folha membranácea, verde discolor. Frutos imaturos verdes.",NA,NA,NA,"-54.446083","-25.62175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-09 11:37:24-03","UNIOESTE","UNOP","9494","S","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Rauber, C.R.","2019","05","23","Rauber, C.R.; Hentz Junior, E.J.; Temponi, L.G.; Zabotti, K.; Benatti, V.M.N.; Hentz Junior, E.J.; Temponi, L.G.; Zabotti, K.; Benatti, V.M.N.","175","2018","09","28","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, Trilha Manoel Gomes","-53.831972","-25.160722",NA,"Liana, caule verde, folha verde membranácea discolor, cálice verde, corola vermelha.",NA,NA,NA,"-53.831972","-25.160722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-07-16 16:51:32-03","UNIOESTE","UNOP","2820","S","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Simão, P.C.","2013","08","07","Simão, P.C.; Tiscóski, T.L.; Tiscóski, T.L.","107","2013","02","23","Brasil","Paraná","Cascavel","Lago Municipal Paulo Gorski","-53.4552993774414","-24.9557991027832","47841","Trepadeira, flor vermelha, pétalas bordas livres, encontrada na porção final da trilha no parque.",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","1175944","PreservedSpecimen","Plantae",NA,"Rubiaceae","Manettia","angustifolia","Manettia angustifolia","Wernham",NA,NA,NA,NA,"K. Fiebrig","5734","1909",NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,"US00137828",NA,NA,NA,NA,"Rubiales",NA,NA,"South America","1","Dicotyledonae","Isotype",NA,NA,NA
"35","2020-03-05 14:12:10-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Marinero, F","2009","10","23","Azevedo, F","25","1997","09","27","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379","21990","Amostra recebida do Herbário da Universidade Estadual de Londrina - FUEL a título de permuta segundo Guia de Remessa 72/2011 enviada por Ana Odete Santos Vieira (Curadora)",NA,NA,"auto",NA,NA,"Gentianales",NA,NA,"América",NA,NA,NA,NA,NA,NA
"36","2019-09-05 15:30:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Rubiaceae","Manettia","angustifolia","Manettia angustifolia",NA,NA,NA,NA,NA,"K. Fiebrig","5734","1909",NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"37","2019-01-23 11:35:44-02","F","FMNH-SEEDPLANTS","V0361548F","PreservedSpecimen","Plantae","Spermatophyta","Rubiaceae","Manettia","angustifolia","Manettia angustifolia",NA,NA,NA,NA,NA,"K. Fiebrig","5734","1909",NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0361548F","V0361548F_01",NA,NA,NA,NA,NA,NA,"South America",NA,"Dicotyledoneae","Isotype",NA,NA,NA
"38","2019-01-23 11:35:44-02","F","FMNH-SEEDPLANTS","V0361549F","PreservedSpecimen","Plantae","Spermatophyta","Rubiaceae","Manettia","angustifolia","Manettia angustifolia",NA,NA,NA,NA,NA,"K. Fiebrig","5734","1909",NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0361549F","V0361549F_01",NA,NA,NA,NA,NA,NA,"South America",NA,"Dicotyledoneae","Isotype",NA,NA,NA
"39","2019-09-05 15:28:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Rubiaceae","Manettia","hassleriana","Manettia hassleriana",NA,NA,NA,NA,NA,"E. Hassler","5405",NA,NA,NA,"Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA
"40","2020-11-12 16:59:59-03","UEL","FUEL","44582","PreservedSpecimen","Plantae","Tracheophyta","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Marinero, F","2009","10","23","Cotarelli, VM; Francisco, EM","183","2008","06","06","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.605278","-23.92",NA,NA,NA,NA,NA,"-50.605278","-23.92","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-12 16:59:59-03","UEL","FUEL","49623","PreservedSpecimen","Plantae","Tracheophyta","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Rocha, LCF","2011","04","29","Temponi, LG; Marcon, TR; Cardozo, AP","869","2011","08","03","Brasil","Paraná","Foz do Iguaçu","Trilha para Fazenda Salinet, área das parcelas, na margem do rio Iguaçu","-54.5881004333496","-25.5478000640869","39570",NA,NA,NA,"auto",NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-12 16:59:59-03","UEL","FUEL","23945","PreservedSpecimen","Plantae","Tracheophyta","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.",NA,NA,NA,NA,"Medri, C; et al.","717","1998","10","10","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379","21990",NA,NA,NA,"auto",NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-12 16:59:59-03","UEL","FUEL","24109","PreservedSpecimen","Plantae","Tracheophyta","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Marinero, F","2009","10","23","Medri, C; Francisco, EM","773","1999","04","10","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379","21990",NA,NA,NA,"auto",NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-12 16:59:59-03","UEL","FUEL","37485","PreservedSpecimen","Plantae","Tracheophyta","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Marinero, F","2009","10","23","Kinupp, VF; Medri, C","447","1997","04","06","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379","21990",NA,NA,NA,"auto",NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-12 16:59:59-03","UEL","FUEL","37486","PreservedSpecimen","Plantae","Tracheophyta","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Marinero, F","2009","10","23","Azevedo, F","25","1997","09","27","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379","21990",NA,NA,NA,"auto",NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:13:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.",NA,NA,NA,NA,"Tweedie, J","s.n.",NA,NA,NA,"Uruguay",NA,NA,"in Uruguay ad Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:45:08-03","UFRGS","ICN","168753","S","Plantae","Dicotyledon","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum.","Marinero, F","2013","10","09","Seger, GDS","748","2009","06","06","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP)","-50.5835990905762","-29.4480991363525","76715","Trepadeira. Frutos secos e abertos ainda com sementes; Borda de silvicultura de Araucária",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:45:08-03","UFRGS","ICN","175108","S","Plantae","Dicotyledon","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum.","Marinero, F",NA,NA,NA,"Seger, GDS","759","2012","05","28","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP)","-50.5835990905762","-29.4480991363525","76715","Uma flor vermelha aberta e um botão. Muitos frutos verdes e poucos maduros abertos, Trepadeira volúvel, ca. de 5m; Borda de silvicultura de Araucária",NA,NA,"auto",NA,NA,NA,"838","838","América do Sul",NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:45:08-03","UFRGS","ICN","168752","S","Plantae","Dicotyledon","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum.","Marinero, F","2013","10","09","Seger, GDS","685","2009","01","10","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP)","-50.5835990905762","-29.4480991363525","76715","Duplicata doada ao PEL; Trepadeira. Flores brancas, ca. de 4m; Borda de silvicultura de Araucária",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:45:08-03","UFRGS","ICN","168751","S","Plantae","Dicotyledon","Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K. Schum.","Marinero, F","2013","10","09","Seger, GDS","454","2007","02","25","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP)","-50.5835990905762","-29.4480991363525","76715","Duplicata doada ao PEL, MBM; Trepadeira. Flores vermelhas; Borda de silvicultura de Araucária",NA,NA,"auto",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:18:05-03","IBt","SP","499237","S","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Marinero, F","2016","05","19","Rigon, LGC","1938","2016","04","29","Brasil","Paraná","Mangueirinha",NA,"-52.2675","-25.8075",NA,NA,NA,NA,NA,"-52.2675","-25.8075",NA,"755","755",NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:18:05-03","IBt","SP","289348","S","Plantae",NA,"Rubiaceae","Manettia","tweedieana","Manettia tweedieana","K.Schum.","Macias, L","2001","08","15","Tamashiro, JY; et al.","1276","1995","06","14","Brasil","São Paulo","Timburi","Fazenda Domiciana","-49.63445","-23.231414",NA,NA,NA,NA,NA,"-49.63445","-23.231414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
